Title,Description,Keywords,sent,numquestions,q1text,q1option1,q1option2,q1option3,q1option4,q1option5,q2text,q2option1,q2option2,q2option3,q2option4,q2option5,q3text,q3option1,q3option2,q3option3,q3option4,q3option5,q4text,q4option1,q4option2,q4option3,q4option4,q4option5,q5text,q5option1,q5option2,q5option3,q5option4,q5option5,q6text,q6option1,q6option2,q6option3,q6option4,q6option5,q7text,q7option1,q7option2,q7option3,q7option4,q7option5,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","On 14 February 1876 , Gray filed a caveat with the U. S. Patent Office for a telephone design that used a water transmitter .",7,"Did ""a telephone design"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""a telephone design"" is done ""using""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""a telephone design""'s act of ""using"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""a telephone design"" make a concious choice to ""use""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""using"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""a water transmitter"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""a water transmitter"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action has definitely been completed,This does not refer to a specific event at all; it is describing something,It is something that cannot make concious decisions,It definitely didn't happen,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","On 14 February 1876 , Gray filed a caveat with the U. S. Patent Office for a telephone design that used a water transmitter .",7,"Did ""a telephone design"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""a telephone design"" is done ""using""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""a telephone design""'s act of ""using"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""a telephone design"" make a concious choice to ""use""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""using"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""a water transmitter"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""a water transmitter"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action has definitely been completed,This does not refer to a specific event at all; it is describing something,It is something that cannot make concious decisions,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Back in their real time , the heroes all wonder what had happened .",7,"Did ""the heroes"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""the heroes"" is done ""wondering""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""the heroes""'s act of ""wondering"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""the heroes"" make a concious choice to ""wonder""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""wondering"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""the heroes"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""the heroes"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action has definitely been completed,Almost always less than a minute,It can and definitely did made a concious decision,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Back in their real time , the heroes all wonder what had happened .",7,"Did ""the heroes"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""the heroes"" is done ""wondering""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""the heroes""'s act of ""wondering"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""the heroes"" make a concious choice to ""wonder""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""wondering"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""the heroes"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""the heroes"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,I'm not sure whether it moved,The action has definitely been completed,Almost always less than a minute,It can make concious decisions and probably did in this case,It definitely happened,It probably wasn't benefited by the action,It probably wasn't harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Back in their real time , the heroes all wonder what had happened .",7,"Did ""the heroes"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""the heroes"" is done ""wondering""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""the heroes""'s act of ""wondering"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""the heroes"" make a concious choice to ""wonder""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""wondering"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""the heroes"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""the heroes"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,I'm not sure whether it moved,The action is definitely still going on,This does not refer to a specific event at all; it is describing something,It can make concious decisions but it definitely did not in this case,It definitely happened,It probably wasn't benefited by the action,It probably wasn't harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",The Colonel tells him not to worry -- it 's his sickly cousin Fosca .,5,"Did ""him"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""him"" is done ""worrying""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""him""'s act of ""worrying"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""him"" make a concious choice to ""worry""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""worrying"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It probably moved,The action has definitely been completed,Almost always less than a minute,It can make concious decisions and probably did in this case,There is equal chance that it happened or not,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",The Colonel tells him not to worry -- it 's his sickly cousin Fosca .,5,"Did ""him"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""him"" is done ""worrying""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""him""'s act of ""worrying"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""him"" make a concious choice to ""worry""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""worrying"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It probably moved,The action has definitely been completed,Almost always less than a minute,It can make concious decisions but probably did not in this case,It probably happened,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",The Colonel tells him not to worry -- it 's his sickly cousin Fosca .,5,"Did ""him"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""him"" is done ""worrying""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""him""'s act of ""worrying"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""him"" make a concious choice to ""worry""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""worrying"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,I'm not sure whether it moved,The action is probably still going on,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It can make concious decisions but probably did not in this case,It definitely happened,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","However , where derived units are needed , the SI ones are generally used and taught today instead of the CGS ones .",3,"From reading the sentence, how certain are you that ""needing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""derived units"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""derived units"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,There is equal chance that it happened or not,The action didn't affect it,The action didn't affect it at all,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","However , where derived units are needed , the SI ones are generally used and taught today instead of the CGS ones .",3,"From reading the sentence, how certain are you that ""needing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""derived units"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""derived units"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It probably happened,The action didn't affect it,The action didn't affect it at all,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","However , where derived units are needed , the SI ones are generally used and taught today instead of the CGS ones .",3,"From reading the sentence, how certain are you that ""needing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""derived units"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""derived units"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,There is equal chance that it happened or not,The action didn't affect it,The action didn't affect it at all,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","There also remains a strong a cappella presence within Christian music , as some denominations purposefully do not use instruments during worship .",7,"Did ""some denominations"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""some denominations"" is done ""using""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""some denominations""'s act of ""using"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""some denominations"" make a concious choice to ""use""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""using"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""instruments"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""instruments"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,I'm not sure whether it moved,The action is definitely still going on,This does not refer to a specific event at all; it is describing something,It can and definitely did made a concious decision,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","There also remains a strong a cappella presence within Christian music , as some denominations purposefully do not use instruments during worship .",7,"Did ""some denominations"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""some denominations"" is done ""using""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""some denominations""'s act of ""using"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""some denominations"" make a concious choice to ""use""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""using"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""instruments"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""instruments"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action is probably still going on,Almost always less than a minute,It can make concious decisions and probably did in this case,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","There also remains a strong a cappella presence within Christian music , as some denominations purposefully do not use instruments during worship .",7,"Did ""some denominations"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""some denominations"" is done ""using""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""some denominations""'s act of ""using"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""some denominations"" make a concious choice to ""use""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""using"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""instruments"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""instruments"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely did not move,The action is probably still going on,"A long time, and there is no way of telling how long from the context",It can and definitely did made a concious decision,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","At this point , the thrower will then start his or her delivery .",7,"Did ""the thrower"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""the thrower"" is done ""starting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""the thrower""'s act of ""starting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""the thrower"" make a concious choice to ""start""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""starting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""his or her delivery"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""his or her delivery"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It probably moved,The action is probably still going on,Almost always less than a minute,It can and definitely did made a concious decision,It definitely happened,It benefited from the action,It probably wasn't harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","At this point , the thrower will then start his or her delivery .",7,"Did ""the thrower"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""the thrower"" is done ""starting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""the thrower""'s act of ""starting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""the thrower"" make a concious choice to ""start""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""starting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""his or her delivery"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""his or her delivery"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,I'm not sure whether it moved,The action is probably still going on,Almost always less than a second,It can and definitely did made a concious decision,It definitely happened,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","At this point , the thrower will then start his or her delivery .",7,"Did ""the thrower"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""the thrower"" is done ""starting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""the thrower""'s act of ""starting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""the thrower"" make a concious choice to ""start""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""starting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""his or her delivery"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""his or her delivery"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,It definitely moved,The action is definitely still going on,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It can and definitely did made a concious decision,There is equal chance that it happened or not,The action didn't affect it,The action didn't affect it at all
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Almost 9 million tons of goods arrive and leave each year .,5,"Did ""Almost 9 million tons of goods"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Almost 9 million tons of goods"" is done ""leaving""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Almost 9 million tons of goods""'s act of ""leaving"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Almost 9 million tons of goods"" make a concious choice to ""leave""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""leaving"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It probably moved,The action is definitely still going on,"Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",It is something that cannot make concious decisions,It definitely happened,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Almost 9 million tons of goods arrive and leave each year .,5,"Did ""Almost 9 million tons of goods"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Almost 9 million tons of goods"" is done ""leaving""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Almost 9 million tons of goods""'s act of ""leaving"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Almost 9 million tons of goods"" make a concious choice to ""leave""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""leaving"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,It definitely moved,The action is definitely still going on,"A long time, and there is no way of telling how long from the context",It is something that cannot make concious decisions,It definitely happened,,
