Title,Description,Keywords,word0,id0,word1,id1,word2,id2,word3,id3,word4,id4,word5,id5,word6,id6,word7,id7,word8,id8,word9,id9,Answer.confidence0,Answer.confidence1,Answer.confidence2,Answer.confidence3,Answer.confidence4,Answer.confidence5,Answer.confidence6,Answer.confidence7,Answer.confidence8,Answer.confidence9,Answer.na0,Answer.na1,Answer.na2,Answer.na3,Answer.na4,Answer.na5,Answer.na6,Answer.na7,Answer.na8,Answer.na9,Answer.rating0,Answer.rating1,Answer.rating2,Answer.rating3,Answer.rating4,Answer.rating5,Answer.rating6,Answer.rating7,Answer.rating8,Answer.rating9
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey","require the food and drug administration to include devices in the postmarket risk identification and analysis system , to expedite the implementation of the unique device identification system for medical devices",021866_official,defending quality postal delivery for the future,019258_short,"amend the public health service act to support the planning , implementation , and evaluation of organized activities involving statewide youth suicide early intervention and prevention strategies , to authorize grants to institutions of higher education to reduce student mental and behavioral health problems",094351_official,"amend title 39 , united states code , to provide that the united states postal service may not close or consolidate any postal facility located in a zip code with a high rate of population growth",019258_official,clear title to certain real property in new mexico associated with the middle rio grande project,088429_official,amend the national labor relations act .,084478_official,ensuring safe medical devices for patients,021866_short,garrett lee smith memorial,094351_short,preserve charitable giving,084478_short,albuquerque biological park title clarification,088429_short,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,,,,,,,,,,,2.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey","require the food and drug administration to include devices in the postmarket risk identification and analysis system , to expedite the implementation of the unique device identification system for medical devices",021866_official,defending quality postal delivery for the future,019258_short,"amend the public health service act to support the planning , implementation , and evaluation of organized activities involving statewide youth suicide early intervention and prevention strategies , to authorize grants to institutions of higher education to reduce student mental and behavioral health problems",094351_official,"amend title 39 , united states code , to provide that the united states postal service may not close or consolidate any postal facility located in a zip code with a high rate of population growth",019258_official,clear title to certain real property in new mexico associated with the middle rio grande project,088429_official,amend the national labor relations act .,084478_official,ensuring safe medical devices for patients,021866_short,garrett lee smith memorial,094351_short,preserve charitable giving,084478_short,albuquerque biological park title clarification,088429_short,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,1.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey","require the food and drug administration to include devices in the postmarket risk identification and analysis system , to expedite the implementation of the unique device identification system for medical devices",021866_official,defending quality postal delivery for the future,019258_short,"amend the public health service act to support the planning , implementation , and evaluation of organized activities involving statewide youth suicide early intervention and prevention strategies , to authorize grants to institutions of higher education to reduce student mental and behavioral health problems",094351_official,"amend title 39 , united states code , to provide that the united states postal service may not close or consolidate any postal facility located in a zip code with a high rate of population growth",019258_official,clear title to certain real property in new mexico associated with the middle rio grande project,088429_official,amend the national labor relations act .,084478_official,ensuring safe medical devices for patients,021866_short,garrett lee smith memorial,094351_short,preserve charitable giving,084478_short,albuquerque biological park title clarification,088429_short,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,na4,,,,,na9,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey","require the food and drug administration to include devices in the postmarket risk identification and analysis system , to expedite the implementation of the unique device identification system for medical devices",021866_official,defending quality postal delivery for the future,019258_short,"amend the public health service act to support the planning , implementation , and evaluation of organized activities involving statewide youth suicide early intervention and prevention strategies , to authorize grants to institutions of higher education to reduce student mental and behavioral health problems",094351_official,"amend title 39 , united states code , to provide that the united states postal service may not close or consolidate any postal facility located in a zip code with a high rate of population growth",019258_official,clear title to certain real property in new mexico associated with the middle rio grande project,088429_official,amend the national labor relations act .,084478_official,ensuring safe medical devices for patients,021866_short,garrett lee smith memorial,094351_short,preserve charitable giving,084478_short,albuquerque biological park title clarification,088429_short,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey","require the food and drug administration to include devices in the postmarket risk identification and analysis system , to expedite the implementation of the unique device identification system for medical devices",021866_official,defending quality postal delivery for the future,019258_short,"amend the public health service act to support the planning , implementation , and evaluation of organized activities involving statewide youth suicide early intervention and prevention strategies , to authorize grants to institutions of higher education to reduce student mental and behavioral health problems",094351_official,"amend title 39 , united states code , to provide that the united states postal service may not close or consolidate any postal facility located in a zip code with a high rate of population growth",019258_official,clear title to certain real property in new mexico associated with the middle rio grande project,088429_official,amend the national labor relations act .,084478_official,ensuring safe medical devices for patients,021866_short,garrett lee smith memorial,094351_short,preserve charitable giving,084478_short,albuquerque biological park title clarification,088429_short,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,,,,,,,,,,,1.0,3.0,1.0,1.0,-1.0,-1.0,3.0,-3.0,3.0,0.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey",amend the homeland security act of year to require recipients of state homeland security grant program funding to promote preparedness and planning for manmade and natural disasters at educational institutions,044026_official,amend the dodd-frank wall street reform and consumer protection act to require the bureau of consumer financial protection to notify and obtain permission from consumers before collecting nonpublic personal information about such consumers,023382_official,ratepayer recovery,035865_short,state sovereignty,075455_short,help america vote,085435_short,provide for disaster assistance for power transmission and distribution facilities,035865_official,"require states and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to federal elections , to establish grant programs to provide assistance to states and localities to met those requirements and to improve election technology and the administration of federal elections , to establish the election administration commission",085435_official,"restore the division of governmental responsibilities between the national government and the states that was intended by the framers of the constitution , by requiring all federal departments and agencies to comply with former executive order year2 .",075455_official,secure america for education in our schools,044026_short,consumer right to financial privacy,023382_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.0,-1.0,3.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey",amend the homeland security act of year to require recipients of state homeland security grant program funding to promote preparedness and planning for manmade and natural disasters at educational institutions,044026_official,amend the dodd-frank wall street reform and consumer protection act to require the bureau of consumer financial protection to notify and obtain permission from consumers before collecting nonpublic personal information about such consumers,023382_official,ratepayer recovery,035865_short,state sovereignty,075455_short,help america vote,085435_short,provide for disaster assistance for power transmission and distribution facilities,035865_official,"require states and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to federal elections , to establish grant programs to provide assistance to states and localities to met those requirements and to improve election technology and the administration of federal elections , to establish the election administration commission",085435_official,"restore the division of governmental responsibilities between the national government and the states that was intended by the framers of the constitution , by requiring all federal departments and agencies to comply with former executive order year2 .",075455_official,secure america for education in our schools,044026_short,consumer right to financial privacy,023382_short,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,,,,,,,,,,,1.0,1.0,2.0,-1.0,2.0,3.0,3.0,-2.0,1.0,3.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey",amend the homeland security act of year to require recipients of state homeland security grant program funding to promote preparedness and planning for manmade and natural disasters at educational institutions,044026_official,amend the dodd-frank wall street reform and consumer protection act to require the bureau of consumer financial protection to notify and obtain permission from consumers before collecting nonpublic personal information about such consumers,023382_official,ratepayer recovery,035865_short,state sovereignty,075455_short,help america vote,085435_short,provide for disaster assistance for power transmission and distribution facilities,035865_official,"require states and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to federal elections , to establish grant programs to provide assistance to states and localities to met those requirements and to improve election technology and the administration of federal elections , to establish the election administration commission",085435_official,"restore the division of governmental responsibilities between the national government and the states that was intended by the framers of the constitution , by requiring all federal departments and agencies to comply with former executive order year2 .",075455_official,secure america for education in our schools,044026_short,consumer right to financial privacy,023382_short,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,,,,,,,,,,,2.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey",amend the homeland security act of year to require recipients of state homeland security grant program funding to promote preparedness and planning for manmade and natural disasters at educational institutions,044026_official,amend the dodd-frank wall street reform and consumer protection act to require the bureau of consumer financial protection to notify and obtain permission from consumers before collecting nonpublic personal information about such consumers,023382_official,ratepayer recovery,035865_short,state sovereignty,075455_short,help america vote,085435_short,provide for disaster assistance for power transmission and distribution facilities,035865_official,"require states and localities to meet uniform and nondiscriminatory election technology and administration requirements applicable to federal elections , to establish grant programs to provide assistance to states and localities to met those requirements and to improve election technology and the administration of federal elections , to establish the election administration commission",085435_official,"restore the division of governmental responsibilities between the national government and the states that was intended by the framers of the constitution , by requiring all federal departments and agencies to comply with former executive order year2 .",075455_official,secure america for education in our schools,044026_short,consumer right to financial privacy,023382_short,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,,,,,,,,,,,0.0,3.0,-1.0,-1.0,3.0,3.0,-1.0,2.0,3.0,3.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey",facilitate foreign investment by permanently reauthorizing the eb-5 regional center program,019785_official,"amend title 18 , united states code , to provide penalties for knowingly engaging in conduct that is likely to transmit the disease commonly called aids",054237_official,require a report on the future mix of aircraft platforms for the armed forces .,028976_official,aids assault,054237_short,comprehensive veterans health and benefits and military retirement pay restoration,047739_short,authorize appropriations for the construction of certain highways in accordance with title 23 of the united states code,016006_official,highway revenue,016006_short,improve the provision of medical services and benefits to veterans,047739_official,long range strike aircraft mix,028976_short,american entrepreneurship and investment,019785_short,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,-1.0,2.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey",facilitate foreign investment by permanently reauthorizing the eb-5 regional center program,019785_official,"amend title 18 , united states code , to provide penalties for knowingly engaging in conduct that is likely to transmit the disease commonly called aids",054237_official,require a report on the future mix of aircraft platforms for the armed forces .,028976_official,aids assault,054237_short,comprehensive veterans health and benefits and military retirement pay restoration,047739_short,authorize appropriations for the construction of certain highways in accordance with title 23 of the united states code,016006_official,highway revenue,016006_short,improve the provision of medical services and benefits to veterans,047739_official,long range strike aircraft mix,028976_short,american entrepreneurship and investment,019785_short,1.0,2.0,1.0,,2.0,1.0,1.0,2.0,0.0,2.0,,,,na3,,,,,,,1.0,3.0,0.0,,3.0,0.0,-1.0,3.0,-1.0,3.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey",facilitate foreign investment by permanently reauthorizing the eb-5 regional center program,019785_official,"amend title 18 , united states code , to provide penalties for knowingly engaging in conduct that is likely to transmit the disease commonly called aids",054237_official,require a report on the future mix of aircraft platforms for the armed forces .,028976_official,aids assault,054237_short,comprehensive veterans health and benefits and military retirement pay restoration,047739_short,authorize appropriations for the construction of certain highways in accordance with title 23 of the united states code,016006_official,highway revenue,016006_short,improve the provision of medical services and benefits to veterans,047739_official,long range strike aircraft mix,028976_short,american entrepreneurship and investment,019785_short,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,2.0,1.0,2.0,-2.0,3.0,2.0,-1.0,3.0,2.0,2.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey",facilitate foreign investment by permanently reauthorizing the eb-5 regional center program,019785_official,"amend title 18 , united states code , to provide penalties for knowingly engaging in conduct that is likely to transmit the disease commonly called aids",054237_official,require a report on the future mix of aircraft platforms for the armed forces .,028976_official,aids assault,054237_short,comprehensive veterans health and benefits and military retirement pay restoration,047739_short,authorize appropriations for the construction of certain highways in accordance with title 23 of the united states code,016006_official,highway revenue,016006_short,improve the provision of medical services and benefits to veterans,047739_official,long range strike aircraft mix,028976_short,american entrepreneurship and investment,019785_short,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey",facilitate foreign investment by permanently reauthorizing the eb-5 regional center program,019785_official,"amend title 18 , united states code , to provide penalties for knowingly engaging in conduct that is likely to transmit the disease commonly called aids",054237_official,require a report on the future mix of aircraft platforms for the armed forces .,028976_official,aids assault,054237_short,comprehensive veterans health and benefits and military retirement pay restoration,047739_short,authorize appropriations for the construction of certain highways in accordance with title 23 of the united states code,016006_official,highway revenue,016006_short,improve the provision of medical services and benefits to veterans,047739_official,long range strike aircraft mix,028976_short,american entrepreneurship and investment,019785_short,1.0,2.0,0.0,,1.0,0.0,1.0,2.0,,,,,,na3,,,,,na8,na9,1.0,3.0,1.0,,1.0,2.0,-1.0,2.0,,
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey","border security , cooperation , and act now drug war prevention",020565_short,"provide for the orderly phasing out of surface coal mining operations , and to control those underground coal mining practices which adversely affect the quality of the environment",001112_official,provide guidance and priorities for federal government obligations in the event that the debt limit is reached .,029642_official,"authorize a new trade , investment , and development policy for sub-saharan africa .",081947_official,urban entrepreneurial opportunities,063021_short,provide for emergency deployments of united states border patrol agents and to increase the number of dea and atf agents along the international border of the united states to increase resources to identify and eliminate illicit sources of firearms into mexico for use by violent drug trafficking organizations and for other lawful activities,020565_official,amend the internal revenue code of year to provide tax incentives to encourage corporations to provide financing and management support services to small business concerns operating in urban areas designated as enterprise zones .,063021_official,strip mining abolition,001112_short,hope for africa,081947_short,default prevention,029642_short,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,1.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey","border security , cooperation , and act now drug war prevention",020565_short,"provide for the orderly phasing out of surface coal mining operations , and to control those underground coal mining practices which adversely affect the quality of the environment",001112_official,provide guidance and priorities for federal government obligations in the event that the debt limit is reached .,029642_official,"authorize a new trade , investment , and development policy for sub-saharan africa .",081947_official,urban entrepreneurial opportunities,063021_short,provide for emergency deployments of united states border patrol agents and to increase the number of dea and atf agents along the international border of the united states to increase resources to identify and eliminate illicit sources of firearms into mexico for use by violent drug trafficking organizations and for other lawful activities,020565_official,amend the internal revenue code of year to provide tax incentives to encourage corporations to provide financing and management support services to small business concerns operating in urban areas designated as enterprise zones .,063021_official,strip mining abolition,001112_short,hope for africa,081947_short,default prevention,029642_short,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,,,,,,,,,,,-2.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0
Indicate your political stance on political ideas,Indicate opinions towards proposed public policies and political ideas,"research,politics,language,opinion,survey","border security , cooperation , and act now drug war prevention",020565_short,"provide for the orderly phasing out of surface coal mining operations , and to control those underground coal mining practices which adversely affect the quality of the environment",001112_official,provide guidance and priorities for federal government obligations in the event that the debt limit is reached .,029642_official,"authorize a new trade , investment , and development policy for sub-saharan africa .",081947_official,urban entrepreneurial opportunities,063021_short,provide for emergency deployments of united states border patrol agents and to increase the number of dea and atf agents along the international border of the united states to increase resources to identify and eliminate illicit sources of firearms into mexico for use by violent drug trafficking organizations and for other lawful activities,020565_official,amend the internal revenue code of year to provide tax incentives to encourage corporations to provide financing and management support services to small business concerns operating in urban areas designated as enterprise zones .,063021_official,strip mining abolition,001112_short,hope for africa,081947_short,default prevention,029642_short,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0
