Title,Description,Keywords,Input.Q1PairID,Input.Q1Paraphrase,Input.Q1Target,Input.Q1TestSentence,Input.Q2PairID,Input.Q2Paraphrase,Input.Q2Target,Input.Q2TestSentence,Input.Q3PairID,Input.Q3Paraphrase,Input.Q3Target,Input.Q3TestSentence,Input.Q4PairID,Input.Q4Paraphrase,Input.Q4Target,Input.Q4TestSentence,Input.Q5PairID,Input.Q5Paraphrase,Input.Q5Target,Input.Q5TestSentence,Input.Q6PairID,Input.Q6Paraphrase,Input.Q6Target,Input.Q6TestSentence,Input.Q7PairID,Input.Q7Paraphrase,Input.Q7Target,Input.Q7TestSentence,Input.Q8PairID,Input.Q8Paraphrase,Input.Q8Target,Input.Q8TestSentence,Input.Q9PairID,Input.Q9Paraphrase,Input.Q9Target,Input.Q9TestSentence,Input.Q10PairID,Input.Q10Paraphrase,Input.Q10Target,Input.Q10TestSentence,Input.QXPairID,Input.QXParaphrase,Input.QXTarget,Input.QXTestSentence,Answer.Q10Answer,Answer.Q1Answer,Answer.Q2Answer,Answer.Q3Answer,Answer.Q4Answer,Answer.Q5Answer,Answer.Q6Answer,Answer.Q7Answer,Answer.Q8Answer,Answer.Q9Answer,Answer.QXAnswer,Approve,Reject
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.ring.ringtone.1,ringtone,ring,"6 ) the gprs connectivity can also be used for viewing and downloading wallpapers , alert tones , <b><font color=""blue"">ring</font></b> tones , and other mobile content .",RB.softly.quietly.1,quietly,softly,"i &apos;il play it very <b><font color=""blue"">softly</font></b> ... because i have things to tell you about , which i ca n&apos;t shout .",JJ.rough.coarse.9,coarse,rough,"natural surfaces may be <b><font color=""blue"">rough</font></b> , undulant , and unpredictable , and provide only limited , patchy areas with which adhesive structures can make contact .",NN.function.role.8,role,function,"there is no doubt that within the overall system of international industrial cooperation , the organizations and bodies of the united nations system will continue to play an especially important <b><font color=""blue"">function</font></b> as providers of objective advice and untied financial and technical cooperation to their member states .",JJ.rich.rewarding.4,rewarding,rich,"the report was introduced by ambassador bethel , who said that the visit had been a <b><font color=""blue"">rich</font></b> and enlightening experience .",NN.market.supermarket.5,supermarket,market,"it is not planned to withdraw 90 and 80-octaine petrol from the local <b><font color=""blue"">market</font></b> or to dump the local market with 92-octaine petrol at the expense of 90 and 80-octaine petrol , but there is a balance , taking all priorities into consideration , said fahmi .",NN.service.assistance.9,assistance,service,"at the request of the families , social workers or the inmates themselves , the penitentiary system advocates that economic aid be granted to the families of inmates in need of this <b><font color=""blue"">service</font></b> , which is provided by the country &apos;s social security and assistance services .",NN.service.maintenance.4,maintenance,service,"vehicle technicians work as members of a team that provides skilled technicians responsible for the complete range of <b><font color=""blue"">service</font></b> , maintenance , repair and overhaul of all land vehicles and related equipment used by the cf .",RB.closely.narrowly.7,narrowly,closely,"in the process , quebec language policy has aligned more <b><font color=""blue"">closely</font></b> with québécois public opinion on the proper regime of language rights .",NN.board.blackboard.5,blackboard,board,"write the definitions on the <b><font color=""blue"">board</font></b> or use an overhead and have students copy these into their booklets at the appropriate place .",ctrl.NN/m/00003844.pp1.1,market-place,market,"so as to guarantee a viable and strong single <b><font color=""blue"">market</font></b> , we need to reconcile what mario monti referred to in his analytical and stimulating report as the tensions between market integration and social objectives .",1,0,1,1,1,1,1,1,1,1,0,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.ring.ringtone.1,ringtone,ring,"6 ) the gprs connectivity can also be used for viewing and downloading wallpapers , alert tones , <b><font color=""blue"">ring</font></b> tones , and other mobile content .",RB.softly.quietly.1,quietly,softly,"i &apos;il play it very <b><font color=""blue"">softly</font></b> ... because i have things to tell you about , which i ca n&apos;t shout .",JJ.rough.coarse.9,coarse,rough,"natural surfaces may be <b><font color=""blue"">rough</font></b> , undulant , and unpredictable , and provide only limited , patchy areas with which adhesive structures can make contact .",NN.function.role.8,role,function,"there is no doubt that within the overall system of international industrial cooperation , the organizations and bodies of the united nations system will continue to play an especially important <b><font color=""blue"">function</font></b> as providers of objective advice and untied financial and technical cooperation to their member states .",JJ.rich.rewarding.4,rewarding,rich,"the report was introduced by ambassador bethel , who said that the visit had been a <b><font color=""blue"">rich</font></b> and enlightening experience .",NN.market.supermarket.5,supermarket,market,"it is not planned to withdraw 90 and 80-octaine petrol from the local <b><font color=""blue"">market</font></b> or to dump the local market with 92-octaine petrol at the expense of 90 and 80-octaine petrol , but there is a balance , taking all priorities into consideration , said fahmi .",NN.service.assistance.9,assistance,service,"at the request of the families , social workers or the inmates themselves , the penitentiary system advocates that economic aid be granted to the families of inmates in need of this <b><font color=""blue"">service</font></b> , which is provided by the country &apos;s social security and assistance services .",NN.service.maintenance.4,maintenance,service,"vehicle technicians work as members of a team that provides skilled technicians responsible for the complete range of <b><font color=""blue"">service</font></b> , maintenance , repair and overhaul of all land vehicles and related equipment used by the cf .",RB.closely.narrowly.7,narrowly,closely,"in the process , quebec language policy has aligned more <b><font color=""blue"">closely</font></b> with québécois public opinion on the proper regime of language rights .",NN.board.blackboard.5,blackboard,board,"write the definitions on the <b><font color=""blue"">board</font></b> or use an overhead and have students copy these into their booklets at the appropriate place .",ctrl.NN/m/00003844.pp1.1,market-place,market,"so as to guarantee a viable and strong single <b><font color=""blue"">market</font></b> , we need to reconcile what mario monti referred to in his analytical and stimulating report as the tensions between market integration and social objectives .",1,1,1,1,1,1,0,1,0,1,0,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.ring.ringtone.1,ringtone,ring,"6 ) the gprs connectivity can also be used for viewing and downloading wallpapers , alert tones , <b><font color=""blue"">ring</font></b> tones , and other mobile content .",RB.softly.quietly.1,quietly,softly,"i &apos;il play it very <b><font color=""blue"">softly</font></b> ... because i have things to tell you about , which i ca n&apos;t shout .",JJ.rough.coarse.9,coarse,rough,"natural surfaces may be <b><font color=""blue"">rough</font></b> , undulant , and unpredictable , and provide only limited , patchy areas with which adhesive structures can make contact .",NN.function.role.8,role,function,"there is no doubt that within the overall system of international industrial cooperation , the organizations and bodies of the united nations system will continue to play an especially important <b><font color=""blue"">function</font></b> as providers of objective advice and untied financial and technical cooperation to their member states .",JJ.rich.rewarding.4,rewarding,rich,"the report was introduced by ambassador bethel , who said that the visit had been a <b><font color=""blue"">rich</font></b> and enlightening experience .",NN.market.supermarket.5,supermarket,market,"it is not planned to withdraw 90 and 80-octaine petrol from the local <b><font color=""blue"">market</font></b> or to dump the local market with 92-octaine petrol at the expense of 90 and 80-octaine petrol , but there is a balance , taking all priorities into consideration , said fahmi .",NN.service.assistance.9,assistance,service,"at the request of the families , social workers or the inmates themselves , the penitentiary system advocates that economic aid be granted to the families of inmates in need of this <b><font color=""blue"">service</font></b> , which is provided by the country &apos;s social security and assistance services .",NN.service.maintenance.4,maintenance,service,"vehicle technicians work as members of a team that provides skilled technicians responsible for the complete range of <b><font color=""blue"">service</font></b> , maintenance , repair and overhaul of all land vehicles and related equipment used by the cf .",RB.closely.narrowly.7,narrowly,closely,"in the process , quebec language policy has aligned more <b><font color=""blue"">closely</font></b> with québécois public opinion on the proper regime of language rights .",NN.board.blackboard.5,blackboard,board,"write the definitions on the <b><font color=""blue"">board</font></b> or use an overhead and have students copy these into their booklets at the appropriate place .",ctrl.NN/m/00003844.pp1.1,market-place,market,"so as to guarantee a viable and strong single <b><font color=""blue"">market</font></b> , we need to reconcile what mario monti referred to in his analytical and stimulating report as the tensions between market integration and social objectives .",1,1,1,1,1,1,-1,1,1,1,1,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.coach.trainer.6,trainer,coach,"she has seen the good , the bad , and the ugly in her role as a leader , trainer , speaker and <b><font color=""blue"">coach</font></b> ! rosita will make you re-think your leadership style and challenge you to rise to new heights !",RB.only.merely.9,merely,only,"it was the responsibility of member states not <b><font color=""blue"">only</font></b> to commend the department on its accomplishments , but also to engage it , when necessary , in a frank and constructive dialogue on its shortcomings .",NN.field.ground.4,ground,field,"unlike our principal allies , the bulk of the cf medical reserves serving in the <b><font color=""blue"">field</font></b> force units are not capable of being deployed where ground combat operations are likely , particularly for a short-notice deployment .",NN.coach.trainer.7,trainer,coach,"as a <b><font color=""blue"">coach</font></b> or trainer , you play a special role in the lives of a number of young people .",VB.cover.conceal.7,conceal,cover,"the words of the representative of israel do not <b><font color=""blue"">cover</font></b> the horrific nature of the criminal practices of his regime .",VB.shake.wiggle.2,wiggle,shake,"- and he &apos;s hoping- - and he &apos;s hopin &apos; that the johnson girls- he &apos;s goin &apos; to hear them <b><font color=""blue"">shake</font></b> their hips a little ... and sing touch me , kiss me , be my man .",NN.market.supermarket.3,supermarket,market,"thus , smallholders are genuine players in the <b><font color=""blue"">market</font></b> chain , and their products deserve to be marketed by supermarkets .",NN.function.role.6,role,function,"at the third biennial meeting regarding implementation of the programme of action on small arms , held last july , i had the honour to assume the <b><font color=""blue"">function</font></b> of facilitator regarding the issue of stockpile management and surplus disposal .",JJ.soft.gentle.2,gentle,soft,"sometimes she ca n&apos;t be bothered to go traveling anywhere , and just pretends her daily walk is a trip , taking in the simple pleasure of a <b><font color=""blue"">soft</font></b> breeze .",RB.tight.watertight.9,watertight,tight,"11 . &quot; hermetically sealed system &quot; means a system in which all refrigerant containing parts are made <b><font color=""blue"">tight</font></b> by welding , brazing or a similar permanent connection ;",ctrl.NN/c/00025641.pp2.1,coach,instructor,"the student air traffic controller licence shall authorise the holder to provide air traffic control services under the supervision of an on-the-job-training <b><font color=""blue"">instructor</font></b> .",0,1,0,1,0,0,1,-2,1,1,1,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.coach.trainer.6,trainer,coach,"she has seen the good , the bad , and the ugly in her role as a leader , trainer , speaker and <b><font color=""blue"">coach</font></b> ! rosita will make you re-think your leadership style and challenge you to rise to new heights !",RB.only.merely.9,merely,only,"it was the responsibility of member states not <b><font color=""blue"">only</font></b> to commend the department on its accomplishments , but also to engage it , when necessary , in a frank and constructive dialogue on its shortcomings .",NN.field.ground.4,ground,field,"unlike our principal allies , the bulk of the cf medical reserves serving in the <b><font color=""blue"">field</font></b> force units are not capable of being deployed where ground combat operations are likely , particularly for a short-notice deployment .",NN.coach.trainer.7,trainer,coach,"as a <b><font color=""blue"">coach</font></b> or trainer , you play a special role in the lives of a number of young people .",VB.cover.conceal.7,conceal,cover,"the words of the representative of israel do not <b><font color=""blue"">cover</font></b> the horrific nature of the criminal practices of his regime .",VB.shake.wiggle.2,wiggle,shake,"- and he &apos;s hoping- - and he &apos;s hopin &apos; that the johnson girls- he &apos;s goin &apos; to hear them <b><font color=""blue"">shake</font></b> their hips a little ... and sing touch me , kiss me , be my man .",NN.market.supermarket.3,supermarket,market,"thus , smallholders are genuine players in the <b><font color=""blue"">market</font></b> chain , and their products deserve to be marketed by supermarkets .",NN.function.role.6,role,function,"at the third biennial meeting regarding implementation of the programme of action on small arms , held last july , i had the honour to assume the <b><font color=""blue"">function</font></b> of facilitator regarding the issue of stockpile management and surplus disposal .",JJ.soft.gentle.2,gentle,soft,"sometimes she ca n&apos;t be bothered to go traveling anywhere , and just pretends her daily walk is a trip , taking in the simple pleasure of a <b><font color=""blue"">soft</font></b> breeze .",RB.tight.watertight.9,watertight,tight,"11 . &quot; hermetically sealed system &quot; means a system in which all refrigerant containing parts are made <b><font color=""blue"">tight</font></b> by welding , brazing or a similar permanent connection ;",ctrl.NN/c/00025641.pp2.1,coach,instructor,"the student air traffic controller licence shall authorise the holder to provide air traffic control services under the supervision of an on-the-job-training <b><font color=""blue"">instructor</font></b> .",1,1,1,1,1,1,1,1,1,1,1,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.coach.trainer.6,trainer,coach,"she has seen the good , the bad , and the ugly in her role as a leader , trainer , speaker and <b><font color=""blue"">coach</font></b> ! rosita will make you re-think your leadership style and challenge you to rise to new heights !",RB.only.merely.9,merely,only,"it was the responsibility of member states not <b><font color=""blue"">only</font></b> to commend the department on its accomplishments , but also to engage it , when necessary , in a frank and constructive dialogue on its shortcomings .",NN.field.ground.4,ground,field,"unlike our principal allies , the bulk of the cf medical reserves serving in the <b><font color=""blue"">field</font></b> force units are not capable of being deployed where ground combat operations are likely , particularly for a short-notice deployment .",NN.coach.trainer.7,trainer,coach,"as a <b><font color=""blue"">coach</font></b> or trainer , you play a special role in the lives of a number of young people .",VB.cover.conceal.7,conceal,cover,"the words of the representative of israel do not <b><font color=""blue"">cover</font></b> the horrific nature of the criminal practices of his regime .",VB.shake.wiggle.2,wiggle,shake,"- and he &apos;s hoping- - and he &apos;s hopin &apos; that the johnson girls- he &apos;s goin &apos; to hear them <b><font color=""blue"">shake</font></b> their hips a little ... and sing touch me , kiss me , be my man .",NN.market.supermarket.3,supermarket,market,"thus , smallholders are genuine players in the <b><font color=""blue"">market</font></b> chain , and their products deserve to be marketed by supermarkets .",NN.function.role.6,role,function,"at the third biennial meeting regarding implementation of the programme of action on small arms , held last july , i had the honour to assume the <b><font color=""blue"">function</font></b> of facilitator regarding the issue of stockpile management and surplus disposal .",JJ.soft.gentle.2,gentle,soft,"sometimes she ca n&apos;t be bothered to go traveling anywhere , and just pretends her daily walk is a trip , taking in the simple pleasure of a <b><font color=""blue"">soft</font></b> breeze .",RB.tight.watertight.9,watertight,tight,"11 . &quot; hermetically sealed system &quot; means a system in which all refrigerant containing parts are made <b><font color=""blue"">tight</font></b> by welding , brazing or a similar permanent connection ;",ctrl.NN/c/00025641.pp2.1,coach,instructor,"the student air traffic controller licence shall authorise the holder to provide air traffic control services under the supervision of an on-the-job-training <b><font color=""blue"">instructor</font></b> .",1,1,1,1,1,0,1,1,1,1,1,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.coach.trainer.6,trainer,coach,"she has seen the good , the bad , and the ugly in her role as a leader , trainer , speaker and <b><font color=""blue"">coach</font></b> ! rosita will make you re-think your leadership style and challenge you to rise to new heights !",RB.only.merely.9,merely,only,"it was the responsibility of member states not <b><font color=""blue"">only</font></b> to commend the department on its accomplishments , but also to engage it , when necessary , in a frank and constructive dialogue on its shortcomings .",NN.field.ground.4,ground,field,"unlike our principal allies , the bulk of the cf medical reserves serving in the <b><font color=""blue"">field</font></b> force units are not capable of being deployed where ground combat operations are likely , particularly for a short-notice deployment .",NN.coach.trainer.7,trainer,coach,"as a <b><font color=""blue"">coach</font></b> or trainer , you play a special role in the lives of a number of young people .",VB.cover.conceal.7,conceal,cover,"the words of the representative of israel do not <b><font color=""blue"">cover</font></b> the horrific nature of the criminal practices of his regime .",VB.shake.wiggle.2,wiggle,shake,"- and he &apos;s hoping- - and he &apos;s hopin &apos; that the johnson girls- he &apos;s goin &apos; to hear them <b><font color=""blue"">shake</font></b> their hips a little ... and sing touch me , kiss me , be my man .",NN.market.supermarket.3,supermarket,market,"thus , smallholders are genuine players in the <b><font color=""blue"">market</font></b> chain , and their products deserve to be marketed by supermarkets .",NN.function.role.6,role,function,"at the third biennial meeting regarding implementation of the programme of action on small arms , held last july , i had the honour to assume the <b><font color=""blue"">function</font></b> of facilitator regarding the issue of stockpile management and surplus disposal .",JJ.soft.gentle.2,gentle,soft,"sometimes she ca n&apos;t be bothered to go traveling anywhere , and just pretends her daily walk is a trip , taking in the simple pleasure of a <b><font color=""blue"">soft</font></b> breeze .",RB.tight.watertight.9,watertight,tight,"11 . &quot; hermetically sealed system &quot; means a system in which all refrigerant containing parts are made <b><font color=""blue"">tight</font></b> by welding , brazing or a similar permanent connection ;",ctrl.NN/c/00025641.pp2.1,coach,instructor,"the student air traffic controller licence shall authorise the holder to provide air traffic control services under the supervision of an on-the-job-training <b><font color=""blue"">instructor</font></b> .",-2,1,0,-2,1,1,1,1,1,1,1,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.coach.trainer.6,trainer,coach,"she has seen the good , the bad , and the ugly in her role as a leader , trainer , speaker and <b><font color=""blue"">coach</font></b> ! rosita will make you re-think your leadership style and challenge you to rise to new heights !",RB.only.merely.9,merely,only,"it was the responsibility of member states not <b><font color=""blue"">only</font></b> to commend the department on its accomplishments , but also to engage it , when necessary , in a frank and constructive dialogue on its shortcomings .",NN.field.ground.4,ground,field,"unlike our principal allies , the bulk of the cf medical reserves serving in the <b><font color=""blue"">field</font></b> force units are not capable of being deployed where ground combat operations are likely , particularly for a short-notice deployment .",NN.coach.trainer.7,trainer,coach,"as a <b><font color=""blue"">coach</font></b> or trainer , you play a special role in the lives of a number of young people .",VB.cover.conceal.7,conceal,cover,"the words of the representative of israel do not <b><font color=""blue"">cover</font></b> the horrific nature of the criminal practices of his regime .",VB.shake.wiggle.2,wiggle,shake,"- and he &apos;s hoping- - and he &apos;s hopin &apos; that the johnson girls- he &apos;s goin &apos; to hear them <b><font color=""blue"">shake</font></b> their hips a little ... and sing touch me , kiss me , be my man .",NN.market.supermarket.3,supermarket,market,"thus , smallholders are genuine players in the <b><font color=""blue"">market</font></b> chain , and their products deserve to be marketed by supermarkets .",NN.function.role.6,role,function,"at the third biennial meeting regarding implementation of the programme of action on small arms , held last july , i had the honour to assume the <b><font color=""blue"">function</font></b> of facilitator regarding the issue of stockpile management and surplus disposal .",JJ.soft.gentle.2,gentle,soft,"sometimes she ca n&apos;t be bothered to go traveling anywhere , and just pretends her daily walk is a trip , taking in the simple pleasure of a <b><font color=""blue"">soft</font></b> breeze .",RB.tight.watertight.9,watertight,tight,"11 . &quot; hermetically sealed system &quot; means a system in which all refrigerant containing parts are made <b><font color=""blue"">tight</font></b> by welding , brazing or a similar permanent connection ;",ctrl.NN/c/00025641.pp2.1,coach,instructor,"the student air traffic controller licence shall authorise the holder to provide air traffic control services under the supervision of an on-the-job-training <b><font color=""blue"">instructor</font></b> .",-1,1,1,1,1,1,1,1,1,1,1,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.coach.trainer.6,trainer,coach,"she has seen the good , the bad , and the ugly in her role as a leader , trainer , speaker and <b><font color=""blue"">coach</font></b> ! rosita will make you re-think your leadership style and challenge you to rise to new heights !",RB.only.merely.9,merely,only,"it was the responsibility of member states not <b><font color=""blue"">only</font></b> to commend the department on its accomplishments , but also to engage it , when necessary , in a frank and constructive dialogue on its shortcomings .",NN.field.ground.4,ground,field,"unlike our principal allies , the bulk of the cf medical reserves serving in the <b><font color=""blue"">field</font></b> force units are not capable of being deployed where ground combat operations are likely , particularly for a short-notice deployment .",NN.coach.trainer.7,trainer,coach,"as a <b><font color=""blue"">coach</font></b> or trainer , you play a special role in the lives of a number of young people .",VB.cover.conceal.7,conceal,cover,"the words of the representative of israel do not <b><font color=""blue"">cover</font></b> the horrific nature of the criminal practices of his regime .",VB.shake.wiggle.2,wiggle,shake,"- and he &apos;s hoping- - and he &apos;s hopin &apos; that the johnson girls- he &apos;s goin &apos; to hear them <b><font color=""blue"">shake</font></b> their hips a little ... and sing touch me , kiss me , be my man .",NN.market.supermarket.3,supermarket,market,"thus , smallholders are genuine players in the <b><font color=""blue"">market</font></b> chain , and their products deserve to be marketed by supermarkets .",NN.function.role.6,role,function,"at the third biennial meeting regarding implementation of the programme of action on small arms , held last july , i had the honour to assume the <b><font color=""blue"">function</font></b> of facilitator regarding the issue of stockpile management and surplus disposal .",JJ.soft.gentle.2,gentle,soft,"sometimes she ca n&apos;t be bothered to go traveling anywhere , and just pretends her daily walk is a trip , taking in the simple pleasure of a <b><font color=""blue"">soft</font></b> breeze .",RB.tight.watertight.9,watertight,tight,"11 . &quot; hermetically sealed system &quot; means a system in which all refrigerant containing parts are made <b><font color=""blue"">tight</font></b> by welding , brazing or a similar permanent connection ;",ctrl.NN/c/00025641.pp2.1,coach,instructor,"the student air traffic controller licence shall authorise the holder to provide air traffic control services under the supervision of an on-the-job-training <b><font color=""blue"">instructor</font></b> .",0,1,1,1,1,0,1,-1,1,1,0,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.coach.trainer.6,trainer,coach,"she has seen the good , the bad , and the ugly in her role as a leader , trainer , speaker and <b><font color=""blue"">coach</font></b> ! rosita will make you re-think your leadership style and challenge you to rise to new heights !",RB.only.merely.9,merely,only,"it was the responsibility of member states not <b><font color=""blue"">only</font></b> to commend the department on its accomplishments , but also to engage it , when necessary , in a frank and constructive dialogue on its shortcomings .",NN.field.ground.4,ground,field,"unlike our principal allies , the bulk of the cf medical reserves serving in the <b><font color=""blue"">field</font></b> force units are not capable of being deployed where ground combat operations are likely , particularly for a short-notice deployment .",NN.coach.trainer.7,trainer,coach,"as a <b><font color=""blue"">coach</font></b> or trainer , you play a special role in the lives of a number of young people .",VB.cover.conceal.7,conceal,cover,"the words of the representative of israel do not <b><font color=""blue"">cover</font></b> the horrific nature of the criminal practices of his regime .",VB.shake.wiggle.2,wiggle,shake,"- and he &apos;s hoping- - and he &apos;s hopin &apos; that the johnson girls- he &apos;s goin &apos; to hear them <b><font color=""blue"">shake</font></b> their hips a little ... and sing touch me , kiss me , be my man .",NN.market.supermarket.3,supermarket,market,"thus , smallholders are genuine players in the <b><font color=""blue"">market</font></b> chain , and their products deserve to be marketed by supermarkets .",NN.function.role.6,role,function,"at the third biennial meeting regarding implementation of the programme of action on small arms , held last july , i had the honour to assume the <b><font color=""blue"">function</font></b> of facilitator regarding the issue of stockpile management and surplus disposal .",JJ.soft.gentle.2,gentle,soft,"sometimes she ca n&apos;t be bothered to go traveling anywhere , and just pretends her daily walk is a trip , taking in the simple pleasure of a <b><font color=""blue"">soft</font></b> breeze .",RB.tight.watertight.9,watertight,tight,"11 . &quot; hermetically sealed system &quot; means a system in which all refrigerant containing parts are made <b><font color=""blue"">tight</font></b> by welding , brazing or a similar permanent connection ;",ctrl.NN/c/00025641.pp2.1,coach,instructor,"the student air traffic controller licence shall authorise the holder to provide air traffic control services under the supervision of an on-the-job-training <b><font color=""blue"">instructor</font></b> .",0,1,1,1,-1,1,1,1,1,1,1,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",RB.tight.strictly.1,strictly,tight,"tehran - moheet : the french foreign minister urged iran today to allow a more <b><font color=""blue"">tight</font></b> international inspection of its nuclear program that washington said aims at producing atomic weapons .",NN.market.industry.3,industry,market,"it conjures up a picture of rosy-cheeked milkmaids , accompanied , of course , by commissioner fischler , frolicking among haystacks , cow-bells , marmots and alpine pastures , and stroking rare-breed cows , while mr bush &apos;s texans have a monopoly in the meat <b><font color=""blue"">market</font></b> .",VB.draw.attract.1,attract,draw,"large networks <b><font color=""blue"">draw</font></b> the most unique visitors , but specialty channels draw more repeat visitors .",NN.coach.trainer.1,trainer,coach,"in his capacity as a manager , trainer , fitness coach , <b><font color=""blue"">coach</font></b> , doctor , physiotherapist or employee involved in any activity supporting the sports competitor ( section 3.2 ) .",RB.only.solely.3,solely,only,"it is difficult to complete such support tasks based <b><font color=""blue"">only</font></b> on the existing forces .",RB.really.extremely.7,extremely,really,"our games have always run <b><font color=""blue"">really</font></b> well on pentium 4 processor-based systems , without having to do extensive optimization .",JJ.rich.wealthy.1,wealthy,rich,"the result is an unemployment rate hovering near 5 % , but an increasing polarization of the incomes of the <b><font color=""blue"">rich</font></b> and the poor .",RB.near.approximately.1,approximately,near,"primary education is almost universal , with <b><font color=""blue"">near</font></b> equal enrolment rates for girls and boys .",JJ.bright.intelligent.3,intelligent,bright,"he was a dandy model , <b><font color=""blue"">bright</font></b> , talkative , versatile , effusive , and sympathetic ... i made altogether 12 or 14 of him with what promises to be fair luck .",RB.softly.gently.3,gently,softly,"&quot; tread <b><font color=""blue"">softly</font></b> ... because you tread on my dreams . &quot;",ctrl.ADJP/c/00003702.pp1.2,steady,comparatively stable,"unlike canada &apos;s mercurial feature-film funding arrangements , experimental filmmakers enjoyed a <b><font color=""blue"">comparatively stable</font></b> ( if very modest ) funding set-up that used an artist &apos;s jury granting process .",1,1,1,1,1,1,1,1,1,1,1,,
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",RB.tight.strictly.1,strictly,tight,"tehran - moheet : the french foreign minister urged iran today to allow a more <b><font color=""blue"">tight</font></b> international inspection of its nuclear program that washington said aims at producing atomic weapons .",NN.market.industry.3,industry,market,"it conjures up a picture of rosy-cheeked milkmaids , accompanied , of course , by commissioner fischler , frolicking among haystacks , cow-bells , marmots and alpine pastures , and stroking rare-breed cows , while mr bush &apos;s texans have a monopoly in the meat <b><font color=""blue"">market</font></b> .",VB.draw.attract.1,attract,draw,"large networks <b><font color=""blue"">draw</font></b> the most unique visitors , but specialty channels draw more repeat visitors .",NN.coach.trainer.1,trainer,coach,"in his capacity as a manager , trainer , fitness coach , <b><font color=""blue"">coach</font></b> , doctor , physiotherapist or employee involved in any activity supporting the sports competitor ( section 3.2 ) .",RB.only.solely.3,solely,only,"it is difficult to complete such support tasks based <b><font color=""blue"">only</font></b> on the existing forces .",RB.really.extremely.7,extremely,really,"our games have always run <b><font color=""blue"">really</font></b> well on pentium 4 processor-based systems , without having to do extensive optimization .",JJ.rich.wealthy.1,wealthy,rich,"the result is an unemployment rate hovering near 5 % , but an increasing polarization of the incomes of the <b><font color=""blue"">rich</font></b> and the poor .",RB.near.approximately.1,approximately,near,"primary education is almost universal , with <b><font color=""blue"">near</font></b> equal enrolment rates for girls and boys .",JJ.bright.intelligent.3,intelligent,bright,"he was a dandy model , <b><font color=""blue"">bright</font></b> , talkative , versatile , effusive , and sympathetic ... i made altogether 12 or 14 of him with what promises to be fair luck .",RB.softly.gently.3,gently,softly,"&quot; tread <b><font color=""blue"">softly</font></b> ... because you tread on my dreams . &quot;",ctrl.ADJP/c/00003702.pp1.2,steady,comparatively stable,"unlike canada &apos;s mercurial feature-film funding arrangements , experimental filmmakers enjoyed a <b><font color=""blue"">comparatively stable</font></b> ( if very modest ) funding set-up that used an artist &apos;s jury granting process .",1,1,1,1,1,1,1,1,1,1,1,,
