Title,Description,Keywords,sentence,summary,model,adhered,Answer.Q1,Answer.Q2,Answer.Q3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",Islamic State has no known presence.,control_code_fluent10_step5_02_04,False,2.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",Islamic State has no known presence.,control_code_fluent10_step5_02_04,False,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",The Golan is not currently controlled by any rebel groups.,gpt3_high_compression_04_06,False,3.0,1.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",The Golan is not currently controlled by any rebel groups.,gpt3_high_compression_04_06,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",The Golan is not currently controlled by any rebel groups.,gpt3_high_compression_04_06,False,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",Several rebel groups operate Golan,scrl_hc_title_30p_02_04,True,2.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",Several rebel groups operate Golan,scrl_hc_title_30p_02_04,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Several rebel groups operate in the Golan, while Islamic State has no known presence.",Several rebel groups operate Golan,scrl_hc_title_30p_02_04,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",I was halfway through an episode.,control_code_fluent10_step5_02_04,True,3.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",I was halfway through an episode.,control_code_fluent10_step5_02_04,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",I was halfway through an episode.,control_code_fluent10_step5_02_04,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Dutta has been sleeping in his home, which has some cracks in the wall, for two nights, but the dozens of small aftershocks that he has felt since Saturday's huge quake make him uneasy.",cracks the wall two nights aftershocks felt quake him uneasy,liuetal_ratio_03,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Dutta has been sleeping in his home, which has some cracks in the wall, for two nights, but the dozens of small aftershocks that he has felt since Saturday's huge quake make him uneasy.",cracks the wall two nights aftershocks felt quake him uneasy,liuetal_ratio_03,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Dutta has been sleeping in his home, which has some cracks in the wall, for two nights, but the dozens of small aftershocks that he has felt since Saturday's huge quake make him uneasy.",cracks the wall two nights aftershocks felt quake him uneasy,liuetal_ratio_03,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”","The company says that it wants to be in-app purchasing for PC, Mac and Web-based games.",control_code_fluent10_step5_04_06,True,3.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”","The company says that it wants to be in-app purchasing for PC, Mac and Web-based games.",control_code_fluent10_step5_04_06,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”","The company says that it wants to be in-app purchasing for PC, Mac and Web-based games.",control_code_fluent10_step5_04_06,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Dutta has been sleeping in his home, which has some cracks in the wall, for two nights, but the dozens of small aftershocks that he has felt since Saturday's huge quake make him uneasy.",in which has some cracks in the dozens of aftershocks that he has felt since huge quake,hc_title_50p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Dutta has been sleeping in his home, which has some cracks in the wall, for two nights, but the dozens of small aftershocks that he has felt since Saturday's huge quake make him uneasy.",in which has some cracks in the dozens of aftershocks that he has felt since huge quake,hc_title_50p,True,3.0,2.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Dutta has been sleeping in his home, which has some cracks in the wall, for two nights, but the dozens of small aftershocks that he has felt since Saturday's huge quake make him uneasy.",in which has some cracks in the dozens of aftershocks that he has felt since huge quake,hc_title_50p,True,2.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Liam’s feet make a guest appearance in the picture, as does his Great Dane Watson who he bought with ex-girlfriend Sophia Smith can be seen by his settee.","Liam's feet make a guest appearance in the picture, as does his Great Dane Watson.",control_code_fluent10_step5_04_06,True,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Liam’s feet make a guest appearance in the picture, as does his Great Dane Watson who he bought with ex-girlfriend Sophia Smith can be seen by his settee.","Liam's feet make a guest appearance in the picture, as does his Great Dane Watson.",control_code_fluent10_step5_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Liam’s feet make a guest appearance in the picture, as does his Great Dane Watson who he bought with ex-girlfriend Sophia Smith can be seen by his settee.","Liam's feet make a guest appearance in the picture, as does his Great Dane Watson.",control_code_fluent10_step5_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","“The very God of Holy Scriptures, the Creator, is the source of law, life, and liberty,” he declared to an audience that included his eight unsmiling fellow justices.","“The God of Holy Scriptures is law,” he declared to unsmiling justices.",scrl_hc_title_50p_04_06,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","“The very God of Holy Scriptures, the Creator, is the source of law, life, and liberty,” he declared to an audience that included his eight unsmiling fellow justices.","“The God of Holy Scriptures is law,” he declared to unsmiling justices.",scrl_hc_title_50p_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","“The very God of Holy Scriptures, the Creator, is the source of law, life, and liberty,” he declared to an audience that included his eight unsmiling fellow justices.","“The God of Holy Scriptures is law,” he declared to unsmiling justices.",scrl_hc_title_50p_04_06,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",I was halfway through an episode of Fringe last weekend.,control_code_fluent10_step5_04_06,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",I was halfway through an episode of Fringe last weekend.,control_code_fluent10_step5_04_06,True,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","""I was halfway through an episode of Fringe last weekend when I needed to leave to meet some friends.",I was halfway through an episode of Fringe last weekend.,control_code_fluent10_step5_04_06,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",The rebels have ordered commander Jassim Jibara Winis Shiwash.,scrl_hc_title_30p_02_04,True,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",The rebels have ordered commander Jassim Jibara Winis Shiwash.,scrl_hc_title_30p_02_04,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",The rebels have ordered commander Jassim Jibara Winis Shiwash.,scrl_hc_title_30p_02_04,True,2.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Dutta has been sleeping in his home, which has some cracks in the wall, for two nights, but the dozens of small aftershocks that he has felt since Saturday's huge quake make him uneasy.",Dutta has been sleeping in his home aftershocks.,scrl_hc_title_30p_02_04,True,3.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Dutta has been sleeping in his home, which has some cracks in the wall, for two nights, but the dozens of small aftershocks that he has felt since Saturday's huge quake make him uneasy.",Dutta has been sleeping in his home aftershocks.,scrl_hc_title_30p_02_04,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Dutta has been sleeping in his home, which has some cracks in the wall, for two nights, but the dozens of small aftershocks that he has felt since Saturday's huge quake make him uneasy.",Dutta has been sleeping in his home aftershocks.,scrl_hc_title_30p_02_04,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",the artifacts to be reburied,hc_title_30p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",the artifacts to be reburied,hc_title_30p,True,2.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",the artifacts to be reburied,hc_title_30p,True,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",the rebels commander the of the awakening councils hand themselves,liuetal_ratio_05,False,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",the rebels commander the of the awakening councils hand themselves,liuetal_ratio_05,False,,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The rebels have ordered the local commander of the National Security, Jassim Jibara and the head of the Awakening Councils, Winis Shiwash to hand themselves in by the end of Monday.",the rebels commander the of the awakening councils hand themselves,liuetal_ratio_05,False,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",she said she was ready to come the worried husband,hc_title_50p,True,2.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",she said she was ready to come the worried husband,hc_title_50p,True,2.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",she said she was ready to come the worried husband,hc_title_50p,True,3.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Liam’s feet make a guest appearance in the picture, as does his Great Dane Watson who he bought with ex-girlfriend Sophia Smith can be seen by his settee.",feet a guest in the who he bought with ex-girlfriend can be seen by,hc_title_50p,True,1.0,2.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Liam’s feet make a guest appearance in the picture, as does his Great Dane Watson who he bought with ex-girlfriend Sophia Smith can be seen by his settee.",feet a guest in the who he bought with ex-girlfriend can be seen by,hc_title_50p,True,3.0,1.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Liam’s feet make a guest appearance in the picture, as does his Great Dane Watson who he bought with ex-girlfriend Sophia Smith can be seen by his settee.",feet a guest in the who he bought with ex-girlfriend can be seen by,hc_title_50p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",artifacts to be reburied underwater,liuetal_ratio_03,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",artifacts to be reburied underwater,liuetal_ratio_03,True,1.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",artifacts to be reburied underwater,liuetal_ratio_03,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Under that proposal, the number of stores would drop from about 250 to 24, with the only remaining locations being overseas and in rural areas, the group said.",that the number of stores would drop from the only remaining locations in the,hc_title_50p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Under that proposal, the number of stores would drop from about 250 to 24, with the only remaining locations being overseas and in rural areas, the group said.",that the number of stores would drop from the only remaining locations in the,hc_title_50p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Under that proposal, the number of stores would drop from about 250 to 24, with the only remaining locations being overseas and in rural areas, the group said.",that the number of stores would drop from the only remaining locations in the,hc_title_50p,True,3.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Apple already has a method to extract data from such phones and had done so at least 70 times for law enforcement.,Apple already has a method to extract data from phones.,control_code_fluent10_step5_04_06,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Apple already has a method to extract data from such phones and had done so at least 70 times for law enforcement.,Apple already has a method to extract data from phones.,control_code_fluent10_step5_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Apple already has a method to extract data from such phones and had done so at least 70 times for law enforcement.,Apple already has a method to extract data from phones.,control_code_fluent10_step5_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",The first step is to reach out to group outside the tech community that can help foster diversity.,The first step is to reach out to group outside tech diversity.,scrl_hc_title_50p_04_06,False,2.0,1.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",The first step is to reach out to group outside the tech community that can help foster diversity.,The first step is to reach out to group outside tech diversity.,scrl_hc_title_50p_04_06,False,2.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",The first step is to reach out to group outside the tech community that can help foster diversity.,The first step is to reach out to group outside tech diversity.,scrl_hc_title_50p_04_06,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Furthermore, though some might argue that the purpose of food is merely to remind us of our own mortality, I would argue that the best cuisine can be an art form.",though some argue that the purpose is of our own the best can be an art,hc_title_50p,True,2.0,2.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Furthermore, though some might argue that the purpose of food is merely to remind us of our own mortality, I would argue that the best cuisine can be an art form.",though some argue that the purpose is of our own the best can be an art,hc_title_50p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Furthermore, though some might argue that the purpose of food is merely to remind us of our own mortality, I would argue that the best cuisine can be an art form.",though some argue that the purpose is of our own the best can be an art,hc_title_50p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Also at the event, Apple showed a new app called “TV” for the Apple TV, iPhone and iPad that provides a central place for direct access to specific shows and movies from within other apps and subscription services, including HBO Now, Starz and Hulu, in addition to iTunes.","Also at the event, Apple showed a new app called “TV” for the Apple TV, iPhone and iPad that access to movies.",scrl_hc_title_50p_04_06,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Also at the event, Apple showed a new app called “TV” for the Apple TV, iPhone and iPad that provides a central place for direct access to specific shows and movies from within other apps and subscription services, including HBO Now, Starz and Hulu, in addition to iTunes.","Also at the event, Apple showed a new app called “TV” for the Apple TV, iPhone and iPad that access to movies.",scrl_hc_title_50p_04_06,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Also at the event, Apple showed a new app called “TV” for the Apple TV, iPhone and iPad that provides a central place for direct access to specific shows and movies from within other apps and subscription services, including HBO Now, Starz and Hulu, in addition to iTunes.","Also at the event, Apple showed a new app called “TV” for the Apple TV, iPhone and iPad that access to movies.",scrl_hc_title_50p_04_06,True,2.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,The man was banned from the roads for being drunk.,gpt3_extreme_compression_02_04,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,The man was banned from the roads for being drunk.,gpt3_extreme_compression_02_04,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,The man was banned from the roads for being drunk.,gpt3_extreme_compression_02_04,True,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",the artifacts and his colleagues to be reburied,hc_title_50p,False,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",the artifacts and his colleagues to be reburied,hc_title_50p,False,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Without proper conservation facilities nearby, the artifacts Batchvarov and his colleagues discovered had to be reburied underwater.",the artifacts and his colleagues to be reburied,hc_title_50p,False,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",sellers ban the sale of the confederate,hc_title_30p,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",sellers ban the sale of the confederate,hc_title_30p,True,2.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","A help forum that’s typically closed off to sellers only, asks this question: “Should Amazon ban the sale of the confederate flag?",sellers ban the sale of the confederate,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,A BOOZED up man driving mums has been banned from,scrl_hc_title_30p_02_04,True,2.0,3.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,A BOOZED up man driving mums has been banned from,scrl_hc_title_30p_02_04,True,2.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",A BOOZED up man who stopped from driving by a mob of mums who wrestled car keys out of his hands has been banned from the roads.,A BOOZED up man driving mums has been banned from,scrl_hc_title_30p_02_04,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Organizers don't want 4-H competitors in the popular rabbit and goat contests wandering by a pot display.,Organizers don't want 4-H competitors,scrl_hc_title_30p_02_04,True,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Organizers don't want 4-H competitors in the popular rabbit and goat contests wandering by a pot display.,Organizers don't want 4-H competitors,scrl_hc_title_30p_02_04,True,3.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Organizers don't want 4-H competitors in the popular rabbit and goat contests wandering by a pot display.,Organizers don't want 4-H competitors,scrl_hc_title_30p_02_04,True,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",she said she was the husband,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",she said she was the husband,hc_title_30p,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Ten days later, Nov. 18, she called Salazar and said she was ready to come back, the worried husband said.",she said she was the husband,hc_title_30p,True,3.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",The company says in-app purchasing “For In-App Purchasing for revenue.�,scrl_hc_title_30p_02_04,False,2.0,2.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",The company says in-app purchasing “For In-App Purchasing for revenue.�,scrl_hc_title_30p_02_04,False,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",The company says in-app purchasing “For In-App Purchasing for revenue.�,scrl_hc_title_30p_02_04,False,2.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Organizers don't want 4-H competitors in the popular rabbit and goat contests wandering by a pot display.,Organizers don't want 4-H competitors in the popular competitions.,control_code_fluent10_step5_04_06,False,3.0,3.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Organizers don't want 4-H competitors in the popular rabbit and goat contests wandering by a pot display.,Organizers don't want 4-H competitors in the popular competitions.,control_code_fluent10_step5_04_06,False,3.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text",Organizers don't want 4-H competitors in the popular rabbit and goat contests wandering by a pot display.,Organizers don't want 4-H competitors in the popular competitions.,control_code_fluent10_step5_04_06,False,3.0,3.0,3
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",company says pc please contact us to discuss revenue share <|unk|>,liuetal_ratio_05,True,1.0,2.0,2
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",company says pc please contact us to discuss revenue share <|unk|>,liuetal_ratio_05,True,1.0,1.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","The company says on its in-app purchasing site, “For In-App Purchasing for PC, Mac and Web-based games, please contact us to discuss revenue share.”",company says pc please contact us to discuss revenue share <|unk|>,liuetal_ratio_05,True,2.0,2.0,1
Evaluate Summaries of Sentences,Evaluate basic quality of summaries for individual sentences,"summary, text","Dutta has been sleeping in his home, which has some cracks in the wall, for two nights, but the dozens of small aftershocks that he has felt since Saturday's huge quake make him uneasy.","Dutta has been sleeping in his home for two nights, but he is uncomfortable.",control_code_fluent10_step5_02_04,False,3.0,3.0,1
