Title,Description,Keywords,ex_idx_1,discriminator_1,generic_1,generic_processed_1,pred_label_1,concept_1,property_1,generic_input_1,HITId_1,WorkerId_1,resp_1,ans_name_1,human_label_1,ex_idx_2,discriminator_2,generic_2,generic_processed_2,pred_label_2,concept_2,property_2,generic_input_2,HITId_2,WorkerId_2,resp_2,ans_name_2,human_label_2
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",550,0.72269326,"Typically, cudgels can be made of metal, wood, or other materials.","cudgels is made of metal , wood , or other materials .",1,cudgels,"can be made of metal, wood, or other materials.","cudgels is made of metal , wood , or other materials .",3SX4X51T807NLZT2DHAQXEG89V2OAX,"['A173A97OFDAX9F', 'A2A6FH0F7LD9ND', 'A6KB4VHCZYTY2']","[0, 1, 1]",Answer.fund1,1.0,90,0.9587501,"Generally, a census is a count.",a census is a count .,1,census,is a count.,a census is a count .,3R5OYNIC2C7ALV4CYHEMHJBQ7PJPT0,"['A1LRJ4U04532TM', 'AHYTT3T8W9Y9Y', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",540,0.7337922,"Generally, alligators are found in Florida.",alligators are found in Florida .,1,alligators,are found in Florida.,alligators are found in Florida .,31GECDVA9JKW9RBVN87K09SVSCJ661,"['A26NGLGGFTATVN', 'A32JEH06T23HDF', 'A3UV55HC87DO9C']","[1, 1, 1]",Answer.fund2,1.0,95,0.95771194,"Generally, a coyote should be considered a wild animal.",a coyote should be a wild animal .,1,coyote,should be considered a wild animal.,a coyote should be a wild animal .,3HA5ODM5KAQMBFOTVTIVD64MRU6VS2,"['A1PTH9KTRO06EG', 'ATR6RB1RULOC0', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",63,0.9646477,"Generally, a hair clips can be found in the hair salon.",a hair clips is found in the hair salon .,1,hair clips,can be found in the hair salon.,a hair clips is found in the hair salon .,3S4TINXCC0LS49YUJVAMSP0ERDNOBS,"['A110KENBXU7SUJ', 'AHYTT3T8W9Y9Y', 'AZLZA0Q87TJZO']","[1, 1, 0]",Answer.fund1,1.0,70,0.96244884,"Usually, a painting may be sold at auction.",a painting is sold at auction .,1,painting,may be sold at auction.,a painting is sold at auction .,3S4TINXCC0LS49YUJVAMSP0ERDNOBS,"['A110KENBXU7SUJ', 'AHYTT3T8W9Y9Y', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",257,0.916764,"Generally, perfumes may have a very strong smell.",perfumes has a very strong smell .,1,perfumes,may have a very strong smell.,perfumes has a very strong smell .,3L55D8AUFAVN8SU23IFF504YN8MYCK,"['A32JEH06T23HDF', 'ATR6RB1RULOC0', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0,259,0.916661,"Generally, green vegetables can be eaten raw or cooked.",green vegetables is eaten raw or cooked .,1,green vegetables,can be eaten raw or cooked.,green vegetables is eaten raw or cooked .,3L55D8AUFAVN8SU23IFF504YN8MYCK,"['A32JEH06T23HDF', 'ATR6RB1RULOC0', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",71,0.9622763,Cameras have long been used to capture images.,Cameras have long been used to capture images .,1,Cameras,have long been used to capture images.,Cameras have long been used to capture images .,3538U0YQ1FSTV1HO5ZCQNCTOBKK3FV,"['A3UV55HC87DO9C', 'A6KB4VHCZYTY2', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0,76,0.96136975,"Typically, water heaters are used to heat water in the kitchen.",water heaters are used to heat water in the kitchen .,1,water heaters,are used to heat water in the kitchen.,water heaters are used to heat water in the kitchen .,39RRBHZ0AUZJCRA7QLC39Z1PE96VZ7,"['A1PTH9KTRO06EG', 'A3UV55HC87DO9C', 'AKSJ3C5O3V9RB']","[1, 1, 0]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",73,0.96196586,"Generally, a snow globes are made of glass.",a snow globes are made of glass .,1,snow globes,are made of glass.,a snow globes are made of glass .,39RRBHZ0AUZJCRA7QLC39Z1PE96VZ7,"['A1PTH9KTRO06EG', 'A3UV55HC87DO9C', 'AKSJ3C5O3V9RB']","[1, 1, 1]",Answer.fund2,1.0,253,0.9175775,"Generally, hoes are used for plowing, sowing.","hoes are used for plowing , sowing .",1,hoes,"are used for plowing, sowing.","hoes are used for plowing , sowing .",38F60IALAGF7XE0SHWZW2IAIZH7T0X,"['A2541C8MY0BYV3', 'A26NGLGGFTATVN', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",256,0.91705084,"Generally, an alcohol burner produces heat by burning alcohol.",an alcohol burner produces heat by burning alcohol .,1,alcohol burner,produces heat by burning alcohol.,an alcohol burner produces heat by burning alcohol .,38F60IALAGF7XE0SHWZW2IAIZH7T0X,"['A2541C8MY0BYV3', 'A26NGLGGFTATVN', 'A32JEH06T23HDF']","[1, 0, 1]",Answer.fund2,1.0,65,0.9635911,"Typically, a drawer may be used to store or hold materials.",a drawer is used to store or hold materials .,1,drawer,may be used to store or hold materials.,a drawer is used to store or hold materials .,3WKGUBL7SZK0DPAOROK7SUQEMG1L42,"['A2541C8MY0BYV3', 'A32JEH06T23HDF', 'A3UV55HC87DO9C']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",79,0.9610167,"Generally, atoms have a mass.",atoms have a mass .,1,atoms,have a mass.,atoms have a mass .,3WKGUBL7SZK0DPAOROK7SUQEMG1L42,"['A2541C8MY0BYV3', 'A32JEH06T23HDF', 'A3UV55HC87DO9C']","[1, 1, 1]",Answer.fund2,1.0,241,0.92332214,"Generally, advertisements should focus on the product.",advertisements should focus on the product .,1,advertisements,should focus on the product.,advertisements should focus on the product .,3NI0WFPPI9E1VGPGLJR3R8I4F9X600,"['A12R2U6TBB3OOG', 'A26NGLGGFTATVN', 'AKSJ3C5O3V9RB']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",248,0.92060494,"Usually, an ova can be fertilized.",an ova is fertilized .,1,ova,can be fertilized.,an ova is fertilized .,3NI0WFPPI9E1VGPGLJR3R8I4F9X600,"['A12R2U6TBB3OOG', 'A26NGLGGFTATVN', 'AKSJ3C5O3V9RB']","[1, 1, 1]",Answer.fund2,1.0,66,0.96335554,"Usually, a gun may be used to commit a crime.",a gun is used to commit a crime .,1,gun,may be used to commit a crime.,a gun is used to commit a crime .,3OCZWXS7ZO5I98EO5T3HXMWSMCWL57,"['A12R2U6TBB3OOG', 'A1CMWA0L8FTSXA', 'A3UV55HC87DO9C']","[1, 1, 0]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",67,0.963292,"Generally, a salad spinner are used to make salads.",a salad spinner are used to make salads .,1,salad spinner,are used to make salads.,a salad spinner are used to make salads .,3OCZWXS7ZO5I98EO5T3HXMWSMCWL57,"['A12R2U6TBB3OOG', 'A1CMWA0L8FTSXA', 'A3UV55HC87DO9C']","[1, 1, 1]",Answer.fund2,1.0,243,0.923141,"Typically, horses are bred to be ridden.",horses are bred to be ridden .,1,horses,are bred to be ridden.,horses are bred to be ridden .,3M4KL7H8KVL125AYH2V35D1EK13613,"['A13GUTDMGGZZDL', 'A26NGLGGFTATVN', 'A3UV55HC87DO9C']","[1, 0, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",244,0.9226788,"Usually, an apple has to be ripe to be eaten.",an apple must be ripe to be eaten .,1,apple,has to be ripe to be eaten.,an apple must be ripe to be eaten .,3M4KL7H8KVL125AYH2V35D1EK13613,"['A13GUTDMGGZZDL', 'A26NGLGGFTATVN', 'A3UV55HC87DO9C']","[1, 0, 1]",Answer.fund2,1.0,60,0.9652178,"Typically, a green vegetable can be eaten.",a green vegetable is eaten .,1,green vegetable,can be eaten.,a green vegetable is eaten .,3W5PY7V3UP5AG608DAW1S4HTDSVYJY,"['A1LRJ4U04532TM', 'A32JEH06T23HDF', 'AHYTT3T8W9Y9Y']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",245,0.9216742,"Typically, a ill patient can be diagnosed.",a ill patient is diagnosed .,1,ill patient,can be diagnosed.,a ill patient is diagnosed .,32TZXEA1OLINNI6KYE2O8FH0OAX14D,"['A1PTH9KTRO06EG', 'A6KB4VHCZYTY2', 'AHYTT3T8W9Y9Y']","[1, 0, 1]",Answer.fund1,1.0,246,0.9213198,"Typically, coconut milk may have a slight coconut flavor.",coconut milk has a slight coconut flavor .,1,coconut milk,may have a slight coconut flavor.,coconut milk has a slight coconut flavor .,32TZXEA1OLINNI6KYE2O8FH0OAX14D,"['A1PTH9KTRO06EG', 'A6KB4VHCZYTY2', 'AHYTT3T8W9Y9Y']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",69,0.9629567,"Typically, a triage can be found in a hospital's emergency department.",a triage is found in a hospital 's emergency department .,1,triage,can be found in a hospital's emergency department.,a triage is found in a hospital 's emergency department .,3AA88CN98P15RQ6QVVWDTJH6SHVYKX,"['A173A97OFDAX9F', 'A1NGABF082HR2P', 'A2541C8MY0BYV3']","[0, 1, 1]",Answer.fund1,1.0,62,0.9647636,"Usually, spaceships are used to travel.",spaceships are used to travel .,1,spaceships,are used to travel.,spaceships are used to travel .,3AA88CN98P15RQ6QVVWDTJH6SHVYKX,"['A173A97OFDAX9F', 'A1NGABF082HR2P', 'A2541C8MY0BYV3']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",58,0.96534157,"Typically, a wedding has a couple's name.",a wedding has a couple 's name .,1,wedding,has a couple's name.,a wedding has a couple 's name .,3YGE63DIN8VZPV4MC147P2HH3BPW0Q,"['A1CMWA0L8FTSXA', 'A3UV55HC87DO9C', 'AHYTT3T8W9Y9Y']","[0, 1, 1]",Answer.fund1,1.0,48,0.9676149,"Typically, a garbage can is a receptacle.",a garbage can is a receptacle .,1,garbage,can is a receptacle.,a garbage can is a receptacle .,3YGE63DIN8VZPV4MC147P2HH3BPW0Q,"['A1CMWA0L8FTSXA', 'A3UV55HC87DO9C', 'AHYTT3T8W9Y9Y']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",590,0.6725508000000001,"Usually, a painting is created by a single artist.",a painting is created by a single artist .,1,painting,is created by a single artist.,a painting is created by a single artist .,36818Z1KV3BYZA0GUJQY9BIXE473AI,"['A1LRJ4U04532TM', 'A2541C8MY0BYV3', 'AVBRJBJONL47I']","[1, 0, 1]",Answer.fund1,1.0,580,0.6818635000000001,"Usually, a green vegetable may be eaten raw, but it is best to cook them.","a green vegetable is eaten raw , but it is best to cook them .",1,green vegetable,"may be eaten raw, but it is best to cook them.","a green vegetable is eaten raw , but it is best to cook them .",36818Z1KV3BYZA0GUJQY9BIXE473AI,"['A1LRJ4U04532TM', 'A2541C8MY0BYV3', 'AVBRJBJONL47I']","[1, 1, 0]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",52,0.96661884,"Generally, cookbooks are written for people who cook.",cookbooks are written for people who cook .,1,cookbooks,are written for people who cook.,cookbooks are written for people who cook .,3H6W48L9F4N2DC86TMJX43IPBJ1PWQ,"['A1CMWA0L8FTSXA', 'A3UV55HC87DO9C', 'AZLZA0Q87TJZO']","[0, 1, 1]",Answer.fund1,1.0,46,0.9678097,"Usually, cameras are used to take photos of people.",cameras are used to take photos of people .,1,cameras,are used to take photos of people.,cameras are used to take photos of people .,3H6W48L9F4N2DC86TMJX43IPBJ1PWQ,"['A1CMWA0L8FTSXA', 'A3UV55HC87DO9C', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",593,0.6701125,"Generally, cretins are people who don't know how to behave.",cretins are people who do n't know how to behave .,1,cretins,are people who don't know how to behave.,cretins are people who do n't know how to behave .,38G0E1M85M32QSGXKYDVS7MACRRVUI,"['A1LRJ4U04532TM', 'A26NGLGGFTATVN', 'AHYTT3T8W9Y9Y']","[1, 1, 1]",Answer.fund2,1.0,42,0.9698583,"Typically, a plane should be able to fly.",a plane should be able to fly .,1,plane,should be able to fly.,a plane should be able to fly .,3KI0JD2ZU1GFDRP06ICC6NSRNN3670,"['A173A97OFDAX9F', 'A6JKKANO7F4KD', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",587,0.67592907,"Generally, a plane have to be able to land.",a plane must be able to land .,1,plane,have to be able to land.,a plane must be able to land .,371QPA24C2M743LADF3WGNTS49DT10,"['A110KENBXU7SUJ', 'A12R2U6TBB3OOG', 'A1LRJ4U04532TM']","[1, 1, 1]",Answer.fund1,1.0,51,0.966718,"Generally, porpoises have the ability to swim.",porpoises have the ability to swim .,1,porpoises,have the ability to swim.,porpoises have the ability to swim .,3M47JKRKCXZJD5UJGN4IKNOMY7968N,"['A110KENBXU7SUJ', 'A32JEH06T23HDF', 'ATR6RB1RULOC0']","[1, 1, 0]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",53,0.96636933,"Generally, ice creams may be made with milk or cream.",ice creams is made with milk or cream .,1,ice creams,may be made with milk or cream.,ice creams is made with milk or cream .,3X2YVV51PU2ZWKP48K87370R83VW1T,"['A13GUTDMGGZZDL', 'A6KB4VHCZYTY2', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund2,1.0,597,0.66386515,Remote control may be used to control the device from an external device.,Remote control is used to control the device from an external device .,1,Remote control,may be used to control the device from an external device.,Remote control is used to control the device from an external device .,35ZRNT9RUIWN1EUH42VGA6223LAO31,"['A13GUTDMGGZZDL', 'A32JEH06T23HDF', 'ATR6RB1RULOC0']","[1, 1, 0]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",162,0.94377434,"Generally, a salamander is an amphibious animal.",a salamander is an amphibious animal .,1,salamander,is an amphibious animal.,a salamander is an amphibious animal .,3NOEP8XAU40H2CDW3RFJ6MWWKL7PXJ,"['A1CMWA0L8FTSXA', 'A1LRJ4U04532TM', 'AKSJ3C5O3V9RB']","[0, 1, 1]",Answer.fund1,1.0,177,0.940773,"Generally, a detergents are used to clean the skin.",a detergents are used to clean the skin .,1,detergents,are used to clean the skin.,a detergents are used to clean the skin .,3NOEP8XAU40H2CDW3RFJ6MWWKL7PXJ,"['A1CMWA0L8FTSXA', 'A1LRJ4U04532TM', 'AKSJ3C5O3V9RB']","[0, 1, 0]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",168,0.9432864,"Generally, a alligator is considered a reptile.",a alligator is a reptile .,1,alligator,is considered a reptile.,a alligator is a reptile .,356ZPKYPUHF62H368N1LP035MR1PYP,"['A2541C8MY0BYV3', 'A26NGLGGFTATVN', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund1,1.0,175,0.941556,"Generally, lactose intolerances have to do with an intolerance to lactose.",lactose intolerances have to do with an intolerance to lactose .,1,lactose intolerances,have to do with an intolerance to lactose.,lactose intolerances have to do with an intolerance to lactose .,3FTID4TN8LWGBWO8GV8E8JULHH0YL0,"['A110KENBXU7SUJ', 'A173A97OFDAX9F', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",173,0.9420872,"Typically, clothes dryers have a thermostat, which controls how hot your clothes get.","clothes dryers have a thermostat , which controls how hot your clothes get .",1,clothes dryers,"have a thermostat, which controls how hot your clothes get.","clothes dryers have a thermostat , which controls how hot your clothes get .",3FTID4TN8LWGBWO8GV8E8JULHH0YL0,"['A110KENBXU7SUJ', 'A173A97OFDAX9F', 'A32JEH06T23HDF']","[1, 0, 1]",Answer.fund2,1.0,598,0.66277784,"Typically, grandsons may have a different relationship with their grandfather.",grandsons has a different relationship with their grandfather .,1,grandsons,may have a different relationship with their grandfather.,grandsons has a different relationship with their grandfather .,3AQN9REUTFEXDK0G3EAQP6MG88YYDK,"['A13GUTDMGGZZDL', 'A1LRJ4U04532TM', 'A2541C8MY0BYV3']","[0, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",160,0.944091,"Usually, a hedge shears is used to cut a hedge.",a hedge shears is used to cut a hedge .,1,hedge shears,is used to cut a hedge.,a hedge shears is used to cut a hedge .,3DA79LNS59T3E6ZP0JHF4G8P2TRT3S,"['A12R2U6TBB3OOG', 'A3UV55HC87DO9C', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund1,1.0,161,0.9440715,"Generally, shoeboxes can be considered to be a good way to store items.",shoeboxes is a good way to store items .,1,shoeboxes,can be considered to be a good way to store items.,shoeboxes is a good way to store items .,3DA79LNS59T3E6ZP0JHF4G8P2TRT3S,"['A12R2U6TBB3OOG', 'A3UV55HC87DO9C', 'AVBRJBJONL47I']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",582,0.6798105999999999,"Generally, dandruff can be considered to be a mild skin condition.",dandruff is a mild skin condition .,1,dandruff,can be considered to be a mild skin condition.,dandruff is a mild skin condition .,3N3WJQXELSOQABV1NA1JZFTG225L26,"['A1LRJ4U04532TM', 'A2A6FH0F7LD9ND', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund1,1.0,582,0.6798105999999999,"Generally, dandruff can be considered to be a mild skin condition.",dandruff is a mild skin condition .,1,dandruff,can be considered to be a mild skin condition.,dandruff is a mild skin condition .,3N3WJQXELSOQABV1NA1JZFTG225L26,"['A1LRJ4U04532TM', 'A2A6FH0F7LD9ND', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",166,0.9433556,"Generally, entertainment can be a distraction.",entertainment is a distraction .,1,entertainment,can be a distraction.,entertainment is a distraction .,3NRZ1LDP7W4677DB493437C7SL5PZG,"['A1LRJ4U04532TM', 'A1NGABF082HR2P', 'AHYTT3T8W9Y9Y']","[0, 1, 1]",Answer.fund1,1.0,167,0.9433383,"Generally, a spare tire can be used to replace a worn tire.",a spare tire is used to replace a worn tire .,1,spare tire,can be used to replace a worn tire.,a spare tire is used to replace a worn tire .,3NRZ1LDP7W4677DB493437C7SL5PZG,"['A1LRJ4U04532TM', 'A1NGABF082HR2P', 'AHYTT3T8W9Y9Y']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",172,0.9422015,"Generally, grizzly bears have a diet.",grizzly bears have a diet .,1,grizzly bears,have a diet.,grizzly bears have a diet .,3Y3N5A7N4G70HE6TG79T8W9AHMQYM2,"['A26NGLGGFTATVN', 'AKSJ3C5O3V9RB', 'AVBRJBJONL47I']","[1, 0, 1]",Answer.fund1,1.0,176,0.9410006,"Typically, ill patients are admitted to the emergency department.",ill patients are admitted to the emergency department .,1,ill patients,are admitted to the emergency department.,ill patients are admitted to the emergency department .,37SDSEDIN90O6JTMAHS1PRX5QWT18K,"['A173A97OFDAX9F', 'A32JEH06T23HDF', 'A3UV55HC87DO9C']","[0, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",165,0.9436213,"Generally, a roofs are made of a material.",a roofs are made of a material .,1,roofs,are made of a material.,a roofs are made of a material .,37SDSEDIN90O6JTMAHS1PRX5QWT18K,"['A173A97OFDAX9F', 'A32JEH06T23HDF', 'A3UV55HC87DO9C']","[2, 1, 1]",Answer.fund2,1.0,381,0.8697088,"Generally, pecans may be eaten fresh, dried, or frozen.","pecans is eaten fresh , dried , or frozen .",1,pecans,"may be eaten fresh, dried, or frozen.","pecans is eaten fresh , dried , or frozen .",31MCUE39BKKZ91DJGJI85XT0CZK3GU,"['A32JEH06T23HDF', 'AHYTT3T8W9Y9Y', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",386,0.868756,"Most mammals have a central nervous system, which controls body movements.","Most mammals have a central nervous system , which controls body movements .",1,mammals,"have a central nervous system, which controls body movements.","Most mammals have a central nervous system , which controls body movements .",38B7Q9C28G3JRADTLFAWKJJXIDR69C,"['A32JEH06T23HDF', 'AHYTT3T8W9Y9Y', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0,390,0.8658553,"Usually, lorries are used to transport goods from one point to another.",lorries are used to transport goods from one point to another .,1,lorries,are used to transport goods from one point to another.,lorries are used to transport goods from one point to another .,38B7Q9C28G3JRADTLFAWKJJXIDR69C,"['A32JEH06T23HDF', 'AHYTT3T8W9Y9Y', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",384,0.86945844,"Generally, a small computer can be considered to be a microcomputer.",a small computer is a microcomputer .,1,small computer,can be considered to be a microcomputer.,a small computer is a microcomputer .,3TZDZ3Y0JS4OKOCWF9YFPNSGA2B199,"['A12R2U6TBB3OOG', 'A2A6FH0F7LD9ND', 'A6KB4VHCZYTY2']","[1, 1, 0]",Answer.fund2,1.0,391,0.8653698000000001,"Usually, raccoons are found in wooded areas.",raccoons are found in wooded areas .,1,raccoons,are found in wooded areas.,raccoons are found in wooded areas .,3GV1I4SEO9NESCE2ACDMPSASI77L6N,"['A1LRJ4U04532TM', 'A1PTH9KTRO06EG', 'AZLZA0Q87TJZO']","[1, 1, 0]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",380,0.8704824000000001,"Typically, backhoes can be used to dig trenches, but it is also possible to use them to remove debris.","backhoes is used to dig trenches , but it is also possible to use them to remove debris .",1,backhoes,"can be used to dig trenches, but it is also possible to use them to remove debris.","backhoes is used to dig trenches , but it is also possible to use them to remove debris .",322ZSN9Z5GIOW2IT0XMYEL0VGTNT4D,"['A12R2U6TBB3OOG', 'A173A97OFDAX9F', 'A32JEH06T23HDF']","[1, 1, 1]",Answer.fund1,1.0,364,0.8754213,"Usually, air pollutions are caused by burning fossil fuels.",air pollutions are caused by burning fossil fuels .,1,air pollutions,are caused by burning fossil fuels.,air pollutions are caused by burning fossil fuels .,3FBEFUUYRK3XWTNYDLOWGEUHOV96AR,"['A12R2U6TBB3OOG', 'A26NGLGGFTATVN', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",367,0.8751667,"Typically, an aloe can be used to treat burns.",an aloe is used to treat burns .,1,aloe,can be used to treat burns.,an aloe is used to treat burns .,3FBEFUUYRK3XWTNYDLOWGEUHOV96AR,"['A12R2U6TBB3OOG', 'A26NGLGGFTATVN', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund2,1.0,373,0.8732251,"Typically, a stamp produces an impression on the paper.",a stamp produces an impression on the paper .,1,stamp,produces an impression on the paper.,a stamp produces an impression on the paper .,31JUPBOORN21WQXQ3RAK966JO2XL89,"['A13GUTDMGGZZDL', 'A1LRJ4U04532TM', 'A26NGLGGFTATVN']","[1, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",360,0.8760742,"Usually, stilettos can be purchased online.",stilettos is purchased online .,1,stilettos,can be purchased online.,stilettos is purchased online .,3OEWW2KGQJ9LJ6WEXR1SNFOEUYZODZ,"['A173A97OFDAX9F', 'ACKG8OU1KHKO2', 'AVBRJBJONL47I']","[0, 1, 0]",Answer.fund1,1.0,376,0.87242687,"Generally, routers should be configured.",routers should be configured .,1,routers,should be configured.,routers should be configured .,3OEWW2KGQJ9LJ6WEXR1SNFOEUYZODZ,"['A173A97OFDAX9F', 'ACKG8OU1KHKO2', 'AVBRJBJONL47I']","[0, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",362,0.87561697,"Generally, a newborn baby can't talk.",a newborn baby ca n't talk .,1,newborn baby,can't talk.,a newborn baby ca n't talk .,30ZKOOGW2W42P7M17FCFLI30GKT1AO,"['A173A97OFDAX9F', 'A2541C8MY0BYV3', 'A26NGLGGFTATVN']","[0, 1, 1]",Answer.fund1,1.0,365,0.8753773000000001,"Typically, a bluetooth speaker is paired with a smartphone via Bluetooth.",a bluetooth speaker is paired with a smartphone via Bluetooth .,1,bluetooth speaker,is paired with a smartphone via Bluetooth.,a bluetooth speaker is paired with a smartphone via Bluetooth .,30ZKOOGW2W42P7M17FCFLI30GKT1AO,"['A173A97OFDAX9F', 'A2541C8MY0BYV3', 'A26NGLGGFTATVN']","[0, 1, 1]",Answer.fund2,1.0
Answer questions about the property in a descriptive sentence.,Estimate property frequency and other qualities for descriptive sentences.,"annotation, evaluation, world knowledge",128,0.9511644,"Usually, a newspaper may be willing to publish a story.",a newspaper is willing to publish a story .,1,newspaper,may be willing to publish a story.,a newspaper is willing to publish a story .,388FBO7JZRR6ZWRTS8OTLBYAMC0YN2,"['A1LRJ4U04532TM', 'A1PTH9KTRO06EG', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund1,1.0,123,0.9527561,"Typically, a plane should be in the air.",a plane should be in the air .,1,plane,should be in the air.,a plane should be in the air .,388FBO7JZRR6ZWRTS8OTLBYAMC0YN2,"['A1LRJ4U04532TM', 'A1PTH9KTRO06EG', 'AZLZA0Q87TJZO']","[1, 1, 1]",Answer.fund2,1.0
