Title,Description,Keywords,pairID1,premise1,hypothesis1,gold_label1,partial_neutral_entailment1,entailment_count1,neutral_count1,contradiction_count1,pairID2,premise2,hypothesis2,gold_label2,partial_neutral_entailment2,entailment_count2,neutral_count2,contradiction_count2,Answer.Attenuator1_impossible,Answer.Attenuator1_modifier,Answer.Attenuator1_option,Answer.Attenuator1_reason,Answer.Attenuator2_impossible,Answer.Attenuator2_modifier,Answer.Attenuator2_option,Answer.Attenuator2_reason,Answer.Intensifier1_impossible,Answer.Intensifier1_modifier,Answer.Intensifier1_option,Answer.Intensifier1_reason,Answer.Intensifier2_impossible,Answer.Intensifier2_modifier,Answer.Intensifier2_option,Answer.Intensifier2_reason
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4071750215.jpg#2r1n,A young girl smiles as she plays outside in the leaves.,A young girl is having fun playing in a pile of leaves with her brother.,neutral,False,0,1,0,7406123104.jpg#4r1n,A chef prepares food outdoors.,A chef works a catered picnic.,neutral,False,0,1,0,,The young girl has a frown on her face.,,{},,The chef lives alone in the woods.,,{},,The young girl is laughing with her brother.,,{},,There is a company function awaiting him to serve them.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4071750215.jpg#2r1n,A young girl smiles as she plays outside in the leaves.,A young girl is having fun playing in a pile of leaves with her brother.,neutral,False,0,1,0,7406123104.jpg#4r1n,A chef prepares food outdoors.,A chef works a catered picnic.,neutral,False,0,1,0,,She hates being an only child.,,{},,He enjoys grilling with his family.,,{},,The overprotective mother shouts for him not to jump on his sister.,,{},,He misses the kitchen but money is money.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4071750215.jpg#2r1n,A young girl smiles as she plays outside in the leaves.,A young girl is having fun playing in a pile of leaves with her brother.,neutral,False,0,1,0,7406123104.jpg#4r1n,A chef prepares food outdoors.,A chef works a catered picnic.,neutral,False,0,1,0,,A young girl is having fun playing with the boy who lives next door.,,{},,A chef makes the scones and watercress sandwiches for afternoon tea.,,{},,A young girl is having fun playing with her male sibling.,,{},,A chef is hired to grill burgers and hot dogs and pack sides for the group at the park.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4071750215.jpg#2r1n,A young girl smiles as she plays outside in the leaves.,A young girl is having fun playing in a pile of leaves with her brother.,neutral,False,0,1,0,7406123104.jpg#4r1n,A chef prepares food outdoors.,A chef works a catered picnic.,neutral,False,0,1,0,,The girl and her playmate are wearing the same outfit.,,{},,The chef is talking to his family members as he works.,,{},,Someone is pouring leaves on the girl's head.,,{},,The chef is being paid by a large company.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4071750215.jpg#2r1n,A young girl smiles as she plays outside in the leaves.,A young girl is having fun playing in a pile of leaves with her brother.,neutral,False,0,1,0,7406123104.jpg#4r1n,A chef prepares food outdoors.,A chef works a catered picnic.,neutral,False,0,1,0,,They are playing in a park.,,{},,There are only a few people here.,,{},,They are playing in their front yard.,,{},,There are several tables full of people.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2941677924.jpg#1r1n,A businessman sits in front of a computer with is head down and his fingers on the bridge of his nose.,A businessman is stressed out at work.,neutral,False,0,1,0,184855171.jpg#0r1n,A fisherman with a white hat and dark pants lays his head on his lap while his fishing pole rests nearby.,A man is on a dock waiting for his poles to catch a fish.,neutral,False,0,1,0,,His new glasses are bothering him.,,{},,He is dead.,,{},,His has an important deadline coming up.,,{},,He is snoring.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2941677924.jpg#1r1n,A businessman sits in front of a computer with is head down and his fingers on the bridge of his nose.,A businessman is stressed out at work.,neutral,False,0,1,0,184855171.jpg#0r1n,A fisherman with a white hat and dark pants lays his head on his lap while his fishing pole rests nearby.,A man is on a dock waiting for his poles to catch a fish.,neutral,False,0,1,0,,There is a fly flying around the room.,,{},,The fisherman is trying to make the time pass faster.,,{},,The business man just took a Tylenol.,,{},,The fish aren't biting like they should be.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2941677924.jpg#1r1n,A businessman sits in front of a computer with is head down and his fingers on the bridge of his nose.,A businessman is stressed out at work.,neutral,False,0,1,0,184855171.jpg#0r1n,A fisherman with a white hat and dark pants lays his head on his lap while his fishing pole rests nearby.,A man is on a dock waiting for his poles to catch a fish.,neutral,False,0,1,0,,The man's computer is open to World of Warcraft.,,{},,The man has already caught twice as many fish as he usually catches.,,{},,The man has taken three Tylenol and two Tums.,,{},,The man hasn't caught anything yet today.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2941677924.jpg#1r1n,A businessman sits in front of a computer with is head down and his fingers on the bridge of his nose.,A businessman is stressed out at work.,neutral,False,0,1,0,184855171.jpg#0r1n,A fisherman with a white hat and dark pants lays his head on his lap while his fishing pole rests nearby.,A man is on a dock waiting for his poles to catch a fish.,neutral,False,0,1,0,,The man has the flu.,,{},,The man is standing on grass.,,{},,An important deadline is coming up at work.,,{},,The man is standing on wooden planks.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2941677924.jpg#1r1n,A businessman sits in front of a computer with is head down and his fingers on the bridge of his nose.,A businessman is stressed out at work.,neutral,False,0,1,0,184855171.jpg#0r1n,A fisherman with a white hat and dark pants lays his head on his lap while his fishing pole rests nearby.,A man is on a dock waiting for his poles to catch a fish.,neutral,False,0,1,0,,"Outside of the window behind him, his children are playing on a swing set.",,{},,A woman behind him is rowing them up the river.,entailed,{},,It's 9 pm and his boss expects the report on her desk first thing in the morning.,,{},on,,other,"If the pole is resting, it isn't being used. If I say something to suggest a fish is on the end, it's not resting."
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3094629328.jpg#1r1n,A man digging through reinforced concrete with a hand tool.,A man is waiting with a hand tool,neutral,False,0,1,0,3473345355.jpg#3r1n,A woman and her dog are walking in the road.,The woman is wearing a beret.,neutral,False,0,1,0,on,,other,The premise says he is digging,,The woman’s hair is flowing around her shoulders,,{},on,,other,The premise says he is digging,,The woman is very fancily dressed,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3094629328.jpg#1r1n,A man digging through reinforced concrete with a hand tool.,A man is waiting with a hand tool,neutral,False,0,1,0,3473345355.jpg#3r1n,A woman and her dog are walking in the road.,The woman is wearing a beret.,neutral,False,0,1,0,,The man knows exactly how long he'll be digging.,,{},,The woman hates knitted hats.,,{},,The man's company is borrowing power tools for him to use.,,{},,The woman wants to hide her small bald spot.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3094629328.jpg#1r1n,A man digging through reinforced concrete with a hand tool.,A man is waiting with a hand tool,neutral,False,0,1,0,3473345355.jpg#3r1n,A woman and her dog are walking in the road.,The woman is wearing a beret.,neutral,False,0,1,0,,The man is hard at work.,,{},,The wind is blowing the woman's hair.,,{},,The man is taking a break.,,{},,Her hat protects her from the wind.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3094629328.jpg#1r1n,A man digging through reinforced concrete with a hand tool.,A man is waiting with a hand tool,neutral,False,0,1,0,3473345355.jpg#3r1n,A woman and her dog are walking in the road.,The woman is wearing a beret.,neutral,False,0,1,0,,He pounds on the concrete with the tool.,,{},,The woman's hair blows around in the breeze.,,{},,He sits patiently.,,{},,She is French.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3094629328.jpg#1r1n,A man digging through reinforced concrete with a hand tool.,A man is waiting with a hand tool,neutral,False,0,1,0,3473345355.jpg#3r1n,A woman and her dog are walking in the road.,The woman is wearing a beret.,neutral,False,0,1,0,,The man is wearing convict clothes and comments 'I gotta get out of here right now',,{},,The woman's hair is being blown every which way by the wind.,,{},,The man keeps stopping to dig and looks at his watch incessantly.,,{},,Someone comments to the woman 'That looks so stylish on you!',,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3398788809.jpg#2r1n,A group of people are in the woods playing instruments.,A group of people wear fairy wings as they perform music.,neutral,False,0,1,0,4564468036.jpg#2r1n,"It is a party scene of mannequins, dressed in lavish clothing.",An art gallery displays mannequins,neutral,False,0,1,0,,The people are wearing fancy tuxedos and hold trombones,,{},,A group of people enter a creepy vacant building,,{},,The people are wearing body paint and are half nude,,{},,People stand around looking at pictures on walls,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3398788809.jpg#2r1n,A group of people are in the woods playing instruments.,A group of people wear fairy wings as they perform music.,neutral,False,0,1,0,4564468036.jpg#2r1n,"It is a party scene of mannequins, dressed in lavish clothing.",An art gallery displays mannequins,neutral,False,0,1,0,,They are dressed in medieval style clothing.,,{},,The store is hoping to sell party clothes.,,{},,They are on their way to a Ren Fair.,,{},,Art critics judge the display.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3398788809.jpg#2r1n,A group of people are in the woods playing instruments.,A group of people wear fairy wings as they perform music.,neutral,False,0,1,0,4564468036.jpg#2r1n,"It is a party scene of mannequins, dressed in lavish clothing.",An art gallery displays mannequins,neutral,False,0,1,0,,Their formal concert black looks very elegant.,,{},,The department store is trying a new display idea.,,{},,They are pretending to be a band of pixies.,,{},,The reception is going well.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3398788809.jpg#2r1n,A group of people are in the woods playing instruments.,A group of people wear fairy wings as they perform music.,neutral,False,0,1,0,4564468036.jpg#2r1n,"It is a party scene of mannequins, dressed in lavish clothing.",An art gallery displays mannequins,neutral,False,0,1,0,,The people are playing heavy metal music.,,{},,The clothing on the mannequins is for sale.,,{},,The people are playing filk music.,,{},,Some paid millions of dollars for the mannequins and clothes.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3398788809.jpg#2r1n,A group of people are in the woods playing instruments.,A group of people wear fairy wings as they perform music.,neutral,False,0,1,0,4564468036.jpg#2r1n,"It is a party scene of mannequins, dressed in lavish clothing.",An art gallery displays mannequins,neutral,False,0,1,0,,The group are Boy Scouts on an outing.,,{},,Signs advertising a sale are near the mannequins.,,{},,The people are wearing costumes.,,{},,People stand and observe the mannequins.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",251792066.jpg#0r1n,The black dog in front of the tree has a green toy in its mouth.,A dog is in front of a tree at a park.,neutral,False,0,1,0,4515628939.jpg#0r1n,"As other people walk by, three children, each holding a bicycle tire, stand on a dirt road leading to two huts in a rural African village.",The children are black.,neutral,False,0,1,0,,The dog is near its home,,{},,The children are the children of missionaries,,{},,the dog is near a play structure,,{},,The children have curly hair,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",251792066.jpg#0r1n,The black dog in front of the tree has a green toy in its mouth.,A dog is in front of a tree at a park.,neutral,False,0,1,0,4515628939.jpg#0r1n,"As other people walk by, three children, each holding a bicycle tire, stand on a dirt road leading to two huts in a rural African village.",The children are black.,neutral,False,0,1,0,,His owners remember planting the tree when he was a puppy.,,{},on,,stereotyped,{},,The dog likes all the trees and grass when they go for a walk.,,{},on,,stereotyped,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",251792066.jpg#0r1n,The black dog in front of the tree has a green toy in its mouth.,A dog is in front of a tree at a park.,neutral,False,0,1,0,4515628939.jpg#0r1n,"As other people walk by, three children, each holding a bicycle tire, stand on a dirt road leading to two huts in a rural African village.",The children are black.,neutral,False,0,1,0,,There's no fence between the dog and its house.,,{},,"The children recently took a plane ride from Portland, Oregon.",,{},,The dog is surrounded by strangers.,,{},,The children speak the native language.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",251792066.jpg#0r1n,The black dog in front of the tree has a green toy in its mouth.,A dog is in front of a tree at a park.,neutral,False,0,1,0,4515628939.jpg#0r1n,"As other people walk by, three children, each holding a bicycle tire, stand on a dirt road leading to two huts in a rural African village.",The children are black.,neutral,False,0,1,0,,There is a gate and driveway here.,,{},,The children have blond hair and blue eyes.,,{},,There are swings and slides here.,,{},,The children have dark skin.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",251792066.jpg#0r1n,The black dog in front of the tree has a green toy in its mouth.,A dog is in front of a tree at a park.,neutral,False,0,1,0,4515628939.jpg#0r1n,"As other people walk by, three children, each holding a bicycle tire, stand on a dirt road leading to two huts in a rural African village.",The children are black.,neutral,False,0,1,0,,There is a fenced in area around the dog with a house in it.,,{},,The children's skin is white.,,{},,There is a child's playground nearby.,,{},,The children have very dark skin.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3773302802.jpg#0r3n,"A man in t-shirt and shorts kneels near a line of plastic crates containing duct tape, bags, and other supplies.",A man next to some crates is getting ready to set up trash containers for an event.,neutral,False,0,1,0,2837908308.jpg#3r1n,A dog jumping over an obstacle hurdle.,The dog is in the process of its show-winning course.,neutral,False,0,1,0,,The man lays down to go to sleep.,,{},,The dog is chasing the ball its owner threw.,,{},,The man is carrying many garbage bags.,,{},,The crowd is stuned by the dogs agility.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3773302802.jpg#0r3n,"A man in t-shirt and shorts kneels near a line of plastic crates containing duct tape, bags, and other supplies.",A man next to some crates is getting ready to set up trash containers for an event.,neutral,False,0,1,0,2837908308.jpg#3r1n,A dog jumping over an obstacle hurdle.,The dog is in the process of its show-winning course.,neutral,False,0,1,0,,The man is in his garage.,,{},,The dog is in the woods.,,{},,The man is behind a giant stage.,,{},,The dog has a number on it.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3773302802.jpg#0r3n,"A man in t-shirt and shorts kneels near a line of plastic crates containing duct tape, bags, and other supplies.",A man next to some crates is getting ready to set up trash containers for an event.,neutral,False,0,1,0,2837908308.jpg#3r1n,A dog jumping over an obstacle hurdle.,The dog is in the process of its show-winning course.,neutral,False,0,1,0,,The man has a plan to murder his wife.,,{},,The dog has many things to do in the backyard.,,{},,The man works for an event planning company.,,{},,The dog is a pure breed.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3773302802.jpg#0r3n,"A man in t-shirt and shorts kneels near a line of plastic crates containing duct tape, bags, and other supplies.",A man next to some crates is getting ready to set up trash containers for an event.,neutral,False,0,1,0,2837908308.jpg#3r1n,A dog jumping over an obstacle hurdle.,The dog is in the process of its show-winning course.,neutral,False,0,1,0,,The crates are stored in his basement.,,{},,The dog already knocked over one hurdle.,,{},,The crates are stored in a conference center basement.,,{},,The dog is extremely fast and graceful.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3773302802.jpg#0r3n,"A man in t-shirt and shorts kneels near a line of plastic crates containing duct tape, bags, and other supplies.",A man next to some crates is getting ready to set up trash containers for an event.,neutral,False,0,1,0,2837908308.jpg#3r1n,A dog jumping over an obstacle hurdle.,The dog is in the process of its show-winning course.,neutral,False,0,1,0,,He is also holding wrapping paper.,,{},,There's a squirrel on the other side.,,{},,He's a maintenance man for a venue.,,{},,The dog is learning agility.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",96113759.jpg#4r1n,A geisha applies makeup to her face.,geisha loves makeup,neutral,True,2,3,0,3603116579.jpg#0r1n,"A baseball player in a black and orange shirt, and with a glove on, pitches the ball.",A player on the Tigers' team gets ready to strike his opponent out.,neutral,False,0,1,0,,The geisha is wincing every time the brush touches her face,,{},,The pitcher’s jersey says Bears,,{},,The woman has many different makeup brands around her,,{},,A mascot in a tiger outfit cheers on the pitcher,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",96113759.jpg#4r1n,A geisha applies makeup to her face.,geisha loves makeup,neutral,True,2,3,0,3603116579.jpg#0r1n,"A baseball player in a black and orange shirt, and with a glove on, pitches the ball.",A player on the Tigers' team gets ready to strike his opponent out.,neutral,False,0,1,0,,Wearing the makeup is part of her job and she has no choice about applying it.,,{},,The player is in the outfield and he has just caught a fly ball.,,{},,She thinks it makes her look pretty.,,{},,The player throws a curve ball.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",96113759.jpg#4r1n,A geisha applies makeup to her face.,geisha loves makeup,neutral,True,2,3,0,3603116579.jpg#0r1n,"A baseball player in a black and orange shirt, and with a glove on, pitches the ball.",A player on the Tigers' team gets ready to strike his opponent out.,neutral,False,0,1,0,,A geisha is using wipes on her face.,,{},on,,entailed,{},,A geisha has a large collection of makeup.,,{},,A pitcher throws the ball to the batter.,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",96113759.jpg#4r1n,A geisha applies makeup to her face.,geisha loves makeup,neutral,True,2,3,0,3603116579.jpg#0r1n,"A baseball player in a black and orange shirt, and with a glove on, pitches the ball.",A player on the Tigers' team gets ready to strike his opponent out.,neutral,False,0,1,0,,The geisha is crying,,{},,The bleachers are empty,,{},,The geisha is smiling and humming a tune,,{},,There is a batter in front of the pitcher,,{}
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",96113759.jpg#4r1n,A geisha applies makeup to her face.,geisha loves makeup,neutral,True,2,3,0,3603116579.jpg#0r1n,"A baseball player in a black and orange shirt, and with a glove on, pitches the ball.",A player on the Tigers' team gets ready to strike his opponent out.,neutral,False,0,1,0,,The makeup makes her look silly.,,{},,There are 2 balls and 1 strike.,,{},,The makeup makes her look beautiful.,,{},,There are 2 strikes.,,{}
