Title,Description,Keywords,blob
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","imagecaptions_1647_3.0_UNK:::Two girls throw <b><u>a  ball back</u></b> and forth in their backyard.:::Two girls throw <b><u>a red ball back</u></b> and forth in their backyard.:::red:::ball:::nn-tier=topK jj-tier=topK:::Two girls throw a red ball back and forth in their backyard.###gigaword_766_3.0_UNK:::Science <b><u>and  technology have</u></b> also helped raise the cotton output remarkably.:::Science <b><u>and nuclear technology have</u></b> also helped raise the cotton output remarkably.:::nuclear:::technology:::nn-tier=topK jj-tier=topK:::Science and nuclear technology have also helped raise the cotton output remarkably.###imagecaptions_663_3.0_UNK:::A man in <b><u>a  suit and</u></b> jacket A man in a suit and top hat and a woman in a blue Victorian dress sitting outside at a table.:::A man in <b><u>a yellow suit and</u></b> jacket A man in a suit and top hat and a woman in a blue Victorian dress sitting outside at a table.:::yellow:::suit:::nn-tier=topK jj-tier=topK:::A man in a yellow suit and jacket A man in a suit and top hat and a woman in a blue Victorian dress sitting outside at a table.###gutenberg_2011_3.0_UNK:::Remember <b><u>our  talk at</u></b> Graffam Academy, Commencement night.:::Remember <b><u>our pleasant talk at</u></b> Graffam Academy, Commencement night.:::pleasant:::talk:::nn-tier=topK jj-tier=topK:::Remember our pleasant talk at Graffam Academy, Commencement night.###imagecaptions_2278_3.0_UNK:::Two children walking away, down <b><u>a  path surrounded</u></b> by trees.:::Two children walking away, down <b><u>a leafy path surrounded</u></b> by trees.:::leafy:::path:::nn-tier=topK jj-tier=topK:::Two children walking away, down a leafy path surrounded by trees.###argumentation_2226_4.0_YES:::They fight because they know <b><u>from  experience how</u></b> to bring down a superpower.:::They fight because they know <b><u>from own experience how</u></b> to bring down a superpower.:::own:::experience:::nn-tier=topK jj-tier=topK:::They fight because they know from own experience how to bring down a superpower.###gigaword_2486_3.0_UNK:::<b><u>The  bill passed</u></b> 376 to 38, with 31 Texas members voting yes.:::<b><u>The bipartisan bill passed</u></b> 376 to 38, with 31 Texas members voting yes.:::bipartisan:::bill:::nn-tier=topK jj-tier=topK:::The bipartisan bill passed 376 to 38, with 31 Texas members voting yes.###gigaword_1676_3.0_UNK:::All of this has long been a matter <b><u>of  record</u></b>.:::All of this has long been a matter <b><u>of overall record</u></b>.:::overall:::record:::nn-tier=topK jj-tier=topK:::All of this has long been a matter of overall record.###control_imagecaptions_1152_3:::Man with children near <b><u>a bench in</u></b> a suburban area.:::Man with children near <b><u>a red bench in</u></b> a suburban area.:::red:::bench:::JJ NN:::Man with children near <b><u>a red bench in</u></b> a suburban area.###argumentation_1253_3.0_UNK:::Also, I will, for your edification and great amusement, detail my struggle and search <b><u>for  knowledge</u></b>.:::Also, I will, for your edification and great amusement, detail my struggle and search <b><u>for personal knowledge</u></b>.:::personal:::knowledge:::nn-tier=topK jj-tier=topK:::Also, I will, for your edification and great amusement, detail my struggle and search for personal knowledge."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","imagecaptions_717_3.0_UNK:::<b><u>A  man in</u></b> green and yellow lira riding a bike through the countryside.:::<b><u>A old man in</u></b> green and yellow lira riding a bike through the countryside.:::old:::man:::nn-tier=topK jj-tier=topK:::A old man in green and yellow lira riding a bike through the countryside.###argumentation_1666_1.0_NO:::Gold has always held <b><u>some  value,</u></b> even during times of near anarchy.:::Gold has always held <b><u>some moral value,</u></b> even during times of near anarchy.:::moral:::value:::nn-tier=topK jj-tier=topK:::Gold has always held some moral value, even during times of near anarchy.###gutenberg_1303_3.0_UNK:::You toldRicketts<b><u>'s  story ;</u></b> I'll tell what I've heard.:::You toldRicketts<b><u>'s long story;</u></b> I'll tell what I've heard.:::long:::story:::nn-tier=topK jj-tier=topK:::You toldRicketts's long story; I'll tell what I've heard.###imagecaptions_1642_3.0_UNK:::Tan dog on lead standing <b><u>on  surface covered</u></b> with white snow.:::Tan dog on lead standing <b><u>on black surface covered</u></b> with white snow.:::black:::surface:::nn-tier=topK jj-tier=topK:::Tan dog on lead standing on black surface covered with white snow.###argumentation_2672_3.0_UNK:::Fourth: Atheism merely excludes god as <b><u>a  source of</u></b> morality.:::Fourth: Atheism merely excludes god as <b><u>a main source of</u></b> morality.:::main:::source:::nn-tier=topK jj-tier=topK:::Fourth: Atheism merely excludes god as a main source of morality.###control_imagecaptions_1026_3:::Three people are pulling <b><u>a rope on</u></b> a hillside.:::Three people are pulling <b><u>a red rope on</u></b> a hillside.:::red:::rope:::JJ NN:::Three people are pulling <b><u>a red rope on</u></b> a hillside.###imagecaptions_1336_3.0_UNK:::A young girl is in a teal colored <b><u>netted  skirt and</u></b> wearing a shirt with a peace sign.:::A young girl is in a teal colored <b><u>netted jean skirt and</u></b> wearing a shirt with a peace sign.:::jean:::skirt:::nn-tier=topK jj-tier=topK:::A young girl is in a teal colored netted jean skirt and wearing a shirt with a peace sign.###argumentation_1909_3.0_UNK:::She survived <b><u>her  experience as</u></b> a prisoner.:::She survived <b><u>her little experience as</u></b> a prisoner.:::little:::experience:::nn-tier=topK jj-tier=topK:::She survived her little experience as a prisoner.###argumentation_2992_2.5_UNK:::The profound belief to <b><u>preserve  life,</u></b> has made difficult to legislate Euthanasia.:::The profound belief to <b><u>preserve private life,</u></b> has made difficult to legislate Euthanasia.:::private:::life:::nn-tier=topK jj-tier=topK:::The profound belief to preserve private life, has made difficult to legislate Euthanasia.###argumentation_1340_3.0_UNK:::Geeze, cut <b><u>the  guy some</u></b> slack.:::Geeze, cut <b><u>the white guy some</u></b> slack.:::white:::guy:::nn-tier=topK jj-tier=topK:::Geeze, cut the white guy some slack."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","imagecaptions_2788_3.0_UNK:::A woman in a polka <b><u>dot  top is</u></b> singing into a microphone.:::A woman in a polka <b><u>dot brown top is</u></b> singing into a microphone.:::brown:::top:::nn-tier=topK jj-tier=topK:::A woman in a polka dot brown top is singing into a microphone.###gutenberg_2856_4.0_YES:::The home coming for theRoverboys was full <b><u>of  pleasure</u></b>.:::The home coming for theRoverboys was full <b><u>of great pleasure</u></b>.:::great:::pleasure:::nn-tier=topK jj-tier=topK:::The home coming for theRoverboys was full of great pleasure.###control_giga_226_1::: Nynex, citing the pending litigation<b><u>, allowed Burke</u></b> to comment.::: Nynex, citing the pending litigation<b><u>, refused to allow Burke</u></b> to comment.:::refused:::to allow:::JJ NN::: Nynex, citing the pending litigation<b><u>, refused to allow Burke</u></b> to comment.###imagecaptions_1626_3.0_UNK:::Two men in shorts are sitting on <b><u>a  sofa</u></b>.:::Two men in shorts are sitting on <b><u>a white sofa</u></b>.:::white:::sofa:::nn-tier=topK jj-tier=topK:::Two men in shorts are sitting on a white sofa.###imagecaptions_2637_3.0_UNK:::A female wearing all black is speaking to <b><u>a  room full</u></b> of people.:::A female wearing all black is speaking to <b><u>a blue room full</u></b> of people.:::blue:::room:::nn-tier=topK jj-tier=topK:::A female wearing all black is speaking to a blue room full of people.###argumentation_53_3.0_UNK:::Sad<b><u>,  man </u></b>.:::Sad<b><u>, old man</u></b>.:::old:::man:::nn-tier=topK jj-tier=topK:::Sad, old man.###gigaword_527_3.0_UNK:::<b><u>A  man sported</u></b> a shark hat as a symbol of corporate greed.:::<b><u>A palestinian man sported</u></b> a shark hat as a symbol of corporate greed.:::palestinian:::man:::nn-tier=topK jj-tier=topK:::A palestinian man sported a shark hat as a symbol of corporate greed.###argumentation_156_3.0_UNK:::Consider how much interbreeding takes place over such <b><u>a  period</u></b>.:::Consider how much interbreeding takes place over such <b><u>an extended period</u></b>.:::extended:::period:::nn-tier=topK jj-tier=topK:::Consider how much interbreeding takes place over such an extended period.###gigaword_751_4.0_YES:::The Socialist party remains split on <b><u>the  issue</u></b>.:::The Socialist party remains split on <b><u>the sensitive issue</u></b>.:::sensitive:::issue:::nn-tier=topK jj-tier=topK:::The Socialist party remains split on the sensitive issue.###imagecaptions_1887_3.0_UNK:::A woman in <b><u>a  costume riding</u></b> a bike.:::A woman in <b><u>a brown costume riding</u></b> a bike.:::brown:::costume:::nn-tier=topK jj-tier=topK:::A woman in a brown costume riding a bike."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","imagecaptions_540_2.0_NO:::A man putting up letters on <b><u>a  sign with</u></b> a long pole in front of a store.:::A man putting up letters on <b><u>an avrovulcan.com sign with</u></b> a long pole in front of a store.:::avrovulcan.com:::sign:::nn-tier=topK jj-tier=topK:::A man putting up letters on an avrovulcan.com sign with a long pole in front of a store.###gigaword_1675_5.0_YES:::She saw her <b><u>1997  record fall</u></b> to 40-16.:::She saw her <b><u>1997 overall record fall</u></b> to 40-16.:::overall:::record:::nn-tier=topK jj-tier=topK:::She saw her 1997 overall record fall to 40-16.###gigaword_929_3.0_UNK:::I look around at <b><u>the  crowd</u></b>.:::I look around at <b><u>the enthusiastic crowd</u></b>.:::enthusiastic:::crowd:::nn-tier=topK jj-tier=topK:::I look around at the enthusiastic crowd.###imagecaptions_366_3.0_UNK:::A woman in a polka <b><u>dot  top is</u></b> singing into a microphone.:::A woman in a polka <b><u>dot gray top is</u></b> singing into a microphone.:::gray:::top:::nn-tier=topK jj-tier=topK:::A woman in a polka dot gray top is singing into a microphone.###gigaword_1844_3.5_UNK:::But for <b><u>every  attack,</u></b> Coutts parried.:::But for <b><u>every possible attack,</u></b> Coutts parried.:::possible:::attack:::nn-tier=topK jj-tier=topK:::But for every possible attack, Coutts parried.###argumentation_2358_3.0_UNK:::If they are in college, they should know enogh by then to turn them off <b><u>before  class</u></b>.:::If they are in college, they should know enogh by then to turn them off <b><u>before political class</u></b>.:::political:::class:::nn-tier=topK jj-tier=topK:::If they are in college, they should know enogh by then to turn them off before political class.###control_imagecaptions_1155_3:::A girl is outside <b><u>a house with</u></b> a pink hula hoop spinning around her upper leg.:::A girl is outside <b><u>a gray house with</u></b> a pink hula hoop spinning around her upper leg.:::gray:::house:::JJ NN:::A girl is outside <b><u>a gray house with</u></b> a pink hula hoop spinning around her upper leg.###imagecaptions_2427_2.0_NO:::A hiker is walking along <b><u>a  path at</u></b> the foot of some snow capped mountains.:::A hiker is walking along <b><u>a sandy path at</u></b> the foot of some snow capped mountains.:::sandy:::path:::nn-tier=topK jj-tier=topK:::A hiker is walking along a sandy path at the foot of some snow capped mountains.###gigaword_37_3.0_UNK:::Safina took <b><u>the  set by</u></b> breaking serve at love.:::Safina took <b><u>the fifth set by</u></b> breaking serve at love.:::fifth:::set:::nn-tier=topK jj-tier=topK:::Safina took the fifth set by breaking serve at love.###imagecaptions_230_3.0_UNK:::Dog leaps into pool marked for distance, man and woman watch <b><u>in  background</u></b>.:::Dog leaps into pool marked for distance, man and woman watch <b><u>in colorful background</u></b>.:::colorful:::background:::nn-tier=topK jj-tier=topK:::Dog leaps into pool marked for distance, man and woman watch in colorful background."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gigaword_332_3.0_UNK:::Sanders<b><u>'  policy  appears</u></b> to be distinctive.:::Sanders<b><u>' fiscal policy appears</u></b> to be distinctive.:::fiscal:::policy:::nn-tier=topK jj-tier=topK:::Sanders' fiscal policy appears to be distinctive.###gutenberg_1501_4.0_YES:::The minstrel took the talk on himself, and <b><u>the  talk charmed</u></b> his listener.:::The minstrel took the talk on himself, and <b><u>the good talk charmed</u></b> his listener.:::good:::talk:::nn-tier=topK jj-tier=topK:::The minstrel took the talk on himself, and the good talk charmed his listener.###imagecaptions_2366_3.0_UNK:::Dog with muzzle <b><u>and  sweater marked</u></b> 5 runs on dirt track.:::Dog with muzzle <b><u>and green sweater marked</u></b> 5 runs on dirt track.:::green:::sweater:::nn-tier=topK jj-tier=topK:::Dog with muzzle and green sweater marked 5 runs on dirt track.###gigaword_1413_3.0_UNK:::GM has raised the price on only <b><u>one  model,</u></b> the Cobalt.:::GM has raised the price on only <b><u>one previous model,</u></b> the Cobalt.:::previous:::model:::nn-tier=topK jj-tier=topK:::GM has raised the price on only one previous model, the Cobalt.###argumentation_185_4.0_YES:::<b><u>No  amount of</u></b> government regulation changes this.:::<b><u>No same amount of</u></b> government regulation changes this.:::same:::amount:::nn-tier=topK jj-tier=topK:::No same amount of government regulation changes this.###imagecaptions_2283_3.0_UNK:::A bedroom decorated in beige and brown colors with a large bed<b><u>,  sofa ,</u></b> and rug.:::A bedroom decorated in beige and brown colors with a large bed<b><u>, old sofa,</u></b> and rug.:::old:::sofa:::nn-tier=topK jj-tier=topK:::A bedroom decorated in beige and brown colors with a large bed, old sofa, and rug.###argumentation_2066_3.0_UNK:::But the more remarkable transformation has <b><u>taken  place within</u></b> Stosur.:::But the more remarkable transformation has <b><u>taken only place within</u></b> Stosur.:::only:::place:::nn-tier=topK jj-tier=topK:::But the more remarkable transformation has taken only place within Stosur.###gigaword_2595_4.0_YES:::Companies know their charitable endeavors help burnish <b><u>their  image with</u></b> the public.:::Companies know their charitable endeavors help burnish <b><u>their positive image with</u></b> the public.:::positive:::image:::nn-tier=topK jj-tier=topK:::Companies know their charitable endeavors help burnish their positive image with the public.###argumentation_150_4.0_YES:::<b><u>But  life is</u></b> life.:::<b><u>But human life is</u></b> life.:::human:::life:::nn-tier=topK jj-tier=topK:::But human life is life.###control_imagecaptions_1077_3:::A man sits in <b><u>his tent on</u></b> a mountain.:::A man sits in <b><u>his yellow tent on</u></b> a mountain.:::yellow:::tent:::JJ NN:::A man sits in <b><u>his yellow tent on</u></b> a mountain."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","imagecaptions_2288_3.0_UNK:::<b><u>A  team of</u></b> soccer players in white strips are running around cones on a sports field.:::<b><u>A red team of</u></b> soccer players in white strips are running around cones on a sports field.:::red:::team:::nn-tier=topK jj-tier=topK:::A red team of soccer players in white strips are running around cones on a sports field.###gutenberg_1302_3.0_UNK:::<b><u>This  story is</u></b> the great exception.:::<b><u>This long story is</u></b> the great exception.:::long:::story:::nn-tier=topK jj-tier=topK:::This long story is the great exception.###gutenberg_2183_3.5_UNK:::Often the seafloor rose to within two meters of the surface of <b><u>the  water</u></b>.:::Often the seafloor rose to within two meters of the surface of <b><u>the fresh water</u></b>.:::fresh:::water:::nn-tier=topK jj-tier=topK:::Often the seafloor rose to within two meters of the surface of the fresh water.###gigaword_1889_3.0_UNK:::The government denies supporting the Janjaweed in <b><u>any  campaign of</u></b> ethnic cleansing.:::The government denies supporting the Janjaweed in <b><u>any aggressive campaign of</u></b> ethnic cleansing.:::aggressive:::campaign:::nn-tier=topK jj-tier=topK:::The government denies supporting the Janjaweed in any aggressive campaign of ethnic cleansing.###argumentation_1091_3.0_UNK:::True <b><u>to  form of</u></b> human nature in combat.:::True <b><u>to present form of</u></b> human nature in combat.:::present:::form:::nn-tier=topK jj-tier=topK:::True to present form of human nature in combat.###imagecaptions_812_3.0_UNK:::Four men playing basketball, two from <b><u>each  team</u></b>.:::Four men playing basketball, two from <b><u>each black team</u></b>.:::black:::team:::nn-tier=topK jj-tier=topK:::Four men playing basketball, two from each black team.###control_me_2_1:::A boy is <b><u>baking</u></b> a cake.:::A boy is <b><u>pretending to bake</u></b> a cake.:::pretending:::to bake:::JJ NN:::A boy is <b><u>pretending to bake</u></b> a cake.###imagecaptions_2034_4.0_YES:::<b><u>A  baby crawls</u></b> on asphalt against a blue sky.:::<b><u>A tiny baby crawls</u></b> on asphalt against a blue sky.:::tiny:::baby:::nn-tier=topK jj-tier=topK:::A tiny baby crawls on asphalt against a blue sky.###gigaword_169_3.5_UNK:::Denmark approved <b><u>the  project two</u></b> weeks ago.:::Denmark approved <b><u>the next project two</u></b> weeks ago.:::next:::project:::nn-tier=topK jj-tier=topK:::Denmark approved the next project two weeks ago.###gigaword_928_4.0_YES:::I remember the big and wonderful smile as he waved back to <b><u>the  crowd</u></b>.:::I remember the big and wonderful smile as he waved back to <b><u>the enthusiastic crowd</u></b>.:::enthusiastic:::crowd:::nn-tier=topK jj-tier=topK:::I remember the big and wonderful smile as he waved back to the enthusiastic crowd."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gigaword_526_3.0_UNK:::Reports said <b><u>the  man was</u></b> a retired army soldier.:::Reports said <b><u>the palestinian man was</u></b> a retired army soldier.:::palestinian:::man:::nn-tier=topK jj-tier=topK:::Reports said the palestinian man was a retired army soldier.###gutenberg_201_3.5_UNK:::A mutual nod was exchanged between him and <b><u>the  person who</u></b> sat there reading.:::A mutual nod was exchanged between him and <b><u>the first person who</u></b> sat there reading.:::first:::person:::nn-tier=topK jj-tier=topK:::A mutual nod was exchanged between him and the first person who sat there reading.###argumentation_1108_3.0_UNK:::<b><u>Your  approach tries</u></b> to solve class disparities and that is a very communistic, socialistic, and liberal view.:::<b><u>Your other approach tries</u></b> to solve class disparities and that is a very communistic, socialistic, and liberal view.:::other:::approach:::nn-tier=topK jj-tier=topK:::Your other approach tries to solve class disparities and that is a very communistic, socialistic, and liberal view.###argumentation_2929_3.0_UNK:::External forces are previlant in our globalized system especially in <b><u>the  case of</u></b> economics.:::External forces are previlant in our globalized system especially in <b><u>the good case of</u></b> economics.:::good:::case:::nn-tier=topK jj-tier=topK:::External forces are previlant in our globalized system especially in the good case of economics.###gutenberg_1304_3.0_UNK:::And then and there she told me <b><u>her  story</u></b>.:::And then and there she told me <b><u>her long story</u></b>.:::long:::story:::nn-tier=topK jj-tier=topK:::And then and there she told me her long story.###control_imagecaptions_1158_3:::Two girls swing with <b><u>a boy,</u></b> all three are wearing blue shirts of the same shade and blue jeans.:::Two girls swing with <b><u>a blond boy,</u></b> all three are wearing blue shirts of the same shade and blue jeans.:::blond:::boy:::JJ NN:::Two girls swing with <b><u>a blond boy,</u></b> all three are wearing blue shirts of the same shade and blue jeans.###gigaword_2596_4.0_YES:::It's unlikely to end the argument about Shakespeare<b><u>'s  image </u></b>.:::It's unlikely to end the argument about Shakespeare<b><u>'s positive image</u></b>.:::positive:::image:::nn-tier=topK jj-tier=topK:::It's unlikely to end the argument about Shakespeare's positive image.###imagecaptions_60_3.0_UNK:::<b><u>A  man plays</u></b> fetch with his big black dog just out of the woods.:::<b><u>A haired man plays</u></b> fetch with his big black dog just out of the woods.:::haired:::man:::nn-tier=topK jj-tier=topK:::A haired man plays fetch with his big black dog just out of the woods.###imagecaptions_1347_1.0_NO:::The man dressed in a blue wizard<b><u>'s  outfit  is</u></b> walking through a building.:::The man dressed in a blue wizard<b><u>'s green outfit is</u></b> walking through a building.:::green:::outfit:::nn-tier=topK jj-tier=topK:::The man dressed in a blue wizard's green outfit is walking through a building.###argumentation_239_3.5_UNK:::Freshman level astronomy pretty much takes care of <b><u>this  claim</u></b>.:::Freshman level astronomy pretty much takes care of <b><u>this ridiculous claim</u></b>.:::ridiculous:::claim:::nn-tier=topK jj-tier=topK:::Freshman level astronomy pretty much takes care of this ridiculous claim."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gutenberg_1985_4.0_YES:::I am indebted to you for <b><u>that  kind of</u></b> training.:::I am indebted to you for <b><u>that particular kind of</u></b> training.:::particular:::kind:::nn-tier=topK jj-tier=topK:::I am indebted to you for that particular kind of training.###gigaword_416_3.0_UNK:::He identified the victims as <b><u>a  woman,</u></b> her daughter and two elderly men.:::He identified the victims as <b><u>an elderly woman,</u></b> her daughter and two elderly men.:::elderly:::woman:::nn-tier=topK jj-tier=topK:::He identified the victims as an elderly woman, her daughter and two elderly men.###gigaword_2576_3.0_UNK:::The zoo admits that <b><u>the  effort has</u></b> been distressing.:::The zoo admits that <b><u>the new effort has</u></b> been distressing.:::new:::effort:::nn-tier=topK jj-tier=topK:::The zoo admits that the new effort has been distressing.###gigaword_1334_3.0_UNK:::Rogers is hardly the oldest man in <b><u>his  section of</u></b> the clubhouse.:::Rogers is hardly the oldest man in <b><u>his second section of</u></b> the clubhouse.:::second:::section:::nn-tier=topK jj-tier=topK:::Rogers is hardly the oldest man in his second section of the clubhouse.###control_imagecaptions_1020_3:::A small baby in <b><u>winter clothing is</u></b> being held upright to take a picture.:::A small baby in <b><u>red winter clothing is</u></b> being held upright to take a picture.:::red:::winter clothing:::JJ NN:::A small baby in <b><u>red winter clothing is</u></b> being held upright to take a picture.###imagecaptions_1471_3.0_UNK:::A young woman is outside in the snow wearing <b><u>a  hat</u></b>.:::A young woman is outside in the snow wearing <b><u>a white hat</u></b>.:::white:::hat:::nn-tier=topK jj-tier=topK:::A young woman is outside in the snow wearing a white hat.###gutenberg_1099_3.0_UNK:::It looked strangely like <b><u>the  man had</u></b> been on watch at the door.:::It looked strangely like <b><u>the old man had</u></b> been on watch at the door.:::old:::man:::nn-tier=topK jj-tier=topK:::It looked strangely like the old man had been on watch at the door.###gigaword_271_3.0_UNK:::Third, choose <b><u>a  policy</u></b>.:::Third, choose <b><u>a foreign policy</u></b>.:::foreign:::policy:::nn-tier=topK jj-tier=topK:::Third, choose a foreign policy.###gigaword_1597_3.0_UNK:::You, <b><u>my  man,</u></b> are a true national treasure.:::You, <b><u>my white man,</u></b> are a true national treasure.:::white:::man:::nn-tier=topK jj-tier=topK:::You, my white man, are a true national treasure.###argumentation_382_4.0_YES:::Any money spent to purchase votes <b><u>is  money well</u></b> spent.:::Any money spent to purchase votes <b><u>is good money well</u></b> spent.:::good:::money:::nn-tier=topK jj-tier=topK:::Any money spent to purchase votes is good money well spent."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research",gutenberg_2911_4.0_YES:::Heavy cypress shadows upon <b><u>the  water moved</u></b> like pointing fingers.:::Heavy cypress shadows upon <b><u>the blue water moved</u></b> like pointing fingers.:::blue:::water:::nn-tier=topK jj-tier=topK:::Heavy cypress shadows upon the blue water moved like pointing fingers.###gigaword_752_4.0_YES:::US chief negotiator Regina Vargo said <b><u>the  issue will</u></b> be studied.:::US chief negotiator Regina Vargo said <b><u>the sensitive issue will</u></b> be studied.:::sensitive:::issue:::nn-tier=topK jj-tier=topK:::US chief negotiator Regina Vargo said the sensitive issue will be studied.###gigaword_1707_3.5_UNK:::North Korea <b><u>stopped  work early</u></b> last year amid tension with Washington.:::North Korea <b><u>stopped good work early</u></b> last year amid tension with Washington.:::good:::work:::nn-tier=topK jj-tier=topK:::North Korea stopped good work early last year amid tension with Washington.###imagecaptions_846_3.0_UNK:::A woman is looking at the ceiling while taking off <b><u>her  hat</u></b>.:::A woman is looking at the ceiling while taking off <b><u>her black hat</u></b>.:::black:::hat:::nn-tier=topK jj-tier=topK:::A woman is looking at the ceiling while taking off her black hat.###gutenberg_2670_3.0_UNK:::<b><u>One  day they</u></b> came upon an old otter.:::<b><u>One first day they</u></b> came upon an old otter.:::first:::day:::nn-tier=topK jj-tier=topK:::One first day they came upon an old otter.###gigaword_18_2.5_UNK:::Lieberman claimed that descendants of <b><u>the  party's</u></b> founders resented the newcomer's strength.:::Lieberman claimed that descendants of <b><u>the new party's</u></b> founders resented the newcomer's strength.:::new:::party:::nn-tier=topK jj-tier=topK:::Lieberman claimed that descendants of the new party's founders resented the newcomer's strength.###gigaword_2051_3.0_UNK:::<b><u>But  history shows</u></b> us it's hard to tell from the first one.:::<b><u>But corporate history shows</u></b> us it's hard to tell from the first one.:::corporate:::history:::nn-tier=topK jj-tier=topK:::But corporate history shows us it's hard to tell from the first one.###control_imagecaptions_1176_3:::A small child kissing <b><u>a cat on</u></b> the kitchen counter.:::A small child kissing <b><u>a siamese cat on</u></b> the kitchen counter.:::siamese:::cat:::JJ NN:::A small child kissing <b><u>a siamese cat on</u></b> the kitchen counter.###gutenberg_2430_3.0_UNK:::Daoudlet <b><u>his  head loll</u></b>.:::Daoudlet <b><u>his curly head loll</u></b>.:::curly:::head:::nn-tier=topK jj-tier=topK:::Daoudlet his curly head loll.###gutenberg_143_5.0_YES:::He felt the pinch of poverty for the first time in <b><u>his  life</u></b>.:::He felt the pinch of poverty for the first time in <b><u>his whole life</u></b>.:::whole:::life:::nn-tier=topK jj-tier=topK:::He felt the pinch of poverty for the first time in his whole life.
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research",gigaword_2346_3.5_UNK:::Ambulances and medical teams were sent to <b><u>the  site</u></b>.:::Ambulances and medical teams were sent to <b><u>the grave site</u></b>.:::grave:::site:::nn-tier=topK jj-tier=topK:::Ambulances and medical teams were sent to the grave site.###argumentation_2784_3.5_UNK:::But they are unable to locate 11 million illegal aliens wandering around <b><u>our  country</u></b>.:::But they are unable to locate 11 million illegal aliens wandering around <b><u>our free country</u></b>.:::free:::country:::nn-tier=topK jj-tier=topK:::But they are unable to locate 11 million illegal aliens wandering around our free country.###imagecaptions_260_3.0_UNK:::<b><u>A  couple of</u></b> people are riding ATV's on a dirt track.:::<b><u>A interracial couple of</u></b> people are riding ATV's on a dirt track.:::interracial:::couple:::nn-tier=topK jj-tier=topK:::A interracial couple of people are riding ATV's on a dirt track.###gigaword_2574_4.0_YES:::It was Gingrich who led led <b><u>the  effort to</u></b> delay the vote last month.:::It was Gingrich who led led <b><u>the new effort to</u></b> delay the vote last month.:::new:::effort:::nn-tier=topK jj-tier=topK:::It was Gingrich who led led the new effort to delay the vote last month.###imagecaptions_542_3.0_UNK:::A man in a blue coat and red hat holds <b><u>a  sign with</u></b> very small writing.:::A man in a blue coat and red hat holds <b><u>an avrovulcan.com sign with</u></b> very small writing.:::avrovulcan.com:::sign:::nn-tier=topK jj-tier=topK:::A man in a blue coat and red hat holds an avrovulcan.com sign with very small writing.###gigaword_2479_3.0_UNK:::<b><u>No  policy could</u></b> be more misguided.:::<b><u>No current policy could</u></b> be more misguided.:::current:::policy:::nn-tier=topK jj-tier=topK:::No current policy could be more misguided.###gigaword_557_3.5_UNK:::He wished that his country and China will further strengthen economic <b><u>and  trade cooperation</u></b>.:::He wished that his country and China will further strengthen economic <b><u>and free trade cooperation</u></b>.:::free:::trade:::nn-tier=topK jj-tier=topK:::He wished that his country and China will further strengthen economic and free trade cooperation.###control_me_5_1:::A little girl is playing with a <b><u>spider</u></b>.:::A little girl is playing with a <b><u>fake spider</u></b>.:::fake:::spider:::JJ NN:::A little girl is playing with a <b><u>fake spider</u></b>.###argumentation_2497_3.0_UNK:::It plants <b><u>the  idea</u></b>.:::It plants <b><u>the bad idea</u></b>.:::bad:::idea:::nn-tier=topK jj-tier=topK:::It plants the bad idea.###argumentation_1029_3.0_UNK:::Theay are obviously pushing <b><u>an  agenda</u></b>.:::Theay are obviously pushing <b><u>a social agenda</u></b>.:::social:::agenda:::nn-tier=topK jj-tier=topK:::Theay are obviously pushing a social agenda.
