Title,Description,Keywords,exp_path,exp_link,object_type,Answer.commentbox,Answer.instruction,Answer.video_hard,Answer.video_not_shown
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00403,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00403,Vase,{},Pick up the object and turn left slightly then toss the object straight in front of you.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00229,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00229,Television,{},Smack the object to the left with force.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00281,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00281,AlarmClock,{},"take object, turn left, raise it up a bit and then throw it at the wall behind the bed.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00401,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00401,Laptop,{},"move object to the left, then down, then left towards fireplace and throw at corner chair.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00068,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00068,Laptop,{},"Move the object to the right so that it faces the painting on the wall, then throw the object at the wall.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01492,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01492,Spatula,{},turn the object slightly to the right and then raise it toward the ceiling before throwing it toward the window.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/00286,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/00286,Vase,{},pick up the object from shelf and throw it toward the floor,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01761,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01761,Pillow,{},take object and throw it against the wall to the right of the fire place.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01626,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01626,Laptop,{},push object slightly northeast towards the chair below the lamp to knock into it,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00236,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00236,Pillow,{},Slide the object gently to the left and the edge of the bed.,True,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01391,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01391,Spatula,{},"object moves to the left slowly  then is pushed towards brown cabinets, hits cabinet then falls",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00280,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00280,TissueBox,{},"Pick the object up, turn to the right, then throw it with force at the top left side of the couch.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/00663,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/00663,Vase,{},pick up the object and raise it slightly before letting it drop down and to the right,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00865,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00865,TeddyBear,{},Throw the object towards the side table with strong force.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/00612,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/00612,Knife,{},Push the object with a strong force toward the right side wall.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01252,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01252,Book,{},pull the object towards the south east,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00247,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00247,HousePlant,{},Push the object forcefully to the left into the statue and off the edge of the table.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00666,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00666,HousePlant,{},Shove the object off of the side of the dress with a lot of force,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01599,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01599,CreditCard,{},The object is rotated and thrown toward the desk. It lands under the desk.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01750,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01750,Pillow,{},Move the object around quickly on the couch cushion,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00415,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00415,HousePlant,{},forcefully slam the object towards the couch,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01692,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01692,CreditCard,{},aim and throw the object the wall,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/02145,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/02145,Statue,{},"Pick object, then throw object toward the corner",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/00671,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/00671,Vase,{},Throw object straight ahead so that it hits directly underneath the lamp shade.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00181,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00181,Cup,{},"Turn left, then down, then throw object at wall and onto table.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00061,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00061,Mug,{},pick up the object and turn slightly to the right before moving it to the left.  raise the object further and throw it towards the door,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00288,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00288,KeyChain,{},lifts object towards left then is thrown with forced towards wall with lamp,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00719,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00719,Knife,{},The video did not work on this one.,,True
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/01436,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/01436,Vase,{},"grab object and look down, move object forward and down close to the left chair, then move it up to the ceiling and release it",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01134,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01134,DeskLamp,{},The object wobbles a little before settling.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00794,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00794,Pillow,{},Roll the object across the end of the bed.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00296,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00296,HousePlant,{},push object to the right off of the table to smack the ottoman,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/01352,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/01352,Plate,{},slide the object on the island gently,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00001,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00001,Ladle,{},Slide the object at the closest wall with enough force to create a ricochet off of the counter,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00855,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00855,Book,{},Push object toward the laptop on the table,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/01816,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/01816,Laptop,{},push the object away from the white box,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01945,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01945,CD,{},throw the object across items in the room,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/00006,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/00006,Plate,{},Throw the object in front of the bread with a lot of force.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00622,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00622,AlarmClock,{},Move the object back and then move it to the right. Lift the object a little bit and throw it at the bottom of the wall under the left window.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00932,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00932,RemoteControl,{},push the object past the couch at the wall,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00584,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00584,KeyChain,{},pull the object away from the lamp,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00484,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00484,Book,{},"Pick object, raise object up, then throw object toward the storage",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00450,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00450,Pillow,{},push object to the left and back against the armrest.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00784,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00784,ButterKnife,{},move the object to the right and drop it,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/02431,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/02431,Desktop,{},pull object with force south east,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00338,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00338,RemoteControl,{},object is pushed towards wall with lamp,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/03912,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/03912,Vase,{},"Pick up the object, move forward until the object is near the couch and let go of the object.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00243,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00243,DeskLamp,{},Smack object into adjacent wall,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00155,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00155,Mug,{},Pull the object toward the left-hand side of the bed at a right angle.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/02021,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/02021,Pencil,{},Push the object around wildly on the top of the dresser,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00104,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00104,Potato,{},Push object toward the brown plate on the countertop,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/01763,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/01763,Laptop,{},Take object from left cabinet near blue chair.,True,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01403,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01403,Tomato,{},lift the object and throw it at the wall near the door,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/03337,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/03337,Vase,{},Pick up the object and drop the object.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/02384,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/02384,Vase,{},Hold the object above the floor to the right of the laptop. Turn it to the right until it's across from the pillow and then release it.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00764,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00764,Toaster,{},Push object to the left into the coffee maker,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00073,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00073,Vase,{},Forcefully shove the item off of the chair and towards the table with the lamp.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01690,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01690,TissueBox,{},Slap the object off the table to the right with great force.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01499,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01499,Apple,{},The object moves back a little before it is thrown forward. The object bounces off of the counter and falls to the floor.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00124,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00124,Pot,{},Hold the object in front of you and turn to face the microwave. Throw the object at the top of the microwave.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00244,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00244,Plate,{},"Pick up object, move it forward and up, then release",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/01044,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/01044,Mug,{},"Pick up object, look down and move the object forward to rest on laptop",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00714,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00714,Pan,{},shove object north west off the corner of the counter top,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00567,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00567,CD,{},"Pick up the object  and rotate left to line up with the alarm clock, then launch the object forward",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00181,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00181,KeyChain,{},Bump the clock off the table towards the south west corner of the room.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/00362,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/00362,Plate,{},Move the object forward over the toaster then lift it straight up and drop it.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01989,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01989,Bowl,{},Slide the object a bit to the left gently.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00362,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00362,Laptop,{},Slowly push the object off the left side of the table.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00538,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00538,Laptop,{},push the object into the trash back on the right,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00692,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00692,Apple,{},Hold the object next to the countertop and look down a little bit. Throw the object toward the wall to the left of the trashcan,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00667,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00667,Pillow,{},"Pick up the object and turn to the left until the object lines up with the lamp , throw it with a lot of force to the lamp.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00580,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00580,Book,{},The object is on a bed against a wall.  Push the object away from yourself so that it moves parallel to the wall and bumps into a purple pillow on the far side of the bed.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01539,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01539,Spatula,{},"Slide the object with force, aiming at the apple ahead, to knock down the two small bottle dispensers first, and then finally hit the large bottle dispenser into the sink where it touches a pumpkin slightly and stop there.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00409,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00409,CreditCard,{},"Rotate the object left until it is aligned with the lamp, raise it slightly and thrust it with moderate force over the top of the lamp.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/03886,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/03886,Vase,{},"grab object and look up, then move it forward close to the couch, then up to the ceiling and release it",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/03954,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/03954,Vase,{},"Pick up the object, look up a little, move forward a bit and let go of the object.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/01201,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/01201,Plate,{},"Throw object toward red wall, then up in air and toward the floor near the table.",,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00009,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00009,CellPhone,{},move the object towards the table's edge,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00442,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00442,Box,{},Drop the object on the table then tap the object.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00172,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00172,Lettuce,{},move the object to the right and toss it towards the table gently,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00720,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00720,Pan,{},Lower the object then move to the right and drop on the counter.,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00573,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00573,CellPhone,{},Pull object toward the left-hand side of the chair at right angle,,
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00284,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00284,Statue,{},push object with force south west of the table off of it to smack the chair next to the laptop,,
