Title,Description,Keywords,exp_path,exp_link,object_type
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01407,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01407,Kettle
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00403,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00403,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00229,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00229,Television
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00281,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00281,AlarmClock
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00401,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00401,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00068,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00068,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01492,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01492,Spatula
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/00286,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/00286,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01761,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01761,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01626,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01626,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00236,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00236,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01391,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01391,Spatula
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00280,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00280,TissueBox
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/00663,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/00663,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00865,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00865,TeddyBear
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/00612,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/00612,Knife
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01252,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01252,Book
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00247,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00247,HousePlant
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00666,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00666,HousePlant
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01599,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01599,CreditCard
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01750,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01750,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00415,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00415,HousePlant
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01692,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01692,CreditCard
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/02145,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/02145,Statue
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/00671,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/00671,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00181,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00181,Cup
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00061,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00061,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00288,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00288,KeyChain
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00719,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00719,Knife
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/01436,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/01436,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01134,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01134,DeskLamp
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00794,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00794,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00296,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00296,HousePlant
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/01352,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/01352,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00001,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00001,Ladle
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00855,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00855,Book
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/01816,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/01816,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01945,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01945,CD
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/00006,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/00006,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00622,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00622,AlarmClock
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00932,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00932,RemoteControl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00584,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00584,KeyChain
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00484,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00484,Book
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00450,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00450,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00784,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00784,ButterKnife
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/02431,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/02431,Desktop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00338,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00338,RemoteControl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/03912,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/03912,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00243,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00243,DeskLamp
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00155,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00155,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/02021,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/02021,Pencil
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00104,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00104,Potato
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/01763,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/01763,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01403,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01403,Tomato
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/03337,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/03337,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/02384,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/02384,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00764,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00764,Toaster
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00073,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00073,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01690,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01690,TissueBox
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01499,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01499,Apple
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00124,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00124,Pot
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00244,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00244,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/01044,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/01044,Mug
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00714,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00714,Pan
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00567,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00567,CD
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00181,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00181,KeyChain
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/00362,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/00362,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01989,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01989,Bowl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00362,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00362,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00538,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00538,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00692,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00692,Apple
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00667,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00667,Pillow
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00580,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00580,Book
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/01539,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/01539,Spatula
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_towards_experiments/00409,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_towards_experiments/00409,CreditCard
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/03886,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/03886,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/03954,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/03954,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/01201,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/01201,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00009,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00009,CellPhone
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00442,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00442,Box
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00172,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00172,Lettuce
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/00720,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/00720,Pan
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_experiments/00573,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_experiments/00573,CellPhone
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00284,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00284,Statue
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_towards_experiments/00015,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_towards_experiments/00015,CellPhone
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/01056,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/01056,Newspaper
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/drop_experiments/00175,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/drop_experiments/00175,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_experiments/00639,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_experiments/00639,Box
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/drop_experiments/00471,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/drop_experiments/00471,Bowl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/throw_experiments/02278,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/throw_experiments/02278,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/01129,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/01129,ButterKnife
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/01993,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/01993,Cloth
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/00404,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/00404,Television
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00839,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00839,Book
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00062,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00062,Box
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/push_towards_experiments/00113,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/push_towards_experiments/00113,Spatula
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00943,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00943,Bowl
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00213,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00213,TeddyBear
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_towards_experiments/00430,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_towards_experiments/00430,Vase
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00105,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00105,Laptop
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/throw_experiments/02010,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/throw_experiments/02010,Pencil
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/push_towards_experiments/00221,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/push_towards_experiments/00221,TableTopDecor
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_replay_experiments/push_experiments/00428,https://storage.googleapis.com/jamesp_euro/thor_rule/new_replay_experiments/push_experiments/00428,Knife
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments/drop_experiments/00056,https://storage.googleapis.com/jamesp/thor-rule/ai2-mosaic-server1/new_experiments/drop_experiments/00056,Plate
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_push_experiments/push_experiments/01558,https://storage.googleapis.com/jamesp_euro/thor_rule/new_push_experiments/push_experiments/01558,Bread
Instruction for Object Interaction,"Given video, write an instruction describing physical interaction with an object.","video, instruction, robot, AI",new_experiments_v2/throw_experiments/00171,https://storage.googleapis.com/jamesp_euro/thor_rule/new_experiments_v2/throw_experiments/00171,Pencil
