Title,Description,Keywords,Q1PairID,Q1Paraphrase,Q1Target,Q1TestSentence,Q2PairID,Q2Paraphrase,Q2Target,Q2TestSentence,Q3PairID,Q3Paraphrase,Q3Target,Q3TestSentence,Q4PairID,Q4Paraphrase,Q4Target,Q4TestSentence,Q5PairID,Q5Paraphrase,Q5Target,Q5TestSentence,Q6PairID,Q6Paraphrase,Q6Target,Q6TestSentence,Q7PairID,Q7Paraphrase,Q7Target,Q7TestSentence,Q8PairID,Q8Paraphrase,Q8Target,Q8TestSentence,Q9PairID,Q9Paraphrase,Q9Target,Q9TestSentence,Q10PairID,Q10Paraphrase,Q10Target,Q10TestSentence,QXPairID,QXParaphrase,QXTarget,QXTestSentence,Answer.Q10Answer,Answer.Q1Answer,Answer.Q2Answer,Answer.Q3Answer,Answer.Q4Answer,Answer.Q5Answer,Answer.Q6Answer,Answer.Q7Answer,Answer.Q8Answer,Answer.Q9Answer,Answer.QXAnswer
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ/i/00011716.pp1.0,vital,instrumental,"it has been <b><font color=""blue"">instrumental</font></b> in persuading the refugees to return from bangladesh to myanmar .",NN/b/00029581.pp1.1,ring,bypass,"&quot; the israeli authorities expropriated over 48,904 dunums of land from the west bank and gaza in order to establish new settlements , expand existing settlements , build <b><font color=""blue"">bypass</font></b> roads and create an infrastructure .",NN/c/00057249.pp1.2,match,coupling,"replacement of the reagent with sodium diphenylborinate resulted in spectra with sharp singlets corresponding to the diphenylborinate complex , indicating that 13c-11b <b><font color=""blue"">coupling</font></b> likely does not occur .",RB/c/00003339.pp1.0,finally,consequently,"she regretted the lack of details provided about the problem of child sexual exploitation , the apparent absence of relevant legislation and , <b><font color=""blue"">consequently</font></b> , of appropriate sanctions for the perpetrators , and about the reintegration of the victims .",JJ/f/00011262.pp2.3,fortified,rich,"pel ( pel ) is a unique language designed to create business rules and provides a <b><font color=""blue"">rich</font></b> and powerful syntax for the retrieval and manipulation of multidimensional data in pbm-2 , such as the data stored in cubes on the sql analysis server .",RB/n/00000243.pp1.1,nearby,near,"he has put on high the horn of his people , for the praise of all his saints ; even the children of israel , a people which is <b><font color=""blue"">near</font></b> to him . let the lord be praised .",VB/c/00018264.pp2.1,cover,recoup,"in response , a participant stressed that the underlying problem , regardless of the canadian content points system , was that a canadian production can not <b><font color=""blue"">recoup</font></b> its production cost domestically given the limited size of the market .",JJ/d/00015447.pp1.2,sorry,distressed,"helpline for <b><font color=""blue"">distressed</font></b> children in need ( child labour and sexual exploitation )",NP/a/00203520.pp1.1,field,any area,"there are no signs of improvement in <b><font color=""blue"">any area</font></b> of human rights , only indications of deterioration .",VB/d/00001495.pp1.2,reject,decline,"although the act does not generally apply to charities , associations and other similar organizations , we recommend that such organizations provide their members , donors or supporters with an opportunity to <b><font color=""blue"">decline</font></b> to receive further communications .",ctrl.NN/f/00019300.pp2.1,function,functional,"the peierls case is examined in some detail because the usual one-field free energy <b><font color=""blue"">functional</font></b> is not obtained by a straightforward use of the hubbard-stratonovich transformations .",1,1,-2,1,0,1,1,0,0,1,1
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ/i/00011716.pp1.0,vital,instrumental,"it has been <b><font color=""blue"">instrumental</font></b> in persuading the refugees to return from bangladesh to myanmar .",NN/b/00029581.pp1.1,ring,bypass,"&quot; the israeli authorities expropriated over 48,904 dunums of land from the west bank and gaza in order to establish new settlements , expand existing settlements , build <b><font color=""blue"">bypass</font></b> roads and create an infrastructure .",NN/c/00057249.pp1.2,match,coupling,"replacement of the reagent with sodium diphenylborinate resulted in spectra with sharp singlets corresponding to the diphenylborinate complex , indicating that 13c-11b <b><font color=""blue"">coupling</font></b> likely does not occur .",RB/c/00003339.pp1.0,finally,consequently,"she regretted the lack of details provided about the problem of child sexual exploitation , the apparent absence of relevant legislation and , <b><font color=""blue"">consequently</font></b> , of appropriate sanctions for the perpetrators , and about the reintegration of the victims .",JJ/f/00011262.pp2.3,fortified,rich,"pel ( pel ) is a unique language designed to create business rules and provides a <b><font color=""blue"">rich</font></b> and powerful syntax for the retrieval and manipulation of multidimensional data in pbm-2 , such as the data stored in cubes on the sql analysis server .",RB/n/00000243.pp1.1,nearby,near,"he has put on high the horn of his people , for the praise of all his saints ; even the children of israel , a people which is <b><font color=""blue"">near</font></b> to him . let the lord be praised .",VB/c/00018264.pp2.1,cover,recoup,"in response , a participant stressed that the underlying problem , regardless of the canadian content points system , was that a canadian production can not <b><font color=""blue"">recoup</font></b> its production cost domestically given the limited size of the market .",JJ/d/00015447.pp1.2,sorry,distressed,"helpline for <b><font color=""blue"">distressed</font></b> children in need ( child labour and sexual exploitation )",NP/a/00203520.pp1.1,field,any area,"there are no signs of improvement in <b><font color=""blue"">any area</font></b> of human rights , only indications of deterioration .",VB/d/00001495.pp1.2,reject,decline,"although the act does not generally apply to charities , associations and other similar organizations , we recommend that such organizations provide their members , donors or supporters with an opportunity to <b><font color=""blue"">decline</font></b> to receive further communications .",ctrl.NN/f/00019300.pp2.1,function,functional,"the peierls case is examined in some detail because the usual one-field free energy <b><font color=""blue"">functional</font></b> is not obtained by a straightforward use of the hubbard-stratonovich transformations .",1,1,0,1,0,1,1,1,0,1,1
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ/i/00011716.pp1.0,vital,instrumental,"it has been <b><font color=""blue"">instrumental</font></b> in persuading the refugees to return from bangladesh to myanmar .",NN/b/00029581.pp1.1,ring,bypass,"&quot; the israeli authorities expropriated over 48,904 dunums of land from the west bank and gaza in order to establish new settlements , expand existing settlements , build <b><font color=""blue"">bypass</font></b> roads and create an infrastructure .",NN/c/00057249.pp1.2,match,coupling,"replacement of the reagent with sodium diphenylborinate resulted in spectra with sharp singlets corresponding to the diphenylborinate complex , indicating that 13c-11b <b><font color=""blue"">coupling</font></b> likely does not occur .",RB/c/00003339.pp1.0,finally,consequently,"she regretted the lack of details provided about the problem of child sexual exploitation , the apparent absence of relevant legislation and , <b><font color=""blue"">consequently</font></b> , of appropriate sanctions for the perpetrators , and about the reintegration of the victims .",JJ/f/00011262.pp2.3,fortified,rich,"pel ( pel ) is a unique language designed to create business rules and provides a <b><font color=""blue"">rich</font></b> and powerful syntax for the retrieval and manipulation of multidimensional data in pbm-2 , such as the data stored in cubes on the sql analysis server .",RB/n/00000243.pp1.1,nearby,near,"he has put on high the horn of his people , for the praise of all his saints ; even the children of israel , a people which is <b><font color=""blue"">near</font></b> to him . let the lord be praised .",VB/c/00018264.pp2.1,cover,recoup,"in response , a participant stressed that the underlying problem , regardless of the canadian content points system , was that a canadian production can not <b><font color=""blue"">recoup</font></b> its production cost domestically given the limited size of the market .",JJ/d/00015447.pp1.2,sorry,distressed,"helpline for <b><font color=""blue"">distressed</font></b> children in need ( child labour and sexual exploitation )",NP/a/00203520.pp1.1,field,any area,"there are no signs of improvement in <b><font color=""blue"">any area</font></b> of human rights , only indications of deterioration .",VB/d/00001495.pp1.2,reject,decline,"although the act does not generally apply to charities , associations and other similar organizations , we recommend that such organizations provide their members , donors or supporters with an opportunity to <b><font color=""blue"">decline</font></b> to receive further communications .",ctrl.NN/f/00019300.pp2.1,function,functional,"the peierls case is examined in some detail because the usual one-field free energy <b><font color=""blue"">functional</font></b> is not obtained by a straightforward use of the hubbard-stratonovich transformations .",1,1,0,1,1,0,1,1,0,1,1
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ/i/00011716.pp1.0,vital,instrumental,"it has been <b><font color=""blue"">instrumental</font></b> in persuading the refugees to return from bangladesh to myanmar .",NN/b/00029581.pp1.1,ring,bypass,"&quot; the israeli authorities expropriated over 48,904 dunums of land from the west bank and gaza in order to establish new settlements , expand existing settlements , build <b><font color=""blue"">bypass</font></b> roads and create an infrastructure .",NN/c/00057249.pp1.2,match,coupling,"replacement of the reagent with sodium diphenylborinate resulted in spectra with sharp singlets corresponding to the diphenylborinate complex , indicating that 13c-11b <b><font color=""blue"">coupling</font></b> likely does not occur .",RB/c/00003339.pp1.0,finally,consequently,"she regretted the lack of details provided about the problem of child sexual exploitation , the apparent absence of relevant legislation and , <b><font color=""blue"">consequently</font></b> , of appropriate sanctions for the perpetrators , and about the reintegration of the victims .",JJ/f/00011262.pp2.3,fortified,rich,"pel ( pel ) is a unique language designed to create business rules and provides a <b><font color=""blue"">rich</font></b> and powerful syntax for the retrieval and manipulation of multidimensional data in pbm-2 , such as the data stored in cubes on the sql analysis server .",RB/n/00000243.pp1.1,nearby,near,"he has put on high the horn of his people , for the praise of all his saints ; even the children of israel , a people which is <b><font color=""blue"">near</font></b> to him . let the lord be praised .",VB/c/00018264.pp2.1,cover,recoup,"in response , a participant stressed that the underlying problem , regardless of the canadian content points system , was that a canadian production can not <b><font color=""blue"">recoup</font></b> its production cost domestically given the limited size of the market .",JJ/d/00015447.pp1.2,sorry,distressed,"helpline for <b><font color=""blue"">distressed</font></b> children in need ( child labour and sexual exploitation )",NP/a/00203520.pp1.1,field,any area,"there are no signs of improvement in <b><font color=""blue"">any area</font></b> of human rights , only indications of deterioration .",VB/d/00001495.pp1.2,reject,decline,"although the act does not generally apply to charities , associations and other similar organizations , we recommend that such organizations provide their members , donors or supporters with an opportunity to <b><font color=""blue"">decline</font></b> to receive further communications .",ctrl.NN/f/00019300.pp2.1,function,functional,"the peierls case is examined in some detail because the usual one-field free energy <b><font color=""blue"">functional</font></b> is not obtained by a straightforward use of the hubbard-stratonovich transformations .",1,-2,-2,-2,-2,-2,1,-2,-2,1,1
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ/i/00011716.pp1.0,vital,instrumental,"it has been <b><font color=""blue"">instrumental</font></b> in persuading the refugees to return from bangladesh to myanmar .",NN/b/00029581.pp1.1,ring,bypass,"&quot; the israeli authorities expropriated over 48,904 dunums of land from the west bank and gaza in order to establish new settlements , expand existing settlements , build <b><font color=""blue"">bypass</font></b> roads and create an infrastructure .",NN/c/00057249.pp1.2,match,coupling,"replacement of the reagent with sodium diphenylborinate resulted in spectra with sharp singlets corresponding to the diphenylborinate complex , indicating that 13c-11b <b><font color=""blue"">coupling</font></b> likely does not occur .",RB/c/00003339.pp1.0,finally,consequently,"she regretted the lack of details provided about the problem of child sexual exploitation , the apparent absence of relevant legislation and , <b><font color=""blue"">consequently</font></b> , of appropriate sanctions for the perpetrators , and about the reintegration of the victims .",JJ/f/00011262.pp2.3,fortified,rich,"pel ( pel ) is a unique language designed to create business rules and provides a <b><font color=""blue"">rich</font></b> and powerful syntax for the retrieval and manipulation of multidimensional data in pbm-2 , such as the data stored in cubes on the sql analysis server .",RB/n/00000243.pp1.1,nearby,near,"he has put on high the horn of his people , for the praise of all his saints ; even the children of israel , a people which is <b><font color=""blue"">near</font></b> to him . let the lord be praised .",VB/c/00018264.pp2.1,cover,recoup,"in response , a participant stressed that the underlying problem , regardless of the canadian content points system , was that a canadian production can not <b><font color=""blue"">recoup</font></b> its production cost domestically given the limited size of the market .",JJ/d/00015447.pp1.2,sorry,distressed,"helpline for <b><font color=""blue"">distressed</font></b> children in need ( child labour and sexual exploitation )",NP/a/00203520.pp1.1,field,any area,"there are no signs of improvement in <b><font color=""blue"">any area</font></b> of human rights , only indications of deterioration .",VB/d/00001495.pp1.2,reject,decline,"although the act does not generally apply to charities , associations and other similar organizations , we recommend that such organizations provide their members , donors or supporters with an opportunity to <b><font color=""blue"">decline</font></b> to receive further communications .",ctrl.NN/f/00019300.pp2.1,function,functional,"the peierls case is examined in some detail because the usual one-field free energy <b><font color=""blue"">functional</font></b> is not obtained by a straightforward use of the hubbard-stratonovich transformations .",1,1,0,1,1,1,0,1,-2,1,1
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NP/m/00009524.pp1.3,the competition,match,"too late to change jang sun-pil , the chairman of <b><font color=""blue"">match</font></b> committee said that nine months to go from the world cup , it is too late to replace bonfrere with another foreign coach .",VB/s/00001250.pp2.0,shake,tremble,"tonight , let us <b><font color=""blue"">tremble</font></b> these halls ... ... of earth , steel and stone .",VB/s/00001255.pp2.0,shake,wave,"after princesses appear in their mirror cinderella will appear for a second time and prompt you to <b><font color=""blue"">wave</font></b> your magic wand over a closed drawer .",RB/s/00000989.pp1.1,softly,slowly,"there are currently many influences , such as environmental concerns , financial constraints and , in particular , the availability of commercial technologies , which are tending to limit or even decrease , albeit very <b><font color=""blue"">slowly</font></b> , the diversity of energy types available in the marketplace .",ADJP/a/00003522.pp2.2,absolutely imperative,vital,"it is <b><font color=""blue"">vital</font></b> for the european union to play its part in devising appropriate responses and to demonstrate unity in its measures for dealing with the consequences , not only with a focus on the poorest sectors of the eu population , but also in developing countries .",NP/b/00011276.pp2.2,board,the vessel,"however , after the closure of the hearing , on 26 july 2007 , the russian federation informed the tribunal that the supreme court of the russian federation had dismissed the complaint concerning the confiscation of <b><font color=""blue"">the vessel</font></b> .",RB/e/00002895.pp1.3,finally,eventually,"the philippines believes that confidence-building measures help establish a climate of trust , which leads to a reduction in tensions and , <b><font color=""blue"">eventually</font></b> , to disarmament .",NN/r/00017581.pp2.1,ring,rink,"it was in the ice <b><font color=""blue"">rink</font></b> in choonchun , where the 2002 kangwondo cup korea ice hockey 2nd league started yesterday .",VB/b/00005724.pp2.1,bring,draw,"the general committee may wish to <b><font color=""blue"">draw</font></b> the attention of the general assembly to paragraph 5 of its resolution 48/264 , which reads as follows :",NN/b/00025696.pp1.2,parasite,bug,"shit , if it was my kids dying , i would n&apos;t have hesitated to crush you like a <b><font color=""blue"">bug</font></b> .",ctrl.VP/d/00003238.pp2.1,decline,is lower,"as a result of the changes introduced , productivity has increased , the production systems have been rationalized , new customers have been consolidated and the rejected product rate <b><font color=""blue"">is lower</font></b> .",1,1,1,1,1,1,1,1,1,1,1
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NP/m/00009524.pp1.3,the competition,match,"too late to change jang sun-pil , the chairman of <b><font color=""blue"">match</font></b> committee said that nine months to go from the world cup , it is too late to replace bonfrere with another foreign coach .",VB/s/00001250.pp2.0,shake,tremble,"tonight , let us <b><font color=""blue"">tremble</font></b> these halls ... ... of earth , steel and stone .",VB/s/00001255.pp2.0,shake,wave,"after princesses appear in their mirror cinderella will appear for a second time and prompt you to <b><font color=""blue"">wave</font></b> your magic wand over a closed drawer .",RB/s/00000989.pp1.1,softly,slowly,"there are currently many influences , such as environmental concerns , financial constraints and , in particular , the availability of commercial technologies , which are tending to limit or even decrease , albeit very <b><font color=""blue"">slowly</font></b> , the diversity of energy types available in the marketplace .",ADJP/a/00003522.pp2.2,absolutely imperative,vital,"it is <b><font color=""blue"">vital</font></b> for the european union to play its part in devising appropriate responses and to demonstrate unity in its measures for dealing with the consequences , not only with a focus on the poorest sectors of the eu population , but also in developing countries .",NP/b/00011276.pp2.2,board,the vessel,"however , after the closure of the hearing , on 26 july 2007 , the russian federation informed the tribunal that the supreme court of the russian federation had dismissed the complaint concerning the confiscation of <b><font color=""blue"">the vessel</font></b> .",RB/e/00002895.pp1.3,finally,eventually,"the philippines believes that confidence-building measures help establish a climate of trust , which leads to a reduction in tensions and , <b><font color=""blue"">eventually</font></b> , to disarmament .",NN/r/00017581.pp2.1,ring,rink,"it was in the ice <b><font color=""blue"">rink</font></b> in choonchun , where the 2002 kangwondo cup korea ice hockey 2nd league started yesterday .",VB/b/00005724.pp2.1,bring,draw,"the general committee may wish to <b><font color=""blue"">draw</font></b> the attention of the general assembly to paragraph 5 of its resolution 48/264 , which reads as follows :",NN/b/00025696.pp1.2,parasite,bug,"shit , if it was my kids dying , i would n&apos;t have hesitated to crush you like a <b><font color=""blue"">bug</font></b> .",ctrl.VP/d/00003238.pp2.1,decline,is lower,"as a result of the changes introduced , productivity has increased , the production systems have been rationalized , new customers have been consolidated and the rejected product rate <b><font color=""blue"">is lower</font></b> .",1,1,1,1,-2,1,-2,0,1,1,0
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NP/m/00009524.pp1.3,the competition,match,"too late to change jang sun-pil , the chairman of <b><font color=""blue"">match</font></b> committee said that nine months to go from the world cup , it is too late to replace bonfrere with another foreign coach .",VB/s/00001250.pp2.0,shake,tremble,"tonight , let us <b><font color=""blue"">tremble</font></b> these halls ... ... of earth , steel and stone .",VB/s/00001255.pp2.0,shake,wave,"after princesses appear in their mirror cinderella will appear for a second time and prompt you to <b><font color=""blue"">wave</font></b> your magic wand over a closed drawer .",RB/s/00000989.pp1.1,softly,slowly,"there are currently many influences , such as environmental concerns , financial constraints and , in particular , the availability of commercial technologies , which are tending to limit or even decrease , albeit very <b><font color=""blue"">slowly</font></b> , the diversity of energy types available in the marketplace .",ADJP/a/00003522.pp2.2,absolutely imperative,vital,"it is <b><font color=""blue"">vital</font></b> for the european union to play its part in devising appropriate responses and to demonstrate unity in its measures for dealing with the consequences , not only with a focus on the poorest sectors of the eu population , but also in developing countries .",NP/b/00011276.pp2.2,board,the vessel,"however , after the closure of the hearing , on 26 july 2007 , the russian federation informed the tribunal that the supreme court of the russian federation had dismissed the complaint concerning the confiscation of <b><font color=""blue"">the vessel</font></b> .",RB/e/00002895.pp1.3,finally,eventually,"the philippines believes that confidence-building measures help establish a climate of trust , which leads to a reduction in tensions and , <b><font color=""blue"">eventually</font></b> , to disarmament .",NN/r/00017581.pp2.1,ring,rink,"it was in the ice <b><font color=""blue"">rink</font></b> in choonchun , where the 2002 kangwondo cup korea ice hockey 2nd league started yesterday .",VB/b/00005724.pp2.1,bring,draw,"the general committee may wish to <b><font color=""blue"">draw</font></b> the attention of the general assembly to paragraph 5 of its resolution 48/264 , which reads as follows :",NN/b/00025696.pp1.2,parasite,bug,"shit , if it was my kids dying , i would n&apos;t have hesitated to crush you like a <b><font color=""blue"">bug</font></b> .",ctrl.VP/d/00003238.pp2.1,decline,is lower,"as a result of the changes introduced , productivity has increased , the production systems have been rationalized , new customers have been consolidated and the rejected product rate <b><font color=""blue"">is lower</font></b> .",0,1,1,1,0,1,-2,1,1,1,1
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NP/m/00009524.pp1.3,the competition,match,"too late to change jang sun-pil , the chairman of <b><font color=""blue"">match</font></b> committee said that nine months to go from the world cup , it is too late to replace bonfrere with another foreign coach .",VB/s/00001250.pp2.0,shake,tremble,"tonight , let us <b><font color=""blue"">tremble</font></b> these halls ... ... of earth , steel and stone .",VB/s/00001255.pp2.0,shake,wave,"after princesses appear in their mirror cinderella will appear for a second time and prompt you to <b><font color=""blue"">wave</font></b> your magic wand over a closed drawer .",RB/s/00000989.pp1.1,softly,slowly,"there are currently many influences , such as environmental concerns , financial constraints and , in particular , the availability of commercial technologies , which are tending to limit or even decrease , albeit very <b><font color=""blue"">slowly</font></b> , the diversity of energy types available in the marketplace .",ADJP/a/00003522.pp2.2,absolutely imperative,vital,"it is <b><font color=""blue"">vital</font></b> for the european union to play its part in devising appropriate responses and to demonstrate unity in its measures for dealing with the consequences , not only with a focus on the poorest sectors of the eu population , but also in developing countries .",NP/b/00011276.pp2.2,board,the vessel,"however , after the closure of the hearing , on 26 july 2007 , the russian federation informed the tribunal that the supreme court of the russian federation had dismissed the complaint concerning the confiscation of <b><font color=""blue"">the vessel</font></b> .",RB/e/00002895.pp1.3,finally,eventually,"the philippines believes that confidence-building measures help establish a climate of trust , which leads to a reduction in tensions and , <b><font color=""blue"">eventually</font></b> , to disarmament .",NN/r/00017581.pp2.1,ring,rink,"it was in the ice <b><font color=""blue"">rink</font></b> in choonchun , where the 2002 kangwondo cup korea ice hockey 2nd league started yesterday .",VB/b/00005724.pp2.1,bring,draw,"the general committee may wish to <b><font color=""blue"">draw</font></b> the attention of the general assembly to paragraph 5 of its resolution 48/264 , which reads as follows :",NN/b/00025696.pp1.2,parasite,bug,"shit , if it was my kids dying , i would n&apos;t have hesitated to crush you like a <b><font color=""blue"">bug</font></b> .",ctrl.VP/d/00003238.pp2.1,decline,is lower,"as a result of the changes introduced , productivity has increased , the production systems have been rationalized , new customers have been consolidated and the rejected product rate <b><font color=""blue"">is lower</font></b> .",1,1,1,1,0,1,0,1,0,1,1
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NP/m/00009524.pp1.3,the competition,match,"too late to change jang sun-pil , the chairman of <b><font color=""blue"">match</font></b> committee said that nine months to go from the world cup , it is too late to replace bonfrere with another foreign coach .",VB/s/00001250.pp2.0,shake,tremble,"tonight , let us <b><font color=""blue"">tremble</font></b> these halls ... ... of earth , steel and stone .",VB/s/00001255.pp2.0,shake,wave,"after princesses appear in their mirror cinderella will appear for a second time and prompt you to <b><font color=""blue"">wave</font></b> your magic wand over a closed drawer .",RB/s/00000989.pp1.1,softly,slowly,"there are currently many influences , such as environmental concerns , financial constraints and , in particular , the availability of commercial technologies , which are tending to limit or even decrease , albeit very <b><font color=""blue"">slowly</font></b> , the diversity of energy types available in the marketplace .",ADJP/a/00003522.pp2.2,absolutely imperative,vital,"it is <b><font color=""blue"">vital</font></b> for the european union to play its part in devising appropriate responses and to demonstrate unity in its measures for dealing with the consequences , not only with a focus on the poorest sectors of the eu population , but also in developing countries .",NP/b/00011276.pp2.2,board,the vessel,"however , after the closure of the hearing , on 26 july 2007 , the russian federation informed the tribunal that the supreme court of the russian federation had dismissed the complaint concerning the confiscation of <b><font color=""blue"">the vessel</font></b> .",RB/e/00002895.pp1.3,finally,eventually,"the philippines believes that confidence-building measures help establish a climate of trust , which leads to a reduction in tensions and , <b><font color=""blue"">eventually</font></b> , to disarmament .",NN/r/00017581.pp2.1,ring,rink,"it was in the ice <b><font color=""blue"">rink</font></b> in choonchun , where the 2002 kangwondo cup korea ice hockey 2nd league started yesterday .",VB/b/00005724.pp2.1,bring,draw,"the general committee may wish to <b><font color=""blue"">draw</font></b> the attention of the general assembly to paragraph 5 of its resolution 48/264 , which reads as follows :",NN/b/00025696.pp1.2,parasite,bug,"shit , if it was my kids dying , i would n&apos;t have hesitated to crush you like a <b><font color=""blue"">bug</font></b> .",ctrl.VP/d/00003238.pp2.1,decline,is lower,"as a result of the changes introduced , productivity has increased , the production systems have been rationalized , new customers have been consolidated and the rejected product rate <b><font color=""blue"">is lower</font></b> .",1,1,1,1,0,1,0,1,1,1,1
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NP/m/00009524.pp1.3,the competition,match,"too late to change jang sun-pil , the chairman of <b><font color=""blue"">match</font></b> committee said that nine months to go from the world cup , it is too late to replace bonfrere with another foreign coach .",VB/s/00001250.pp2.0,shake,tremble,"tonight , let us <b><font color=""blue"">tremble</font></b> these halls ... ... of earth , steel and stone .",VB/s/00001255.pp2.0,shake,wave,"after princesses appear in their mirror cinderella will appear for a second time and prompt you to <b><font color=""blue"">wave</font></b> your magic wand over a closed drawer .",RB/s/00000989.pp1.1,softly,slowly,"there are currently many influences , such as environmental concerns , financial constraints and , in particular , the availability of commercial technologies , which are tending to limit or even decrease , albeit very <b><font color=""blue"">slowly</font></b> , the diversity of energy types available in the marketplace .",ADJP/a/00003522.pp2.2,absolutely imperative,vital,"it is <b><font color=""blue"">vital</font></b> for the european union to play its part in devising appropriate responses and to demonstrate unity in its measures for dealing with the consequences , not only with a focus on the poorest sectors of the eu population , but also in developing countries .",NP/b/00011276.pp2.2,board,the vessel,"however , after the closure of the hearing , on 26 july 2007 , the russian federation informed the tribunal that the supreme court of the russian federation had dismissed the complaint concerning the confiscation of <b><font color=""blue"">the vessel</font></b> .",RB/e/00002895.pp1.3,finally,eventually,"the philippines believes that confidence-building measures help establish a climate of trust , which leads to a reduction in tensions and , <b><font color=""blue"">eventually</font></b> , to disarmament .",NN/r/00017581.pp2.1,ring,rink,"it was in the ice <b><font color=""blue"">rink</font></b> in choonchun , where the 2002 kangwondo cup korea ice hockey 2nd league started yesterday .",VB/b/00005724.pp2.1,bring,draw,"the general committee may wish to <b><font color=""blue"">draw</font></b> the attention of the general assembly to paragraph 5 of its resolution 48/264 , which reads as follows :",NN/b/00025696.pp1.2,parasite,bug,"shit , if it was my kids dying , i would n&apos;t have hesitated to crush you like a <b><font color=""blue"">bug</font></b> .",ctrl.VP/d/00003238.pp2.1,decline,is lower,"as a result of the changes introduced , productivity has increased , the production systems have been rationalized , new customers have been consolidated and the rejected product rate <b><font color=""blue"">is lower</font></b> .",1,1,1,1,0,1,0,1,0,1,1
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NP/m/00009524.pp1.3,the competition,match,"too late to change jang sun-pil , the chairman of <b><font color=""blue"">match</font></b> committee said that nine months to go from the world cup , it is too late to replace bonfrere with another foreign coach .",VB/s/00001250.pp2.0,shake,tremble,"tonight , let us <b><font color=""blue"">tremble</font></b> these halls ... ... of earth , steel and stone .",VB/s/00001255.pp2.0,shake,wave,"after princesses appear in their mirror cinderella will appear for a second time and prompt you to <b><font color=""blue"">wave</font></b> your magic wand over a closed drawer .",RB/s/00000989.pp1.1,softly,slowly,"there are currently many influences , such as environmental concerns , financial constraints and , in particular , the availability of commercial technologies , which are tending to limit or even decrease , albeit very <b><font color=""blue"">slowly</font></b> , the diversity of energy types available in the marketplace .",ADJP/a/00003522.pp2.2,absolutely imperative,vital,"it is <b><font color=""blue"">vital</font></b> for the european union to play its part in devising appropriate responses and to demonstrate unity in its measures for dealing with the consequences , not only with a focus on the poorest sectors of the eu population , but also in developing countries .",NP/b/00011276.pp2.2,board,the vessel,"however , after the closure of the hearing , on 26 july 2007 , the russian federation informed the tribunal that the supreme court of the russian federation had dismissed the complaint concerning the confiscation of <b><font color=""blue"">the vessel</font></b> .",RB/e/00002895.pp1.3,finally,eventually,"the philippines believes that confidence-building measures help establish a climate of trust , which leads to a reduction in tensions and , <b><font color=""blue"">eventually</font></b> , to disarmament .",NN/r/00017581.pp2.1,ring,rink,"it was in the ice <b><font color=""blue"">rink</font></b> in choonchun , where the 2002 kangwondo cup korea ice hockey 2nd league started yesterday .",VB/b/00005724.pp2.1,bring,draw,"the general committee may wish to <b><font color=""blue"">draw</font></b> the attention of the general assembly to paragraph 5 of its resolution 48/264 , which reads as follows :",NN/b/00025696.pp1.2,parasite,bug,"shit , if it was my kids dying , i would n&apos;t have hesitated to crush you like a <b><font color=""blue"">bug</font></b> .",ctrl.VP/d/00003238.pp2.1,decline,is lower,"as a result of the changes introduced , productivity has increased , the production systems have been rationalized , new customers have been consolidated and the rejected product rate <b><font color=""blue"">is lower</font></b> .",0,1,1,1,0,1,0,1,-2,1,0
