Title,Description,Keywords,Id1,Event1,Id2,Event2,Id3,Event3
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",m5ofsDDsZtsEFwx+eiR4jA==,PersonX sees PersonX's mom,Ja4ZyiJJkR/3xRfQItMM6Q==,PersonX reaches out PersonY's hand,tXwLv+0Rt4vlYBYbZ9cP1A==,PersonX acquires PersonY interest
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",BXhYG+3PYJbvfAEMO2tJ7Q==,PersonX raises the spectre,c8ulwkuObb/q6+OWl0FjcA==,PersonX visits PersonY's home,guUCIWKBBoNhWuFRJTISrw==,PersonX is walking down the road
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",NVTjKi5QQW/bhg51f15L9A==,PersonX raises a hand,KibBQllKR+WSiIIdukhn2A==,PersonX gives PersonY a character,s7THbx3RUna8scT4u9mFpQ==,PersonX circles the drain
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",tilutmEY0IhyAgG82vxsTw==,PersonX wears it every day,YUr99yNk51TKYgEAlTrokg==,PersonX browses PersonX's collection,PjBKWVUqcv3eFJoWrfcBQQ==,PersonX visits many stores
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",OMzUbN/BLfDIUAYwj182Iw==,PersonX has PersonX's first kiss,eH/zXC4tvlRHXU+LDejWrw==,PersonX lets PersonY stay,ZCu2PhEJQV/vH2wmra+pZg==,PersonX dreams of one day
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Ywn0WKcFfD8ZDDNykyWb6A==,PersonX wants to buy,RyiAnmYROZ1cPJRr/+YTtA==,PersonX works yesterday,kDUSS083f2h8gYLY9j4vLA==,PersonX clears PersonX's name
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",G0HqkmyL1uxWj9uUesG5XA==,PersonX falls off the turnip truck,ImgfaombDaNacsuUviKPkg==,PersonX hops in PersonX's car,8L7jAR2FG2n5g7Wd5X8GWg==,PersonX throws stones at PersonY
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",bZkBKuuZWBgB8hZkEpvNtg==,PersonX feels badly,WXwRfiWHRwmBJUtQ0Z7i+A==,PersonX reads PersonY books,VHOwKvLQoftRiSPqFeYyZg==,PersonX loses every game
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ygZxLpKf85NtrC4nfoj6/A==,PersonX teaches children to read,rCP/X0sJ0waIFyAvUAvSTQ==,PersonX swims upstream,AUhVgmrihm41R3jH1EHNQg==,PersonX changes PersonY's attitudes
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",SNHJQChC0+83ORHTI+MN3w==,PersonX pays PersonX's debt to society,7l73LIN1V8COiNLn2V5oSA==,PersonX has trouble falling asleep,D2/b8GUkeVk99OIwqlgcgw==,PersonX watches PersonY play
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",vPLF1CKIObQ7NtkAmk+DBg==,PersonX tells PersonY hoped,g4EixWhtpBLcTgW/qNkADw==,PersonX accompanies PersonY far,hhkWevjR9e3WBtDwA7cXzA==,PersonX strokes PersonY's back
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Lwb1u+4Og82wqEzdUINZPw==,PersonX impresses PersonY's boyfriend,4ZfFiDkVZUMp9xPwB2Wl7A==,PersonX gets the part,Ghda5zxokXiUCPocUI5XOA==,PersonX is the best ever
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",V5FFGOfJtPIs9UWQWSUJiw==,PersonX pushes PersonX's luck,zphcyCwgA6sERJVgNqgoBA==,PersonX wants a new video game,Uk8w80SGA1S7aWU7WcEAtg==,PersonX gets so angry
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Zi0IjYngo2C2YzS3VTVMWg==,PersonX is a good student,p3Xc0fisBXH6+ViNO/5JAw==,PersonX wastes food,9QfO7kpXba3jRu2eReSP1Q==,PersonX opens the email
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",xplyvjeN7XzOrFJ3I88q6w==,PersonX sweeps the board,E5oKeaT23p/uncHSxAuqBA==,PersonX pays PersonX's respects,dsiOttxQEwk+hZXn6ufz3A==,PersonX scraps PersonX's knee
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",goSsQWVLBxahGMdeFl3EXg==,PersonX makes dinner,kGN17uLvd2ckNib6dloPcQ==,PersonX left PersonY behind,cY0MQqYoP2WpETrjD/NUxA==,PersonX enjoys PersonX's trip
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",5PolnIWU5UqKjQfaERVwgw==,PersonX runs for president,XnEYkumFZOFwsEwe5N4IbQ==,PersonX makes apple pie,ayHpu1CFAT5fUuJN++AR0Q==,PersonX gets some friends
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",OnuSQuP2vyVIP66QsA2BLg==,PersonX begins studying,VP5CEXDRH/5vPH+I0hpC5A==,PersonX feels PersonY's pulse,BTMbWN+DK5BkI1lM+ZLk/Q==,PersonX loves cars
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",7zcDzVMFnZ9Fnd5WNvpWZA==,PersonX soft shoes,aFAcMTod4Nl1igbG0/4EOw==,PersonX makes a fire,1k7pDGmWmLGl+l94E1MzVA==,PersonX tells PersonY do not know
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",BRV9J16ZddtU/MN6hjCXCA==,PersonX runs behind PersonY,JsdAJZBGMc/J/Rz7o5Qg0w==,PersonX takes the news,WUUGE3b9ERV/5zeat9tQqA==,PersonX does not have enough money
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",bh37uGD5XD7E0UstRDHopw==,PersonX runs fever,PnjoEA0BSqMRZdZ811AUbg==,PersonX feels alone,NU5BssQsw2l2EOQ+EkvCOQ==,PersonX describes in detail later
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ileHcr5k+lb5ov9Q8G1ulA==,PersonX feels elated,kvjhRyel4j+YlU/KgqEMUw==,PersonX grabs PersonY's bags,eC8tq6U4BITBhuHbdt9NUw==,PersonX comes to PersonY decision
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",S0oN8sL5fF7KupsJ0YtIhA==,PersonX collects rocks,T91WmV6oEtreBdrjxvDwSw==,PersonX writes PersonX's autobiography,U6EGpGfqNoRf4hXxSiNqKw==,PersonX finds PersonY audience
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",TF/KrQRdhQfj4t84yZG0Ng==,PersonX tells PersonY to make,r7tI5NIIpmv3ovYvuoEx1w==,PersonX revolves around PersonY,m6du2OCaWMJKLrjsRjEwlw==,PersonX cuts PersonX's hand
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",CTdLU+9ASlPCA14PNEbc1w==,PersonX takes PersonY's friends,JtlHSj1n6W17EuRW/L0VVQ==,PersonX seems to PersonY would be,FuzXEEj/983MQN4AvKC2IA==,PersonX feels frustrated
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Eviw6TFiZXM3AcFepf5MNw==,PersonX writes a letter to PersonY,4ydvXlihWctl2wR3G76T/g==,PersonX does n't lose weight,yfjwavUGSFmTddoYNMl8gg==,PersonX starts to drive
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",XiLZsTl099qPgPo0dphSUg==,PersonX improves dramatically,bW+wpHNjKpyfzTl3EUkp3A==,PersonX gives PersonY a nod,IgU+W6ilfbtNDrQyDl9cVQ==,PersonX returns the ring
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ltmU0dkT+g4AnJv01oPuaQ==,PersonX meets a handsome man,6ts3M3rC5IwJNEepkd73hA==,PersonX rips in half,oulzluWcUKtNfcu6jeOXug==,PersonX hangs the moon
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",MdU8LEcVu/KsjZxdUx7E+Q==,PersonX eats spaghetti,Hvh3k5woPKsMixhJyrkDyQ==,PersonX pounds sand,A12vddL7Q9iNxHtBDANq2Q==,PersonX loses control of PersonX's car
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",jwqZ4AyVngPmq5WuZ4AnlA==,PersonX goes to the store to get more,s9AwIARJYR/m9miISZIdNg==,PersonX feels so nervous,E1aqO2+e3KwKWb44nF9E8w==,PersonX really liked it
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",9GbwLnB0hx9K4wnBS33MVA==,PersonX throws a rock at it,bjGG9/pBHCqmQbReDu032A==,PersonX is freezing cold,Wmt5GIQQZHq6Qcw7PzSewA==,PersonX pays the cashier
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Zn8vYSdu6W6W/htDLOVjag==,PersonX immediately went,5nQm7KkNSB1ZpD5VP27vyw==,PersonX saves PersonY's soul,t2KsbBVN4EafSHZfOCc0oQ==,PersonX ensures PersonY's safety
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",UE4WHYWj64PIaezoEa5CZA==,PersonX gets PersonY's name,PBdnHUAOyTyPP0nZbVxMsw==,PersonX tells PersonY to follow,qqjgZWPCSeBemAY6X+P6Pg==,PersonX gets amongst it
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",nmmCMtm1yglEvOFgQNV7yw==,PersonX hightails high-tail it it,XRcIeZ5Yl6csuogpUE89nQ==,PersonX takes time off from work,FS3dhpcuIodE27yeRb01nw==,PersonX takes a look at PersonY
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",whnu3DWvvelStNzEsU/n3g==,PersonX brings PersonX's car,AHckjjtmlzxyrrmBdz7sYw==,PersonX pulls the car,Vn1/BR+DublV7gqsyGW3FQ==,PersonX digs a big hole
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",QrGOtcPx3ELZhALIKuRMgQ==,PersonX enters PersonX's car,qlUL38MebsXGZxlht8lX4Q==,PersonX looks at PersonY curiously,OJGI27FJYutK42tHSOjVtw==,PersonX leans PersonY's forehead
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",NYhuRL9SHmB9GGcz9zsFUA==,PersonX sees PersonY woman,AWy2S6/h7r5BjXoVIAdRCg==,PersonX prevents PersonY from coming,rG1uKQk2GEP+bOt9+bO17Q==,PersonX helps PersonY sleep
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",8uQ97648+l3PchahIabJhg==,PersonX turns in PersonX's grave,fc5WDDnQ5CdDY/audIS9XA==,PersonX sings together,211/frvjSQkSp7a53sSlEA==,PersonX would like
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",j/ib3+ii7hbLup3CjSw4Aw==,PersonX disappears around the corner,Lt3c4n2EwduRC3zc6Hrn0g==,PersonX fits PersonY perfectly,U4frQcMjrMyf2OkJP4URCg==,PersonX loves dancing
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",3FkaLzzBw9jywkwzLkHszA==,PersonX holds PersonY's hand out,p7hAUcLROZQ9zu0taSJqDQ==,PersonX gets PersonY home,tu9ukAKImNbwCtq7IJQr9g==,PersonX arrives soon
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",K2x/q0w3FYZq51XDkuAc7Q==,PersonX is gaining a lot of weight,Cc58Ist/wE+qkkbIANdFKQ==,PersonX loves the painting,82MiMZtcGZoDhhbklrb5iA==,PersonX keeps PersonY sane
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",k33ncPFNPt5tkf74V+bTgw==,PersonX lies beside PersonY,KduBAKUWMie6RGCTyPb2Og==,PersonX really loves,zzLsNgLcP9bHBdPOIpfDAA==,PersonX has to call in sick
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",NDxM9bdDJRitkJ84dveOLg==,PersonX gives the kitten,d0mCQFjvu2uaeK1pO61ufA==,PersonX blows PersonX's engine,48XwyvKmyZj2Tof6izMFgg==,PersonX looks at one another
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",pda+aPtDgsQAefzp0c3m2A==,PersonX wants to make,dzBPwAxr/OY7joV8BD7Q1Q==,PersonX settles PersonY's hash,mdgO7ZIGyaw1zZPqpRIvug==,PersonX sees the doctor
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ZSjWJGKKEDoybKQC411XNQ==,PersonX also found,hD5gZZuLwkgu6RhcSBk+Fw==,PersonX begins the process,ytGA5Xu2RwTGTNcKgPTIZg==,PersonX buys a motorcycle
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",7oZ9E4MnIUUb1mZVQE/nOQ==,PersonX is driving home from school,69RjTjhqy7mbRBngNPhb+w==,PersonX goes on PersonY's way,pXgFa8tFIFTn0W29uY1QaA==,PersonX fills PersonY's mouth
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",h694ebsT8Njn1QPdIoPFsA==,PersonX puts PersonY away,Op2meJJaBX79eYt17hhW0w==,PersonX takes the trash,D5IIZUFfms8hxfdYQEryYA==,PersonX wins first prize
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",nG6QBlu7f5O/fLvTnT7oWw==,PersonX shops online,XyVjxpjnfS49ihuNh6kvBw==,PersonX tries it anyway,WyDZn44KONJ3Xu7HPoa35w==,PersonX is very late for work
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Ebbjqsk7BqIPRk6Nq4KGYw==,PersonX tells PersonY PersonZ's story,/DZ4N0RrBoROlNPDIsJRvg==,PersonX expresses PersonX's sympathy,388ziaUa51XrjNZr1PzTNg==,PersonX seems perfect
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",REFgMAN0z3xqkNRNJqfvdQ==,PersonX hides and seek,zsskIyTGSbqtCsKkMtntEw==,PersonX has a best friend named PersonY,mWueHMUZZ+9NtKP5Iz2qIg==,PersonX changes PersonX's schedule
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",3s3fTJMI7zgzP37cxkxAWA==,PersonX feels a little bit,uTZMoHMBjip7+yN2TSOtFw==,PersonX gives PersonY money,PQa5io5gZM3/Wmw3JLmOAg==,PersonX finds PersonY's mother
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2FX4hB+xR/33ulBS9Hx2Ww==,PersonX uses it every day,UAUYbrbH+zRinPOKfd/CWQ==,PersonX eats PersonY out of house and home,fZDFSb47GCrvL0AABs93hw==,PersonX gains muscle
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",93RS1AvUX5/jf9LNkC7XLQ==,PersonX runs water,/FhoP/dQ4cLWDkfXd6X1bg==,PersonX gets all of the ingredients,H2EblcK5244z9kNy0V3Yjg==,PersonX eats PersonY's plants
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",c/pMHdrb82IfQdxERP+Thg==,PersonX gets the stain out,dEbRfdgCXDFZH4ViWd6LRw==,PersonX takes a walk in the park,lb2yE6XArL3K4tHw3Z8djg==,PersonX keeps PersonY close
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Of42klqVYoFVPvCcxq45eQ==,PersonX makes a sound,hJb4m8cx1lnWRNizgaYWqw==,PersonX walks to PersonX's desk,JDZ31gi/bh7Pfg5IsRHP8Q==,PersonX plays a video game
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ubT1ODKVhabsdcDn6i+Aww==,PersonX sees PersonY later that day,GIoR1Nl39CQCtBy87v1sIg==,PersonX lets PersonY's stay home,v6TzRzY4zhEfYc5vucmTsg==,PersonX resumes PersonY's place
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ahZewT5Sx9rPa2uj4iJylw==,PersonX gets ready to go,psGK288Q3Js/fMu90PlDUg==,PersonX is a dream come true,tQCg2QZ09OJ4uyMkzaSyrA==,PersonX shovels snow
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",YQh0TfFp7AD9tbRcsiyINw==,PersonX never expected,rLFMkh3Ru2YrD3j2ECXrBA==,PersonX tells PersonY what was going on,u7JLreuiPlOA+Mpv9gpcWQ==,PersonX takes a stand
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",v0tpw96RQgFgF73vzl9SdA==,PersonX goes to great lengths,qLBt1aauVedvf+pfRCBBQw==,PersonX sentences PersonY to death,ymMyQMc4YuwCEl14VJbPOQ==,PersonX meets PersonY's gaze
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",vToyoqiSE8D5dKZtAWcWuQ==,PersonX wants people,g1giZVlXj4gpuAaM406cxg==,PersonX takes a gamble,OM4Oyd7A1reHrzu4jIdteg==,PersonX leaves together
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",JiGrmd+i57vI1pqBY/a5Ng==,PersonX feels a lump,RwSdNTcZpGh0WDvGspeKSQ==,PersonX loves chocolate,lXHkN6HZf5um1ffcgA9lZg==,PersonX fights for PersonX's rights
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",QXq44spkfrdcNznh94EHaA==,PersonX asks PersonY advice,a2MZMYnodLyHtfNpUKLiMA==,PersonX makes decisions for PersonY,DQIywnhYQnl4dyTUpNQKjw==,PersonX makes PersonY appointment
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",pE8DrWJ3ey4VoV62CfA/1A==,PersonX tells the teacher,RJta3tF8XE18bokzofQFrA==,PersonX also helped,GsMK42JKDegElxvM28/RYw==,PersonX begins to worry
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",jrXPtBKMtlVXbLP4/3yuHQ==,PersonX holds PersonX's tongues,W4+xOYGuCWLjqTRSqB9jnQ==,PersonX brings it to school,NHbnQDMOCtFiL+H73Li8BA==,PersonX teaches PersonY's children
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",xvdsoGe9+zg9xK92N0h23w==,PersonX tells PersonY wished,tepQBJ6dMqlQim2EPTY3yg==,PersonX has seen a ghost,6Xbm4e1/vhTuHYUVxc/RQw==,PersonX meets PersonX's obligations
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Uxc2kixvPPG6pA6fiOQucA==,PersonX thinks would want,o6lv5iZXHw7fH+AlMqZAfw==,PersonX swallows the leek,50XCVkW3CyTfNBikjhjAoA==,PersonX decorates PersonY's house
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",oLsXAB9ai0lfR1ntYbW4qA==,PersonX leaves PersonX's friends,hNnh5g/1PfKO0Gm+1brsew==,PersonX makes PersonY's acquaintance,Wnrzxj4K33pX0UszYDR2mg==,PersonX really pissed PersonY
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",RQ7T1FLl9tR7GPw1ZebQDA==,PersonX keeps asking PersonY,lCAtUmhi/1YbL6lm6pSSTA==,PersonX is acting weird,7KByK5mJfihBb6qXJfoHew==,PersonX wraps gifts
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",EMoE/HLtSOfAGJDqoUBJzA==,PersonX helps PersonY stay awake,cZuMNv99n/BuLc6qWdGq8g==,PersonX threatens PersonY's life,AFhvbk0hKKxiMt72u/JzOA==,PersonX fights for PersonY's country
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",CUY7vxtKELztVdPgbctaSw==,PersonX feels very relaxed,feo0xQmXQdHz5drFNg/KNQ==,PersonX calls PersonX's dad for help,44/Eju+h/fASmyA9KF6/hA==,PersonX leaves PersonY's body
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",d6hlxT8Mc7ZCyPsP49+q6A==,PersonX cancels PersonX's cable service,tOe1Fq0sczcg5x8ItNpOZg==,PersonX meets PersonY at the station,0XXtdzU1h95C6mudaw37+Q==,PersonX is walking through the park
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",kKQyRA3mE5f5wypqzAqWBQ==,PersonX calls security,BKVO3afcGnUtuRSVk/gsfA==,PersonX needs new glasses,pIbgJKoCw6Rc4e0HVOAjog==,PersonX goes swimming in the ocean
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",BisoHTIL2udCQMeK2w5sZQ==,PersonX stamps PersonX's feet,OsLupHQJ38N2RZ9pLRbw/g==,PersonX wants to be healthier,Fhjz4cPPHB18td5Tu7oV6Q==,PersonX plays a prank on PersonY
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",5vNIlaVg5bKalMqS3H+z3A==,PersonX takes PersonX's purse,LelGmabSb3VMQjxju/0gXQ==,PersonX leads PersonY army,YbshlRK0MO9euiYB+Hj71g==,PersonX paints the living room
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",rZwI6or2uofIEjx5yIy4bQ==,PersonX stops PersonX's truck,OmMSGRndcsmvEh/muZK64A==,PersonX cleans PersonY's room,ElcP+G3emdzPMryF1qifSA==,PersonX decides to give it a try
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",eEPZoNNHn0XfVkWMxLQOOw==,PersonX leaves empty handed,PWlO5sffzsBGtmfnNkZByw==,PersonX expresses PersonY opinion as,fGcrrUK/JohoTLTP9hyEyg==,PersonX takes steps to prevent
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",leLwSrLIUg5txcvpJpbM0Q==,PersonX takes no for an answer,/zfYIrDrecq0DDbKw0GAyw==,PersonX gives hostage to fortune,v0OZaMAXruQyqeNwrLwNww==,PersonX is PersonY's prom date
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Evy3Fo8/E9gX2LFo1aiZKA==,PersonX is at the beach with friends,lGpcIiCbjcNB3jx+Dk7kVg==,PersonX needs a new shirt,bGX0Jt9OWmzXyruSmJTMdA==,PersonX wins gold
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LiT3FEkpkAjh/rIxe4IxpQ==,PersonX has a new puppy,VwlgvfWUbi/vuSD/gmzLRg==,PersonX has fun playing,a/6IU9f/wRN7Wqn4HDLMVg==,PersonX mounts PersonY response
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2+IRxxHLh6wR6bG5MUeW6w==,PersonX looks stupid,sTtknQVGCOcku7Q2dVB7Yw==,PersonX immediately called,7U7iz8F6r7Ufa+73AdTRKQ==,PersonX takes my order
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",PpQCEWjFi3gkNH2UKESTJQ==,PersonX calls by PersonY name,XmNy6iGfpoaGgaBiy6hOCg==,PersonX uses the restroom,rwVFTG/OWRhLBGbW/DEBdg==,PersonX is going to work
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",0H8uFzt0LmL/xVCkOmiDTg==,PersonX gives the money,vZD5b7NQ96/S+ztW+pe3/w==,PersonX buys candy,KodTKQhsvMsxnCi363Kl+g==,PersonX wants to be a ballerina
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",kf6gGbyCtQs3iqBzLC0uGQ==,PersonX dries PersonY's hair,rNe5jw1yurOoUuoG6Kx2pg==,PersonX returns to PersonX's land,sBnxQNCZZp8HAoQEa9sS+Q==,PersonX puts PersonY in the way
