Title,Description,Keywords,img_url0,img_url1,img_url2,img_url3,img_url4,img_url5,img_url6,img_url7,img_url8,img_url9,img_url10,img_url11,img_url12,img_url13,img_url14,img_url15,img_url16,img_url17,img_url18,img_url19,Answer.browserInfo,Answer.city,Answer.country,Answer.ipAddress,Answer.radio0,Answer.radio1,Answer.radio10,Answer.radio11,Answer.radio12,Answer.radio13,Answer.radio14,Answer.radio15,Answer.radio16,Answer.radio17,Answer.radio18,Answer.radio19,Answer.radio2,Answer.radio3,Answer.radio4,Answer.radio5,Answer.radio6,Answer.radio7,Answer.radio8,Answer.radio9,Answer.region,Answer.userDisplayLanguage
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169742759639519232.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170378234494582784.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168276727586504704.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/142626435314618369.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169112794384441344.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171663089157152770.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167833123948732418.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170860697742348288.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169805375435055104.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/15751247042.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169579422612066305.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/149814268475355136.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/154703878959542272.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171002322586042368.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168709460590739458.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170291959783620608.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170200071823048704.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169823853181280256.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171261957389815808.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168996243689840640.png,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Beijing,China,,True,True,False,False,False,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,Beijing,en-US
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169742759639519232.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170378234494582784.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168276727586504704.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/142626435314618369.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169112794384441344.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171663089157152770.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167833123948732418.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170860697742348288.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169805375435055104.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/15751247042.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169579422612066305.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/149814268475355136.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/154703878959542272.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171002322586042368.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168709460590739458.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170291959783620608.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170200071823048704.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169823853181280256.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171261957389815808.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168996243689840640.png,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Islamabad,Pakistan,,True,True,False,False,False,True,,True,True,False,False,False,True,True,True,True,True,True,False,False,Islamabad,en-US
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167683921511849984.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/148782376615542784.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170493302876016640.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/148745442740551681.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170830060968878080.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171444435899527168.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/152556823713558529.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171271961232674816.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168150244540956673.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170186785442369536.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170058036310847488.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169012481379930112.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169629508096364546.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169537819524599808.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167921107263946752.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170987990506680320.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170741220396630017.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169738189769150465.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/149196171489968128.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168003525698260992.png,Mozilla/5.0 (Windows NT 5.1; rv:9.0.1) Gecko/20100101 Firefox/9.0.1,Hyderabad,India,,True,NotSure,True,True,NotSure,False,True,NotSure,True,False,False,True,False,True,False,False,True,True,False,False,Andhra Pradesh,en-US
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167683921511849984.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/148782376615542784.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170493302876016640.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/148745442740551681.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170830060968878080.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171444435899527168.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/152556823713558529.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171271961232674816.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168150244540956673.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170186785442369536.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170058036310847488.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169012481379930112.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169629508096364546.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169537819524599808.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167921107263946752.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170987990506680320.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170741220396630017.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169738189769150465.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/149196171489968128.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168003525698260992.png,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Beijing,China,,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False,Beijing,en-US
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167683921511849984.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/148782376615542784.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170493302876016640.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/148745442740551681.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170830060968878080.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171444435899527168.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/152556823713558529.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171271961232674816.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168150244540956673.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170186785442369536.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170058036310847488.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169012481379930112.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169629508096364546.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169537819524599808.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167921107263946752.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170987990506680320.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170741220396630017.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169738189769150465.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/149196171489968128.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168003525698260992.png,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Islamabad,Pakistan,,True,False,True,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,Islamabad,en-GB
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168281620128874496.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169727207508410369.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168243142661914625.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167206101652209664.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167627840760725504.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170095764553482240.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168765535562108929.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169486795724173313.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/150896904413249536.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/139646941553373184.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171235442128195584.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169723656652595200.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167687577229467649.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/141401119535529984.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168385461377708032.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/144517247661113345.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168213636656017408.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171201877185277954.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/141673254048899072.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/151628457816760320.png,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Hyderabad,India,,True,True,False,True,False,True,,False,False,True,False,False,True,,True,False,False,True,False,False,Andhra Pradesh,en-US
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168281620128874496.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169727207508410369.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168243142661914625.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167206101652209664.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167627840760725504.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170095764553482240.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168765535562108929.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169486795724173313.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/150896904413249536.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/139646941553373184.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171235442128195584.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169723656652595200.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167687577229467649.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/141401119535529984.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168385461377708032.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/144517247661113345.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168213636656017408.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171201877185277954.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/141673254048899072.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/151628457816760320.png,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Beijing,China,,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False,False,Beijing,en-US
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168281620128874496.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169727207508410369.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168243142661914625.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167206101652209664.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167627840760725504.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170095764553482240.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168765535562108929.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169486795724173313.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/150896904413249536.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/139646941553373184.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171235442128195584.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169723656652595200.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167687577229467649.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/141401119535529984.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168385461377708032.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/144517247661113345.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168213636656017408.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171201877185277954.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/141673254048899072.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/151628457816760320.png,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Islamabad,Pakistan,,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,,True,False,False,Islamabad,en-US
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167931320650043392.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171460180599504897.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169483495566094336.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168807757259079680.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168689244800421888.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168381528013946881.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/143014533437472768.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170096534908710912.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/146985563612913664.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/151774196857438208.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170955006818783232.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167755697893806081.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170400638277136384.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169919318165950470.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170362633730539522.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/156357073716772864.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167652181107941376.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168470965825712128.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168327551616430081.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/139847678484955136.png,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/532.3 (KHTML, like Gecko) Chrome/4.0.223.11 Safari/532.3",Hyderabad,India,,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,Andhra Pradesh,en-US
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167931320650043392.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171460180599504897.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169483495566094336.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168807757259079680.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168689244800421888.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168381528013946881.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/143014533437472768.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170096534908710912.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/146985563612913664.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/151774196857438208.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170955006818783232.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167755697893806081.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170400638277136384.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169919318165950470.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170362633730539522.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/156357073716772864.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167652181107941376.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168470965825712128.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168327551616430081.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/139847678484955136.png,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Beijing,China,,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,Beijing,en-US
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167931320650043392.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171460180599504897.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169483495566094336.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168807757259079680.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168689244800421888.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168381528013946881.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/143014533437472768.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170096534908710912.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/146985563612913664.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/151774196857438208.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170955006818783232.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167755697893806081.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170400638277136384.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169919318165950470.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170362633730539522.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/156357073716772864.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167652181107941376.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168470965825712128.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168327551616430081.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/139847678484955136.png,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Islamabad,Pakistan,,False,,False,False,True,False,False,False,True,True,False,True,True,False,False,False,False,True,False,False,Islamabad,en-US
Say whether Tweets are written in Urdu or not,"Read a short (one-sentence) text (a 'tweet'), and then mark if it's written in the Urdu language",Urdu language identification text detection categorize tweets twitter categorization,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168780673178546176.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168493712526155778.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/153819920298287104.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/148039472678838273.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169481780179632128.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/151705267342548993.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168670833458413568.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171092155249606656.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171507159408971777.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170578048813506560.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171225343250804736.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/167663573089255424.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/149001387001384960.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169120836110925824.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/168953897065525249.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169789431501434881.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/169050590645723137.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/170157788130054146.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171217149686321154.png,http://webdocs.cs.ualberta.ca/~bergsma/ServeImages/urdu/171202101052063745.png,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11",Beijing,China,,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,False,True,True,False,Beijing,en-US
