Title,Description,Keywords,orig,foil,url,correct,ending0,ending1,ending2,ending3,image_id,label,Answer.c0,Answer.uc
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",someone was just watching television.,"['They are playing the Wii', 'Somebody is living in this building', 'someone was just caught on television.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2349183.jpg,1,someone was just watching television.,Somebody is living in this building,someone was just caught on television.,They are playing the Wii,https://cs.stanford.edu/people/rak248/VG_100K/2349183.jpg,0,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",someone was just watching television.,"['They are playing the Wii', 'Somebody is living in this building', 'someone was just caught on television.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2349183.jpg,1,someone was just watching television.,Somebody is living in this building,someone was just caught on television.,They are playing the Wii,https://cs.stanford.edu/people/rak248/VG_100K/2349183.jpg,0,e3,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",someone was just watching television.,"['They are playing the Wii', 'Somebody is living in this building', 'someone was just caught on television.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2349183.jpg,1,someone was just watching television.,Somebody is living in this building,someone was just caught on television.,They are playing the Wii,https://cs.stanford.edu/people/rak248/VG_100K/2349183.jpg,0,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",someone was just watching television.,"['They are playing the Wii', 'Somebody is living in this building', 'someone was just caught on television.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2349183.jpg,1,someone was just watching television.,Somebody is living in this building,someone was just caught on television.,They are playing the Wii,https://cs.stanford.edu/people/rak248/VG_100K/2349183.jpg,0,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Someone had just began driving the boat.,"['this train is passing through a residential neighborhood', 'Someone had just began boarding the boat.', 'Someone had just began fishing the boat.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2384550.jpg,1,Someone had just began boarding the boat.,Someone had just began driving the boat.,this train is passing through a residential neighborhood,Someone had just began fishing the boat.,https://cs.stanford.edu/people/rak248/VG_100K_2/2384550.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Someone had just began driving the boat.,"['this train is passing through a residential neighborhood', 'Someone had just began boarding the boat.', 'Someone had just began fishing the boat.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2384550.jpg,1,Someone had just began boarding the boat.,Someone had just began driving the boat.,this train is passing through a residential neighborhood,Someone had just began fishing the boat.,https://cs.stanford.edu/people/rak248/VG_100K_2/2384550.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Someone had just began driving the boat.,"['this train is passing through a residential neighborhood', 'Someone had just began boarding the boat.', 'Someone had just began fishing the boat.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2384550.jpg,1,Someone had just began boarding the boat.,Someone had just began driving the boat.,this train is passing through a residential neighborhood,Someone had just began fishing the boat.,https://cs.stanford.edu/people/rak248/VG_100K_2/2384550.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Someone had just began driving the boat.,"['this train is passing through a residential neighborhood', 'Someone had just began boarding the boat.', 'Someone had just began fishing the boat.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2384550.jpg,1,Someone had just began boarding the boat.,Someone had just began driving the boat.,this train is passing through a residential neighborhood,Someone had just began fishing the boat.,https://cs.stanford.edu/people/rak248/VG_100K_2/2384550.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",Someone had just began driving the boat.,"['this train is passing through a residential neighborhood', 'Someone had just began boarding the boat.', 'Someone had just began fishing the boat.']",https://web-instruct.s3.amazonaws.com/sherlock-four/2384550.jpg,1,Someone had just began boarding the boat.,Someone had just began driving the boat.,this train is passing through a residential neighborhood,Someone had just began fishing the boat.,https://cs.stanford.edu/people/rak248/VG_100K_2/2384550.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",The men are working together,"['The men are sitting together', 'The men are standing together', 'The men are seated together']",https://web-instruct.s3.amazonaws.com/sherlock-four/0050_Indiana_Jones_and_the_last_crusade_00.37.10.106-00.37.13.731@0.jpg,0,The men are standing together,The men are seated together,The men are sitting together,The men are working together,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_0050_Indiana_Jones_and_the_last_crusade/0050_Indiana_Jones_and_the_last_crusade_00.37.10.106-00.37.13.731@0.jpg,3,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",The men are working together,"['The men are sitting together', 'The men are standing together', 'The men are seated together']",https://web-instruct.s3.amazonaws.com/sherlock-four/0050_Indiana_Jones_and_the_last_crusade_00.37.10.106-00.37.13.731@0.jpg,0,The men are standing together,The men are seated together,The men are sitting together,The men are working together,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_0050_Indiana_Jones_and_the_last_crusade/0050_Indiana_Jones_and_the_last_crusade_00.37.10.106-00.37.13.731@0.jpg,3,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",The men are working together,"['The men are sitting together', 'The men are standing together', 'The men are seated together']",https://web-instruct.s3.amazonaws.com/sherlock-four/0050_Indiana_Jones_and_the_last_crusade_00.37.10.106-00.37.13.731@0.jpg,0,The men are standing together,The men are seated together,The men are sitting together,The men are working together,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_0050_Indiana_Jones_and_the_last_crusade/0050_Indiana_Jones_and_the_last_crusade_00.37.10.106-00.37.13.731@0.jpg,3,e1,on
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",The men are working together,"['The men are sitting together', 'The men are standing together', 'The men are seated together']",https://web-instruct.s3.amazonaws.com/sherlock-four/0050_Indiana_Jones_and_the_last_crusade_00.37.10.106-00.37.13.731@0.jpg,0,The men are standing together,The men are seated together,The men are sitting together,The men are working together,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_0050_Indiana_Jones_and_the_last_crusade/0050_Indiana_Jones_and_the_last_crusade_00.37.10.106-00.37.13.731@0.jpg,3,e1,on
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",The men are working together,"['The men are sitting together', 'The men are standing together', 'The men are seated together']",https://web-instruct.s3.amazonaws.com/sherlock-four/0050_Indiana_Jones_and_the_last_crusade_00.37.10.106-00.37.13.731@0.jpg,0,The men are standing together,The men are seated together,The men are sitting together,The men are working together,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/lsmdc_0050_Indiana_Jones_and_the_last_crusade/0050_Indiana_Jones_and_the_last_crusade_00.37.10.106-00.37.13.731@0.jpg,3,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",this man is in the middle of texting someone,"['this man is in the middle of talking to someone', 'she is about to pass it over', 'this man is in the middle of seeing someone']",https://web-instruct.s3.amazonaws.com/sherlock-four/2402787.jpg,1,this man is in the middle of seeing someone,this man is in the middle of texting someone,she is about to pass it over,this man is in the middle of talking to someone,https://cs.stanford.edu/people/rak248/VG_100K_2/2402787.jpg,1,e2,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",this man is in the middle of texting someone,"['this man is in the middle of talking to someone', 'she is about to pass it over', 'this man is in the middle of seeing someone']",https://web-instruct.s3.amazonaws.com/sherlock-four/2402787.jpg,1,this man is in the middle of seeing someone,this man is in the middle of texting someone,she is about to pass it over,this man is in the middle of talking to someone,https://cs.stanford.edu/people/rak248/VG_100K_2/2402787.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",this man is in the middle of texting someone,"['this man is in the middle of talking to someone', 'she is about to pass it over', 'this man is in the middle of seeing someone']",https://web-instruct.s3.amazonaws.com/sherlock-four/2402787.jpg,1,this man is in the middle of seeing someone,this man is in the middle of texting someone,she is about to pass it over,this man is in the middle of talking to someone,https://cs.stanford.edu/people/rak248/VG_100K_2/2402787.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",this man is in the middle of texting someone,"['this man is in the middle of talking to someone', 'she is about to pass it over', 'this man is in the middle of seeing someone']",https://web-instruct.s3.amazonaws.com/sherlock-four/2402787.jpg,1,this man is in the middle of seeing someone,this man is in the middle of texting someone,she is about to pass it over,this man is in the middle of talking to someone,https://cs.stanford.edu/people/rak248/VG_100K_2/2402787.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",this man is in the middle of texting someone,"['this man is in the middle of talking to someone', 'she is about to pass it over', 'this man is in the middle of seeing someone']",https://web-instruct.s3.amazonaws.com/sherlock-four/2402787.jpg,1,this man is in the middle of seeing someone,this man is in the middle of texting someone,she is about to pass it over,this man is in the middle of talking to someone,https://cs.stanford.edu/people/rak248/VG_100K_2/2402787.jpg,1,e1,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",she is playing a game,"['she is winning a game', 'she is stuck in a game', 'they want to fight each other']",https://web-instruct.s3.amazonaws.com/sherlock-four/2320702.jpg,1,she is playing a game,she is winning a game,she is stuck in a game,they want to fight each other,https://cs.stanford.edu/people/rak248/VG_100K/2320702.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",she is playing a game,"['she is winning a game', 'she is stuck in a game', 'they want to fight each other']",https://web-instruct.s3.amazonaws.com/sherlock-four/2320702.jpg,1,she is playing a game,she is winning a game,she is stuck in a game,they want to fight each other,https://cs.stanford.edu/people/rak248/VG_100K/2320702.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",she is playing a game,"['she is winning a game', 'she is stuck in a game', 'they want to fight each other']",https://web-instruct.s3.amazonaws.com/sherlock-four/2320702.jpg,1,she is playing a game,she is winning a game,she is stuck in a game,they want to fight each other,https://cs.stanford.edu/people/rak248/VG_100K/2320702.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",she is playing a game,"['she is winning a game', 'she is stuck in a game', 'they want to fight each other']",https://web-instruct.s3.amazonaws.com/sherlock-four/2320702.jpg,1,she is playing a game,she is winning a game,she is stuck in a game,they want to fight each other,https://cs.stanford.edu/people/rak248/VG_100K/2320702.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",she is playing a game,"['she is winning a game', 'she is stuck in a game', 'they want to fight each other']",https://web-instruct.s3.amazonaws.com/sherlock-four/2320702.jpg,1,she is playing a game,she is winning a game,she is stuck in a game,they want to fight each other,https://cs.stanford.edu/people/rak248/VG_100K/2320702.jpg,0,e0,
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",the man used to work as a pimp,"['This person is currently talking to their family.', 'the man used to say a pimp', 'the man used to ring a pimp']",https://web-instruct.s3.amazonaws.com/sherlock-four/fhCVsKgC12w@20.jpg,1,This person is currently talking to their family.,the man used to say a pimp,the man used to work as a pimp,the man used to ring a pimp,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/movieclips_I_Am_the_Blues/fhCVsKgC12w@20.jpg,2,e0,on
Which statement best fits the image and prompt?,"You will be given image, and 4 statements. Your task is to say which statement best fits the image.","image, deduction, evaluation",the man used to work as a pimp,"['This person is currently talking to their family.', 'the man used to say a pimp', 'the man used to ring a pimp']",https://web-instruct.s3.amazonaws.com/sherlock-four/fhCVsKgC12w@20.jpg,1,This person is currently talking to their family.,the man used to say a pimp,the man used to work as a pimp,the man used to ring a pimp,http://s3-us-west-2.amazonaws.com/ai2-rowanz/vcr1images/movieclips_I_Am_the_Blues/fhCVsKgC12w@20.jpg,2,e0,
