Title,Description,Keywords,img_id,question,answer,rationale,img_fn,metadata_fn,model_name,NOUN1,NOUN2,NOUN3,NOUN4,NOUN5,NOUN6,NOUN7,NOUN8,NOUN9,NOUNPHRASE1,NOUNPHRASE2,NOUNPHRASE3,NOUNPHRASE4,NOUNPHRASE5,VERB1,VERB2,VERB3,VERB4,VERB5,VERB6,Answer.c0,Answer.c1,Answer.c2,Answer.c3,Answer.c4,Answer.c5,Answer.c6,Answer.q1,Answer.q2,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q3
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1333788342,A young boy sits inside a plays a board game .,contradiction,A boy can not be sitting inside a plays board game and playing a game on a swing at the same time.,1333788342.jpg,-,e_snli_ve_text_objects_q_a_to_r,time,swing,game,boy,-,-,-,-,-,same time,plays board game,-,-,-,playing game,-,-,-,-,-,yes,no,yes,yes,swing,same time,playing game,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1333788342,A young boy sits inside a plays a board game .,contradiction,A boy can not be sitting inside a plays board game and playing a game on a swing at the same time.,1333788342.jpg,-,e_snli_ve_text_objects_q_a_to_r,time,swing,game,boy,-,-,-,-,-,same time,plays board game,-,-,-,playing game,-,-,-,-,-,yes,w_no,no,yes,swing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4771216868,The Muslims are marching to Mecca .,entailment,Muslim men are Muslims.,4771216868.jpg,-,e_snli_ve_text_objects_q_a_to_r,muslims,men,-,-,-,-,-,-,-,muslim men,-,-,-,-,-,-,-,-,-,-,w_yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4771216868,The Muslims are marching to Mecca .,entailment,Muslim men are Muslims.,4771216868.jpg,-,e_snli_ve_text_objects_q_a_to_r,muslims,men,-,-,-,-,-,-,-,muslim men,-,-,-,-,-,-,-,-,-,-,yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4771216868,The Muslims are marching to Mecca .,entailment,Muslim men are Muslims.,4771216868.jpg,-,e_snli_ve_text_objects_q_a_to_r,muslims,men,-,-,-,-,-,-,-,muslim men,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2955083038,The camels are outside in the village .,entailment,Camels are in the village.,2955083038.jpg,-,e_snli_ve_text_situation_q_a_to_r,village,camels,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2955083038,The camels are outside in the village .,entailment,Camels are in the village.,2955083038.jpg,-,e_snli_ve_text_situation_q_a_to_r,village,camels,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2955083038,The camels are outside in the village .,entailment,Camels are in the village.,2955083038.jpg,-,e_snli_ve_text_situation_q_a_to_r,village,camels,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2194167019,The woman is sitting in a chair .,contradiction,The woman can not be sitting in a chair and standing on a ladder at the same time.,2194167019.jpg,-,e_snli_ve_text_objects_q_a_to_r,ladder,woman,chair,time,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,yes,no,yes,yes,ladder|chair,same time,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2194167019,The woman is sitting in a chair .,contradiction,The woman can not be sitting in a chair and standing on a ladder at the same time.,2194167019.jpg,-,e_snli_ve_text_objects_q_a_to_r,ladder,woman,chair,time,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,yes,no,yes,yes,ladder|chair|time,same time,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",2194167019,The woman is sitting in a chair .,contradiction,The woman can not be sitting in a chair and standing on a ladder at the same time.,2194167019.jpg,-,e_snli_ve_text_objects_q_a_to_r,ladder,woman,chair,time,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-,yes,no,yes,yes,ladder,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7489648970,Four men play tubas in a park .,contradiction,The men can not be playing tubas in a park and playing a board game at the same time.,7489648970.jpg,-,e_snli_ve_text_objects_q_a_to_r,game,tubas,time,men,park,-,-,-,-,same time,board game,-,-,-,can not be playing tubas,playing game,-,-,-,-,yes,yes,yes,yes,game|time,same time|board game,playing game,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7489648970,Four men play tubas in a park .,contradiction,The men can not be playing tubas in a park and playing a board game at the same time.,7489648970.jpg,-,e_snli_ve_text_objects_q_a_to_r,game,tubas,time,men,park,-,-,-,-,same time,board game,-,-,-,can not be playing tubas,playing game,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7489648970,Four men play tubas in a park .,contradiction,The men can not be playing tubas in a park and playing a board game at the same time.,7489648970.jpg,-,e_snli_ve_text_objects_q_a_to_r,game,tubas,time,men,park,-,-,-,-,same time,board game,-,-,-,can not be playing tubas,playing game,-,-,-,-,w_yes,w_yes,yes,yes,game|tubas,board game,can not be playing tubas|playing game,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",111737806,There is a woman .,entailment,A woman is a woman.,111737806.jpg,-,e_snli_ve_text_objects_q_a_to_r,woman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_no,w_no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",111737806,There is a woman .,entailment,A woman is a woman.,111737806.jpg,-,e_snli_ve_text_objects_q_a_to_r,woman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",111737806,There is a woman .,entailment,A woman is a woman.,111737806.jpg,-,e_snli_ve_text_objects_q_a_to_r,woman,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3450087996,Two fat persons are found eating in the street,entailment,Two fat persons are found eating in the street is a rephrasing of two fat people eating in the street.,3450087996.jpg,-,e_snli_ve_text_objects_q_a_to_r,people,street,rephrasing,-,-,-,-,-,-,two fat people,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3450087996,Two fat persons are found eating in the street,entailment,Two fat persons are found eating in the street is a rephrasing of two fat people eating in the street.,3450087996.jpg,-,e_snli_ve_text_objects_q_a_to_r,people,street,rephrasing,-,-,-,-,-,-,two fat people,-,-,-,-,-,-,-,-,-,-,no,no,yes,w_yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3450087996,Two fat persons are found eating in the street,entailment,Two fat persons are found eating in the street is a rephrasing of two fat people eating in the street.,3450087996.jpg,-,e_snli_ve_text_objects_q_a_to_r,people,street,rephrasing,-,-,-,-,-,-,two fat people,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,street|rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",416350089,A guy in a uniform is mopping the floor .,entailment,A guy is mopping the floor is a rephrasing of a guy in a uniform is mopping the floor.,416350089.jpg,-,e_snli_ve_text_situation_q_a_to_r,uniform,floor,rephrasing,guy,-,-,-,-,-,-,-,-,-,-,is mopping floor,-,-,-,-,-,no,no,no,no,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",416350089,A guy in a uniform is mopping the floor .,entailment,A guy is mopping the floor is a rephrasing of a guy in a uniform is mopping the floor.,416350089.jpg,-,e_snli_ve_text_situation_q_a_to_r,uniform,floor,rephrasing,guy,-,-,-,-,-,-,-,-,-,-,is mopping floor,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",416350089,A guy in a uniform is mopping the floor .,entailment,A guy is mopping the floor is a rephrasing of a guy in a uniform is mopping the floor.,416350089.jpg,-,e_snli_ve_text_situation_q_a_to_r,uniform,floor,rephrasing,guy,-,-,-,-,-,-,-,-,-,-,is mopping floor,-,-,-,-,-,no,no,no,yes,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",15859665,A child is riding a play horse .,entailment,A child is riding a play horse is a rephrasing of a child is riding a play horse.,15859665.jpg,-,e_snli_ve_text_objects_q_a_to_r,horse,child,rephrasing,-,-,-,-,-,-,play horse,-,-,-,-,is riding horse,-,-,-,-,-,no,w_yes,yes,no,rephrasing,nota-np,is riding horse,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",15859665,A child is riding a play horse .,entailment,A child is riding a play horse is a rephrasing of a child is riding a play horse.,15859665.jpg,-,e_snli_ve_text_objects_q_a_to_r,horse,child,rephrasing,-,-,-,-,-,-,play horse,-,-,-,-,is riding horse,-,-,-,-,-,no,no,no,no,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",15859665,A child is riding a play horse .,entailment,A child is riding a play horse is a rephrasing of a child is riding a play horse.,15859665.jpg,-,e_snli_ve_text_objects_q_a_to_r,horse,child,rephrasing,-,-,-,-,-,-,play horse,-,-,-,-,is riding horse,-,-,-,-,-,no,no,yes,no,rephrasing,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4693817697,The woman is outdoor .,entailment,A woman is outdoors in a park.,4693817697.jpg,-,e_snli_ve_text_situation_q_a_to_r,woman,park,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4693817697,The woman is outdoor .,entailment,A woman is outdoors in a park.,4693817697.jpg,-,e_snli_ve_text_situation_q_a_to_r,woman,park,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4693817697,The woman is outdoor .,entailment,A woman is outdoors in a park.,4693817697.jpg,-,e_snli_ve_text_situation_q_a_to_r,woman,park,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4827261484,There is a crowd .,entailment,A crowd is a crowd.,4827261484.jpg,-,e_snli_ve_text_objects_q_a_to_r,crowd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,w_yes,yes,w_no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4827261484,There is a crowd .,entailment,A crowd is a crowd.,4827261484.jpg,-,e_snli_ve_text_objects_q_a_to_r,crowd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w_yes,w_yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4827261484,There is a crowd .,entailment,A crowd is a crowd.,4827261484.jpg,-,e_snli_ve_text_objects_q_a_to_r,crowd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4685167138,The firefighters are wearing polo shirts and playing volleyball .,contradiction,The firefighters can not be wearing polo shirts and playing volleyball if they are wearing orange vests and helmets.,4685167138.jpg,-,e_snli_ve_text_objects_q_a_to_r,vests,firefighters,shirts,helmets,volleyball,-,-,-,-,polo shirts,orange vests,-,-,-,playing volleyball,can not be wearing shirts,are wearing vests,-,-,-,yes,yes,yes,no,nota-n,nota-np,can not be wearing shirts,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4685167138,The firefighters are wearing polo shirts and playing volleyball .,contradiction,The firefighters can not be wearing polo shirts and playing volleyball if they are wearing orange vests and helmets.,4685167138.jpg,-,e_snli_ve_text_objects_q_a_to_r,vests,firefighters,shirts,helmets,volleyball,-,-,-,-,polo shirts,orange vests,-,-,-,playing volleyball,can not be wearing shirts,are wearing vests,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4685167138,The firefighters are wearing polo shirts and playing volleyball .,contradiction,The firefighters can not be wearing polo shirts and playing volleyball if they are wearing orange vests and helmets.,4685167138.jpg,-,e_snli_ve_text_objects_q_a_to_r,vests,firefighters,shirts,helmets,volleyball,-,-,-,-,polo shirts,orange vests,-,-,-,playing volleyball,can not be wearing shirts,are wearing vests,-,-,-,yes,yes,yes,w_yes,vests,orange vests,are wearing vests,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7767981942,The basketball players are women .,entailment,The women are playing basketball.,7767981942.jpg,-,e_snli_ve_text_objects_q_a_to_r,basketball,women,-,-,-,-,-,-,-,-,-,-,-,-,are playing basketball,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7767981942,The basketball players are women .,entailment,The women are playing basketball.,7767981942.jpg,-,e_snli_ve_text_objects_q_a_to_r,basketball,women,-,-,-,-,-,-,-,-,-,-,-,-,are playing basketball,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,yes,yes,w_no,w_no,no,w_no,w_yes,yes
