Title,Description,Keywords,img_id,question,answer,rationale,img_fn,metadata_fn,model_name,NOUN1,NOUN2,NOUN3,NOUN4,NOUN5,NOUN6,NOUN7,NOUN8,NOUN9,NOUNPHRASE1,NOUNPHRASE2,NOUNPHRASE3,NOUNPHRASE4,NOUNPHRASE5,VERB1,VERB2,VERB3,VERB4,VERB5,VERB6
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",3122606953,There are animals outdoors .,entailment,Dogs are animals.,3122606953.jpg,-,e_snli_ve_text_situation_q_a_to_r,dogs,animals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",5217397101,A woman is using a camera .,entailment,A woman is using a camera is a rephrasing of a woman taking a picture.,5217397101.jpg,-,e_snli_ve_text_objects_q_a_to_r,woman,picture,camera,rephrasing,-,-,-,-,-,-,-,-,-,-,taking picture,is using camera,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",487652642,A child in green is riding in a wagon .,entailment,A child in green is riding in a wagon is a rephrasing of a child in green is riding in a wagon.,487652642.jpg,-,e_snli_ve_embed_objects_q_a_to_r,child,wagon,rephrasing,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",138475481,People attend an event that bans usage of electronic devices .,contradiction,People can not be attending an event that ban usage of electronic devices and be at a concert.,138475481.jpg,-,e_snli_ve_text_objects_q_a_to_r,people,usage,devices,concert,event,-,-,-,-,electronic devices,-,-,-,-,ban usage,can not be attending event,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7810644900,A man is outside .,entailment,A man is outside walking down the street.,7810644900.jpg,-,e_snli_ve_text_situation_q_a_to_r,man,street,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7000016959,One person making pottery while three other people look on .,entailment,A man is one person.,7000016959.jpg,-,e_snli_ve_text_objects_q_a_to_r,man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4198759209,A man walking home from work in the city .,contradiction,A man can not be walking home and hiking at the same time.,4198759209.jpg,-,e_snli_ve_embed_objects_q_a_to_r,hiking,man,time,-,-,-,-,-,-,same time,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",543291644,A woman is dancing to music .,entailment,A woman is dancing to music is a rephrasing of a woman dancing to music.,543291644.jpg,-,e_snli_ve_embed_objects_q_a_to_r,woman,rephrasing,music,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",1517682494,a man holds a pink balloon,entailment,A man holds a pink balloon is a rephrasing of a man holds a pink balloon.,1517682494.jpg,-,e_snli_ve_text_objects_q_a_to_r,balloon,man,rephrasing,-,-,-,-,-,-,pink balloon,-,-,-,-,holds balloon,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",34536135,The man is washing his hands in the bathroom .,contradiction,The man can not be washing his hands in the bathroom and in a store at the same time.,34536135.jpg,-,e_snli_ve_text_situation_q_a_to_r,store,bathroom,man,time,hands,-,-,-,-,same time,-,-,-,-,can not be washing hands,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7774468390,Stevie Wonder is blind,entailment,A blind person can not look.,7774468390.jpg,-,e_snli_ve_text_objects_q_a_to_r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the label given to a statement, in context of an image","For a given image, a statement-label pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",4834131048,The pair of people are walking down the highway .,contradiction,A street is not a highway.,4834131048.jpg,-,e_snli_ve_text_objects_q_a_to_r,highway,street,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
