Title,Description,Keywords,img_id,question,answer,rationale,img_fn,metadata_fn,model_name,NOUN1,NOUN2,NOUN3,NOUN4,NOUN5,NOUN6,NOUN7,NOUN8,NOUN9,NOUNPHRASE1,NOUNPHRASE2,NOUNPHRASE3,NOUNPHRASE4,NOUNPHRASE5,VERB1,VERB2,VERB3,VERB4,VERB5,VERB6,Answer.c0,Answer.c1,Answer.c2,Answer.c3,Answer.c4,Answer.c5,Answer.c6,Answer.commentbox,Answer.q1,Answer.q2,Answer.q21,Answer.q22,Answer.q23,Answer.q24,Answer.q25,Answer.q3,Approve,Reject
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9238,"why are these men person1 , person2 , person3 , person4 , person5 gathered together ?",they are attending a business meeting,"the men are dressed professionally , they appear to be sitting at a long conference table and they have notes in front of them",movieclips_Skyship/VEGSjiQq998@3.jpg,movieclips_Skyship/VEGSjiQq998@3.json,vcr_gold,front,table,notes,men,-,-,-,-,-,long conference table,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",9238,"why are these men person1 , person2 , person3 , person4 , person5 gathered together ?",they are attending a business meeting,"the men are dressed professionally , they appear to be sitting at a long conference table and they have notes in front of them",movieclips_Skyship/VEGSjiQq998@3.jpg,movieclips_Skyship/VEGSjiQq998@3.json,vcr_gold,front,table,notes,men,-,-,-,-,-,long conference table,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7550,Will person1 person2 person3 person4 and person5 let person6 live,yes they will,"person6 hasn 't recognized any of them , so as long as she doesn 't get in the way they could possibly let her live",movieclips_The_Professional/mX-qK4qG2EY@1.jpg,movieclips_The_Professional/mX-qK4qG2EY@1.json,vcr_gold,way,-,-,-,-,-,-,-,-,-,-,-,-,-,has n't recognized any,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7550,Will person1 person2 person3 person4 and person5 let person6 live,yes they will,"person6 hasn 't recognized any of them , so as long as she doesn 't get in the way they could possibly let her live",movieclips_The_Professional/mX-qK4qG2EY@1.jpg,movieclips_The_Professional/mX-qK4qG2EY@1.json,vcr_gold,way,-,-,-,-,-,-,-,-,-,-,-,-,-,has n't recognized any,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7550,Will person1 person2 person3 person4 and person5 let person6 live,yes they will,"person6 hasn 't recognized any of them , so as long as she doesn 't get in the way they could possibly let her live",movieclips_The_Professional/mX-qK4qG2EY@1.jpg,movieclips_The_Professional/mX-qK4qG2EY@1.json,vcr_gold,way,-,-,-,-,-,-,-,-,-,-,-,-,-,has n't recognized any,-,-,-,-,-,no,no,yes,yes,way,nota-np,has n't recognized any,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7277,What is person1 doing ?,person1 is running away from person5.,person1 has a startled appearance and is moving forward quickly. person5 is crouching behind person1 and looking intently toward person1. person5 is about to stand up and chase person5.,movieclips_An_American_Haunting/t9QcyYlB7Ac@11.jpg,movieclips_An_American_Haunting/t9QcyYlB7Ac@11.json,vcr_gold,appearance,-,-,-,-,-,-,-,-,startled appearance,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7277,What is person1 doing ?,person1 is running away from person5.,person1 has a startled appearance and is moving forward quickly. person5 is crouching behind person1 and looking intently toward person1. person5 is about to stand up and chase person5.,movieclips_An_American_Haunting/t9QcyYlB7Ac@11.jpg,movieclips_An_American_Haunting/t9QcyYlB7Ac@11.json,vcr_gold,appearance,-,-,-,-,-,-,-,-,startled appearance,-,-,-,-,-,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7277,What is person1 doing ?,person1 is running away from person5.,person1 has a startled appearance and is moving forward quickly. person5 is crouching behind person1 and looking intently toward person1. person5 is about to stand up and chase person5.,movieclips_An_American_Haunting/t9QcyYlB7Ac@11.jpg,movieclips_An_American_Haunting/t9QcyYlB7Ac@11.json,vcr_gold,appearance,-,-,-,-,-,-,-,-,startled appearance,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7188,Where is person1 right now ?,person1 is in computer class,person1 is sitting alongside other similarly aged kids all of whom are school going age and person1 is seated in front of tv1,movieclips_Searching_for_Bobby_Fischer/yOoGw9aTRhs@16.jpg,movieclips_Searching_for_Bobby_Fischer/yOoGw9aTRhs@16.json,vcr_gold,tv1,kids,front,age,-,-,-,-,-,school going age,other similarly aged kids,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7188,Where is person1 right now ?,person1 is in computer class,person1 is sitting alongside other similarly aged kids all of whom are school going age and person1 is seated in front of tv1,movieclips_Searching_for_Bobby_Fischer/yOoGw9aTRhs@16.jpg,movieclips_Searching_for_Bobby_Fischer/yOoGw9aTRhs@16.json,vcr_gold,tv1,kids,front,age,-,-,-,-,-,school going age,other similarly aged kids,-,-,-,-,-,-,-,-,-,yes,w_yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7188,Where is person1 right now ?,person1 is in computer class,person1 is sitting alongside other similarly aged kids all of whom are school going age and person1 is seated in front of tv1,movieclips_Searching_for_Bobby_Fischer/yOoGw9aTRhs@16.jpg,movieclips_Searching_for_Bobby_Fischer/yOoGw9aTRhs@16.json,vcr_gold,tv1,kids,front,age,-,-,-,-,-,school going age,other similarly aged kids,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6898,Where was person1 previously ?,He was siting in chair1.,He is on the side of diningtable1 closest to bowl1.,movieclips_The_Bay/aELUig9qu3w@34.jpg,movieclips_The_Bay/aELUig9qu3w@34.json,vcr_gold,bowl1,side,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6898,Where was person1 previously ?,He was siting in chair1.,He is on the side of diningtable1 closest to bowl1.,movieclips_The_Bay/aELUig9qu3w@34.jpg,movieclips_The_Bay/aELUig9qu3w@34.json,vcr_gold,bowl1,side,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,no,yes,w_no,bowl1,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6898,Where was person1 previously ?,He was siting in chair1.,He is on the side of diningtable1 closest to bowl1.,movieclips_The_Bay/aELUig9qu3w@34.jpg,movieclips_The_Bay/aELUig9qu3w@34.json,vcr_gold,bowl1,side,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,no,no,yes,yes,bowl1|side,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6341,Why is person3 using laptop1 ?,person3 needs to do some research.,laptop1 is used to look information up.,movieclips_What_We_Do_in_the_Shadows/Iae-A9s8Nk4@33.jpg,movieclips_What_We_Do_in_the_Shadows/Iae-A9s8Nk4@33.json,vcr_gold,information,laptop1,-,-,-,-,-,-,-,-,-,-,-,-,to look information,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6341,Why is person3 using laptop1 ?,person3 needs to do some research.,laptop1 is used to look information up.,movieclips_What_We_Do_in_the_Shadows/Iae-A9s8Nk4@33.jpg,movieclips_What_We_Do_in_the_Shadows/Iae-A9s8Nk4@33.json,vcr_gold,information,laptop1,-,-,-,-,-,-,-,-,-,-,-,-,to look information,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6341,Why is person3 using laptop1 ?,person3 needs to do some research.,laptop1 is used to look information up.,movieclips_What_We_Do_in_the_Shadows/Iae-A9s8Nk4@33.jpg,movieclips_What_We_Do_in_the_Shadows/Iae-A9s8Nk4@33.json,vcr_gold,information,laptop1,-,-,-,-,-,-,-,-,-,-,-,-,to look information,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8245,What would happen if a crime occurred right now ?,person3 would spring into action.,person3 is a police officer. It is his duty to fight crime whenever it comes up.,movieclips_The_Negotiator/ZiO-hWU7IZI@36.jpg,movieclips_The_Negotiator/ZiO-hWU7IZI@36.json,vcr_gold,crime,officer,duty,-,-,-,-,-,-,police officer,-,-,-,-,to fight crime,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8245,What would happen if a crime occurred right now ?,person3 would spring into action.,person3 is a police officer. It is his duty to fight crime whenever it comes up.,movieclips_The_Negotiator/ZiO-hWU7IZI@36.jpg,movieclips_The_Negotiator/ZiO-hWU7IZI@36.json,vcr_gold,crime,officer,duty,-,-,-,-,-,-,police officer,-,-,-,-,to fight crime,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8245,What would happen if a crime occurred right now ?,person3 would spring into action.,person3 is a police officer. It is his duty to fight crime whenever it comes up.,movieclips_The_Negotiator/ZiO-hWU7IZI@36.jpg,movieclips_The_Negotiator/ZiO-hWU7IZI@36.json,vcr_gold,crime,officer,duty,-,-,-,-,-,-,police officer,-,-,-,-,to fight crime,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6416,What is the relationship between person1 and person3 ?,person1 is trying to ask person3 out on a date.,person1 is trying to come off as warm and friendly. person1 and person3 are looking eachother longingly.,movieclips_Happy_Death_Day/YAmnMBHMPso@33.jpg,movieclips_Happy_Death_Day/YAmnMBHMPso@33.json,vcr_gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6416,What is the relationship between person1 and person3 ?,person1 is trying to ask person3 out on a date.,person1 is trying to come off as warm and friendly. person1 and person3 are looking eachother longingly.,movieclips_Happy_Death_Day/YAmnMBHMPso@33.jpg,movieclips_Happy_Death_Day/YAmnMBHMPso@33.json,vcr_gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6416,What is the relationship between person1 and person3 ?,person1 is trying to ask person3 out on a date.,person1 is trying to come off as warm and friendly. person1 and person3 are looking eachother longingly.,movieclips_Happy_Death_Day/YAmnMBHMPso@33.jpg,movieclips_Happy_Death_Day/YAmnMBHMPso@33.json,vcr_gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7996,What is person2 feeling ?,She is amused with person3 's story.,She is laughing as she looks at person3.,movieclips_Capote/zXroRe--2QM@3.jpg,movieclips_Capote/zXroRe--2QM@3.json,vcr_gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7996,What is person2 feeling ?,She is amused with person3 's story.,She is laughing as she looks at person3.,movieclips_Capote/zXroRe--2QM@3.jpg,movieclips_Capote/zXroRe--2QM@3.json,vcr_gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",7996,What is person2 feeling ?,She is amused with person3 's story.,She is laughing as she looks at person3.,movieclips_Capote/zXroRe--2QM@3.jpg,movieclips_Capote/zXroRe--2QM@3.json,vcr_gold,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8073,Why is person6 holding a clipboard ?,He is judging the dancers.,There are multiple couples on the stage participating in a contest.,movieclips_Mad_Hot_Ballroom/1RTpXJVozSY@10.jpg,movieclips_Mad_Hot_Ballroom/1RTpXJVozSY@10.json,vcr_gold,contest,stage,couples,-,-,-,-,-,-,multiple couples,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8073,Why is person6 holding a clipboard ?,He is judging the dancers.,There are multiple couples on the stage participating in a contest.,movieclips_Mad_Hot_Ballroom/1RTpXJVozSY@10.jpg,movieclips_Mad_Hot_Ballroom/1RTpXJVozSY@10.json,vcr_gold,contest,stage,couples,-,-,-,-,-,-,multiple couples,-,-,-,-,-,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8073,Why is person6 holding a clipboard ?,He is judging the dancers.,There are multiple couples on the stage participating in a contest.,movieclips_Mad_Hot_Ballroom/1RTpXJVozSY@10.jpg,movieclips_Mad_Hot_Ballroom/1RTpXJVozSY@10.json,vcr_gold,contest,stage,couples,-,-,-,-,-,-,multiple couples,-,-,-,-,-,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6109,Why is person1 looking down ?,person1 is admitting to something that he is ashamed of.,When people admit to things they are ashamed of they can 't meet other peoples eyes.,movieclips_What_to_Expect_When_Youre_Expecting/F_3zkj4QVvA@28.jpg,movieclips_What_to_Expect_When_Youre_Expecting/F_3zkj4QVvA@28.json,vcr_gold,things,people,eyes,-,-,-,-,-,-,other peoples eyes,-,-,-,-,ca n't meet eyes,-,-,-,-,-,yes,w_yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6109,Why is person1 looking down ?,person1 is admitting to something that he is ashamed of.,When people admit to things they are ashamed of they can 't meet other peoples eyes.,movieclips_What_to_Expect_When_Youre_Expecting/F_3zkj4QVvA@28.jpg,movieclips_What_to_Expect_When_Youre_Expecting/F_3zkj4QVvA@28.json,vcr_gold,things,people,eyes,-,-,-,-,-,-,other peoples eyes,-,-,-,-,ca n't meet eyes,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",6109,Why is person1 looking down ?,person1 is admitting to something that he is ashamed of.,When people admit to things they are ashamed of they can 't meet other peoples eyes.,movieclips_What_to_Expect_When_Youre_Expecting/F_3zkj4QVvA@28.jpg,movieclips_What_to_Expect_When_Youre_Expecting/F_3zkj4QVvA@28.json,vcr_gold,things,people,eyes,-,-,-,-,-,-,other peoples eyes,-,-,-,-,ca n't meet eyes,-,-,-,-,-,w_yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8447,"Who is the least healthy person between person1 , person2 , person3 , person4 , and person5 ?",person2 is the least healthy person.,person2 is smoking cancerous cigarettes.,movieclips_All_About_Eve/5tu_42LmfEw@1.jpg,movieclips_All_About_Eve/5tu_42LmfEw@1.json,vcr_gold,cigarettes,-,-,-,-,-,-,-,-,cancerous cigarettes,-,-,-,-,is smoking cigarettes,-,-,-,-,-,w_yes,w_yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
[BATCH1] Judge if a rationale justifies the answer to a question,"For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",8447,"Who is the least healthy person between person1 , person2 , person3 , person4 , and person5 ?",person2 is the least healthy person.,person2 is smoking cancerous cigarettes.,movieclips_All_About_Eve/5tu_42LmfEw@1.jpg,movieclips_All_About_Eve/5tu_42LmfEw@1.json,vcr_gold,cigarettes,-,-,-,-,-,-,-,-,cancerous cigarettes,-,-,-,-,is smoking cigarettes,-,-,-,-,-,yes,yes,yes,no,nota-n,nota-np,nota-verb,{},yes,yes,w_no,no,no,w_no,w_yes,yes,,
