Title,Description,Keywords,sent0,id0,expected0,sent1,id1,expected1,sent2,id2,expected2,sent3,id3,expected3,sent4,id4,expected4,sent5,id5,expected5,sent6,id6,expected6,sent7,id7,expected7,sent8,id8,expected8,sent9,id9,expected9
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Castro stepped down Tuesday , Feb. 19 , 2008 , as president after a _____ illness , according to Granma , the official publication of the Cuban Communist Party .",273,long illness,"India says its 1.1-billion-plus population , its status as the world 's biggest democracy , growing economy and big contribution to UN peace-keeping efforts entitles it to a _____ place at the table .",44,permanent place,"Following a meeting in the _____ town of Ablah , the committee said the full pullout would be completed before the end of April , as announced by UN envoy Terje Roed-Larsen on Sunday after talks with Syrian President Bashar al-Assad .",158,lebanese town,"Maliki announced in Baghdad that the accord sets 2008 as the _____ year for US - led forces to operate in Iraq under a UN mandate , which the new bilateral arrangement would replace .",37,final year,Traffic jams are a _____ occurrence in rush hour .,563,daily occurrence,"Hill said the child had been playing in a common area at the apartment complex with her two sisters , ages 7 and 9 , when a man parked his _____ pickup in a nearby parking lot and walked over to them carrying a camera .",734,brown pickup,Durao Barroso 's Social Democrat-led coalition was roundly thrashed at the polls in the European parliament elections _____ month and trail the main opposition Socialists in opinion surveys .,450,last month,"Hristo Stoichkov has been selected in Bulgaria 's _____ team for a World Cup qualifier against Cyprus on April 2 , local reports said here on Wednesday .",898,national team,"British fishing vessels in Plymouth , Devon of south England , demonstrated anger today at the _____ trawler when it was escorted to the port by the British navy , according to press reports here this evening .",373,spanish trawler,"Smack in the middle of a lot of the verbal warfare waged _____ week , Ward is looking forward to a quiet buildup .",492,last week
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","It talks about an _____ enumeration , '' Scalia said .",603,actual enumeration,"Another American _____ teacher -- Voni Lynn Wong , 24 , of Los Angeles , also died .",764,english teacher,"Barghouti is one of the Palestinians ' most popular leaders , having managed to maintain _____ appeal and avoid the stain of corruption that has tainted many of Arafat 's supporters .",70,grass-roots appeal,"They differed too over North Korea 's insistence on retaining from that reactor an estimated 8,000 fuel rods that contain _____ plutonium to construct one to two nuclear weapons .",992,enough plutonium,"Some people may be worrying about a possible North Korean _____ test , but Lee Ju Hong , a well-coiffed retail manager for South Korea 's largest department store , is preoccupied with his latest sales event -- a North Korean kitchenware fair .",31,nuclear test,"The results contrasted with a gloomy forecast _____ week from Dell Inc. , the world 's biggest PC maker .",859,last week,At the _____ time ...,503,same time,Harnisch grinned and asked if a home run hit into the second-deck green seats in center off him last season by Sammy Sosa would clear the _____ wall .,622,new wall,"The elections and their _____ aftermath , in which riot police beat and detained opposition leaders and their supporters , have cast doubt on the West 's ties with Albania 's President Sali Berisha and his Democratic Party .",136,violent aftermath,"In an _____ rebuke to Mayor Yuri Luzhkov of Moscow , who was quick to attribute the bombing to Chechens fighting for independence from Russia , President Vladimir Putin said Wednesday that `` it would be wrong '' to `` brand a whole people '' in the absence of proof of who was behind the bombing .",570,unusual rebuke
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","An explosion rocked a Georgian restaurant on a busy _____ street in central Moscow on Monday night , injuring at least 10 people .",669,pedestrian street,The 2001-2006 prison guards contract ends July 2 and negotiations for a _____ contract are under way .,526,new contract,But most Kurds in Turkey refrained from any noticeable reaction and there were no reports of violence in the _____ southeast where Ocalan 's Kurdistan Workers Party or PKK has been fighting a 15-year war for autonomy .,905,kurdish-dominated southeast,"Under the _____ system , before hiring new employees , the airlines or airports send fingerprints to the association 's clearinghouse unit , which then forwards them electronically at a rate of about 1,100 a week to federal authorities .",884,current system,"But by the team 's _____ minicamp in June , Ryan McBean had reclaimed his starting job at right defensive end .",922,mandatory minicamp,"After all , they said , that other great symbol of democracy _ the U.S. Senate _ rejected the Nuclear Non-Proliferation Treaty last year , proving that even the most _____ economy on earth was n't willing to forgo its nuclear options .",232,powerful economy,"A resumption of dialogue across the Taiwan Strait does not hinge on Taiwan 's consent to a so-called `` 92 consensus '' but rather on whether China can drop its repressive and sabre-rattling approach toward Taiwan , a _____ official said Tuesday .",610,senior official,"Ranchers in 15 Brazilian states began vaccinating cattle against _____ disease Monday as part of a nationwide campaign to eradicate the ailment that has prompted many countries to boycott Brazilian beef , the government 's Agencia Brasil news service said .",643,foot-and-mouth disease,"A Sept. 11 suspect condemned the attacks on the United States as `` barbaric '' in an appearance Wednesday before the _____ judge who indicted him , Osama bin Laden and 33 others .",541,spanish judge,"The amendment also hands him greater control over nominally independent institutions , giving him powers to appoint officials to key posts in the judiciary , police , election commission and _____ bank .",208,central bank
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Mileage : About 30 miles per gallon in the tested SC2 -(- 12.8-gallon tank , estimated 372-mile range on usable volume of _____ unleaded -)- , combined city-highway , with one to two occupants and light cargo .",698,regular unleaded,"The Magic -(- 20-16 -)- are only one victory short of their total for _____ season , with 46 left to play .",483,last season,Zambian opposition leader Michael Sata was slapped down by China on Monday after calling Taiwan a `` _____ state '' and threatening to expel Chinese traders if elected president next month .,831,sovereign state,"Fifth-placed Feyenoord suffered its _____ loss under new coach Leo Beenhakker , going down 3-2 at mid-table NEC Nijmegen after a 75th-minute winner from the toe-end of Cees Lok 's boot .",249,first loss,"At the _____ time , seven more countries have joined the list of those eligible for IDA funds , having an income per head of population of 835 dollars a year or less .",368,same time,Q : The _____ siding on our house is finished with an oil stain .,778,clapboard siding,I finally decided that I would share with them five things I wished someone had told me when I was preparing to leave _____ school .,16,elementary school,One _____ sergeant was reported captured .,667,gunnery sergeant,"Cowboys coach Chan Gailey , formerly the Steelers ' wide receivers coach and _____ coordinator , certainly remembered what type of player Mills was in Pittsburgh .",829,offensive coordinator,"House Speaker Dennis Hastert , R-Ill . , said in his report that he was unaware that Foley had been sending sexually explicit e-mails to the pages until some of the messages were leaked to the media _____ week .",51,last week
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Meanwhile , the police on Wednesday unearthed a bomb-making factory of JMB in the northern Sylhet city and recovered a _____ amount of bomb-making materials , including detonators .",172,large amount,"Her father , Lennox Miller , won a _____ medal for Jamaica in the 100 at the 1968 Mexico City Olympics and a bronze medal at the 1972 Munich Olympics .",447,silver medal,"Since 1979 , when 40 players filed , the _____ year fewer players went to arbitration was 1995 .",612,only year,"Richmond-based Circuit City hopes so _ using a consumer-friendly strategy that includes no - haggle pricing , low-key salespeople and _____ financing .",578,quick financing,"Iran has lifted its ban on visits to a _____ facility by U.N. experts and will now allow them to inspect the site , the International Atomic Energy Agency said Friday .",8,nuclear facility,"Increase or decrease risk depending on how close you are to your _____ goal , such as retirement .",101,financial goal,"The year Loge announced he was leaving the _____ center , in 1998 , the regents had quietly settled two sexual harassment claims against him .",553,medical center,"With the help of an _____ buddy and sound engineer -(- Anthony Anderson -)- and a scrawny white musician -(- DJ Qualls -)- , DJay makes his new song , `` Whup That Trick , '' take foot-stomping shape .",964,old buddy,"And a _____ one for me , James Ensor 's carnival atmospheric `` Christ Entering Brussels '' was garishly riveting .",934,new one,"At the summit , Arab leaders are expected to focus on a proposal floated by Saudi Crown Prince Abdullah , under which Arab nations would offer Israel peace in exchange for _____ withdrawal from areas Israel seized in the 1967 Mideast war .",590,full withdrawal
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","When you can work the soil next spring , prepare a well-drained spot in _____ sun .",915,full sun,"It takes place amid a furious row over President Nelson Mandela 's admission _____ week that he played a role in the fatal shooting of eight Zulu royalists , who were also IFP members , during a protest march outside his party headquarters in March last year .",693,last week,"Only about 2 percent of his portfolio is in Singapore and Malaysia , his _____ exposure to Southeast Asia .",567,only exposure,"As for the possibility of more _____ control , association spokeswoman Becky Zoglman said the union would not object as long as teachers were included in decision-making .",400,local control,"And that left writers with their _____ problem : What should Meredith be torn about next ? It was a sweeps month , so they had her choose between life and death .",100,own problem,"Under the current _____ system , prospective parents who come mainly from France go to one of the centres and agree on a sum of between 2,000 and 4,000 euros -(- about 2,400 and 4,900 dollars -)- to adopt a child , beginning an administrative and judicial process which lasts five to six months .",536,decentralised system,"The developed countries should fulfil their obligations and commitments to provide `` new and additional '' financial resources and to transfer technology in combating climate change and its adverse effects , a _____ representative said here today .",290,chinese representative,"Cellnet Ltd. , a rival to Orange , said in a _____ statement that its Managing Director , Howard Ford , quit after two years in his job .",500,separate statement,Musharraf 's office announces he will resign from the army on Wednesday and take a new oath as a _____ leader on Thursday .,239,civilian leader,"The demand on a poor nation 's health , welfare , and _____ system is overwhelming .",499,social system
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Then came Saturday 's huge explosion at Madrid 's _____ airport , which left 26 injured , two missing and feared dead , and thousands of holiday travelers stranded and terrified .",478,international airport,"Retail stocks have taken a beating on Wall Street since the _____ year , with the Retail Index , which tracks the shares of the nation 's largest retailers , this week reaching its lowest mark in three years .",194,new year,Rabin contrasted that with the _____ border where he said infiltrations and arms smuggling were common .,549,egyptian border,"For business stories running in _____ news , call the news desk at 415-777-7074 .",156,main news,Concern over her disappearance was heightened because of the discovery last week in Paris of the body of another African-born _____ model who had campaigned against female genital mutilation .,653,former model,"With not much to do at home , Clinton is moving from hot spot to hot spot , arguing that all involve areas in America 's _____ interest .",460,strategic interest,"Letting the gap between a subject and its presentation do all the talking , `` Pageant '' provides a cult-hit blueprint for a young generation that prefers its irony delivered with not a wink but a _____ stare .",766,blank stare,"In Russia , support for the federation is largely a reaction to NATO 's planned _____ expansion .",108,eastward expansion,"Pakistan also agreed to move 6,000 troops from its _____ border to fight militants on its western border with Afghanistan , according to a Pakistani official who did not want to be identified discussing troop movements in advance .",548,indian border,"Citing a heavy machinery factory in the Thagara Industrial Region , the New Light of Myanmar said in its editorial that the government is building such kind of factory to meet the domestic _____ demand .",730,high demand
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Prompted by the rise of the _____ yen , the New Taiwan dollar moved up NT$ 0.027 against the US dollar on the Taipei foreign exchange market on Tuesday .",999,japanese yen,"The church fell under the _____ spotlight two weeks ago after nine members were ousted , presumably over politics .",931,national spotlight,"Lawrence Summers , the White House 's National Economic Council director , will be the top official in Davos , a year after Obama 's senior adviser Valerie Jarrett was the _____ representative of the new administration .",369,only representative,"Former President Mohammad Khatami , a reformist who favors improving ties with the West , struck a deal with Britain , France and Germany in October 2003 to suspend Iran 's uranium enrichment program and give the U.N. _____ watchdog unrestricted access to the country 's nuclear facilities .",579,nuclear watchdog,"John Thompson , CEO of Symantec , who will speak at the conference , said that a _____ theme Wednesday will be connecting Silicon Valley 's intense need for skilled employees with disadvantaged groups ' need to join the successful economy .",174,major theme,"In our brown rice noodle salad -(- an attempt to make good on the promise of the sesame-slicked salad bar staple -)- , we add almost as much of the julienned snow peas as noodles , and we make it entree-worthy by tossing in bite-size pieces of _____ tuna .",476,seared tuna,"Virender Sehwag , who smashed the fastest recorded _____ century in Test history on Friday , said his sacking from the India team in 2007 fired him up .",825,triple century,"While Germany 's conservative opposition leader Angela Merkel consulted U.S. officials for a second day Tuesday , her high-profile visit drew _____ criticism from Chancellor Gerhard Schroeder 's Social Democratic Party .",882,scathing criticism,"Last month , Vice President Tariq al-Hashemi , a Sunni Arab who is often at odds with al-Maliki , gave the clearest Sunni endorsement of al-Sistani 's status as a _____ leader .",865,national leader,"The powerful chief of Azerbaijan 's air force was shot dead outside his home Wednesday , the highest ranking _____ official to be killed in the oil-rich republic wedged between Russia and Iran .",792,military official
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",The report offers the _____ criticism from outside the Netherlands of tighter immigration laws that lead to a 50 percent fall in new asylum requests and the forced repatriation of thousands of rejected claimants last year .,694,first criticism,He also began contributing more of his _____ material .,348,own material,"But what if Gore changes his mind and jumps into the race ? It would n't be hard for him to raise money , and an _____ movie and a Nobel Peace Prize would make for a heck of a mailer .",79,oscar-winning movie,"Oil prices dipped Wednesday ahead of the release of U.S. government data later in the day expected to show domestic gasoline inventories rose for a fourth _____ week , while crude stocks have likely declined .",131,straight week,"Galvin , the 51-year-old grandson of Motorola 's founder , Paul Galvin , and son of Robert Galvin , a former chairman and _____ executive , has spent his entire career with the company .",911,chief executive,"Obasanjo , who in October 1979 became the first African military leader to hand over power voluntarily to an elected _____ government , has been accused publicly by junta leader General Sani Abacha of involvement in a recent alleged plot to overthrow the regime .",543,civilian government,"Senator Dianne Feinstein , a Californian Democrat , argued that the administration has provided no proof that Iraq is harboring weapons of mass destruction , is sheltering members of _____ network , or had any links to the September 11 terrorist attacks on the United States .",407,al-qaeda network,"One break of serve in the ninth game was enough to give Enqvist the _____ set and although Henman managed to save two break points in the opening game of the second set , the pressure on his serve quickly told .",36,first set,"In another scene , he brags that if he ordered it , his soldiers would gladly shoot one another without a _____ thought .",975,second thought,"And she thought of the _____ ride back to Brooklyn , too .",547,long ride
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","A _____ foundation will offer a relatively weed-free and perfectly level surface , but it 's a lot more work , more expensive , and it wo n't have the hand-made charm of the sand .",23,concrete foundation,"Diyala has emerged as one of the fiercest battlegrounds in Iraq , the _____ focus of Sunni Al-Qaeda fighters who have been pushed out of western Iraq and Baghdad by a more than two-month-old US and Iraqi security operation .",238,new focus,"The police , wearing black-and-yellow uniforms , can be seen patrolling inside and around the village , and even on a _____ hill to get a long and all-round sight .",929,nearby hill,"It 's been a _____ series of weeks at the box office , especially after a rough start to the summer with movies such as `` Shrek Forever After '' and `` Sex and the City 2 '' not opening to expectations .",856,strong series,It was Thurman 's soothing manner that helped draw out a _____ witness and guide her through stunning testimony the first day of hearings .,364,young witness,"Three years into the poker boom , the game 's purveyors are out to prove that it is not a _____ fad , but a form of entertainment with real legs -- even as there are signs that the country 's poker appetite may be becoming less ravenous .",672,mere fad,"He was a shot back after the _____ round , and had sole possession of the lead going into the final round .",506,second round,"Sen. Charles E. Schumer , D-N.Y. , a _____ critic of the Bush administration on port security , was clued in early ; a source in the shipping business tipped him off , he said .",27,longtime critic,"He plans to meet there Monday with his _____ opponent , John McCain , but advisers to both of the general election rivals say they do n't expect Obama to consider McCain for an administration job .",670,republican opponent,Police and witnesses said the two groups first locked into an altercation at about 7 pm _____ time as the football team of Mahail village brought out a victory procession after defeating Challain village team 1-0 in a football match earlier .,18,local time
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","He emphasized that Ireland hoped to keep as much of the EU-IMF loans on deposit as possible , because that could encourage _____ lending at lower rates to resume sooner rather than later .",994,normal lending,"The Philippines ' gross _____ product grew 7.7 % in the second quarter of 1996 , the fastest expansion in more than six years .",554,national product,Apple had taken tens of thousands of advance orders for three new G4 models that it had rushed to announce this fall before making sure it had a _____ supply of microprocessors .,741,reliable supply,"While some physical evidence such as _____ handwriting could suggest they were originally together , he says ultimately the case will have to be made on how the content fits together .",566,similar handwriting,This attitude has prompted concern in Europe and elsewhere over a new _____ unilateralism .,518,american unilateralism,"A photographer clicked his camera just as Mickelson was chipping at No. 10 , and a giant butterfly dipped into the cup as a _____ putt slid by at No. 13 .",62,birdie putt,A _____ fire in the Angeles National Forest was burning several miles to the east in a canyon above the city of Azusa .,304,second fire,"The first Asia-Europe summit , a _____ affair involving the leaders of the 15 European Union nations and 10 of East Asia 's most robust economies , is an effort to renew Europe 's interest in the world 's fastest-growing market .",365,two-day affair,"_____ week comes the vote by the American Dialect Society , which started the whole WOTY thing 16 years ago .",333,next week,"Sutton remained in his Manhattan job through 1977 , the same year he launched a _____ campaign for mayor that ended with Edward I. Koch defeating six competitors for the Democratic nomination .",344,doomed campaign
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","He called on the main Catholic-supported party in Northern Ireland , the Social Democratic and Labor Party , and the Irish government to demand `` _____ entry '' for his party , regardless of what the IRA does .",783,immediate entry,"The idea of leaving Jerusalem as Israel 's undivided capital while establishing a Palestinian capital in Abu Dis , a _____ village adjacent to Jerusalem but technically outside its municipal boundaries , won only 9 percent support .",326,palestinian village,"South Korea had long been a _____ market for Australian exports and was the world 's second-biggest buyer of Australian coal , iron ore and wheat .",346,strong market,"Meanwhile a group linked to Al-Qaeda promised to spare the Vatican while focusing attacks on Italy and its _____ minister , Silvio Berlusconi , for rejecting an ultimatum to pull Italian troops out of Iraq .",802,prime minister,"The star of the show has to be the new controller , which is shaped like Slash 's _____ guitar , a Gibson LesPaul .",843,real guitar,"Billions of dollars from an oil-for-food deal is expected to reduce hunger and malnutrition in Iraq , but the agreement will not restore a _____ life to Iraqis suffering from six years of international sanctions .",97,normal life,"Akmal Shaikh , a father of three with no _____ record , was the first European to be executed in China in half a century , activists say .",751,criminal record,"It was necessary to fight a _____ group of rightists who attacked the CPC and socialist system but the movement improperly labeled many intellectuals , patriots and CPC members as rightists , causing tragic results .",607,small group,Heavy rainfalls flooded part of Metro Manila and most of central Luzon after a _____ typhoon rampaged through northern Philippines in the middle of this week .,689,strong typhoon,"Latest statistics from provincial customs show that the export volume dropped 32.3 percent to 570 million US dollars during the _____ period , with the import volume edging up 0.7 percent to 550 million US dollars .",906,january-june period
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","Still , very few hybrids of plants or animals continue breeding because their reproduction ability becomes compromised or because of _____ isolation .",99,geographical isolation,The _____ agreement to do an interview came after Letterman 's announcement on his late-night show in March that he was staying at CBS .,907,rare agreement,"Myanmar police launched baton charges against some 10,000 demonstrators in the center of Myanmar 's _____ city Friday , in an attempt to force them to disperse , witnesses said .",765,main city,"What 's more , in a grim reminder of an insurgency raging nearly 22 months after the _____ invasion , police found Wednesday the bodies of 18 Iraqi Shiites captured and killed last month on their way to work at a US base in the northern city of Mosul .",48,us-led invasion,"Thanks to the _____ cooperation between China and Singapore , and to the strong support from council members and relevant local governmental departments , Suzhou Industrial Park has become increasingly attractive to investors due to its beautiful scenery , sound scientific planning , comprehensive infrastructure and favorable investment environment .",971,close cooperation,"Born in Transylvania and raised in Jerusalem -(- he served in the _____ army -)- , he attended the School of Architecture and Planning at the Politecnico di Milano before moving to New York .",130,israeli army,"When Timms scored the last of her team-high points with 7:24 remaining , the Mercury had its largest lead , 62-50 , and _____ reason deep in the heart not to start the celebration .",775,little reason,"Meanwhile 12 of the 15 striking white players turned out for fitness tests during the afternoon , after which they joined the team members who had been standing in for them during the five-match _____ series against the Sri Lankans , losing them all .",916,one-day series,"Doo-Ri Chang , Thakoon and Rodarte gussied up Gap 's classic white shirts ; Vera Wang sprinkled the racks at Kohl 's with her _____ blend of fashion fairy dust .",679,special blend,"At Lee Jeans , the Kansas City , Mo.-based division of VF Corp. , the _____ item currently targeted at cowgirl wannabes is the `` cowgirl jean , '' a low-waist , five-pocket style with a 16-inch bottom opening , scheduled to ship with the company 's spring shipments .",271,only item
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",It was Alagna 's second _____ outing in the Met 's young season .,873,strong outing,"France , Germany and Russia say they see no reason for launching an attack on Iraq , insisting that weapons inspectors be given more time , manpower and equipment to peacefully disarm Iraq of weapons of _____ destruction .",210,mass destruction,The differing views also reflected a shifting _____ balance of power .,644,global balance,"The Kosovo Information Center , which has close connections to the province 's ethnic Albanian leadership , claimed that the Serb military on Monday shelled the village of Jablanica , 55 kilometers -(- 35 miles -)- southwest of Pristina , for the third _____ day .",181,straight day,China issued a national plan on Monday to address climate change and show its determination to reduce greenhouse gas -(- GHG -)- emissions in an all _____ way .,598,round way,"But its method _ steering Bosnian Muslims into an alliance with the Croatians , allowing retired U.S. officers to provide training to the Croatian military , looking the other way as arms bound for the Bosnian Muslims slipped the international embargo via Croatia , and giving the green light _____ summer for the Croatian army to rout Serbs from a centuries-old homeland in the Krajina area of Croatia _ along with a heavy dose of NATO air power directed at the Bosnian Serbs only guaranteed that the Serbs would be brought to bay .",930,last summer,"Since it accounts for two-thirds of economic activity , that could send economic growth tumbling again in the _____ half of the year , particularly given rising unemployment , a continuing credit crisis and the deepest housing slump in decades .",747,second half,While the 34-year-old confirmed his place as one of the top climbing specialists in the world his compatriot Ivan Basso came in second to retain the leader 's _____ jersey .,691,pink jersey,Another billboard showed a young man weeping because he had not reported _____ activity to authorities .,511,suspicious activity,"Fidel Castro , the world 's longest ruling head of government , was expected to be re-elected as president on Thursday when the newly chosen parliament convenes for the _____ time .",537,first time
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","A _____ consortium planned to build a huge dam , which would power a mine and a railway to move the ore south .",671,chinese consortium,Very _____ work .,903,dangerous work,"The _____ bank was essentially telling Europeans `` to take it easy for the next two months , '' Schmieding said .",320,central bank,"Although terrorism may not be the central focus of the Special Summit of the Americas taking place here _____ week , the topic , along with migration and trade , is certain to dominate the attention of delegates given recent U.S. anti-terrorism measures that have raised concern among Latin American leaders .",763,next week,"And what about the chief staff members for the committees ? Phillip Moseley , the _____ chief of staff for the Ways and Means Committee , and his Democratic counterpart , Janice Mays , do their own taxes .",949,republican chief,"It brought back memories of _____ season 's fourth-quarter collapses and also served as a reminder why while Schottenheimer may be the winning active NFL coach , he 's yet to reach a conference title game .",740,last season,An effort about three years ago to require women to wear _____ dress met with open resistance and was quietly dropped by the government .,412,islamic dress,He offered indirect criticism of the _____ invasion of Iraq .,390,u.s.-british invasion,"Despite the emergence of possible bubbles in stocks and property markets , some Chinese officials still warn that the _____ economy remains on the rocks and that its expansionary policies will remain in place for now .",966,chinese economy,"Ekranas , the _____ manufacturer of television picture tubes in the Baltic states , has submitted a complaint to the European Commission -(- EC -)- over rivals from Latin America and Asia dumping products on the EU market .",435,only manufacturer
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","The 24-kilometer -(- 15 mile -)- _____ island , with a population of 1,500 , is 2,500 kilometers -(- 1,550 miles -)- west of the nearest major Australian city , Darwin .",430,long island,"Net premium income rose by five percent to 1,190 billion yen in the _____ period .",29,same period,It is reminiscent of ads aired against John Kerry four years ago questioning his _____ service that were widely blamed by Democrats for contributing to his defeat .,658,military service,"Aso and Shoichi Nakagawa , a top policy aide to the premier , have both called for a _____ debate on going nuclear in light of communist neighbor North Korea , which tested an atom bomb on October 9 .",268,frank debate,"Police closed off the area around the blast site , on the third floor of a hotel on Salah Eddine , the main shopping street in the annexed Arab _____ sector of Jerusalam .",608,eastern sector,I am looking forward to getting a great movie and working on a _____ project .,822,good project,"The Israeli side has apologized for the `` _____ timing '' of the announcement , and has established a task force to probe what Netanyahu dubbed a regrettable incident that should not have happened .",525,unfortunate timing,"Mourning missed only seven games _____ season , playing so well he made the NBA All-Star team for the seventh time .",471,last season,Commercial banks as well as offices have remained shut while _____ transportation is virtually non-existant in many parts of the country .,540,public transportation,"Moreover , the core rate of the PPI , which excludes often _____ food and energy prices , fell 0.1 percent in July .",292,volatile food
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",That gave the _____ company voting rights in the group and permission to manufacture in Japan .,768,american company,"A. Laminated plastic is normally cut with a plastic cutter , a small , inexpensive tool with a hard scoring point that scores the plastic enough so that it can be snapped , making a clean , _____ cut .",293,straight cut,"Newt Gingrich , the new _____ speaker of the House of Representatives , has not yet issued any statement on the change at Treasury .",847,republican speaker,"Millsap said then that Cornyn , a Republican , was trying to discredit Morales , a Democrat who did n't seek re-election _____ year , so he will not run for governor in 2002 .",261,last year,"U.S. retail sales fell 0.5 percent last week after surging in the _____ week , according to LJR Redbook Research .",867,prior week,"So what to do ? Douglas R. Forrester , a former Senate candidate and a likely candidate for the _____ nomination for governor , is calling for an elected state lieutenant governor and auditor .",374,republican nomination,A _____ man was killed when a bomb he was carrying exploded prematurely .,509,palestinian man,"An _____ version of Oswald 's death certificate , in which the cause of death was listed as being shot by Jack Ruby -(- identified by his real name , Jack Rubenstein -)- , was being auctioned separately .",954,early version,Trapattoni was forced to withdraw from the coaching position after Italy were knocked out of Euro 2004 in the group stage _____ month .,162,last month,"Meanwhile , expenses increased 30 percent to $ 1.02 billion from $ 784 million in the _____ period a year ago as the firm added 1,600 employees .",432,same period
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research",Their fates aroused _____ attention in South Africa after local media revealed on Wednesday that two South Africans arrested as terrorist suspects in Pakistan had planned terror attacks against major tourists sites and buildings in Johannesburg .,650,wide attention,Exports are n't expected to be affected as Colombia has _____ coffee stockpiled to meet demand from roasters .,564,enough coffee,"If you do still indulge in one of your trigger foods , buy a single serving -- an ice cream cone , one candy bar or a _____ order of fries -- that can be consumed in one sitting .",634,small order,"Pakistan 's Nur Ali became the first to drop out of the accident-hit race when he went into the barrier at turn three only on the second lap , damaging his _____ wing and stalling the engine .",246,front wing,"Extra time : Angola qualified ahead of Nigeria , but it is not expected to make it out of the _____ round .",842,first round,"With Auburn close behind , Oklahoma needs a victory to play for the _____ title .",819,national title,"The _____ government has pledged to make the immigration of Jews a top priority , worried by the fact that the Arab population of Israel and the Palestinian territories is growing much faster than the Jewish population .",505,israeli government,Admit that both economic circumstances and the _____ climate affect the well-being of kids .,277,moral climate,"Organizers also agreed to allow the Archbishop of Canterbury , George Carey , to lead the nation in the Lord 's Prayer in the run up to the dome 's _____ opening .",498,official opening,"And L. Paul Bremer , who heads the _____ occupation , traveled to Fallujah to join what have been described as increasingly futile negotiations aimed at ending the U.S. military siege of the rebel-held city .",339,u.s.-led occupation
Sentence Fill-In-The-Blank Task,Read a sentence with a missing word and try to fill in the blank,"language, English, research","In a _____ classroom , Ramzia is teaching students the art of reciting verses from the Koran .",405,nearby classroom,"Critics have said Rubin , with his vast experience on Wall Street and as Treasury chief in the Clinton administration , should have picked up on the warning signs of the crisis and taken a more _____ role in preventing Citigroup 's debacle .",89,active role,"Pakistani paceman Mohammad Asif returned early Friday from Dubai saying he was happy to be back home after three weeks under detention in the Gulf emirate on drug charges . The 25-year-old bowler was held at Dubai airport on June 1 while returning home from a _____ tournament in India , and charged with possessing a small amount of opium .",427,domestic tournament,"The election began on Nov. 1 , when the first plenary session of the _____ conference elected a 15-member presidium with Tung Chee Hwa as the executive chairman .",241,electoral conference,"Rising for the fifth _____ day , the bourse opened at 9,049.23 and fluctuated between 9,049.23 and 8,781.02 during the day 's session .",588,consecutive day,"Last month , Chinese triathlete Wang Hongni , gold medalist at _____ year 's Asian Games , was banned for two years for doping , knocking her out of next year 's Olympic Games in Beijing .",680,last year,Delays and confusion surrounding the normally _____ release of weekly U.S. petroleum inventory reports resulted in oil prices taking back some losses Wednesday in New York as traders sought to reconcile dissimilar data .,212,routine release,"It 's a promise , made to President Teddy Roosevelt in 1905 , that the NCAA will keep college sports at an _____ level and secondary to getting a good education .",618,amateur level,"The team of John Huston and Brian Claar eliminated Crenshaw and Mickelson , whose putting abilities would seem to give them an edge in the match play competition , 1-up when Claar rolled in a 25-foot _____ putt on the first extra hole .",149,birdie putt,"Acting on this _____ tip , we loaded Akstens ' red pickup truck and headed to Thirteenth Lake .",935,hot tip
