Title,Description,Keywords,index,url_1,choice0_1,choice1_1,choice2_1,choice3_1,choice4_1,url_2,choice0_2,choice1_2,choice2_2,choice3_2,choice4_2,url_3,choice0_3,choice1_3,choice2_3,choice3_3,choice4_3,Answer.multiple_choice_1,Answer.multiple_choice_2,Answer.multiple_choice_3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",2429,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000034722.jpg,getting your own private plane when you have a lot of money and travel a lot A: <class>1</class> <text>It's nice</text>,"When for her twenty-first birthday laurie went sky diving, celebrating milestone birthdays A: <class>0</class> <text>It's expected</text>","given joe was invited to skydive with his sister, wanting to have an exciting experience A: <class>0</class> <text>It is understandable</text>","given eventually he could afford his own plane, is saving up for something you really want ok? A: <class>1</class> <text>It's great</text>","Given eventually he could afford his own plane, do you need to save money? A: <class>0</class> <text>you can</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000034725.jpg,"are you supposed to toss food in the garbage that you don't like, when she got home she had to throw the sandwich A: <class>0</class> <text>You should</text>","if when she got home she had to throw the sandwich, tossing food in the garbage that you don't like A: <class>0</class> <text>You should</text>","is helping homeless people an acceptable behavior, when giving a begger a potato? A: <class>1</class> <text>it's good</text>","In the context that Billy buys a hotdog from a stand and eats it, but what to do with the wrapper?, is Billy deciding do take the wrapper and threw it on the ground good? A: <class>-1</class> <text>It's not okay</text>","When Billy buys a hotdog from a stand and eats it, but what to do with the wrapper?, Billy decides do take the wrapper and threw it on the ground A: <class>-1</class> <text>it's wrong</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000034728.jpg,is teaching others how to hold a racquet ok morally? A: <class>1</class> <text>It is good</text>,is I hit my tennis partner with my tennis racket morally good? A: <class>-1</class> <text>it is wrong</text>,"participated in a sport, when the next time her and mary fenced, she won A: <class>0</class> <text>It's good</text>","Do you need to make your own decisions, given kelsi decided she wanted to play tennis? A: <class>1</class> <text>it's good</text>","given later that year, she led her team to the roller hockey championships, doing athletic activities to stay in shape A: <class>0</class> <text>You should</text>",0|2,1|4,1|3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",38,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000000427.jpg,is putting someone's computer mouse in a glass of water because it will bust it morally acceptable? A: <class>-1</class> <text>you shouldn't</text>,"given it provided much better ergonomics than her old mouse, is using an ergonomic mouse to protect your wrist bad? A: <class>0</class> <text>It's good</text>","If he finally had a mousepad that was exactly what he wanted, finding things that you really like before you buy them A: <class>1</class> <text>It's good</text>","if dan was shocked to see his computer mouse in a glass of water, putting someone's computer mouse in a glass of water because it will bust it A: <class>-1</class> <text>you shouldn't</text>","Given dan was shocked to see his computer mouse in a glass of water, do you have to destroy someone's things? A: <class>-1</class> <text>you shouldn't</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000000439.jpg,"Losing gracefully, when joe was upset after losing a game of tennis to his friend. A: <class>0</class> <text>You should</text>",Is I took a steroid before my tennis match an ok behavior? A: <class>-1</class> <text>it is not good</text>,"Being safe when holding a racquet, when tommy felt his grip on his racquet was not strong A: <class>0</class> <text>it is good</text>","If Andy is playing Tennis with Carl and the score has been very close in the game, Andy doesn't accept any points that are questionable and continues to play until both he and Carl agree that the game has been won within the rules A: <class>1</class> <text>it is fine</text>",Barry storms off the tennis court in a rage and cursing at Lee A: <class>-1</class> <text>It is not ok</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000000447.jpg,"In the context of i keep my clock one hour forward after the time changes, being punctual A: <class>0</class> <text>It's good</text>","in the context of i keep my clock one hour forward after the time changes, is being punctual morally acceptable? A: <class>0</class> <text>It's good</text>",is taking a long time to read an analog clock ok from a moral perspective? A: <class>0</class> <text>it's okay</text>,Be punctual when you are given a time to be somewhere A: <class>1</class> <text>It's good</text>,Is learning how to read a clock bad? A: <class>0</class> <text>It's important</text>,1,2|3,3|4
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1238,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000017571.jpg,Are you expected to bring your kids to sports restaurants that are clearly meant for adults? A: <class>-1</class> <text>You shouldn't</text>,"enjoy yourself while your out and have the chance, when before they left, barry and his friends ate at the food court A: <class>0</class> <text>It's good</text>","If tom used to love going to the arcade when he was younger, feeling nostalgic when you think back to childhood hobbies A: <class>0</class> <text>It's understandable</text>",Is limiting your kids with the amount of money they can spend at an arcade acceptable from a moral perspective? A: <class>0</class> <text>it is good</text>,"when while they were there they played pac man and pinball, playing old arcade games. A: <class>0</class> <text>it's fun</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000017584.jpg,"in the context of out-of-date food finds permanent home in mother's cupboards, do you have to clutter up your kitchen? A: <class>-1</class> <text>you shouldn't</text>",Is preparing meals in the kitchen instead of other areas of the home a wrong behavior A: <class>1</class> <text>it's good</text>,"when he began to use his time well by cleaning his kitchen, maintaining a clean kitchen A: <class>0</class> <text>It's expected</text>",Are you allowed to clutter up your kitchen? A: <class>-1</class> <text>you shouldn't</text>,"is giving your extra dishes to charity good, if she had no space in her kitchen and needed to get rid of some pieces? A: <class>1</class> <text>is a good thing</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000017607.jpg,"Doing projects with others, in the context of timothy and katherine decided to make seasonal treats for autumn A: <class>1</class> <text>It is good</text>","Make things yourself, when mari decided she wanted to make homemade snowmen crafts with her mom A: <class>0</class> <text>It's good</text>","Make cookies for your kids, in the context of she made some cookies that her kids loved A: <class>1</class> <text>it's good</text>","Prepare special food for holiday celebrations, when asking for christmas dessert help A: <class>0</class> <text>it's normal</text>","Can I teach people new things, in the context of she helped marlene form the dough into balls and put them on the tray? A: <class>1</class> <text>It is good</text>",3,1,3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",647,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000009104.jpg,know when the clocks change for daylight saving time A: <class>0</class> <text>it's important</text>,is ignoring changing your clocks when it's daylight savings correct? A: <class>0</class> <text>It's bad</text>,Is reminding others when it's time for daylight saving ok from an ethical perspective? A: <class>1</class> <text>It's considerate</text>,do I need to know when the clocks change for daylight saving time? A: <class>0</class> <text>it's important</text>,remind others when it's time for daylight saving A: <class>1</class> <text>It's considerate</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000009132.jpg,"When pb&j is mom's secret weapon against restaurant tantrums, is setting rules morally good? A: <class>0</class> <text>it's good</text>",Is putting sandwiches on a plate to avoid making a mess a good behavior? A: <class>0</class> <text>it is expected</text>,"is letting children do what they want good, in the context of pb&j is mom's secret weapon against restaurant tantrums A: <class>-1</class> <text>It is bad</text>","Should you put too many toppings on your sandwiches, overloading them, and making them unhealthy? A: <class>-1</class> <text>You shouldn't</text>","is feeding children moral, in the context of pb&j is mom's secret weapon against restaurant tantrums A: <class>0</class> <text>It is good</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000009147.jpg,"Work when you love your job, if adam loved his after school job at the local pizza place. A: <class>0</class> <text>it's fun</text>","is working when you love your job ethical, in the context of adam loved his after school job at the local pizza place? A: <class>0</class> <text>it's fun</text>","Bill tells the operator that the pizza should have chocolate, mayonnaise, mustard, vinegar, cherries and walnuts on it A: <class>-1</class> <text>it's wrong</text>","given adam loved his after school job at the local pizza place, working after school A: <class>1</class> <text>It's good</text>","Bill tells the operator that the pizza should have chocolate, mayonnaise, mustard, vinegar, cherries and walnuts on it, in the context that Bill and his friends are hanging out when they all decide Bill should call and order a pizza, and Bill wants to respond to the operator's question of which toppings to put on the pizza. A: <class>-1</class> <text>it is bad</text>",0|3,1|3,2|4
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1844,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000026500.jpg,"Given the family decided they would travel to costa rica, is travelling correct? A: <class>0</class> <text>it's good</text>",bKR decides to be fashionably late and delays his arrival by an hour to attract attention A: <class>-1</class> <text>It is wrong</text>,"In the context of they agreed to go to costa rica, is travelling acceptable? A: <class>0</class> <text>It is nice</text>","is travelling with other people bad, in the context of they agreed to go to costa rica? A: <class>0</class> <text>It is normal</text>",Taking planes for long distance travel A: <class>0</class> <text>It's expected</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000026511.jpg,fear that every plane flying overhead is going to drop a bomb on you A: <class>-1</class> <text>It's irrational</text>,are you expected to fear that every plane flying overhead is going to drop a bomb on you? A: <class>-1</class> <text>It's irrational</text>,"when is it normal for planes to float in the air?, using a search engine to find the answers to your questions A: <class>0</class> <text>you're encouraged to</text>","If is it normal for planes to float in the air?, asking silly questions when you're young. A: <class>0</class> <text>It is allowed</text>","wondering about things that seem obvious to everyone else, if is it normal for planes to float in the air? A: <class>0</class> <text>It's acceptable</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000026535.jpg,Is I kept my eye on the ball during the baseball game an ethical behavior A: <class>1</class> <text>it is fine</text>,Are observers expected to be impressed when you can hit a ball out of the ballpark in baseball? A: <class>0</class> <text>it's expected</text>,Is hitting every ball in a baseball game good from an ethical perspective? A: <class>0</class> <text>can't always expect</text>,bill gets in the umpire's face and shouts at him asking if he is blind. A: <class>-1</class> <text>It is not okay</text>,Is I threw a baseball at the batter's head okay from a moral perspective? A: <class>-1</class> <text>It is not acceptable</text>,2|3|4,0|1,3|4
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1241,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000017609.jpg,nick watches three good pitches pass by and strikes out on purpose A: <class>-1</class> <text>it's not okay</text>,"is John deciding to throw his usual first pitch, a sinking curveball on the outside corner okay from a moral perspective, in the context that John is playing baseball as a pitcher when the next batter, Jim comes up and Jim has visible down syndrome, and John wants to decide what pitch to throw? A: <class>1</class> <text>It is okay</text>",should you sit out and trying again later when you keep striking out in a game? A: <class>0</class> <text>You should</text>,"act like you are better than others, given jason was sure he could strike bill out and challenged him A: <class>-1</class> <text>it's rude</text>","john decides to throw his usual first pitch, a sinking curveball on the outside corner A: <class>1</class> <text>It's acceptable</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000017615.jpg,"should you eat cake on your birthday, when an hour later, bella enjoyed her delicious cake? A: <class>0</class> <text>You should</text>","after receiving a check from her mom, Heather thanks her immensely and bakes her a cake to show her gratitude. A: <class>1</class> <text>it is acceptable</text>",Is getting your child a cake for their birthday an ok behavior? A: <class>-1</class> <text>It's wrong not to</text>,Is celebrating your child's birthday good from an ethical perspective? A: <class>0</class> <text>it's expected</text>,"in the context of an hour later, bella enjoyed her delicious cake, eating cake on your birthday. A: <class>0</class> <text>You should</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000017620.jpg,Pigs and goats belonging at a person's house A: <class>-1</class> <text>do not</text>,"is attending terrible festivals good from an ethical perspective, given refusing to go to this crappy festival? A: <class>0</class> <text>you shouldn't</text>",People enjoying seeing animals A: <class>0</class> <text>It's normal</text>,"given refusing to go to this crappy festival, must you refuse to go places you don't like? A: <class>0</class> <text>it's okay</text>","Attend terrible festivals, when refusing to go to this crappy festival. A: <class>0</class> <text>you shouldn't</text>",1|3,1|4,1|4
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",41,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000000448.jpg,"when Sharon is sitting at lunch with some other girls who are having a conversation about visiting foreign countries, and Sharon wants to share her experiences in Taiwan, Sharon asks the girls questions about the countries that they have visited in the past, creating a dynamic conversation. A: <class>1</class> <text>it's okay</text>","Is Sharon starting talking about Taiwan and hardly pauses for breath between each story acceptable from a moral perspective, in the context that Sharon is sitting at lunch with some other girls who are having a conversation about visiting foreign countries? A: <class>-1</class> <text>It is not acceptable</text>","is Sharon asking the girls questions about the countries that they have visited in the past, creating a dynamic conversation an ethical behavior, in the context that Sharon is sitting at lunch with some other girls who are having a conversation about visiting foreign countries, and Sharon wants to share her experiences in Taiwan? A: <class>1</class> <text>it is ok</text>","Is Sharon starting talking about Taiwan and hardly pauses for breath between each story a moral behavior, when Sharon is sitting at lunch with some other girls who are having a conversation about visiting foreign countries, and Sharon wants to share her experiences in Taiwan A: <class>-1</class> <text>It is immoral</text>","Sharon starts talking about Taiwan and hardly pauses for breath between each story, when Sharon is sitting at lunch with some other girls who are having a conversation about visiting foreign countries, and Sharon wants to share her experiences in Taiwan A: <class>-1</class> <text>It's wrong</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000000453.jpg,Is going on your class trips good from an ethical perspective? A: <class>0</class> <text>You should always</text>,"hector offers to drive the tourists for a price, neglecting to tell them that the price is only per person and not for the group, if Hector drives a taxi in Costa Rica and sees a foreign family come into the bus station. A: <class>-1</class> <text>It is immoral</text>",is changing rooms on a trip good from an ethical perspective A: <class>0</class> <text>It's okay</text>,is a mission trip being in a foreign country an ethical behavior? A: <class>0</class> <text>it's expected</text>,"Doesn't fun things with family, when the family decided they would travel to costa rica A: <class>1</class> <text>It is good</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000000456.jpg,is Sal asking his parents which one of them took his money from his room an ethical behavior A: <class>-1</class> <text>it is not good</text>,Is Steve going into the living room and watching the game with his father-in-law a correct behavior? A: <class>1</class> <text>It is ethical</text>,"is Jeff waiting for the show to end and telling Joe he wants to use the tv acceptable, given that Joe watching tv when his brother, Jeff, walks into the room and sits on the couch? A: <class>1</class> <text>it is ok</text>","when on saturday, jerry let his little brother tim watch a scary movie, siblings watching scary movies A: <class>0</class> <text>It's normal</text>",Is Sal asking his parents if anyone else happened to come in his room wrong? A: <class>1</class> <text>it is ok</text>,0|1|2,0|3,0|1|4
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",650,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000009152.jpg,"Docks someone's pay when they are breaking the rules at work, when his aunt was furious, and docked his pay for the day A: <class>0</class> <text>it's okay</text>",Dock someone's pay when they are breaking the rules at work A: <class>0</class> <text>it's okay</text>,"Obey all signs near bodies of water for safety reasons, if ...and the hero will drown A: <class>1</class> <text>you should</text>","Should I obey all signs near bodies of water for safety reasons, if ...and the hero will drown? A: <class>1</class> <text>you should</text>",is being scared of running off of the docks acceptable morally? A: <class>0</class> <text>It is understandable</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000009181.jpg,is being pain when you crash on your motorcycle an ethical behavior? A: <class>0</class> <text>it's understandable</text>,"drivers obeying the rules of the road, in the context of a motorcycle police officer pulled him over and demanded his license A: <class>0</class> <text>it is expected</text>","When motorcyclists are vulnerable in ways that drivers are not, practicing proper road safety A: <class>0</class> <text>you should</text>","save up the money to buy the vehicle you want, given when he finally had enough money he bought a shiny red motorcycle A: <class>1</class> <text>It's admirable</text>","Is buying a flashy vehicle in conservative places wrong, when he finally had enough money he bought a shiny red motorcycle? A: <class>-1</class> <text>It's inappropriate to</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000009191.jpg,"celebrate the special occasions of your kids, given her mother brought out her birthday cake A: <class>0</class> <text>you are expected</text>","if tod's daughter, cindy, wanted a cake for her birthday, do you need to make a cake for your child's birthday? A: <class>0</class> <text>You should</text>","Is inviting all of your family to your baby shower good, when not inviting stepmother to baby shower? A: <class>0</class> <text>You should</text>","Show sympathy to a grieving family, in the context of memorial birthday party is risky idea for grieving family A: <class>1</class> <text>it's kind</text>",have cake or cupcakes at a birthday party A: <class>0</class> <text>It's expected</text>,0|3,0|3,1|4
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",2432,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000034767.jpg,buy hot coffee for people who are homeless A: <class>0</class> <text>you should</text>,"Advertise to attract customers, given bed and breakast owners depend on guests to show A: <class>0</class> <text>You should</text>","Given not wanting to go back to a local coffeehouse, can I support local businesses by patronizing them when possible? A: <class>1</class> <text>It's good</text>",want to get a good breakfast A: <class>0</class> <text>it's good</text>,"is going to a coffee shop for breakfast ok, if we went to starbucks in watertown today for breakfast? A: <class>0</class> <text>is typical</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000034809.jpg,Clean up snow if it's piling up outside and blocking your way A: <class>0</class> <text>it's good</text>,"Given that Hector is shoveling snow from around his car after a heavy winter storm, Hector carefully throws the snow onto the side of the road where it is out of everyone's way A: <class>1</class> <text>it is ethical</text>","given we were driving home when we saw a mound of something in the street, being curious when you see something unusual A: <class>0</class> <text>It is okay</text>","Are you expected to be curious when you see something unusual, given we were driving home when we saw a mound of something in the street? A: <class>0</class> <text>It is okay</text>",blow snow on a neighbor's propery A: <class>-1</class> <text>it's rude</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000034844.jpg,Is taking a vacation and relaxing during your retirement an okay behavior? A: <class>1</class> <text>it's good</text>,Is partaking in boating activities when visiting a body of water ok? A: <class>0</class> <text>It is normal</text>,is taking a boat out with your family to enjoy the day correct? A: <class>1</class> <text>it's fun</text>,is going out on your boat and enjoying the breeze an ethical behavior? A: <class>0</class> <text>It's good to</text>,"Going out on your boat and enjoying the breeze, in the context of he docked his boat at the local marina A: <class>0</class> <text>It's good to</text>",0|3,0|2,1|3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1847,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000026556.jpg,"having hobbies, given before long they had him out in the water with a board A: <class>1</class> <text>it's good</text>","letting your kids use your things, when derick pretended that his mother's ironing board was a surfboard A: <class>-1</class> <text>You shouldn't</text>","given derick pretended that his mother's ironing board was a surfboard, letting your kids play with your ironing board A: <class>0</class> <text>You shouldn't</text>","is doing things for your family members moral, given when he had enough, his uncle took him to buy a board of his own? A: <class>1</class> <text>it's good</text>","pretending things when you're a kid, when derick pretended that his mother's ironing board was a surfboard A: <class>1</class> <text>It's fun</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000026558.jpg,Is leaving a parent to attend a ski trip okay from a moral perspective? A: <class>0</class> <text>It's reasonable</text>,Do you need to expect a lot of customers during ski trip season? A: <class>0</class> <text>You should</text>,Is finding another activity when you can't go skiing on vacation ethical? A: <class>1</class> <text>You should</text>,hang out with friends on a group ski trip A: <class>0</class> <text>It's expected</text>,"Given commonsense tips guarantee family fun in the mountains, is following safety rules in the mountains correct? A: <class>0</class> <text>It's important</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000026561.jpg,Sharing things with a neighbor. A: <class>1</class> <text>It's good</text>,Friends looking out for one another. A: <class>1</class> <text>It's expected</text>,"being nosy, given barb had a long talk with her boy and he opened up to her A: <class>-1</class> <text>It is rude</text>",He spied on the baby squirrel being fed my its mother. A: <class>1</class> <text>It is okay</text>,neighbors being friendly toward one another. A: <class>0</class> <text>It is expected</text>,0,1|4,
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1850,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000026568.jpg,Is I steered my mother-in-law to the expert ski slope because she was a novice an okay behavior? A: <class>-1</class> <text>it is bad</text>,I steered my mother-in-law to the expert ski slope because she was a novice A: <class>-1</class> <text>it's not okay</text>,"given bill was skiing down his first hill when he hit a tree, hitting a tree sometimes when you're skiing. A: <class>0</class> <text>it is normal</text>","when jerry had a bad accident on the trail and broke his leg while skiing, keeping a cell phone available to call for help in case of an emergency. A: <class>0</class> <text>It's good to</text>",i steered my mother-in-law to the bunny slope because she was a novice A: <class>1</class> <text>it is acceptable</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000026580.jpg,"Is scoring a home run for your team in baseball ethical, when the next time he went up to bat in a game, he slugged a home run? A: <class>1</class> <text>It's good</text>",hitting a home run in baseball. A: <class>0</class> <text>It's good</text>,Is hitting every ball in a baseball game good from an ethical perspective? A: <class>0</class> <text>can't always expect</text>,"Being involved in competitive activities, in the context of stanton had been hitting home runs all of his career A: <class>0</class> <text>it's not okay</text>",Is trying your best to hit a home run when you're up to bat in a baseball game good? A: <class>1</class> <text>you should</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000026610.jpg,"given tia was very pleased with her new kite, is using your kite when it's windy moral? A: <class>0</class> <text>You should</text>","If tia was very pleased with her new kite, using your kite when it's windy A: <class>0</class> <text>You should</text>","Being envious of your friend's new kite, if tia was very pleased with her new kite. A: <class>-1</class> <text>It's understandable</text>","Is being envious of your friend's new kite okay, given tia was very pleased with her new kite? A: <class>-1</class> <text>It's understandable</text>","Should you offer to share your kite with your friends, in the context of tia was very pleased with her new kite? A: <class>1</class> <text>You should</text>",4,1,0
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",653,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000009201.jpg,Is flying a kite a moral behavior? A: <class>1</class> <text>It's fun</text>,I tied a real cat to the kite and made it soar 200 feet into the air A: <class>-1</class> <text>it is not ok</text>,"Should you offer to share your kite with your friends, in the context of tia was very pleased with her new kite? A: <class>1</class> <text>You should</text>",is being envious of your friend's new kite ok from a moral perspective? A: <class>-1</class> <text>It's understandable</text>,Is flying a kite on a windy day an okay behavior? A: <class>0</class> <text>it's fun</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000009207.jpg,"Be in the right lane when exiting, given driving in the left lane when I need to exit A: <class>0</class> <text>it's expected</text>","Are you expected to always follow traffic laws, in the context of driving the speed limit? A: <class>0</class> <text>You should</text>",is driving safely when on the highway acceptable from an ethical perspective A: <class>1</class> <text>It's encouraged</text>,"should you only change lanes when it's safe to do so, if trying to change lanes in heavy traffic? A: <class>1</class> <text>You should</text>","given semi-directly causing a very serious car accident, are you expected to follow the law at all times when driving? A: <class>0</class> <text>You are expected</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000009232.jpg,Let inadequate meal preparation slide A: <class>-1</class> <text>It's bad</text>,are students expected to take along a few homemade meals when returning to college? A: <class>0</class> <text>They should</text>,"Given anna had a lot of leftovers from her kids' lunches all week, is making lunches for your kids moral? A: <class>1</class> <text>It's good</text>",Mix ingredients together before baking something A: <class>0</class> <text>You need to</text>,Assembles all the ingredients before you make something A: <class>1</class> <text>it's good</text>,1|4,0,4
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",44,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000000457.jpg,"Is visiting your old neighborhood good, if martin wandered through the streets of his old neighborhood? A: <class>0</class> <text>It is normal</text>",Is not memorizing street names an acceptable behavior? A: <class>0</class> <text>it's okay</text>,"When martin wandered through the streets of his old neighborhood, can I wander around when reminiscing somewhere? A: <class>0</class> <text>it is expected</text>","in the context of martin wandered through the streets of his old neighborhood, visiting your old neighborhood. A: <class>0</class> <text>It is normal</text>","if martin wandered through the streets of his old neighborhood, wandering around when reminiscing somewhere. A: <class>0</class> <text>it's expected</text>",https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000000461.jpg,"is celebrating when people hit major milestones an acceptable behavior, when we had a cake and sang happy retirement? A: <class>1</class> <text>it's encouraged</text>","celebrate when people hit major milestones, if we had a cake and sang happy retirement A: <class>1</class> <text>it's encouraged</text>","Is Sam deciding to do something different and making Hank some birthday lasagna, complete with birthday candles moral? A: <class>-1</class> <text>It is unethical</text>",Is pushing a kids face into cake acceptable from a moral perspective? A: <class>-1</class> <text>It is wrong</text>,be a hands on learner A: <class>0</class> <text>It's okay</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000000463.jpg,is getting your own private plane when you have a lot of money and travel a lot a moral behavior A: <class>1</class> <text>It's nice</text>,getting your own private plane when you have a lot of money and travel a lot A: <class>1</class> <text>It's nice</text>,"When eventually he could afford his own plane, must you be too frugal with your money? A: <class>-1</class> <text>you shouldn't</text>","is spending your money as you please ok from a moral perspective, given eventually he could afford his own plane? A: <class>0</class> <text>it is allowed</text>","is wanting to make a big purchase correct, in the context of eventually he could afford his own plane A: <class>0</class> <text>It's understandable</text>",0|1|2|3|4,0|1|2|3|4,0|1|2|3
Choose the most likely event descriptions.,"Given an image, choose the most likely descriptions for the event","image, deduction, object indications",1244,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000017635.jpg,Is skateboarding when you're a kid good morally? A: <class>0</class> <text>it's good</text>,spend time skating on your skateboard as a child. A: <class>0</class> <text>it's fun</text>,Is wearing a helmet when you are skateboarding morally good? A: <class>1</class> <text>it's good</text>,Should you let your kids rollerblade or roller-skate in the house? A: <class>-1</class> <text>You shouldn't</text>,Is spending time skating on your skateboard as a child ok morally? A: <class>0</class> <text>it's fun</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000017638.jpg,"Given billy was having his first tennis lesson, is practicing skills you want to learn okay? A: <class>0</class> <text>You should</text>","practice a sport to become successful at a young age, given by the time he was 18 he joined his first tournament. A: <class>1</class> <text>It's good</text>","excele at sports, if he approached the ball and set his sights on it A: <class>1</class> <text>it's good</text>","Being safe when holding a racquet, when tommy felt his grip on his racquet was not strong A: <class>0</class> <text>it is good</text>",Being safe when holding a racquet A: <class>0</class> <text>it is good</text>,https://storage.googleapis.com/ai2-yj/coco_images/test2014/COCO_test2014_000000017639.jpg,"given unexpected kindness helps grandmother out of a jam, taking care of your grandparents. A: <class>0</class> <text>It's expected</text>","acting as older people, when young actress cast in old roles tires of playing second banana A: <class>0</class> <text>it's okay</text>","is helping people who need it moral, given refusing to open a jar of pickles for an old lady? A: <class>1</class> <text>You should</text>","Dislike being associated with the elderly, when young actress cast in old roles tires of playing second banana A: <class>0</class> <text>it's understandable</text>","given she asked him to pick up three or four bananas for her, being too indulgent with food, even healthy food A: <class>-1</class> <text>it's best not to</text>",2|4,0|2|3,0
