Title,Description,Keywords,situation-0-id,situation-0,situation-0-prompt
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",31,"It’s also got some of the most beautiful music ever written. In his new book, “A Mad and Wonderful Thing: The Bombing of Pforzheim, Germany, 1945” (Norton), Michael S. Neiberg tells the story of a town that was nearly obliterated by Allied bombs in World War II — and how its citizens rebuilt it into a model for urban renewal. The story is told through the eyes of Karl Hohmann, who as a boy watched from his bedroom window as Allied bombers dropped more than 1,000 tons of explosives on Pforzheim in just one night. ","In a mere 100 minutes, it’s got lust, incest, suicide and decapitation."
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",32,"“We have a very clear idea of what we want to do,” Sanders said. “We are going to raise taxes on the wealthy and large corporations. We are going to end the absurdity of American companies making billions in profits while paying zero in federal income taxes. We are going to end the absurdities that exist with our current tax system, where billionaires pay an effective tax rate lower than nurses or truck drivers.” The Vermont senator also took aim at President Donald Trump for using his office as a “bully pulpit” for his own personal gain and not doing enough to help working-class Americans. ","Democratic 2020 U.S. presidential candidate and U.S. Senator Bernie Sanders (I-VT) speaks at a campaign stop in Hooksett, New Hampshire, September 30, 2019."
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",33,"The Advertising Standards Authority (ASA) ruled that the budget airline's claims to be 'Europe's greenest airline' and its 'greenest year ever' were misleading. The ASA said it was not convinced by Ryanair's claim that it had cut its carbon emissions by 20% in 2017, and said the firm had failed to provide evidence of how this figure was calculated. Ryanair has doubled down on its claim it is 'Europe's greenest airline' - a day after UK regulators ruled it misled consumers in adverts over its green credentials (file image) ",Ryanair has doubled down on its claim it is 'Europe's greenest airline' - a day after UK regulators ruled it misled consumers in adverts over its green credentials.
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",34,"This call is being recorded. At this time, I would like to turn the conference over to Mr. Shawn Duffy, Senior Vice President and Chief Financial Officer of Viasat. Please go ahead, sir. Shawn Duffy Thank you very much and good afternoon everyone and welcome to Viasat's third quarter fiscal year 2020 earnings conference call. During today's call we will discuss our financial results for the third quarter of fiscal year 2020 ended December 31st, 2019 as well as provide an update on our business outlook for the remainder of fiscal year 2020 and beyond. ","Viasat, Inc. (NASDAQ:VSAT) Q3 2020 Results Earnings Conference Call February 6, 2020 5:00 PM ET Company Participants Mark Dankberg - Chairman of the Board, Chief Executive Officer Robert Blair - Vice President, General Counsel, Secretary Shawn Duffy - Senior Vice President, Chief Financial Officer Richard Baldridge - Director, President, Chief Operating Officer Bruce Dirks - Senior Vice President, Treasury, Corporate Development Conference Call Participants Philip Cusick - JPMorgan Rich Valera - Needham & Company Louie Dipalma - William Blair Mike Crawford - B. Riley Operator Welcome to Viasat's FY 2020 third quarter earnings conference call."
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",35,"A Greggs customer has claimed that the chain's staff told her to stop eating a sausage roll with a knife and fork. The woman, who was eating at the branch in Hanley, Stoke-on-Trent, took to Twitter to complain about the incident. She said: 'I'm not sure if this is an isolated incident or not but I went into Greggs Hanley today and was told by one of your staff that I couldn't eat my pasty with a knife and fork. ' A Greggs customer has claimed that the chain's staff told her to stop eating a sausage roll with a knife and fork (file photo) ","From its much-loved bakes to vegan sausage rolls, it seems that Greggs can do no wrong, but now the bakery chain has outraged fans by stirring up a debate on how to eat a popular snack."
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",36,"“She was telling me about how nervous she was and I said, ‘Don’t be nervous, you are going to kill it. It is not like I have a hard act to follow. You are doing a great job already,'” Lopez told Entertainment Tonight at the NBC Universal Upfronts in New York City on Monday (May 14). As for who she thinks will win the big game this year, JLo has her money on Tom Brady and the Patriots. “I think Tom Brady is going to win. ","Two years ago Lady Gaga put on a memorable halftime show at the Super Bowl, but the superstar had some advice for this year’s performer, Jennifer Lopez ahead of the big event."
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",37,"But what about the growth of other drugs? The $150 billion drug industry has been in a boom for years. Drug overdoses are at an all-time high. Cocaine and meth use is surging. The market for painkillers is growing again, and heroin use is rising. According to the US Department of Justice, more than 500,000 people were arrested on drug charges in 2014 – that’s one arrest every 20 seconds! That’s up from almost 400,000 arrests in 2000! ",The wave of marijuana legalization in the United States gets most of the attention from investors.
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",38,"The Court of Appeal in Auckland on Friday dismissed an appeal by Glenwood Motors Ltd, and its sole director Brian Cox, against a High Court decision that it was not fair for the car company to end the dealership. Mr Cox's lawyer David Baker said they were disappointed with the decision but it was not yet clear whether he would seek leave to appeal to the Supreme Court. He said there had been other High Court decisions which held that if a termination was motivated by something other than just profit then fairness did not apply. ",A car dealer has lost his appeal over the termination of his Volkswagen dealership seven years ago as part of a nationwide reorganisation of the company's outlets.
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",39,"Mahomes led the Kansas City Chiefs to a 38-31 victory over the Los Angeles Chargers in an AFC West divisional playoff game Saturday, a week after his record-setting performance at Arrowhead Stadium had led them to the conference championship. “I think it’s everything you can imagine,” Mahomes said of reaching his first NFL post-season. “I mean, you have all these dreams and goals as a kid and then to be able to go out there and make it happen is just unbelievable. I don’t know how else to describe it. ","Twelve hours later, Patrick Mahomes still could not find any better words to describe how it felt to fulfil a lifelong goal."
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",40,"""If you find out what it is, let me know,"" Moore said. The CIA's website states that the Medal of Honor was established during the Civil War to recognize individuals who distinguished themselves in combat. According to the CIA's website, ""Since then, it has been awarded more than 3,400 times -- including 23 posthumously -- to men and women in all branches of military service and to civilians for actions dating back to the American Revolution."" Today, Moore said he hopes someone with a memory or a connection will come forward. ","A prize so valuable that a lieutenant colonel sent an agent on not just one mission to secure it, but two."
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",41,"The enduring scene shows Billy Crystal as Harry and Ryan as Sally eating lunch in Katz’s Deli. As they talk about relationships, Harry tells Sally that women can fake orgasms, but men can’t fake a whole relationship. Harry then tells Sally that she doesn’t have to worry about her current boyfriend because “he fakes it all the time.” Sally then asks if he is saying she has bad sex with her boyfriend and when Harry confirms it, she begins to pretend orgasmic pleasure in front of the entire restaurant! ",Movie fans re-create the hilarious moment at the table in New York’s Katz’s Deli where Sally (Meg Ryan) fakes the pleasure of passion in the 1989 movie “When Harry Met Sally.”
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",42,"Sen. Ted Cruz (R-Texas) was expected to win the Iowa caucuses by a large margin, but Donald Trump took first place in a close race with Sen. Marco Rubio (R-Fla.) just behind him. The Democratic race between former Secretary of State Hillary Clinton and Sen. Bernie Sanders (I-Vt.) was also closer than anticipated, with the two separated by just 0.3 percentage points as of early Wednesday morning — though Clinton led in the popular vote by 0.2 percentage points as well as in delegates awarded on caucus night: ",The first major contest of the U.S. presidential primary season did not go as planned.
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",43,"I change. I don’t like it. It doesn’t feel good to be less than I was, or not as good as I was at something. It doesn’t feel good to not be able to do something I used to do well. I am so easily irritated by my own self that it makes me cry and then angry with myself for crying and then doubly angry because of the reason for my anger, which is why I am crying in the first place, which is just stupid… It goes on like this forever…or at least until the end of time or the world comes to an end or something equally life-altering happens. ","The unfettered caress of time on every individual is expressed in many ways, the most distinguishable of these expressions being change."
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",44,"The 45-year-old, who is unnamed in the report published in the Journal of Medical Case Reports, had undergone surgery to remove a cancerous testicle when he was just 18. In 2003, doctors found he had developed a tumour on his remaining testicle which they removed and then gave him an orchiectomy - an operation to remove one or both testicles. Ten years later he was diagnosed with colon cancer and began chemotherapy but it spread to his lymph nodes, lungs and brain. ",A man whose colon cancer spread to one of his testicles reportedly ended up in the bizarre situation because of a traumatic kick to his groin 20 years earlier.
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",45,"Police say the trio was arrested after they raided a bank in Gweru and escaped with US $100 000. According to police, on January 19, at around 2pm, three armed robbers stormed ZB Bank located along Kaguvi Street in Gweru and ordered the cashiers to open the safe before making away with US $100 000. The suspects had reportedly parked their Toyota Noah double cabin vehicle outside the bank where they left it before entering and committing the robbery. ","By Freedom Mupanedemo and Munyaradzi Musiiwa Police in Gweru have arrested three notorious armed robbers allegedly behind a spate of robberies in the Midlands, Masvingo and Bulawayo and are also linked to a US $250 000 heist in Madokero, Harare."
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",46,"Trevor and Kimberly McCarty’s craft cocktail bar, Mother’s Ruin, is best known for its culinary offerings. With the recent opening of a new menu that focuses on charcuterie and cheeses from around the world, Mother’s Ruin has also taken over the space once occupied by A&B Lobster Shack & Fish Market. Since Trevor McCarty was also a former chef at Catalina Offshore Products (which now operates out of Santa Monica), he has been in touch with local seafood purveyors like fisherman Jon Bongiovanni at LA Fish Company in Long Beach. ","When downtown lost the Manufactory in December, a small wine bar in East Hollywood gained a prized new chef."
OOF Hits!!,"This is the OOF hits, you need to pass the qual in order to do the hits.","ai, critique, editing, errors",47,"Gould’s has been in business for over a century, but this year the sweet smell of maple will not be in the air. READ MORE: Maple Syrup season officially underway “The Gould family is very saddened to announce that we will not be opening our sugarhouse for the 2018 season,” said Tracy Gould on Facebook. “We have faced many challenges this year and are working hard to overcome them. Our staff have worked tirelessly and are as disappointed as we are with this outcome. We hope that everyone understands that there were some circumstances beyond our control. ",Gould’s Maple Sugarhouse in Shelburne will not be opening for the Maple Sugar Season this spring.
