Title,Description,Keywords,Q1PairID,Q1Paraphrase,Q1Target,Q1TestSentence,Q2PairID,Q2Paraphrase,Q2Target,Q2TestSentence,Q3PairID,Q3Paraphrase,Q3Target,Q3TestSentence,Q4PairID,Q4Paraphrase,Q4Target,Q4TestSentence,Q5PairID,Q5Paraphrase,Q5Target,Q5TestSentence,Q6PairID,Q6Paraphrase,Q6Target,Q6TestSentence,Q7PairID,Q7Paraphrase,Q7Target,Q7TestSentence,Q8PairID,Q8Paraphrase,Q8Target,Q8TestSentence,Q9PairID,Q9Paraphrase,Q9Target,Q9TestSentence,Q10PairID,Q10Paraphrase,Q10Target,Q10TestSentence,QXPairID,QXParaphrase,QXTarget,QXTestSentence
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",VB.treat.cure.4,cure,treat,"for example , how many times have we been told that embryonic stem cells would <b><font color=""blue"">treat</font></b> incurable diseases , whereas so far nothing has been published to prove this ?",JJ.soft.limp.3,limp,soft,"may i rebut john stevens &apos; suggestion that the socialist group is <b><font color=""blue"">soft</font></b> on the independence of the ecb .",NN.field.discipline.9,discipline,field,"please provide information , disaggregated by sex and <b><font color=""blue"">field</font></b> of study , regarding the student body in institutions of higher education .",RB.really.extremely.6,extremely,really,"thus , the amount of money is <b><font color=""blue"">really</font></b> enormous and one can ask oneself whether such an amount could not have been used in a better way .",JJ.heavy.intense.0,intense,heavy,"as for the &quot; security presence , &quot; it was normal and there was no reason why that presence should be &quot; <b><font color=""blue"">heavy</font></b> &quot; ( intense ) , as has been alleged .",RB.finally.eventually.6,eventually,finally,"that is why i hope that this sentence , which still figures in the proposal , will <b><font color=""blue"">finally</font></b> be deleted .",JJ.sorry.regretful.4,regretful,sorry,"danish federation <b><font color=""blue"">sorry</font></b> for organizing a friendly match with israel",NN.function.operation.7,operation,function,"what can we say after two months of its <b><font color=""blue"">function</font></b> ?",VB.treat.cure.2,cure,treat,"&quot; bravo , mr fatuzzo , &quot; said mrs doyle , &quot; this is why i am requesting that we make it possible to <b><font color=""blue"">treat</font></b> animals that can not be treated at the moment because we can not use medicines on them . &quot;",NN.service.maintenance.6,maintenance,service,"the document is of special significance to independent car service stations , which require access to technical information to be able to compete effectively with authorised <b><font color=""blue"">service</font></b> stations , as well as to independent producers of car parts .",ctrl.VP/d/00003238.pp2.1,decline,is lower,"as a result of the changes introduced , productivity has increased , the production systems have been rationalized , new customers have been consolidated and the rejected product rate <b><font color=""blue"">is lower</font></b> ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.bug.insect.0,insect,bug,"then here too there is the <b><font color=""blue"">bug</font></b> called turkey , controlled by america , which does not allow the oil from the aegean to be exported .",JJ.soft.gentle.3,gentle,soft,"this does not speak well of our vaunted &apos; <b><font color=""blue"">soft</font></b> power &apos; .",NN.function.role.8,role,function,"in our view , the council has an important <b><font color=""blue"">function</font></b> in coordinating the efforts of the various actors and in avoiding unnecessary duplication , all with a view to optimizing the efficiency of the peace initiatives .",NN.function.operation.8,operation,function,"( pl ) mr president , the proposal under discussion concerns one of the fundamental principles of the <b><font color=""blue"">function</font></b> of the european union - the removal of internal borders and the free flow of people .",VB.manage.cope.9,cope,manage,"migratory birds convention act , 1994 ( mbca ) this act implements canada &apos;s obligations under the migratory birds convention with the us to <b><font color=""blue"">manage</font></b> certain species of migratory birds and regulate hunting activities .",JJ.bright.shiny.5,shiny,bright,"he has a big , <b><font color=""blue"">bright</font></b> , beautiful spirit , though , and you will love working for him .",RB.really.extremely.9,extremely,really,"it &apos;s <b><font color=""blue"">really</font></b> difficult to ask the tough questions - and get meaningful answers - about the privacy implications of a proposed initiative when all we have are generalities about what is taking place right now .",JJ.rude.impolite.1,impolite,rude,"( de ) madam president , i assume that you agree with me that it is very <b><font color=""blue"">rude</font></b> of some members to ask questions and then to leave .",JJ.vital.critical.8,critical,vital,"while most dryland forests have relatively low potential for timber production , they furnish a wide range of goods ( both wood and non-wood products ) and services , which are <b><font color=""blue"">vital</font></b> to local populations .",JJ.steady.unwavering.3,unwavering,steady,"the development agenda must not be a paper tiger . it should rather instil in us an unshakeable resolve and <b><font color=""blue"">steady</font></b> us on a firm course .",ctrl.JJ/d/00010234.pp1.2,rough,difficult,"i simply assume that , because the greek language is <b><font color=""blue"">difficult</font></b> , the president-in-office was unable to understand the interpretation of my previous question ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ.steady.ongoing.6,ongoing,steady,"the <b><font color=""blue"">steady</font></b> deterioration in the security situations in the northern central african republic , chad and the darfur region of the sudan has triggered the forced displacement of people to safer regions internally and externally to neighbouring countries .",VB.treat.address.0,address,treat,"that is no way to <b><font color=""blue"">treat</font></b> a democratic people &apos;s chamber .",RB.apparently.evidently.2,evidently,apparently,"i was glad to see that the european socialists , including the uk labour party , today <b><font color=""blue"">apparently</font></b> deserted mr brown &apos;s proposals about renationalisation .",RB.apparently.evidently.7,evidently,apparently,"<b><font color=""blue"">apparently</font></b> , however , the policy address this year fails to address these problems squarely .",VB.cover.encompass.4,encompass,cover,"the commission considers that the scope of this examination can be usefully extended to <b><font color=""blue"">cover</font></b> not only financial instruments already applied but the instruments currently contemplated under the common policies on asylum and immigration .",NN.market.supermarket.0,supermarket,market,"( de ) madam president , commissioner , it is very important for us to have this debate in parliament on the future of aquaculture and , of course , in so doing for us also to see europe as a large consumer <b><font color=""blue"">market</font></b> .",RB.truly.totally.2,totally,truly,"the increasing number of cases submitted to the office for resolution shows that the effort was successful and that the office has been <b><font color=""blue"">truly</font></b> established as a &quot; zero-barrier &quot; facility for all staff regardless of level or location .",NN.board.blackboard.4,blackboard,board,"with the dell s500wi interactive ultra short throw projector , you can engage the audience with interactive features and get away from the <b><font color=""blue"">board</font></b> and the laptop .",RB.finally.conclusively.0,conclusively,finally,"if the council is not good enough to be here then we should <b><font color=""blue"">finally</font></b> reject it now .",JJ.bright.shiny.8,shiny,bright,"the glittering <b><font color=""blue"">bright</font></b> light makes the joyful atmosphere reach the climax .",ctrl.VB/d/00001440.pp1.1,downgrade,decline,"the european commission estimates that by 2030 the eu &apos;s working population will <b><font color=""blue"">decline</font></b> drastically , falling by 20 million ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.function.role.6,role,function,"overall , there does not appear to be any helpful dialogue or network in the cf community regarding resource management ( business planning and performance measurement ) and most bases we visited carry out this <b><font color=""blue"">function</font></b> in relative isolation .",NN.home.dwelling.0,dwelling,home,"two 81-mm mortar rounds impacted on the roof of the <b><font color=""blue"">home</font></b> of habib yasin khashshab and also damaged another dwelling .",NN.coach.trainer.5,trainer,coach,"in football , a good team with a bad <b><font color=""blue"">coach</font></b> would never reach the top of the league .",JJ.rough.approximate.6,approximate,rough,"76 . the working group estimated the number of migrants worldwide currently to be about 130 million of whom , according to <b><font color=""blue"">rough</font></b> estimates , there could be as many as 30 million in an irregular situation in the various receiving states .",RB.softly.quietly.0,quietly,softly,"we are only capable of projecting moral power , so when baroness ashton spoke , very <b><font color=""blue"">softly</font></b> , at the beginning of this debate , she unfortunately did not carry a big stick as well .",RB.apparently.demonstrably.1,demonstrably,apparently,"it is sad that the special envoy has gone beyond this to make unwarranted and unhelpful press statements ; <b><font color=""blue"">apparently</font></b> with a view to embroiling us in a public relations row that we do not want and accept .",VB.draw.attract.1,attract,draw,"the european union should redirect a greater share of its annual budget for financially supporting the infrastructure projects able to <b><font color=""blue"">draw</font></b> direct foreign investments .",VB.cover.conceal.4,conceal,cover,"israel is trying to <b><font color=""blue"">cover</font></b> up the war of genocide it is waging against the palestinian people .",NN.service.maintenance.0,maintenance,service,"outside the eu , where f-gas technology will remain mainstream , the <b><font color=""blue"">service</font></b> networks for such systems will simply not exist .",VB.save.keep.8,keep,save,"• create a common work space on the computer for each team to <b><font color=""blue"">save</font></b> their work as a group .",ctrl.NP/s/00011660.pp1.2,this branch,service,"in addition , <b><font color=""blue"">service</font></b> must be established in at least 5 of the mcs spectrum licence areas licensed to inukshuk ;"
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.coach.bus.4,bus,coach,"we also need to remember that paneuropean bus and <b><font color=""blue"">coach</font></b> companies differ greatly from one another .",RB.truly.totally.4,totally,truly,"we welcome the proposed strengthening of the role and capacity of the resident coordinator , which in turn should facilitate such an enhanced effort to achieve a <b><font color=""blue"">truly</font></b> integrated united nations country team .",JJ.sorry.pathetic.1,pathetic,sorry,"when did you get so <b><font color=""blue"">sorry</font></b> for yourself , cook ?",VB.lie.deceive.0,deceive,lie,"while the human race is one race and one species , we should not <b><font color=""blue"">lie</font></b> to ourselves .",RB.truly.factually.5,factually,truly,"to carry out this practice , we should <b><font color=""blue"">truly</font></b> publicize conspicuous problems of this kind , so as to let the masses understand the real situation and conduct supervision .",RB.truly.totally.6,totally,truly,"in this regard , parliament will have to consider how it can make qualitative improvements to its own area of the impact assessment in view of the fact that the european commission does not want to carry out the <b><font color=""blue"">truly</font></b> independent impact assessment demanded by parliament .",NN.home.dwelling.7,dwelling,home,"a father , a mother and their 15-year-old daughter were abducted from their <b><font color=""blue"">home</font></b> and shot at close range just outside nicosia in the unoccupied part of cyprus .",RB.near.approximately.8,approximately,near,"nuclear plants located by the sea do not face similar problems in hot conditions , because ocean waters do not heat up anywhere <b><font color=""blue"">near</font></b> as rapidly as rivers or lakes .",JJ.rich.rewarding.7,rewarding,rich,"mr president , very briefly , as rapporteur , i would like to thank those colleagues who have taken part in this <b><font color=""blue"">rich</font></b> and historic debate .",NN.match.game.0,game,match,"i believe that the <b><font color=""blue"">match</font></b> is now over , and that the netherlands has reached the final .",ctrl.NN/m/00003844.pp1.1,market-place,market,"so as to guarantee a viable and strong single <b><font color=""blue"">market</font></b> , we need to reconcile what mario monti referred to in his analytical and stimulating report as the tensions between market integration and social objectives ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ.sorry.regretful.9,regretful,sorry,"i am sorry , really <b><font color=""blue"">sorry</font></b> that a report like this should reach plenary .",VB.decline.deteriorate.2,deteriorate,decline,"in general , the state of the environment in africa continues to <b><font color=""blue"">decline</font></b> , while social and economic inequality is increasing .",JJ.heavy.intense.6,intense,heavy,"disregarding his own wounds , corporal topham unhesitatingly rescued seriously wounded men from the front line and gave them first aid despite <b><font color=""blue"">heavy</font></b> enemy fire .",VB.draw.attract.8,attract,draw,"this new situation will hopefully <b><font color=""blue"">draw</font></b> the european union &apos;s attention , at last , towards this extremely important geostrategic region and erase the offence that was given when it was omitted from the list of our new neighbours .",VB.lie.rest.4,rest,lie,"how can they <b><font color=""blue"">lie</font></b> in their beds when they know that those who murdered their kith and kin are to be released on to the streets with access to the weapons of murder .",JJ.sorry.pathetic.3,pathetic,sorry,"in my opinion , the commission &apos;s record on social policy tells a <b><font color=""blue"">sorry</font></b> tale .",JJ.rude.impolite.8,impolite,rude,"i do n&apos;t mean to be <b><font color=""blue"">rude</font></b> or stereotypical , but i &apos;m quite serious when i say the biggest challenge we face in promoting aging-in-place technologies is getting engineers and politicians to imagine and understand what it &apos;s like to have these life experiences .",VB.shake.destabilize.4,destabilize,shake,"un envoy in the middle east terje roed larsen urged syria , israel and lebanon for self-control , saying the last attacks may <b><font color=""blue"">shake</font></b> stability in the region .",NN.function.operation.2,operation,function,"a pdh function could not allocate enough temporary memory to complete the operation . close some applications or extend the pagefile and retry the <b><font color=""blue"">function</font></b> .",NN.function.role.4,role,function,"secondly , the commission &apos;s <b><font color=""blue"">function</font></b> in comprehensive coordination must be enhanced .",ctrl.RB/e/00003893.pp2.0,exclusively,only,"us demands multilateral negotiations with japan and south korea to settle the current nuclear crisis , while pyongyang wanted to start negotiations with washington <b><font color=""blue"">only</font></b> ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ.rough.approximate.2,approximate,rough,"<b><font color=""blue"">rough</font></b> estimates for six eastern european countries suggest that , on average , only about 30-40 per cent of the unemployed are entitled to a benefit that is equivalent to about one third of the average wage .",NN.market.supermarket.8,supermarket,market,"then you try to clean-and-jerk your breasts into a bra , and ... ease some exercise pants over that front and back belly , and go down to the <b><font color=""blue"">market</font></b> and flirt with the bag boy .",VB.manage.cope.1,cope,manage,"it is crucially important that the union have the necessary tools to <b><font color=""blue"">manage</font></b> unstable areas .",JJ.sorry.regretful.0,regretful,sorry,"impose something on my nation , experience tells me and them that the iranian nation will make them <b><font color=""blue"">sorry</font></b> .",RB.tight.watertight.2,watertight,tight,"a visual test must be performed in the darkroom to ensure the room is light <b><font color=""blue"">tight</font></b> .",JJ.soft.limp.0,limp,soft,"mr frattini was <b><font color=""blue"">soft</font></b> on specifics , but sharp in general .",JJ.heavy.massive.5,massive,heavy,"for example , cluster bombardments were particularly <b><font color=""blue"">heavy</font></b> in and around the tibnin hospital grounds , especially on 13 august when 2,000 civilians were seeking shelter there .",RB.really.genuinely.7,genuinely,really,"is it <b><font color=""blue"">really</font></b> possible that the two sides act simultaneously ?",NN.ring.circle.9,circle,ring,"the commission has already explained that the countries of the western balkans and also romania , bulgaria and turkey are not included in this <b><font color=""blue"">ring</font></b> , and why that is .",NN.field.ground.4,ground,field,"inadequate coordination or even a total lack of coordination between the various players in the <b><font color=""blue"">field</font></b> will inevitably lead to negative effects .",ctrl.ADVP/o/00000592.pp2.2,only,very much,"to lay down precise rules in a technological environment that is essentially <b><font color=""blue"">very much</font></b> in a state of flux , is no easy matter ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ.sorry.pathetic.9,pathetic,sorry,"notwithstanding the possible involvement of fear of persecution , it is an affront to democracy and a <b><font color=""blue"">sorry</font></b> state of affairs when elected parliamentary representatives resort to admitting to the failure of the democratic process and declare approval of a military dictatorship .",NN.coach.bus.2,bus,coach,"at the same time , though , we need as much firmness as possible , especially in combating practices such as the existence of rogue <b><font color=""blue"">coach</font></b> operators , who are frankly wrecking the market .",VB.draw.sketch.3,sketch,draw,"spell a word backwards , hum a tune , answer a multiple-choice question , <b><font color=""blue"">draw</font></b> with your eyes closed , and more when you play cranium .",JJ.rich.rewarding.1,rewarding,rich,"mr president , i , too , would like to congratulate the commissioner on this final effort - yes , i who have often challenged him in other forums - and to simply thank everyone for this very <b><font color=""blue"">rich</font></b> debate , in which many members have spoken .",JJ.open.unlocked.1,unlocked,open,"we found one of the security cages wide <b><font color=""blue"">open</font></b> , and we started turning on the lights .",NN.bug.insect.8,insect,bug,"the meteor was shot out of orbit by <b><font color=""blue"">bug</font></b> plasma ... that derived from klendathu , the arachnids &apos;home planet .",JJ.bright.shiny.4,shiny,bright,"&quot; the ring of light &quot; was a french project to launch a ring of <b><font color=""blue"">bright</font></b> satellites to celebrate the bicentennial of the revolution and the centennial of the eiffel tower in 1989 .",JJ.sorry.pathetic.0,pathetic,sorry,"( pt ) mr president , we have here yet another <b><font color=""blue"">sorry</font></b> example of the double standards that are so often evident in this house .",VB.manage.administer.9,administer,manage,"is it really the job of politicians to <b><font color=""blue"">manage</font></b> our food ?",RB.softly.quietly.7,quietly,softly,"cardinal speaks <b><font color=""blue"">softly</font></b> but passionately about his decision to break architectural rules and eschew convention - what he calls following the path of the warrior .",ctrl.VP/d/00003238.pp2.0,decline,is lower,"the barometric pressure in the ocean off of indonesia <b><font color=""blue"">is lower</font></b> , and the resulting pressure gradient draws air towards indonesia from the high-pressure zone ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",VB.shake.wiggle.4,wiggle,shake,"<b><font color=""blue"">shake</font></b> the related wire harness and connectors , and look for loose connections , poor pinfits , and poor grounds .",NN.service.assistance.2,assistance,service,"we also fully agree with issues addressed in this report , especially the most pressing health problems in sub-saharan africa , and the general question of how to improve health care <b><font color=""blue"">service</font></b> provisions and social insurance schemes there .",VB.draw.attract.3,attract,draw,"this will <b><font color=""blue"">draw</font></b> in yet more migrants from outside europe , but it will also present a social threat by having a domino effect , making low-paid jobs a little less secure and going on to affect the higher-paid too .",JJ.rich.rewarding.5,rewarding,rich,"member of the commission . - madam president , this has been an extremely <b><font color=""blue"">rich</font></b> debate and i would just like to emphasise a couple of points in answer to some questions .",RB.finally.conclusively.9,conclusively,finally,"with this new mandate and the rigorous testing that will take place , i hope that sis ii is <b><font color=""blue"">finally</font></b> on track to a successful launch by september 2009 .",NN.bug.error.5,error,bug,"find patches for a specific <b><font color=""blue"">bug</font></b> id or platform and base release .",NN.home.dwelling.5,dwelling,home,"&quot; any place &quot; is generally interpreted as a place of business , including a warehouse , although it can also include a <b><font color=""blue"">home</font></b> .",RB.finally.conclusively.6,conclusively,finally,"i do not believe it is appropriate to devote any more time to the matter , as fortunately it was <b><font color=""blue"">finally</font></b> settled this november , following the agreement reached in the council of ministers of the european union .",RB.softly.gently.0,gently,softly,"&apos; <b><font color=""blue"">softly</font></b> , softly &apos; will not do anymore .",JJ.heavy.intense.1,intense,heavy,"<b><font color=""blue"">heavy</font></b> feeding can result in premature leaf drop , lowered sugar content , increased acid and poor colouring of the fruit .",ctrl.RB/c/00001888.pp2.0,closely,specifically,"the points of this consensus more <b><font color=""blue"">specifically</font></b> related to labour market policy are as follows :"
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.home.dwelling.9,dwelling,home,"the eu must insist upon the israeli government restoring the al-kurd family to their <b><font color=""blue"">home</font></b> .",NN.match.game.4,game,match,"i would go so far as to say , commissioner , that we can celebrate having scored the first goal , but the <b><font color=""blue"">match</font></b> is not over .",VB.save.rescue.0,rescue,save,"in all cases , however , they help to <b><font color=""blue"">save</font></b> the knowledge of the aboriginal culture , enhance cultural pride and identity among young people , strengthen ties to the land and the environment and offer indigenous youth an alternative view of the future .",RB.around.nearby.5,nearby,around,"that call i made - that &apos;s just &apos; cause there was kids <b><font color=""blue"">around</font></b> .",JJ.rough.coarse.3,coarse,rough,"( nl ) i should like to give a <b><font color=""blue"">rough</font></b> list of actions that emit co2 , from someone i bumped into on the street yesterday .",ctrl.NN/f/00019314.pp1.1,job,function,"an important <b><font color=""blue"">function</font></b> of the forum will be to undertake regular and periodic review and assessment of international economic policies and of their impact on development .",ctrl.NN/b/00025683.pp2.1,bug,microbe,"phospholipids were not detected in purified preparations of goblets , though they are known to be prominent constituents of the intact membranes of this <b><font color=""blue"">microbe</font></b> .",ctrl.ADJP/s/00005375.pp1.1,very small,soft,"we want this people not to become <b><font color=""blue"">soft</font></b> ... but to become hard and , therefore ... you must steel yourselves for this in your youth .",ctrl.ADJP/c/00003702.pp1.2,steady,comparatively stable,"unlike canada &apos;s mercurial feature-film funding arrangements , experimental filmmakers enjoyed a <b><font color=""blue"">comparatively stable</font></b> ( if very modest ) funding set-up that used an artist &apos;s jury granting process .",ctrl.ADJP/r/00004811.pp2.2,rich,very good,"i find the idea <b><font color=""blue"">very good</font></b> . you have our full support .",ctrl.NN/b/00015549.pp2.1,board,plank,"he bid me bite on a <b><font color=""blue"">plank</font></b> , there was a whirlwind of steel , and within a minute three men lay dead and i had a lovely new set of gnashers ."
