Title,Description,Keywords,Q1PairID,Q1Paraphrase,Q1Target,Q1TestSentence,Q2PairID,Q2Paraphrase,Q2Target,Q2TestSentence,Q3PairID,Q3Paraphrase,Q3Target,Q3TestSentence,Q4PairID,Q4Paraphrase,Q4Target,Q4TestSentence,Q5PairID,Q5Paraphrase,Q5Target,Q5TestSentence,Q6PairID,Q6Paraphrase,Q6Target,Q6TestSentence,Q7PairID,Q7Paraphrase,Q7Target,Q7TestSentence,Q8PairID,Q8Paraphrase,Q8Target,Q8TestSentence,Q9PairID,Q9Paraphrase,Q9Target,Q9TestSentence,Q10PairID,Q10Paraphrase,Q10Target,Q10TestSentence,QXPairID,QXParaphrase,QXTarget,QXTestSentence
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",VB.treat.cure.4,cure,treat,"i now have chemotherapy to <b><font color=""blue"">treat</font></b> the cancer and i have an ongoing battle with my lung .",JJ.soft.limp.3,limp,soft,"it is sold in solid pieces that vary in texture from hard and dry to <b><font color=""blue"">soft</font></b> and gummy .",NN.field.discipline.9,discipline,field,"to qualify , candidates must already be enrolled in a phd program in a related <b><font color=""blue"">field</font></b> and have research experience ( letters of recommendation from previous mentors carry considerable weight ) .",RB.really.extremely.6,extremely,really,"a wonderful , talented , and <b><font color=""blue"">really</font></b> smart young woman ...",JJ.heavy.intense.0,intense,heavy,"the killings sparked days of <b><font color=""blue"">heavy</font></b> rioting in the territories , during which at least two palestinians were killed .",RB.finally.eventually.6,eventually,finally,"then , after a year , it <b><font color=""blue"">finally</font></b> becomes ... romantic .",JJ.sorry.regretful.4,regretful,sorry,"said sunday that he was &quot; deeply <b><font color=""blue"">sorry</font></b> &quot; about the angry reaction to his recent remarks about islam , which he said came from a text that did n&apos;t reflect his personal opinion .",NN.function.operation.7,operation,function,"upon the power failure , the emergency generators immediately came into <b><font color=""blue"">function</font></b> and supplied electricity to the affected areas , except those areas providing only non-essential services which were not linked up to the emergency generators .",VB.treat.cure.2,cure,treat,"we got it stored in one of those cryo-labs just in case zachary ... ever needs to use it to <b><font color=""blue"">treat</font></b> a cancer he develops , god forbid .",NN.service.maintenance.6,maintenance,service,"the service only dealer carries out only <b><font color=""blue"">service</font></b> and maintenance works and has no sales facilities .",ctrl.VP/d/00003238.pp2.1,decline,is lower,"as a result of the changes introduced , productivity has increased , the production systems have been rationalized , new customers have been consolidated and the rejected product rate <b><font color=""blue"">is lower</font></b> ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.bug.insect.0,insect,bug,"weed and <b><font color=""blue"">bug</font></b> killers may harm fish or destroy the plants and insects fish feed on , and fertilizers promote algae growth , leading to a greener , murkier lake .",JJ.soft.gentle.3,gentle,soft,"he loved the blue of god &apos;s heaven ... the <b><font color=""blue"">soft</font></b> caress of the south wind .",NN.function.role.8,role,function,"• the dac &apos;s <b><font color=""blue"">function</font></b> as the international hub for aid effectiveness work between bilateral and multilateral donors and with partner countries ;",NN.function.operation.8,operation,function,"family doctors and health care centres have come to depend upon their clinical knowledge of the structure and <b><font color=""blue"">function</font></b> of the cancer treatment system .",VB.manage.cope.9,cope,manage,"this sounds drastic , but we can <b><font color=""blue"">manage</font></b> with a gradual change if we act consistently .",JJ.bright.shiny.5,shiny,bright,"the washable and re-chargeable filter features a <b><font color=""blue"">bright</font></b> chrome end cap with a laser-engraved screamin &apos; eagle logo .",RB.really.extremely.9,extremely,really,"the tactics and strategies we chose in the past week worked <b><font color=""blue"">really</font></b> well .",JJ.rude.impolite.1,impolite,rude,"• do not point their fingers or stare at other people because it is considered <b><font color=""blue"">rude</font></b> .",JJ.vital.critical.8,critical,vital,"the security of the citizen and especially personal security is a matter of <b><font color=""blue"">vital</font></b> importance .",JJ.steady.unwavering.3,unwavering,steady,"he also thanked the pakistani government &apos;s <b><font color=""blue"">steady</font></b> support for china on such issues as taiwan , tibet and human rights .",ctrl.JJ/d/00010234.pp1.2,rough,difficult,"i simply assume that , because the greek language is <b><font color=""blue"">difficult</font></b> , the president-in-office was unable to understand the interpretation of my previous question ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ.steady.ongoing.6,ongoing,steady,"exchanges of visits by new-generation leaders in china and africa have further promoted mutual understanding and given fresh impetus to the <b><font color=""blue"">steady</font></b> development of sino-african friendship and cooperation , the paper added .",VB.treat.address.0,address,treat,"mr doorn and others raised the question of audit reliability and personally i take a great interest in this particular area . i have urged my services to <b><font color=""blue"">treat</font></b> this issue with great urgency .",RB.apparently.evidently.2,evidently,apparently,"this was <b><font color=""blue"">apparently</font></b> not an official government view because the requirements were not repeated on the platforms eminently placed to deal with this , including the ecofin council . quite the reverse , in fact .",RB.apparently.evidently.7,evidently,apparently,"furthermore , these tribes now enjoyed good trade relations with the colonists , a relationship they <b><font color=""blue"">apparently</font></b> did not wish to jeopardize .",VB.cover.encompass.4,encompass,cover,"( a ) upgrade its system of data collection to <b><font color=""blue"">cover</font></b> all areas of the convention ;",NN.market.supermarket.0,supermarket,market,"generally , three chain stores and one independent <b><font color=""blue"">market</font></b> or butcher shop are selected for sampling .",RB.truly.totally.2,totally,truly,"that is why we have to be <b><font color=""blue"">truly</font></b> unbiased , however painful that might be politically for us .",NN.board.blackboard.4,blackboard,board,"write the definitions on the <b><font color=""blue"">board</font></b> or use an overhead and have students copy these into their booklets at the appropriate place .",RB.finally.conclusively.0,conclusively,finally,"disposition i would allow the appeal , solely on the ground that , under the circumstances in which this appeal arose before it , the federal court of appeal did not have the jurisdiction to <b><font color=""blue"">finally</font></b> determine that the former s .",JJ.bright.shiny.8,shiny,bright,"she &apos;s all <b><font color=""blue"">bright</font></b> and shiny , even after everything she &apos;s been through .",ctrl.VB/d/00001440.pp1.1,downgrade,decline,"the european commission estimates that by 2030 the eu &apos;s working population will <b><font color=""blue"">decline</font></b> drastically , falling by 20 million ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.function.role.6,role,function,"furthermore , they often perform an important co-ordinating <b><font color=""blue"">function</font></b> within the recruitment process .",NN.home.dwelling.0,dwelling,home,"note in this guide , the term house includes a single family <b><font color=""blue"">home</font></b> , a semi-detached house , a duplex , a townhouse , a condominium unit , a unit in a co-operative housing corporation , a mobile or modular home , and a floating home .",NN.coach.trainer.5,trainer,coach,"• role of the <b><font color=""blue"">coach</font></b> and agent is crucial , and they should encourage athletes to focus on education as well as sport .",JJ.rough.approximate.6,approximate,rough,"<b><font color=""blue"">rough</font></b> approximation of the possible maximum range of swift foxes on the north american continent during the 19th century and approximate distribution in 1997 .",RB.softly.quietly.0,quietly,softly,"but listen , young man , you hold it gently with your soft hands , you must not torment it , you clasp it , gently and <b><font color=""blue"">softly</font></b> .",RB.apparently.demonstrably.1,demonstrably,apparently,"despite clear obligations under security council resolution 1244 ( 1999 ) and public avowals , kfor and unmik have <b><font color=""blue"">apparently</font></b> failed to preserve the multi-ethnic , multi-religious and multi-cultural character of kosovo and metohija .",VB.draw.attract.1,attract,draw,"the agricultural tourism strategy will look for ways to enhance yukon &apos;s unique tourism opportunities and <b><font color=""blue"">draw</font></b> more tourists to rural yukon communities .",VB.cover.conceal.4,conceal,cover,"it is a decision that primarily targets the militias and all death squads , crime gangs , and outlawed gangs , especially those that hide behind islam and wrap themselves with stories to <b><font color=""blue"">cover</font></b> themselves from the era of the emergence of the absent imam mahdi .",NN.service.maintenance.0,maintenance,service,"( a ) the first engineering assistant would provide electrical supply , <b><font color=""blue"">service</font></b> and maintenance ;",VB.save.keep.8,keep,save,"after reading this manual , <b><font color=""blue"">save</font></b> it in a convenient place .",ctrl.NP/s/00011660.pp1.2,this branch,service,"in addition , <b><font color=""blue"">service</font></b> must be established in at least 5 of the mcs spectrum licence areas licensed to inukshuk ;"
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.coach.bus.4,bus,coach,"latvia has ratified the interbus agreement on the international occasional carriage of passengers by <b><font color=""blue"">coach</font></b> and bus .",RB.truly.totally.4,totally,truly,"one of the key points with regard to the independent investigation of accidents as far as the group of the european people &apos;s party ( christian democrats ) and european democrats is concerned is that this investigation must be <b><font color=""blue"">truly</font></b> independent .",JJ.sorry.pathetic.1,pathetic,sorry,"you know , this has got to be the most piss-poor , <b><font color=""blue"">sorry</font></b> excuse for a hospital that i have ever set foot in .",VB.lie.deceive.0,deceive,lie,"&apos; cause to rewrite is to deceive and <b><font color=""blue"">lie</font></b> ... and you betray your own thoughts .",RB.truly.factually.5,factually,truly,"how have they applied the directive on misleading and comparative advertising ? unless the state plays an active and not just a formal role , this problem will remain <b><font color=""blue"">truly</font></b> intractable and the petitions from defrauded victims will accumulate .",RB.truly.totally.6,totally,truly,"if at any given moment someone-and particularly agents of the state-may be metaphorically or quite literally looking over our shoulder , we are not <b><font color=""blue"">truly</font></b> free .",NN.home.dwelling.7,dwelling,home,"more important in terms of numbers , however , are the programmes for heavily subsidized loans for building or buying a <b><font color=""blue"">home</font></b> and for improvements in existing dwellings .",RB.near.approximately.8,approximately,near,"regarding rainfall amount and tropical cyclone activity in 2005 , mr lam said , &quot; indications are that the annual rainfall will be <b><font color=""blue"">near</font></b> normal , whereas the number of tropical cyclones affecting hong kong will be slightly less than normal . &quot;",JJ.rich.rewarding.7,rewarding,rich,"regardless of whether one arrives by canoe or by plane , all visitors to york factory have an adventurous and <b><font color=""blue"">rich</font></b> experience .",NN.match.game.0,game,match,"dominating the opening part of the <b><font color=""blue"">match</font></b> is important since taking the flow with advantage facilitates the command of tactics and substitution of players in the game &apos;s last moments .",ctrl.NN/m/00003844.pp1.1,market-place,market,"so as to guarantee a viable and strong single <b><font color=""blue"">market</font></b> , we need to reconcile what mario monti referred to in his analytical and stimulating report as the tensions between market integration and social objectives ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ.sorry.regretful.9,regretful,sorry,"i am <b><font color=""blue"">sorry</font></b> that she did not speak about the need for flexibility to react to events in the european union because i think that is what we are talking about here this evening .",VB.decline.deteriorate.2,deteriorate,decline,"in the period after the governing council decision on 10 may , money market interest rates at maturities of up to one month broadly stabilised , while at longer maturities they continued to <b><font color=""blue"">decline</font></b> somewhat .",JJ.heavy.intense.6,intense,heavy,"reports indicated that two days of <b><font color=""blue"">heavy</font></b> fighting between subclans in the south of mudug region in july left at least 43 people dead and over 90 injured .",VB.draw.attract.8,attract,draw,"in an effort to <b><font color=""blue"">draw</font></b> more foreign investors including the chinese , the philippine government is now making regulations and taking measures to improve its infrastructure , she said .",VB.lie.rest.4,rest,lie,"in short , the emphasis must <b><font color=""blue"">lie</font></b> on simple , enforceable provisions , adequate controls and identical assessment standards by regulatory authorities .",JJ.sorry.pathetic.3,pathetic,sorry,"katara , why do n&apos;t you worry about gathering the firewood ... ... because that kindling &apos;s looking pretty <b><font color=""blue"">sorry</font></b> .",JJ.rude.impolite.8,impolite,rude,"suffice to say that i agreed with the department &apos;s arguments to the effect that it was <b><font color=""blue"">rude</font></b> , sarcastic and disrespectful .",VB.shake.destabilize.4,destabilize,shake,"- chretien and martin dispute threatens to <b><font color=""blue"">shake</font></b> the canadian government",NN.function.operation.2,operation,function,"the internal dimensions of the vent shall not impede the <b><font color=""blue"">function</font></b> of the pressure relief device .",NN.function.role.4,role,function,"at the third biennial meeting regarding implementation of the programme of action on small arms , held last july , i had the honour to assume the <b><font color=""blue"">function</font></b> of facilitator regarding the issue of stockpile management and surplus disposal .",ctrl.RB/e/00003893.pp2.0,exclusively,only,"us demands multilateral negotiations with japan and south korea to settle the current nuclear crisis , while pyongyang wanted to start negotiations with washington <b><font color=""blue"">only</font></b> ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ.rough.approximate.2,approximate,rough,"all of these scenarios are listed in tables 4.1 ( so2 scenarios ) and 4.2 ( nox scenarios ) in <b><font color=""blue"">rough</font></b> chronological order .",NN.market.supermarket.8,supermarket,market,"we voted against the report because they did not even accept a proposal relating to concern about the abuses of <b><font color=""blue"">market</font></b> domination by big business , particularly with regard to the big supermarket chains .",VB.manage.cope.1,cope,manage,"archiving the inactive data is critical to being able to <b><font color=""blue"">manage</font></b> with this type of growth .",JJ.sorry.regretful.0,regretful,sorry,"i am deeply <b><font color=""blue"">sorry</font></b> because of this great disappointment .",RB.tight.watertight.2,watertight,tight,"a visual test must be performed in the darkroom to ensure the room is light <b><font color=""blue"">tight</font></b> .",JJ.soft.limp.0,limp,soft,"infected ripe berries may be firm , or <b><font color=""blue"">soft</font></b> and pulpy , and usually have a somewhat flat or bitter taste which makes the fruit unmarketable .",JJ.heavy.massive.5,massive,heavy,"these air strikes have reportedly resulted in <b><font color=""blue"">heavy</font></b> rebel losses .",RB.really.genuinely.7,genuinely,really,"it can always put the brakes on the final decision if it <b><font color=""blue"">really</font></b> wants to .",NN.ring.circle.9,circle,ring,"the 12 stars of the european union are shown in the outer <b><font color=""blue"">ring</font></b> of the coin .",NN.field.ground.4,ground,field,"neither the referee nor the linesman , both of whom were still coming down the <b><font color=""blue"">field</font></b> - and thus were poorly positioned to judge - signaled a goal , and play continued .",ctrl.ADVP/o/00000592.pp2.2,only,very much,"to lay down precise rules in a technological environment that is essentially <b><font color=""blue"">very much</font></b> in a state of flux , is no easy matter ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",JJ.sorry.pathetic.9,pathetic,sorry,"the fact that you could have lost your license , your business - all that never even entered my head. and i am ... really <b><font color=""blue"">sorry</font></b> .",NN.coach.bus.2,bus,coach,"i am also pleased to note the proposed simplification measures relating to regular transport services in border areas . the matter of transit journeys by <b><font color=""blue"">coach</font></b> and bus has been dealt with well too .",VB.draw.sketch.3,sketch,draw,"we gave him paper and pencil ... and he started to <b><font color=""blue"">draw</font></b> the map of brazil and tell us ... how brazil was formed .",JJ.rich.rewarding.1,rewarding,rich,"from an intellectual standpoint , this has been a unique , immensely <b><font color=""blue"">rich</font></b> and highly intense experience .",JJ.open.unlocked.1,unlocked,open,"12.14 follow-up before concluding the interview , special investigators should make arrangements with the interviewee to leave the door <b><font color=""blue"">open</font></b> for possible matters of follow-up and possible corroboration of subsequently learned information .",NN.bug.insect.8,insect,bug,"• some communities are using more insect repellents , <b><font color=""blue"">bug</font></b> nets , and window screens .",JJ.bright.shiny.4,shiny,bright,"your own big , <b><font color=""blue"">bright</font></b> signai in the sky .",JJ.sorry.pathetic.0,pathetic,sorry,"alright , let &apos;s cut these <b><font color=""blue"">sorry</font></b> bastards loose .",VB.manage.administer.9,administer,manage,"it allows sql database administrators and exchange administrators to create , <b><font color=""blue"">manage</font></b> , and recover copies of the data for which they are responsible .",RB.softly.quietly.7,quietly,softly,"could i remind the igc of another irish poet , william butler yeats , who warned the founders of the irish state to tread <b><font color=""blue"">softly</font></b> as they tread on our dreams .",ctrl.VP/d/00003238.pp2.0,decline,is lower,"the barometric pressure in the ocean off of indonesia <b><font color=""blue"">is lower</font></b> , and the resulting pressure gradient draws air towards indonesia from the high-pressure zone ."
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",VB.shake.wiggle.4,wiggle,shake,"at the same time , the small fish can shimmy and <b><font color=""blue"">shake</font></b> in a display called the &quot; wig-wag dance . &quot;",NN.service.assistance.2,assistance,service,"( a ) staff rules 200.1 to 212.7 are applicable to all project personnel appointed by the secretary-general for <b><font color=""blue"">service</font></b> with technical assistance projects , except that :",VB.draw.attract.3,attract,draw,"an advantage of the nscs is that they are able to leverage their membership to <b><font color=""blue"">draw</font></b> media attention .",JJ.rich.rewarding.5,rewarding,rich,"your statesmanlike qualities , developed in the course of a long and <b><font color=""blue"">rich</font></b> career as a diplomat , augur well for great success at this forty-ninth session of the general assembly .",RB.finally.conclusively.9,conclusively,finally,"the commission must conclude by recalling that the line of the boundary was legally and <b><font color=""blue"">finally</font></b> determined by its delimitation decision of 13 april 2002 .",NN.bug.error.5,error,bug,"an address error usually indicates a software <b><font color=""blue"">bug</font></b> , but",NN.home.dwelling.5,dwelling,home,"the average asset value of a city <b><font color=""blue"">home</font></b> is 109,400 yuan , representing some 47.9 per cent of total household assets ; housing is thus becoming an important part of urban residents &apos; family assets .",RB.finally.conclusively.6,conclusively,finally,"indeed , the question of compensation for space allocated by the host country to the detention centre has not yet been <b><font color=""blue"">finally</font></b> resolved .",RB.softly.gently.0,gently,softly,"after taking 15-minute bath , lie down comfortably and <b><font color=""blue"">softly</font></b> rotate all your joints from the tips of your toes to your head .",JJ.heavy.intense.1,intense,heavy,"lebanon and its neighbor syria face <b><font color=""blue"">heavy</font></b> u.s. pressure over the lebanese hizbollah guerrillas washington calls &quot; terrorists , &quot; and have been keen to show they are tough on &quot; terrorism &quot; since the september 11 , 2001 attacks on u.s. cities .",ctrl.RB/c/00001888.pp2.0,closely,specifically,"the points of this consensus more <b><font color=""blue"">specifically</font></b> related to labour market policy are as follows :"
Rating Contextual Word Similarity (WARNING: This HIT may contain adult content. Worker discretion is advised.),"Given a sentence containing a target word, rate whether that target word has similar meaning to a second word","NLP, research, context, UPenn",NN.home.dwelling.9,dwelling,home,"however , it can apply to the <b><font color=""blue"">home</font></b> used as a workplace by those other than the owner or occupant .",NN.match.game.4,game,match,"it is like the game of tennis - we are behind in the deciding set and unless we have the will and desire to win , we will lose the <b><font color=""blue"">match</font></b> .",VB.save.rescue.0,rescue,save,"a rescue team of 40 are continuing to work to <b><font color=""blue"">save</font></b> the miners .",RB.around.nearby.5,nearby,around,"another scoundrel hidden somewhere <b><font color=""blue"">around</font></b> threw a home-made grenade at the gate of the detachment barracks , which did not cause any casualty .",JJ.rough.coarse.3,coarse,rough,"velocity and bed shear stress distribution and the stage-discharge relationship in compound channels with smooth and <b><font color=""blue"">rough</font></b> beds and with different relative depths were analyzed to verify this model , and satisfactory results were obtained .",ctrl.NN/f/00019314.pp1.1,job,function,"an important <b><font color=""blue"">function</font></b> of the forum will be to undertake regular and periodic review and assessment of international economic policies and of their impact on development .",ctrl.NN/b/00025683.pp2.1,bug,microbe,"phospholipids were not detected in purified preparations of goblets , though they are known to be prominent constituents of the intact membranes of this <b><font color=""blue"">microbe</font></b> .",ctrl.ADJP/s/00005375.pp1.1,very small,soft,"we want this people not to become <b><font color=""blue"">soft</font></b> ... but to become hard and , therefore ... you must steel yourselves for this in your youth .",ctrl.ADJP/c/00003702.pp1.2,steady,comparatively stable,"unlike canada &apos;s mercurial feature-film funding arrangements , experimental filmmakers enjoyed a <b><font color=""blue"">comparatively stable</font></b> ( if very modest ) funding set-up that used an artist &apos;s jury granting process .",ctrl.ADJP/r/00004811.pp2.2,rich,very good,"i find the idea <b><font color=""blue"">very good</font></b> . you have our full support .",ctrl.NN/b/00015549.pp2.1,board,plank,"he bid me bite on a <b><font color=""blue"">plank</font></b> , there was a whirlwind of steel , and within a minute three men lay dead and i had a lovely new set of gnashers ."
