Title,Description,Keywords,tgt,pos,bogus,unsorted,sorted,seeded,num_classes,num_anno,latest_timestamp,crowdstarter,Answer.bogus,Answer.crowdstarter,Answer.goldclass1,Answer.goldclass10,Answer.goldclass11,Answer.goldclass12,Answer.goldclass13,Answer.goldclass14,Answer.goldclass15,Answer.goldclass16,Answer.goldclass17,Answer.goldclass18,Answer.goldclass19,Answer.goldclass2,Answer.goldclass20,Answer.goldclass21,Answer.goldclass22,Answer.goldclass3,Answer.goldclass4,Answer.goldclass5,Answer.goldclass6,Answer.goldclass7,Answer.goldclass8,Answer.goldclass9,Answer.latest_timestamp,Answer.merged0,Answer.merged1,Answer.merged10,Answer.merged2,Answer.merged3,Answer.merged4,Answer.merged5,Answer.merged6,Answer.merged7,Answer.merged8,Answer.merged9,Answer.newbox1,Answer.newbox2,Answer.newbox3,Answer.newbox4,Answer.newbox5,Answer.newbox6,Answer.newbox7,Answer.newbox8,Answer.num_anno,Answer.num_classes,Answer.pos,Answer.seeded,Answer.sorted,Answer.test,Answer.tgt,Answer.trash,Answer.unsorted
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,decline,v,identical,"['be_decreased', 'is_reduced', 'has_dropped', 'dip', 'dwindle', 'fall', 'deteriorate_further', 'be_rejected', 'diminished', 'been_denied']","[['be_diminished', 'be_shortened', 'be_lowered', 'be_minimized', 'be_reduced', 'be_narrowed'], ['is_rejected', 'was_deteriorating', 'has_declined', 'is_lowered', 'have_fallen', 'reduced'], ['reduce', 'lower', 'decrease', 'diminish', 'reducing'], ['are_low', 'are_reduced'], ['end_lower', 'close_lower'], ['is_lower'], ['been_declining'], ['was_falling'], ['will_decrease', 'will_diminish'], ['been_reduced'], ['been_falling'], ['dropped'], ['were_decreasing', 'was_decreasing'], ['been_depleted'], ['are_refused', 'may_be_refused'], ['to_fall']]",True,16,6,20151006_155537,"{""2"": [""be_diminished"", ""be_shortened"", ""be_lowered"", ""be_minimized"", ""be_reduced"", ""be_narrowed""], ""3"": [""is_rejected"", ""was_deteriorating"", ""has_declined"", ""is_lowered"", ""have_fallen"", ""reduced""], ""4"": [""reduce"", ""lower"", ""decrease"", ""diminish"", ""reducing""], ""6"": [""are_low"", ""are_reduced""], ""7"": [""end_lower"", ""close_lower""], ""8"": [""is_lower""], ""9"": [""been_declining""], ""10"": [""was_falling""], ""11"": [""will_decrease"", ""will_diminish""], ""12"": [""been_reduced""], ""14"": [""been_falling""], ""15"": [""dropped""], ""16"": [""were_decreasing"", ""was_decreasing""], ""17"": [""been_depleted""], ""18"": [""are_refused"", ""may_be_refused""], ""19"": [""to_fall""]}",identical,{,,was_falling@!were_decreasing@!was_decreasing@!,will_decrease@!will_diminish@!,been_reduced@!been_declining@!been_falling@!,,,,,been_depleted@!,are_refused@!may_be_refused@!,to_fall@!,be_diminished@!be_shortened@!be_lowered@!be_minimized@!be_reduced@!be_decreased@!be_narrowed@!,,,,is_rejected@!was_deteriorating@!has_declined@!is_lowered@!have_fallen@!reduced@!been_denied@!,reduce@!lower@!decrease@!dip@!diminish@!fall@!dwindle@!reducing@!,,are_low@!are_reduced@!dropped@!is_reduced@!diminished@!has_dropped@!,end_lower@!close_lower@!is_lower@!,,,20151006_155537,"goldclass7,goldclass8","goldclass6,goldclass15",,"goldclass10,goldclass16","goldclass9,goldclass14","goldclass12,goldclass9",,,,,,deteriorate_further@!,be_rejected@!,,,,,,,6,16,v,True,"[['be_diminished', 'be_shortened', 'be_lowered', 'be_minimized', 'be_reduced', 'be_narrowed'], ['is_rejected', 'was_deteriorating', 'has_declined', 'is_lowered', 'have_fallen', 'reduced'], ['reduce', 'lower', 'decrease', 'diminish', 'reducing'], ['are_low', 'are_reduced'], ['end_lower', 'close_lower'], ['is_lower'], ['been_declining'], ['was_falling'], ['will_decrease', 'will_diminish'], ['been_reduced'], ['been_falling'], ['dropped'], ['were_decreasing', 'was_decreasing'], ['been_depleted'], ['are_refused', 'may_be_refused'], ['to_fall']]",{},decline,identical@!,"[be_decreased, is_reduced, has_dropped, dip, dwindle, fall, deteriorate_further, be_rejected, diminished, been_denied]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,decline,v,identical,"['be_decreased', 'is_reduced', 'has_dropped', 'dip', 'dwindle', 'fall', 'deteriorate_further', 'be_rejected', 'diminished', 'been_denied']","[['be_diminished', 'be_shortened', 'be_lowered', 'be_minimized', 'be_reduced', 'be_narrowed'], ['is_rejected', 'was_deteriorating', 'has_declined', 'is_lowered', 'have_fallen', 'reduced'], ['reduce', 'lower', 'decrease', 'diminish', 'reducing'], ['are_low', 'are_reduced'], ['end_lower', 'close_lower'], ['is_lower'], ['been_declining'], ['was_falling'], ['will_decrease', 'will_diminish'], ['been_reduced'], ['been_falling'], ['dropped'], ['were_decreasing', 'was_decreasing'], ['been_depleted'], ['are_refused', 'may_be_refused'], ['to_fall']]",True,16,6,20151006_155537,"{""2"": [""be_diminished"", ""be_shortened"", ""be_lowered"", ""be_minimized"", ""be_reduced"", ""be_narrowed""], ""3"": [""is_rejected"", ""was_deteriorating"", ""has_declined"", ""is_lowered"", ""have_fallen"", ""reduced""], ""4"": [""reduce"", ""lower"", ""decrease"", ""diminish"", ""reducing""], ""6"": [""are_low"", ""are_reduced""], ""7"": [""end_lower"", ""close_lower""], ""8"": [""is_lower""], ""9"": [""been_declining""], ""10"": [""was_falling""], ""11"": [""will_decrease"", ""will_diminish""], ""12"": [""been_reduced""], ""14"": [""been_falling""], ""15"": [""dropped""], ""16"": [""were_decreasing"", ""was_decreasing""], ""17"": [""been_depleted""], ""18"": [""are_refused"", ""may_be_refused""], ""19"": [""to_fall""]}",identical,{,,was_falling@!fall@!dip@!to_fall@!,,,,,dropped@!has_dropped@!end_lower@!close_lower@!is_lower@!,,,,,be_diminished@!be_shortened@!diminished@!be_lowered@!be_minimized@!be_reduced@!dwindle@!be_decreased@!be_narrowed@!were_decreasing@!was_decreasing@!will_decrease@!will_diminish@!been_depleted@!,,,,,reduce@!be_rejected@!is_reduced@!deteriorate_further@!lower@!been_denied@!decrease@!diminish@!reducing@!are_low@!are_reduced@!been_declining@!been_reduced@!are_refused@!may_be_refused@!is_rejected@!was_deteriorating@!has_declined@!is_lowered@!have_fallen@!reduced@!been_falling@!,,,,,,20151006_155537,"goldclass6,goldclass9,goldclass12","goldclass11,goldclass17","goldclass4,goldclass6","goldclass16,goldclass11","goldclass2,goldclass16","goldclass7,goldclass8","goldclass3,goldclass14","goldclass18,goldclass3","goldclass6,goldclass18","goldclass15,goldclass7","goldclass10,goldclass19",,,,,,,,,6,16,v,True,"[['be_diminished', 'be_shortened', 'be_lowered', 'be_minimized', 'be_reduced', 'be_narrowed'], ['is_rejected', 'was_deteriorating', 'has_declined', 'is_lowered', 'have_fallen', 'reduced'], ['reduce', 'lower', 'decrease', 'diminish', 'reducing'], ['are_low', 'are_reduced'], ['end_lower', 'close_lower'], ['is_lower'], ['been_declining'], ['was_falling'], ['will_decrease', 'will_diminish'], ['been_reduced'], ['been_falling'], ['dropped'], ['were_decreasing', 'was_decreasing'], ['been_depleted'], ['are_refused', 'may_be_refused'], ['to_fall']]",{},decline,identical@!,"[be_decreased, is_reduced, has_dropped, dip, dwindle, fall, deteriorate_further, be_rejected, diminished, been_denied]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,fix,v,ginger,"['be_addressed', 'sets', 'coming_back', 'be_done', 'designing', 'get_to_grips_with', 'running_again', 'equips', 'fix_everything', 'be_accomplished']","[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",True,11,6,20151006_155537,"{""1"": [""be_helped"", ""to_be_resolved"", ""be_fixed"", ""is_resolved"", ""is_solved"", ""be_made""], ""2"": [""be_undertaken"", ""be_handled"", ""be_answered"", ""be_dealt_with"", ""be_achieved""], ""3"": [""be_doing"", ""be_selected"", ""be_making""], ""4"": [""prepares"", ""arranges"", ""be_arranged"", ""organizes"", ""determines""], ""6"": [""establishing"", ""be_established"", ""establish""], ""8"": [""be_laid_down""], ""9"": [""going_to_do""], ""10"": [""lay""], ""11"": [""settled""], ""12"": [""mixes"", ""compounds""], ""13"": [""might_be_addressed""]}",ginger,{,be_helped@!to_be_resolved@!be_fixed@!is_resolved@!is_solved@!be_done@!be_made@!running_again@!settled@!,lay@!,,mixes@!compounds@!,might_be_addressed@!,,,,,,,be_undertaken@!be_handled@!be_answered@!be_dealt_with@!get_to_grips_with@!be_addressed@!be_accomplished@!be_achieved@!,,,,be_doing@!be_selected@!be_making@!,prepares@!arranges@!be_arranged@!organizes@!determines@!,,establishing@!be_established@!establish@!,,be_laid_down@!,going_to_do@!,20151006_155537,"goldclass1,goldclass11",,,,,,,,,,,equips@!,coming_back@!,fix_everything@!,sets@!,designing@!,,,,6,11,v,True,"[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",{},fix,ginger@!,"[be_addressed, sets, coming_back, be_done, designing, get_to_grips_with, running_again, equips, fix_everything, be_accomplished]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,fix,v,ginger,"['be_addressed', 'sets', 'coming_back', 'be_done', 'designing', 'get_to_grips_with', 'running_again', 'equips', 'fix_everything', 'be_accomplished']","[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",True,11,6,20151006_155537,"{""1"": [""be_helped"", ""to_be_resolved"", ""be_fixed"", ""is_resolved"", ""is_solved"", ""be_made""], ""2"": [""be_undertaken"", ""be_handled"", ""be_answered"", ""be_dealt_with"", ""be_achieved""], ""3"": [""be_doing"", ""be_selected"", ""be_making""], ""4"": [""prepares"", ""arranges"", ""be_arranged"", ""organizes"", ""determines""], ""6"": [""establishing"", ""be_established"", ""establish""], ""8"": [""be_laid_down""], ""9"": [""going_to_do""], ""10"": [""lay""], ""11"": [""settled""], ""12"": [""mixes"", ""compounds""], ""13"": [""might_be_addressed""]}",ginger,{,be_helped@!to_be_resolved@!be_fixed@!be_accomplished@!is_resolved@!is_solved@!be_made@!be_undertaken@!be_handled@!be_answered@!be_dealt_with@!be_achieved@!fix_everything@!,lay@!get_to_grips_with@!,settled@!running_again@!sets@!designing@!equips@!,mixes@!compounds@!,might_be_addressed@!,,,,,,,,,,,be_doing@!be_selected@!be_addressed@!be_done@!be_making@!,prepares@!arranges@!be_arranged@!organizes@!determines@!,,establishing@!be_established@!establish@!,,be_laid_down@!,going_to_do@!,20151006_155537,"goldclass1,goldclass2",,,,,,,,,,,coming_back@!,,,,,,,,6,11,v,True,"[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",{},fix,ginger@!,"[be_addressed, sets, coming_back, be_done, designing, get_to_grips_with, running_again, equips, fix_everything, be_accomplished]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,fix,v,ginger,"['be_addressed', 'sets', 'coming_back', 'be_done', 'designing', 'get_to_grips_with', 'running_again', 'equips', 'fix_everything', 'be_accomplished']","[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",True,11,6,20151006_155537,"{""1"": [""be_helped"", ""to_be_resolved"", ""be_fixed"", ""is_resolved"", ""is_solved"", ""be_made""], ""2"": [""be_undertaken"", ""be_handled"", ""be_answered"", ""be_dealt_with"", ""be_achieved""], ""3"": [""be_doing"", ""be_selected"", ""be_making""], ""4"": [""prepares"", ""arranges"", ""be_arranged"", ""organizes"", ""determines""], ""6"": [""establishing"", ""be_established"", ""establish""], ""8"": [""be_laid_down""], ""9"": [""going_to_do""], ""10"": [""lay""], ""11"": [""settled""], ""12"": [""mixes"", ""compounds""], ""13"": [""might_be_addressed""]}",ginger,{,,,,mixes@!compounds@!,,,,,,,,,,,,,prepares@!arranges@!be_arranged@!sets@!organizes@!determines@!,,,,be_laid_down@!lay@!establishing@!be_established@!establish@!settled@!,going_to_do@!might_be_addressed@!be_helped@!to_be_resolved@!be_fixed@!is_resolved@!is_solved@!be_made@!be_undertaken@!be_handled@!be_answered@!be_dealt_with@!be_achieved@!be_doing@!be_selected@!be_making@!,20151006_155537,"goldclass6,goldclass11","goldclass10,goldclass6",,"goldclass1,goldclass2,goldclass3","goldclass8,goldclass10","goldclass9,goldclass13,goldclass1",,,,,,fix_everything@!,,,,,,,,6,11,v,True,"[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",{},fix,coming_back@!designing@!get_to_grips_with@!running_again@!be_accomplished@!be_addressed@!equips@!be_done@!ginger@!,"[be_addressed, sets, coming_back, be_done, designing, get_to_grips_with, running_again, equips, fix_everything, be_accomplished]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,fix,v,ginger,"['be_addressed', 'sets', 'coming_back', 'be_done', 'designing', 'get_to_grips_with', 'running_again', 'equips', 'fix_everything', 'be_accomplished']","[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",True,11,6,20151006_155537,"{""1"": [""be_helped"", ""to_be_resolved"", ""be_fixed"", ""is_resolved"", ""is_solved"", ""be_made""], ""2"": [""be_undertaken"", ""be_handled"", ""be_answered"", ""be_dealt_with"", ""be_achieved""], ""3"": [""be_doing"", ""be_selected"", ""be_making""], ""4"": [""prepares"", ""arranges"", ""be_arranged"", ""organizes"", ""determines""], ""6"": [""establishing"", ""be_established"", ""establish""], ""8"": [""be_laid_down""], ""9"": [""going_to_do""], ""10"": [""lay""], ""11"": [""settled""], ""12"": [""mixes"", ""compounds""], ""13"": [""might_be_addressed""]}",ginger,{,be_helped@!fix_everything@!to_be_resolved@!be_accomplished@!be_fixed@!be_addressed@!is_resolved@!is_solved@!be_made@!might_be_addressed@!,,,mixes@!sets@!compounds@!equips@!,,,,,,,,be_undertaken@!be_handled@!be_answered@!be_dealt_with@!coming_back@!be_achieved@!,,,,be_doing@!be_selected@!designing@!be_making@!,prepares@!arranges@!be_arranged@!organizes@!determines@!,,establishing@!be_done@!be_established@!establish@!settled@!,,be_laid_down@!lay@!,going_to_do@!get_to_grips_with@!running_again@!,20151006_155537,"goldclass8,goldclass10","goldclass6,goldclass11",,"goldclass1,goldclass13",,,,,,,,,,,,,,,,6,11,v,True,"[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",{},fix,ginger@!,"[be_addressed, sets, coming_back, be_done, designing, get_to_grips_with, running_again, equips, fix_everything, be_accomplished]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,fix,v,ginger,"['be_addressed', 'sets', 'coming_back', 'be_done', 'designing', 'get_to_grips_with', 'running_again', 'equips', 'fix_everything', 'be_accomplished']","[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",True,11,6,20151006_155537,"{""1"": [""be_helped"", ""to_be_resolved"", ""be_fixed"", ""is_resolved"", ""is_solved"", ""be_made""], ""2"": [""be_undertaken"", ""be_handled"", ""be_answered"", ""be_dealt_with"", ""be_achieved""], ""3"": [""be_doing"", ""be_selected"", ""be_making""], ""4"": [""prepares"", ""arranges"", ""be_arranged"", ""organizes"", ""determines""], ""6"": [""establishing"", ""be_established"", ""establish""], ""8"": [""be_laid_down""], ""9"": [""going_to_do""], ""10"": [""lay""], ""11"": [""settled""], ""12"": [""mixes"", ""compounds""], ""13"": [""might_be_addressed""]}",ginger,{,be_helped@!to_be_resolved@!be_fixed@!is_resolved@!fix_everything@!is_solved@!running_again@!be_made@!settled@!,,,mixes@!compounds@!,might_be_addressed@!,,,,,,,be_undertaken@!be_handled@!be_answered@!be_dealt_with@!be_accomplished@!be_addressed@!be_done@!be_achieved@!,,,,be_doing@!be_selected@!be_making@!,prepares@!arranges@!be_arranged@!organizes@!get_to_grips_with@!equips@!determines@!sets@!,,establishing@!be_established@!establish@!,,be_laid_down@!lay@!,going_to_do@!,20151006_155537,"goldclass8,goldclass10","goldclass1,goldclass11",,,,,,,,,,designing@!,coming_back@!,,,,,,,6,11,v,True,"[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",{},fix,ginger@!,"[be_addressed, sets, coming_back, be_done, designing, get_to_grips_with, running_again, equips, fix_everything, be_accomplished]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,fix,v,ginger,"['be_addressed', 'sets', 'coming_back', 'be_done', 'designing', 'get_to_grips_with', 'running_again', 'equips', 'fix_everything', 'be_accomplished']","[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",True,11,6,20151006_155537,"{""1"": [""be_helped"", ""to_be_resolved"", ""be_fixed"", ""is_resolved"", ""is_solved"", ""be_made""], ""2"": [""be_undertaken"", ""be_handled"", ""be_answered"", ""be_dealt_with"", ""be_achieved""], ""3"": [""be_doing"", ""be_selected"", ""be_making""], ""4"": [""prepares"", ""arranges"", ""be_arranged"", ""organizes"", ""determines""], ""6"": [""establishing"", ""be_established"", ""establish""], ""8"": [""be_laid_down""], ""9"": [""going_to_do""], ""10"": [""lay""], ""11"": [""settled""], ""12"": [""mixes"", ""compounds""], ""13"": [""might_be_addressed""]}",ginger,{,be_helped@!be_accomplished@!fix_everything@!be_addressed@!to_be_resolved@!be_fixed@!is_resolved@!is_solved@!be_made@!might_be_addressed@!,,,,,,,,,,,be_undertaken@!be_handled@!be_answered@!equips@!be_dealt_with@!be_achieved@!,,,,be_doing@!be_selected@!be_making@!going_to_do@!be_done@!,prepares@!arranges@!be_arranged@!organizes@!determines@!mixes@!compounds@!designing@!,,establishing@!be_established@!sets@!establish@!get_to_grips_with@!settled@!be_laid_down@!lay@!,,,,20151006_155537,"goldclass6,goldclass11","goldclass4,goldclass12",,"goldclass3,goldclass9","goldclass1,goldclass13","goldclass8,goldclass10","goldclass6,goldclass8",,,,,,,,,,,,,6,11,v,True,"[['be_helped', 'to_be_resolved', 'be_fixed', 'is_resolved', 'is_solved', 'be_made'], ['be_undertaken', 'be_handled', 'be_answered', 'be_dealt_with', 'be_achieved'], ['be_doing', 'be_selected', 'be_making'], ['prepares', 'arranges', 'be_arranged', 'organizes', 'determines'], ['establishing', 'be_established', 'establish'], ['be_laid_down'], ['going_to_do'], ['lay'], ['settled'], ['mixes', 'compounds'], ['might_be_addressed']]",{},fix,coming_back@!running_again@!ginger@!,"[be_addressed, sets, coming_back, be_done, designing, get_to_grips_with, running_again, equips, fix_everything, be_accomplished]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,go,v,identical,"['be_directed', 'goes_by', ""'m_going_inside"", 'leaving', 'varies', ""'s_passed"", ""think_you_'re_going"", ""let_'s_get_started"", 'is_us', ""'m_moving""]","[[""'re_going_now"", 'doing_there', ""'m_doing_it"", 'gotta_go', 'goes_to', 'be_provided'], ['walked_away', ""let_'s_get_going"", 'get_moving', 'proceed', 'is_passing', ""'re_making_progress""], ['taken_away', 'be_carried_out', 'get_carried_away'], ['are_you_ready', 'are_you_all_right']]",True,4,6,20151006_155537,"{""1"": [""'re_going_now"", ""doing_there"", ""'m_doing_it"", ""gotta_go"", ""goes_to"", ""be_provided""], ""2"": [""walked_away"", ""let_'s_get_going"", ""get_moving"", ""proceed"", ""is_passing"", ""'re_making_progress""], ""3"": [""taken_away"", ""be_carried_out"", ""get_carried_away""], ""4"": [""are_you_ready"", ""are_you_all_right""]}",identical,{,'re_going_now@!doing_there@!'m_doing_it@!gotta_go@!think_you_'re_going@!goes_to@!be_provided@!'m_moving@!'s_passed@!'m_going_inside@!taken_away@!be_carried_out@!get_carried_away@!,,,,,,,,,,,walked_away@!let_'s_get_going@!get_moving@!proceed@!is_passing@!leaving@!goes_by@!let_'s_get_started@!'re_making_progress@!,,,,,are_you_ready@!are_you_all_right@!,,,,,,20151006_155537,"goldclass1,goldclass3",,,,,,,,,,,be_directed@!,,,,,,,,6,4,v,True,[[,{},go,is_us@!varies@!identical@!,"[be_directed, goes_by, 'm_going_inside, leaving, varies, 's_passed, think_you_'re_going, let_'s_get_started, is_us, 'm_moving]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,go,v,identical,"['be_directed', 'goes_by', ""'m_going_inside"", 'leaving', 'varies', ""'s_passed"", ""think_you_'re_going"", ""let_'s_get_started"", 'is_us', ""'m_moving""]","[[""'re_going_now"", 'doing_there', ""'m_doing_it"", 'gotta_go', 'goes_to', 'be_provided'], ['walked_away', ""let_'s_get_going"", 'get_moving', 'proceed', 'is_passing', ""'re_making_progress""], ['taken_away', 'be_carried_out', 'get_carried_away'], ['are_you_ready', 'are_you_all_right']]",True,4,6,20151006_155537,"{""1"": [""'re_going_now"", ""doing_there"", ""'m_doing_it"", ""gotta_go"", ""goes_to"", ""be_provided""], ""2"": [""walked_away"", ""let_'s_get_going"", ""get_moving"", ""proceed"", ""is_passing"", ""'re_making_progress""], ""3"": [""taken_away"", ""be_carried_out"", ""get_carried_away""], ""4"": [""are_you_ready"", ""are_you_all_right""]}",identical,{,'re_going_now@!doing_there@!'m_doing_it@!'m_going_inside@!gotta_go@!goes_to@!be_provided@!,,,,,,,,,,,walked_away@!let_'s_get_going@!think_you_'re_going@!get_moving@!leaving@!proceed@!'s_passed@!is_passing@!'m_moving@!'re_making_progress@!,,,,taken_away@!be_carried_out@!let_'s_get_started@!get_carried_away@!,are_you_ready@!are_you_all_right@!,,,,,,20151006_155537,,,,,,,,,,,,goes_by@!,be_directed@!,,,,,,,6,4,v,True,[[,{},go,is_us@!varies@!identical@!,"[be_directed, goes_by, 'm_going_inside, leaving, varies, 's_passed, think_you_'re_going, let_'s_get_started, is_us, 'm_moving]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,go,v,identical,"['be_directed', 'goes_by', ""'m_going_inside"", 'leaving', 'varies', ""'s_passed"", ""think_you_'re_going"", ""let_'s_get_started"", 'is_us', ""'m_moving""]","[[""'re_going_now"", 'doing_there', ""'m_doing_it"", 'gotta_go', 'goes_to', 'be_provided'], ['walked_away', ""let_'s_get_going"", 'get_moving', 'proceed', 'is_passing', ""'re_making_progress""], ['taken_away', 'be_carried_out', 'get_carried_away'], ['are_you_ready', 'are_you_all_right']]",True,4,6,20151006_155537,"{""1"": [""'re_going_now"", ""doing_there"", ""'m_doing_it"", ""gotta_go"", ""goes_to"", ""be_provided""], ""2"": [""walked_away"", ""let_'s_get_going"", ""get_moving"", ""proceed"", ""is_passing"", ""'re_making_progress""], ""3"": [""taken_away"", ""be_carried_out"", ""get_carried_away""], ""4"": [""are_you_ready"", ""are_you_all_right""]}",identical,{,'re_going_now@!doing_there@!think_you_'re_going@!let_'s_get_started@!'m_doing_it@!gotta_go@!'m_going_inside@!goes_to@!goes_by@!be_provided@!,,,,,,,,,,,walked_away@!'m_moving@!let_'s_get_going@!be_directed@!get_moving@!proceed@!is_passing@!'re_making_progress@!,,,,taken_away@!be_carried_out@!leaving@!'s_passed@!get_carried_away@!,are_you_ready@!are_you_all_right@!,,,,,,20151006_155537,,,,,,,,,,,,varies@!,is_us@!,,,,,,,6,4,v,True,[[,{},go,identical@!,"[be_directed, goes_by, 'm_going_inside, leaving, varies, 's_passed, think_you_'re_going, let_'s_get_started, is_us, 'm_moving]"
