Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",otros fuentes dicen que gracias a este dinero la refinanciación está garantizada hasta el fin de 2009 .,other sources say that &#44; thanks to the credits &#44; refinancing is covered until late 2009 .,0-0 1-1 2-2 3-3 4-5 5-6 9-10 10-11 12-13 16-15 17-16,0-0 1-1 2-2 3-3 4-5 5-6 6-7 9-10 11-10 10-11 9-12 12-13 12-14 13-14 14-14 16-15 17-16,7 8 15,4 8 9,131679.0,,1394486392047.0,0-0 1-1 2-2 3-3 4-5 5-6 6-7 7-8 8-10 9-10 10-11 11-12 12-13 13-14 14-14 15-14 16-15 17-16,,1394486260368.0,Submit,1-1 2-2 3-3 4-5 5-6 9-10 10-11 12-13 16-15 17-16,4 9
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",este servicio podría ser por sí solo un argumento de peso para adquirir un móvil para música .,this service by itself could be a substantial reason for obtaining a music cell phone .,0-0 1-1 2-4 3-5 4-2 5-3 7-6 8-8 10-7 11-9 12-10 13-11 14-14 16-12 17-15,0-0 1-1 4-2 5-3 6-3 2-4 3-5 7-6 10-7 8-8 11-9 12-10 13-11 16-12 14-13 14-14 15-14 17-15,9,,48711.0,,1394490079089.0,0-0 1-1 2-4 3-5 4-2 5-3 7-6 8-8 10-7 11-9 12-10 13-11 14-14 16-12 17-15,15,1394490030378.0,Submit,0-0 1-1 2-4 3-5 4-2 5-3 6-3 7-6 9-7 10-7 11-9 12-10 13-11 14-13 14-14 17-15,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",lazo entre política y &amp;apos; ndrangheta &#44; ha sido arrestado el alcalde de gioia tauro,ties between politics and ‘ ndrangheta arrested the mayor of gioia tauro,1-1 2-2 3-3 5-5 9-6 10-7 11-8 12-9 13-10 14-11,0-0 1-1 2-2 3-3 5-4 4-5 5-5 7-5 8-5 9-6 10-7 11-8 12-9 13-10 14-11,6,,44386.0,,1394486124810.0,0-0 1-1 2-2 3-3 5-5 9-6 10-7 11-8 12-9 13-10 14-11,6 7 8,1394486080424.0,Submit,1-1 2-2 3-3 4-4 5-5 9-6 10-7 11-8 12-9 13-10 14-11,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",eso tienen que esperar los accionistas y los acreedores del banco .,on behalf of the bank &amp;apos;s shareholders and creditors &#44; it is to be hoped they are right .,0-10 2-12 3-14 5-6 6-7 8-8 9-2 10-4 11-18,9-0 8-1 9-2 9-3 10-4 4-5 4-6 5-6 6-7 7-8 8-8 0-10 0-11 1-11 2-12 3-13 3-14 11-18,,9 15 16 17,302083.0,,1394491269701.0,0-10 2-12 3-13 3-14 5-6 6-7 7-8 8-8 10-4 11-18,1,1394490967618.0,Submit,0-10 5-6 6-7 8-8 9-5 10-4 11-18,0 1 2 3 9 11 15 16 17
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",según la acusación &#44; la mayoría de las facturas eran falsas .,most of the invoices were false according to the indictment .,0-6 1-8 2-9 5-0 6-1 7-2 8-3 9-4 10-5 11-10,4-0 5-0 6-1 7-2 8-3 9-4 10-5 0-6 0-7 1-8 2-9 11-10,3,,98346.0,,1394488049103.0,0-6 1-8 2-9 5-0 6-1 7-2 8-3 9-4 10-5 11-10,3,1394487950757.0,Submit,0-6 0-7 1-8 2-9 4-0 5-0 6-1 7-2 8-3 9-4 10-5 11-10,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",la ley &#44; sin embargo &#44; sufrirá una serie de cambios .,however &#44; the bill will still go through a series of changes .,0-2 1-3 4-0 5-1 6-4 7-8 8-9 9-10 10-11 11-12,3-0 4-0 5-1 0-2 1-3 6-4 6-5 6-6 6-7 7-8 8-9 9-10 10-11 11-12,2,,54467.0,,1394489051883.0,0-2 1-3 4-0 5-1 6-4 6-6 6-7 7-8 8-9 9-10 10-11 11-12,2,1394488997416.0,Submit,0-2 1-3 3-0 4-0 5-1 7-8 8-9 9-10 10-11 11-12,5
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",las tasas de interés de hong kong están al mismo nivel como las de los estados unidos .,hong kong has interest rates at the same level as the united states .,1-4 3-3 5-1 6-0 8-6 9-7 10-8 11-9 15-12 16-11 17-13,6-0 5-1 3-3 0-4 1-4 7-5 8-5 8-6 9-7 10-8 11-9 12-10 16-11 14-12 15-12 17-13,2 4 13,2,118292.0,,1394488972013.0,0-4 3-3 5-1 6-0 8-6 9-7 10-8 11-9 15-12 16-11 17-13,4 7 12 13,1394488853721.0,Submit,1-4 2-4 3-3 5-1 6-0 8-6 9-7 10-8 14-10 15-12 16-11 17-13,2 5
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",&amp;quot; el senador obama no parece comprender que … &amp;quot; acusó en varias veces .,&amp;quot; senator obama does not seem to understand that ... &amp;quot; he accused several times .,0-0 2-1 3-2 4-4 5-5 6-7 7-8 8-9 9-10 10-12 12-13 13-14 14-15,0-0 1-1 2-1 3-2 4-3 4-4 5-5 5-6 6-7 7-8 8-9 9-10 10-11 10-12 12-13 13-14 14-15,11,,33861.0,,1394489097622.0,0-0 1-1 2-1 3-2 4-4 5-5 5-6 6-7 7-8 8-9 9-10 10-12 12-13 13-14 14-15,unchanged,1394489063761.0,Submit,0-0 2-1 3-2 4-3 4-4 5-5 6-7 8-9 9-10 10-11 10-12 12-13 13-14 14-15,unchanged
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",la opinión pública espera casi que abiertamente el día en que el google muestre su verdadera cara .,general public is looking forward to seeing what is still hidden by google .,2-1 3-3 5-7 9-11 12-12 17-13,0-0 1-0 1-1 2-1 3-3 3-4 10-5 5-7 9-11 8-12 12-12 13-12 14-12 15-12 16-12 17-13,4 6 7 11,2 6 8 9 10,118584.0,"translation in Spanish: ""El público en general espera ver que esconde aún Google""",1394487812447.0,3-3 3-4 5-7 12-12 17-13,0 1 4 6 7 8 9 10 11 13 14 15 16,1394487693863.0,Submit,2-1 5-7 12-12 17-13,0 2 5 6 8 9 10 11
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",los autores de los arreglos del himno son otakar jeremiáš y jaroslav krček .,the authors of the arrangements of the anthem are otakar jeremiáš and jaroslav krček .,0-0 1-1 2-2 3-3 4-4 5-5 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14,0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14,,,21867.0,,1394490659793.0,0-0 1-1 2-2 3-3 4-4 5-5 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14,unchanged,1394490637926.0,Submit,0-0 1-1 2-2 3-3 4-4 5-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14,unchanged
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",lo atestigua la información pública accesible en las páginas web de la čtú .,information publicly available from the czech telecommunication office &amp;apos;s web pages attests to this .,3-0 4-1 5-2 8-10 9-9 12-6 13-14,3-0 4-1 5-2 6-3 7-4 12-5 12-6 12-7 10-8 11-8 9-9 8-10 0-11 1-12 2-13 13-14,,,179491.0,,1394486806249.0,2-0 3-0 4-1 5-2 6-3 8-10 9-9 11-5 12-6 13-14,unchanged,1394486626758.0,Submit,0-12 0-13 1-11 3-0 4-1 5-2 7-4 8-10 9-9 10-8 12-5 12-6 12-7 13-14,unchanged
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",el obispo anglicano tom wright celebró el resultado de la investigación .,anglican bishop tom wright welcomed the findings of the research .,1-1 2-0 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10,2-0 0-1 1-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10,,,59974.0,,1394485028435.0,0-1 1-1 2-0 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-9 11-10,unchanged,1394484968461.0,Submit,1-1 2-0 3-2 4-3 6-5 7-6 8-7 9-8 10-9 11-10,unchanged
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",lo que ballmer ha dicho esta semana es la confirmación de esta idea .,what ballmer said this week confirms this idea .,0-0 2-1 4-2 5-3 6-4 9-5 11-6 12-7 13-8,0-0 1-0 2-1 3-2 4-2 5-3 6-4 8-4 9-5 11-6 12-7 13-8,7 10,,22735.0,,1394487337157.0,0-0 2-1 4-2 5-3 6-4 8-4 9-5 11-6 12-7 13-8,unchanged,1394487314422.0,Submit,0-0 1-0 2-1 3-2 4-2 5-3 6-4 9-5 11-6 12-7 13-8,unchanged
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",solamente el 13 % de los periodistas trabajan con un contrato .,only 13 % of journalists have a work contract .,0-0 2-1 3-2 4-3 6-4 7-7 8-5 9-6 10-8 11-9,0-0 2-1 1-2 3-2 4-3 5-4 6-4 8-5 9-6 7-7 10-8 11-9,,,102988.0,,1394488594998.0,0-0 1-1 2-1 3-2 4-3 5-4 6-4 7-7 10-8 11-9,8,1394488492010.0,Submit,0-0 2-1 3-2 4-3 6-4 9-6 10-8 11-9,5
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",&amp;quot; no tenemos azafatas &#44; estamos en contra de ellas desde el principio .,&amp;quot; we do n&amp;apos;t have stewardesses &#44; we &amp;apos;ve been against it from the very beginning .,0-0 2-4 3-5 4-6 5-7 7-10 10-12 11-13 12-15 13-16,0-0 2-1 1-2 1-3 2-4 3-5 4-6 5-7 5-9 6-10 7-10 9-11 10-12 11-13 12-15 13-16,8,8 14,79484.0,,1394490445459.0,0-0 2-4 3-5 4-6 5-7 7-10 8-11 9-11 10-12 11-13 12-15 13-16,,1394490365975.0,Submit,0-0 1-3 2-1 2-2 2-4 3-5 4-6 5-7 5-8 5-9 6-10 7-10 10-12 11-13 12-15 13-16,14
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",añadió : &amp;quot; algunas personas no les gustó eso . &amp;quot;,she added : &amp;quot; some people did n&amp;apos;t like that . &amp;quot;,0-1 1-2 2-3 3-4 4-5 8-9 9-10 10-11,0-0 0-1 1-2 2-3 3-4 4-5 5-6 5-7 6-8 7-8 8-9 9-10 10-11,,,58702.0,,1394490352129.0,0-1 1-2 2-3 3-4 4-5 8-9 9-10 10-11,6,1394490293427.0,Submit,0-0 0-1 1-2 2-3 3-4 4-5 5-7 7-6 7-8 8-9 9-10 10-11,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",trató de jugar al máximo en el primer tiempo &#44; anotó guido carbonneau .,&amp;quot; he tried to do too much in the first period &#44; guy carbonneau noted .,0-2 5-7 6-8 7-9 8-10 9-11 12-13 13-15,0-2 1-3 4-6 5-7 6-8 7-9 8-10 9-11 10-12 11-13 12-13 12-14 13-15,2 3,0 1 4 5,88370.0,,1394484487872.0,0-1 0-2 1-3 4-6 5-7 6-8 7-9 8-10 9-11 10-14 12-13 13-15,2 3 11,1394484399502.0,Submit,0-2 5-7 6-8 7-9 8-10 9-11 12-13 13-15,0 4 5 12
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",desde su creación &#44; el 28 de septiembre de 1998 &#44; héma-québec aplicó el principio de precaución .,from its inception on the 28 september 1998 &#44; héma-québec has applied the precautionary principle .,0-0 1-1 2-2 4-4 5-5 7-6 9-7 10-8 11-9 12-11 13-12 14-14 16-13 17-15,0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-6 9-7 10-8 11-9 12-10 12-11 13-12 16-13 14-14 17-15,8 15,,282520.0,,1394490956215.0,0-0 1-1 2-2 4-4 5-5 6-6 7-6 8-7 9-7 10-8 11-9 12-10 12-11 13-12 14-14 15-13 16-13 17-15,3,1394490673695.0,Submit,0-0 1-1 2-2 4-4 5-5 7-6 9-7 10-8 11-9 12-11 13-12 14-14 16-13 17-15,3
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",no desaprovechó la ocasión para calificar de obsoletos los conceptos económicos de mccain .,he did not miss the chance to describe mccain &amp;apos;s economic concepts as outdated .,0-2 1-3 2-4 3-5 4-6 5-7 7-13 9-11 10-10 12-8 13-14,1-0 1-1 0-2 1-3 2-4 3-5 4-6 5-7 12-8 11-9 10-10 9-11 7-13 13-14,6 8,12,128467.0,,1394488736178.0,0-2 2-4 3-5 4-6 7-13 8-11 9-11 10-10 12-8 13-14,,1394488607711.0,Submit,0-2 1-1 1-3 2-4 3-5 4-6 5-7 6-12 7-13 9-11 10-10 11-9 12-8 13-14,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",con ello &#44; el conductor controla la validez del bono .,this is how the driver checks the validity of the coupons recorded .,1-1 3-3 4-4 5-5 6-6 7-7 8-8 9-10 10-12,0-0 1-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 8-9 9-10 9-11 10-12,,,119497.0,,1394488478708.0,0-0 0-1 0-2 1-0 1-1 1-2 3-3 4-4 5-5 6-6 7-7 8-8 9-10 10-12,2,1394488359211.0,Submit,3-3 4-4 6-6 7-7 8-8 8-9 10-12,11
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",con ello &#44; el conductor controla la validez del bono .,this is how the driver checks the validity of the coupons recorded .,1-1 3-3 4-4 5-5 6-6 7-7 8-8 9-10 10-12,0-0 1-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 8-9 9-10 9-11 10-12,,,38443.0,,1394486042882.0,0-0 3-3 4-4 5-5 6-6 7-7 8-8 8-9 9-10 9-11 10-12,2,1394486004439.0,Submit,1-0 3-3 4-4 5-5 6-6 7-7 8-8 9-10 10-12,1 2
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",y la reproducción de música es uno de los mayores tragones de energía .,and playing music is one of the biggest energy guzzlers .,0-0 4-2 5-3 6-4 7-5 8-6 9-7 10-9 12-8 13-10,0-0 2-1 4-2 5-3 6-4 7-5 8-6 9-7 12-8 10-9 13-10,1 3 11,,58471.0,,1394486511200.0,0-0 1-1 2-1 3-1 4-2 5-3 6-4 7-5 8-6 9-7 10-9 11-8 12-8 13-10,,1394486452729.0,Submit,0-0 4-2 5-3 6-4 7-5 8-6 9-7 10-9 12-8 13-10,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",nadie tenía miedo de hacer el ridículo ni de exagerar .,no one was afraid of result ridiculous or exaggerate .,0-0 1-2 2-3 3-4 6-6 7-7 9-8 10-9,0-0 0-1 1-2 2-3 3-4 4-5 6-6 7-7 9-8 10-9,5 8,,84327.0,,1394487076123.0,0-0 1-2 2-3 3-4 4-5 5-6 6-6 7-7 9-8 10-9,8,1394486991796.0,Submit,0-0 0-1 1-2 2-3 3-4 6-6 7-7 9-8 10-9,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",con muchísimo ruido &#44; dice marco guarda &#44; lo que no es nada para los italianos .,and very loudly &#44; too &#44; says marco guarda - too loudly for italians .,4-6 6-8 13-12 15-13 16-14,0-0 1-1 2-2 3-5 4-6 5-7 6-8 8-8 7-9 8-10 12-11 13-12 14-13 15-13 16-14,9 10 11,3 4,203439.0,,1394485941321.0,1-1 2-2 4-6 6-8 14-13 16-14,0 7 8 9 10 11 12,1394485737882.0,Submit,3-5 4-6 5-7 6-8 13-12 15-13 16-14,0 3 4 9
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",después de la rápida caída de la mañana &#44; la bolsa de praga corrigió sus pérdidas .,after a sharp drop in the morning &#44; the prague stock market corrected its losses .,0-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-10 12-9 13-12 14-13 15-14 16-15,0-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 12-9 10-10 10-11 13-12 14-13 15-14 16-15,1 11,,36570.0,,1394491488282.0,0-0 2-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-10 11-9 12-9 13-12 14-13 15-14 16-15,,1394491451712.0,Submit,0-0 1-0 3-2 4-3 6-5 7-6 8-7 9-8 10-10 10-11 12-9 13-12 14-13 15-14 16-15,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",antes de despegar hacia los estados unidos &#44; nicolas sarkozy dará un rodeo por la bretaña .,before leaving for the united states &#44; nicolas sarkozy is going to make a trip to brittany .,0-0 4-3 5-5 6-4 7-6 8-7 9-8 11-13 12-14 13-15 15-16 16-17,0-0 2-1 1-2 3-2 4-3 6-4 5-5 7-6 8-7 10-7 9-8 10-12 11-13 12-14 13-15 14-16 15-16 16-17,,9 10 11,200536.0,,1394489403652.0,0-0 1-1 2-1 3-2 4-3 5-5 6-4 7-6 8-7 9-8 11-13 12-14 13-15 15-16 16-17,14,1394489203116.0,Submit,0-0 4-3 5-5 6-4 7-6 8-7 9-8 10-9 10-10 10-11 10-12 11-13 13-15 15-16 16-17,
Spanish-English Word Alignment,"align the corresponding words across two sentences, one English and one Spanish, that have the same meaning","English, Spanish, language, research, text, word, alignment, crossword",el primer operador virtual ya va a llegar &#44; este año &#44; a la república checa .,first virtual operator to arrive in czechia this year .,1-0 2-2 3-1 6-3 7-4 9-7 10-8 12-5 15-6 16-9,1-0 3-1 2-2 6-3 7-4 12-5 13-6 14-6 15-6 9-7 10-8 16-9,0 4 5 8 11,,58750.0,,1394486985433.0,0-0 1-0 2-2 3-1 6-3 7-4 9-7 10-8 12-5 13-6 15-6 16-9,4 5 8 11,1394486926683.0,Submit,1-0 2-2 3-1 7-4 9-7 10-8 12-5 14-6 15-6 16-9,
