Title,Description,Keywords,control,id0,text0,annotations0,id1,text1,annotations1,id2,text2,annotations2,id3,text3,annotations3,id4,text4,annotations4,id5,text5,annotations5,id6,text6,annotations6,id7,text7,annotations7,id8,text8,annotations8,id9,text9,annotations9,id10,text10,annotations10,id11,text11,annotations11,id12,text12,annotations12,id13,text13,annotations13,id14,text14,annotations14,id15,text15,annotations15,id16,text16,annotations16,id17,text17,annotations17,id18,text18,annotations18,id19,text19,annotations19
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",14,JebBushSent_347,action,,JebBushSent_2770,debate,,JebBushSent_5493,08/18/02,,JebBushSent_3054,electronic,,JebBushSent_64,has,,JebBushSent_3645,amigos,,JebBushSent_741,strongly,,JebBushSent_4870,HC,,JebBushSent_2112,human,,JebBushSent_2367,York,,JebBushSent_1758,effective,,JebBushSent_3382,Bush...my,,JebBushSent_5039,sports,,JebBushSent_1251,deterrent,,WordControl,:-(,Informal,JebBushSent_0,Unfortunately,,JebBushSent_2084,remained,,JebBushSent_5661,principally,,JebBushSent_5994,Nickerson,,JebBushSent_2978,Kurt,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",17,JebBushSent_5882,athletics,,JebBushSent_4901,injuries,,JebBushSent_3594,assisting,,JebBushSent_2291,outlying,,JebBushSent_3136,Italy,,JebBushSent_165,correct,,JebBushSent_1124,reach,,JebBushSent_1610,Everglades,,JebBushSent_1582,dignity,,JebBushSent_1864,former,,JebBushSent_3632,complaints,,JebBushSent_3810,concealed,,JebBushSent_2093,capacity,,JebBushSent_1651,forgeting,,JebBushSent_717,manage,,JebBushSent_3646,pesar,,JebBushSent_6038,FDLE,,WordControl,appointment,Formal,JebBushSent_4075,si,,JebBushSent_1709,failed,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",0,WordControl,debilitating,Formal,JebBushSent_2026,Waiver,,JebBushSent_3492,dropped,,JebBushSent_5965,semana,,JebBushSent_3718,dirt,,JebBushSent_3403,execution,,JebBushSent_4243,FTAA,,JebBushSent_4018,Restriction,,JebBushSent_2945,Ernie,,JebBushSent_3520,removal,,JebBushSent_3800,Yo,,JebBushSent_4011,Associations,,JebBushSent_1661,constituants,,JebBushSent_1029,Here,,JebBushSent_1423,Miss,,JebBushSent_2247,accordance,,JebBushSent_1724,Performance,,JebBushSent_1332,needs,,JebBushSent_1895,therefore,,JebBushSent_1664,exceed,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",7,JebBushSent_5157,kills,,JebBushSent_6024,Portland,,JebBushSent_4852,software,,JebBushSent_524,But,,JebBushSent_3227,biologically,,JebBushSent_4130,playing,,JebBushSent_3605,came,,WordControl,resulted,Formal,JebBushSent_4220,Connaughton,,JebBushSent_3366,scratching,,JebBushSent_2057,May,,JebBushSent_990,behavioral,,JebBushSent_1894,releases,,JebBushSent_5648,Jill,,JebBushSent_3856,developers,,JebBushSent_5665,errors,,JebBushSent_1271,Dewey,,JebBushSent_146,expected,,JebBushSent_2963,Dade,,JebBushSent_1100,turned,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",12,JebBushSent_3918,slow,,JebBushSent_185,regards,,JebBushSent_346,into,,JebBushSent_49,wide,,JebBushSent_1943,can--your,,JebBushSent_1073,Wireless,,JebBushSent_2877,nationally,,JebBushSent_4215,Review,,JebBushSent_575,alternative,,JebBushSent_56,doing,,JebBushSent_4894,electrons,,JebBushSent_4545,transmission,,WordControl,okiedokie,Informal,JebBushSent_3886,lived,,JebBushSent_757,cost,,JebBushSent_520,SmithKline,,JebBushSent_3418,REFUGE,,JebBushSent_3354,Pruitt,,JebBushSent_924,Cindy,,JebBushSent_4955,Morrison,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",12,JebBushSent_1840,illegal,,JebBushSent_4952,Bronson,,JebBushSent_4744,External,,JebBushSent_231,at,,JebBushSent_2374,Which,,JebBushSent_3389,netted,,JebBushSent_3511,cc,,JebBushSent_1577,end,,JebBushSent_2354,Schnautz,,JebBushSent_216,Josef,,JebBushSent_4421,listening,,JebBushSent_3802,deje,,WordControl,zillion,Informal,JebBushSent_3914,conatation,,JebBushSent_4085,consequir,,JebBushSent_3585,placed,,JebBushSent_1207,websites,,JebBushSent_827,critical,,JebBushSent_4191,deserve,,JebBushSent_4563,accepted,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",10,JebBushSent_418,markedly,,JebBushSent_2839,patient,,JebBushSent_4677,=====================================================,,JebBushSent_786,affect,,JebBushSent_5216,unique,,JebBushSent_5458,streamline,,JebBushSent_3236,widely,,JebBushSent_3572,concerns,,JebBushSent_2497,Make,,JebBushSent_3073,stands,,WordControl,influenced,Formal,JebBushSent_716,nevertheless,,JebBushSent_4996,42,,JebBushSent_413,adj,,JebBushSent_453,millenium,,JebBushSent_3110,administrative,,JebBushSent_5923,jamienick@msn.com,,JebBushSent_796,determined,,JebBushSent_1523,addressed,,JebBushSent_560,right,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",13,JebBushSent_2005,justify,,JebBushSent_213,Jakarta,,JebBushSent_2123,unanimous,,JebBushSent_4164,complex,,JebBushSent_2524,difference,,JebBushSent_2854,proven,,JebBushSent_319,Good,,JebBushSent_3195,Quite,,JebBushSent_4239,Chief,,JebBushSent_5687,feat,,JebBushSent_3637,compartir,,JebBushSent_1245,Regular,,JebBushSent_75,They,,WordControl,nonetheless,Formal,JebBushSent_2746,Jimenez,,JebBushSent_2324,Bon,,JebBushSent_5245,stage,,JebBushSent_93,explanation,,JebBushSent_3256,tonight,,JebBushSent_5479,Engineers,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",0,WordControl,cool,Informal,JebBushSent_1553,importance,,JebBushSent_1267,impossible,,JebBushSent_3023,motel,,JebBushSent_3512,Jose,,JebBushSent_5610,enforcing,,JebBushSent_3137,National,,JebBushSent_2220,Cohen,,JebBushSent_5846,subsequent,,JebBushSent_3849,prevents,,JebBushSent_5299,format,,JebBushSent_14,received,,JebBushSent_5820,particularly,,JebBushSent_2207,Oct.,,JebBushSent_3115,full,,JebBushSent_2851,exemplary,,JebBushSent_2557,Harrington,,JebBushSent_4621,Disney,,JebBushSent_3839,Boxes,,JebBushSent_3882,Escuela,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",1,JebBushSent_573,I-95,,WordControl,loser,Informal,JebBushSent_965,incarcerating,,JebBushSent_812,immediately,,JebBushSent_597,evidently,,JebBushSent_4967,unhappy,,JebBushSent_4051,Town,,JebBushSent_2075,__________________________________________________,,JebBushSent_2168,became,,JebBushSent_3443,lulls,,JebBushSent_1015,currently,,JebBushSent_5675,implies,,JebBushSent_521,Beecham,,JebBushSent_5761,autism,,JebBushSent_3848,Everett,,JebBushSent_1024,Wood,,JebBushSent_3067,fee,,JebBushSent_1798,board,,JebBushSent_2345,bureaucracy,,JebBushSent_245,negative,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",0,WordControl,unauthorized,Formal,JebBushSent_4792,technical,,JebBushSent_5573,Introduction,,JebBushSent_3676,air/water,,JebBushSent_5416,Voting,,JebBushSent_708,While,,JebBushSent_3486,paying,,JebBushSent_5900,OAG,,JebBushSent_4599,hospice,,JebBushSent_2909,thrust,,JebBushSent_1579,changes,,JebBushSent_3128,circles,,JebBushSent_2917,switch,,JebBushSent_5836,legislated,,JebBushSent_2713,Jos,,JebBushSent_17,will,,JebBushSent_970,behavior,,JebBushSent_5874,Crystal,,JebBushSent_2576,announce,,JebBushSent_4019,decide,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",11,JebBushSent_5855,NATURALLY,,JebBushSent_4835,PS,,JebBushSent_4840,Governor...Kent,,JebBushSent_2396,intervention,,JebBushSent_767,corresponds,,JebBushSent_4036,Fees,,JebBushSent_4714,600,,JebBushSent_2211,bring,,JebBushSent_1830,installation,,JebBushSent_5338,Robert,,JebBushSent_2616,Winston,,WordControl,severly,Formal,JebBushSent_4013,wishes,,JebBushSent_4118,Davidians,,JebBushSent_1702,districts,,JebBushSent_2062,Autism,,JebBushSent_4209,attorneys,,JebBushSent_2410,five,,JebBushSent_3043,fellow,,JebBushSent_5028,emoticons,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",6,JebBushSent_5001,biopharmaceutical,,JebBushSent_5229,Excellent,,JebBushSent_239,derogatory,,JebBushSent_1544,Shelly,,JebBushSent_807,states,,JebBushSent_2463,vacation,,WordControl,irresponsible,Formal,JebBushSent_2197,guess,,JebBushSent_3237,night,,JebBushSent_4768,Portuguese,,JebBushSent_4684,euthanasia,,JebBushSent_3952,smoke,,JebBushSent_2560,hearing,,JebBushSent_5440,T,,JebBushSent_2532,"500,000",,JebBushSent_5786,resignation,,JebBushSent_3829,hoc,,JebBushSent_2386,beginning,,JebBushSent_905,BRIDGE,,JebBushSent_3198,impacted,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",11,JebBushSent_2794,Le,,JebBushSent_2937,damage,,JebBushSent_6166,apparently,,JebBushSent_2775,3:30,,JebBushSent_3503,Retirement,,JebBushSent_5124,20th,,JebBushSent_2341,Water,,JebBushSent_3164,DC,,JebBushSent_4781,13214,,JebBushSent_212,priest,,JebBushSent_2427,Washington,,WordControl,decriminalize,Formal,JebBushSent_6030,-----Original,,JebBushSent_1946,f,,JebBushSent_4306,Change,,JebBushSent_2962,Last,,JebBushSent_5403,WESH,,JebBushSent_850,Hubbell,,JebBushSent_3018,month,,JebBushSent_606,concurrent,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",11,JebBushSent_2082,http://search.yahoo.com,,JebBushSent_1404,His,,JebBushSent_1430,African,,JebBushSent_2371,spelling,,JebBushSent_5138,http://www.rodgercclapp.com,,JebBushSent_4350,FLA,,JebBushSent_5349,sweet,,JebBushSent_6049,roof,,JebBushSent_1050,there,,JebBushSent_2519,picture,,JebBushSent_1039,pleasure,,WordControl,appointment,Formal,JebBushSent_4008,Homeowner,,JebBushSent_1450,Somehow,,JebBushSent_3123,futile,,JebBushSent_6148,Phone,,JebBushSent_5701,Interfaith,,JebBushSent_3340,is...I&apos;ll,,JebBushSent_5996,Other,,JebBushSent_6125,faith,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",7,JebBushSent_2686,summarily,,JebBushSent_2693,son,,JebBushSent_680,develop,,JebBushSent_3056,representing,,JebBushSent_5949,lo,,JebBushSent_2880,Head/Staff/Charge,,JebBushSent_635,conserve,,WordControl,decriminalize,Formal,JebBushSent_2783,84,,JebBushSent_92,an,,JebBushSent_3005,58)(tie,,JebBushSent_4315,Codina,,JebBushSent_2029,2003,,JebBushSent_110,45-day,,JebBushSent_2803,updated,,JebBushSent_4355,initiatives,,JebBushSent_3447,ideals,,JebBushSent_789,despite,,JebBushSent_6010,Denver,,JebBushSent_954,break,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",14,JebBushSent_3764,te,,JebBushSent_1088,279-0871,,JebBushSent_5535,smiled,,JebBushSent_2737,crowd,,JebBushSent_4778,SENSE,,JebBushSent_780,added,,JebBushSent_874,worse,,JebBushSent_3031,fingers,,JebBushSent_1519,claim,,JebBushSent_132,ensure,,JebBushSent_4230,WH,,JebBushSent_2178,Depression,,JebBushSent_4261,experiencing,,JebBushSent_5999,Albany,,WordControl,chillout,Informal,JebBushSent_432,possible,,JebBushSent_489,anticipated,,JebBushSent_5418,Pledge,,JebBushSent_6009,Dayton,,JebBushSent_2584,School,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",15,JebBushSent_1668,bieng,,JebBushSent_480,Medicaid,,JebBushSent_4480,Thursday,,JebBushSent_5309,confusion,,JebBushSent_1460,He,,JebBushSent_5174,oppose,,JebBushSent_425,need,,JebBushSent_1033,reply,,JebBushSent_855,accountable,,JebBushSent_732,kids,,JebBushSent_3308,Directors,,JebBushSent_3407,HOWEVER,,JebBushSent_933,954-786-2400,,JebBushSent_5360,Getting,,JebBushSent_2656,Model,,WordControl,implementation,Formal,JebBushSent_4105,food,,JebBushSent_3749,exception,,JebBushSent_2590,child,,JebBushSent_3705,carry,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",16,JebBushSent_4218,Klee,,JebBushSent_4944,publicized,,JebBushSent_2897,Orleans,,JebBushSent_4871,strengths,,JebBushSent_3261,co,,JebBushSent_4963,sickness,,JebBushSent_1477,Investors,,JebBushSent_5700,ecology,,JebBushSent_593,Health--very,,JebBushSent_2679,continues,,JebBushSent_2290,commute,,JebBushSent_5046,Dunnellon,,JebBushSent_475,gave,,JebBushSent_2288,Thereby,,JebBushSent_5081,birthday,,JebBushSent_3940,COULD,,WordControl,jerk,Informal,JebBushSent_2127,cooperation,,JebBushSent_2219,put,,JebBushSent_736,say,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",15,JebBushSent_462,ERC,,JebBushSent_4973,lawmakers,,JebBushSent_3068,sign,,JebBushSent_1937,referred,,JebBushSent_2855,achievement,,JebBushSent_3612,combat,,JebBushSent_5676,entering,,JebBushSent_2135,longer,,JebBushSent_5580,staffing,,JebBushSent_3375,M.,,JebBushSent_1647,benifit,,JebBushSent_5427,amendments,,JebBushSent_2646,Mr,,JebBushSent_1315,starting,,JebBushSent_401,household,,WordControl,hangout,Informal,JebBushSent_2242,303,,JebBushSent_898,pulling,,JebBushSent_2832,believes,,JebBushSent_2664,"6,000",
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",1,JebBushSent_53,little,,WordControl,intimidation,Formal,JebBushSent_4629,thoughts--I,,JebBushSent_5899,west,,JebBushSent_5134,PAGES,,JebBushSent_3393,up...sure,,JebBushSent_1472,lame,,JebBushSent_5966,pasada,,JebBushSent_4250,Hardee,,JebBushSent_2891,requirements,,JebBushSent_166,?,,JebBushSent_3661,los,,JebBushSent_1031,Goldstein,,JebBushSent_1967,file,,JebBushSent_438,Perhaps,,JebBushSent_345,went,,JebBushSent_5978,necesitamos,,JebBushSent_1103,Palmetto,,JebBushSent_5619,vacancies,,JebBushSent_5560,collections,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",8,JebBushSent_31,issue,,JebBushSent_1395,intended,,JebBushSent_446,Y2K,,JebBushSent_958,losing,,JebBushSent_1084,SOS,,JebBushSent_2481,NetZero,,JebBushSent_1280,soybeans,,JebBushSent_4877,relieved,,WordControl,crushing,Informal,JebBushSent_3175,Bay,,JebBushSent_3315,clue,,JebBushSent_986,profession,,JebBushSent_2389,delivered,,JebBushSent_5231,reappointments,,JebBushSent_2876,promoted,,JebBushSent_144,signicant,,JebBushSent_1701,requires,,JebBushSent_5399,Dave,,JebBushSent_4158,AIM,,JebBushSent_3423,AN,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",13,JebBushSent_4689,Animals,,JebBushSent_5355,Bosler,,JebBushSent_3384,trying...so,,JebBushSent_1591,track,,JebBushSent_1449,gold,,JebBushSent_1005,282-0,,JebBushSent_2507,850,,JebBushSent_2154,FOR,,JebBushSent_2314,tourism,,JebBushSent_1082,Director,,JebBushSent_357,Balart,,JebBushSent_4438,Very,,JebBushSent_4595,Guide,,WordControl,spazz,Informal,JebBushSent_5943,transcripts,,JebBushSent_2579,reaction,,JebBushSent_554,leading,,JebBushSent_2346,south,,JebBushSent_1237,rating,,JebBushSent_6097,PERIOD,
Rate the formality of words,View a list of 20 words and rate how formal/informal each is,"research, English, language",7,JebBushSent_3655,estar,,JebBushSent_4249,recognize,,JebBushSent_5961,mal,,JebBushSent_3421,BEATS,,JebBushSent_5067,doctor,,JebBushSent_6110,contrary,,JebBushSent_24,because,,WordControl,soooooo,Informal,JebBushSent_2305,media,,JebBushSent_2096,duress,,JebBushSent_3320,Dept,,JebBushSent_199,world,,JebBushSent_5478,Corps,,JebBushSent_5656,aspersions,,JebBushSent_215,Mgr,,JebBushSent_3165,electric,,JebBushSent_706,results,,JebBushSent_2867,shore,,JebBushSent_1836,lewd,,JebBushSent_2540,display,
