Title,Description,Keywords,SENTENCE1,QUESTION1,SENTENCE2,QUESTION2,SENTENCE3,QUESTION3,SENTENCE4,QUESTION4,SENTENCE5,QUESTION5,SENTENCE6,QUESTION6,SENTENCE7,QUESTION7,SENTENCE8,QUESTION8,SENTENCE9,QUESTION9,SENTENCE10,QUESTION10,SENTENCE11,QUESTION11,SENTENCE12,QUESTION12,SENTENCE13,QUESTION13,SENTENCE14,QUESTION14,SENTENCE15,QUESTION15,Answer.Question-1-why,Answer.Question-10-why,Answer.Question-11-why,Answer.Question-12-why,Answer.Question-13-why,Answer.Question-14-why,Answer.Question-15-why,Answer.Question-2-why,Answer.Question-3-why,Answer.Question-4-why,Answer.Question-5-why,Answer.Question-6-why,Answer.Question-7-why,Answer.Question-8-why,Answer.Question-9-why,Answer.ignoreMe,Answer.ignoreMe2,Answer.optradio1,Answer.optradio10,Answer.optradio11,Answer.optradio12,Answer.optradio13,Answer.optradio14,Answer.optradio15,Answer.optradio2,Answer.optradio3,Answer.optradio4,Answer.optradio5,Answer.optradio6,Answer.optradio7,Answer.optradio8,Answer.optradio9
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","This is a large, sheet-like muscle below the lungs.",What is located below the lungs?,It is not clear how and when he became part of Atta's circle.,It is not clear when Jarrah became part of Atta's circle but who did he meet at Quds mosque where he began attending in 1997?,"The e-commerce free zone is situated in north Dubai, near the industrial free zone in Jebel Ali, the top regional and tenth international leading area in container transit.",Which two other things does Dubai already stand out for?,The King Street building appears to be vacant.,What building has notices at the entrance that direct visitors to the equal justice center on West Montague Avenue in North Charleston?,We do not know if these stereotypes match current reality; they may also be one more symptom of the civil-military misunderstandings we described in chapter 4.,The CIA is stereotyped for having what kind of reputation in operations?,"Meanwhile , the film cuts to Judith Grey , who has a nightmare about the events that happened in the previous film a year before .",Who experienced nightmares for a year and believes the toys are still alive?,"His drawings and engravings show the influence of others, notably Antonio Pollaiuolo with his interest in the proportions of the body, Mantegna, Lorenzo di Credi and others.",Which artists directly influenced Durer's work?,Her mommy asked the worker to take the puppy out so that Shelly could make sure.,What did Shelly say when she found a puppy she liked?,The quarrel had been antecedent to Margaret going to Brent's Rock.,Did Wykham and Margaret almost come to blows before or after she went to Brent's Rock?,"Porky is looking all over the big city for a hotel room , but due to a convention there are no vacancies .",What does Porky finally do in order to get a room?,"More than nine months later, on October 12,2000, al Qaeda operatives in a small boat laden with explosives attacked a U.S. Navy destroyer, the USS Cole.",How long was it between the failed suicide mission and the successful attack on the USS Cole?,One form of energy is called mechanical.,What are two examples of different forms of energy?,Temperate zones fall between the polar and the tropical zones.,What is a difference between polar and tropical zones?,"He admitted having made his customary report to his Holiness the preceding night, but knew nothing of any supernatural ratcatcher, and nothing of any midnight rendezvous at the Appartamento Borgia.",What was the cardinal's answer to the midnight rendezvous?,"When Andrew goes home after baseball, he likes to eat a snack.",Who plays baseball?,"A large, sheet-like muscle.",,,,,,Andrew,,,,,,"Antonio Pollaiuolo,  Mantegna, and Lorenzo di Credi.",,,on,on,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","This is a large, sheet-like muscle below the lungs.",What is located below the lungs?,It is not clear how and when he became part of Atta's circle.,It is not clear when Jarrah became part of Atta's circle but who did he meet at Quds mosque where he began attending in 1997?,"The e-commerce free zone is situated in north Dubai, near the industrial free zone in Jebel Ali, the top regional and tenth international leading area in container transit.",Which two other things does Dubai already stand out for?,The King Street building appears to be vacant.,What building has notices at the entrance that direct visitors to the equal justice center on West Montague Avenue in North Charleston?,We do not know if these stereotypes match current reality; they may also be one more symptom of the civil-military misunderstandings we described in chapter 4.,The CIA is stereotyped for having what kind of reputation in operations?,"Meanwhile , the film cuts to Judith Grey , who has a nightmare about the events that happened in the previous film a year before .",Who experienced nightmares for a year and believes the toys are still alive?,"His drawings and engravings show the influence of others, notably Antonio Pollaiuolo with his interest in the proportions of the body, Mantegna, Lorenzo di Credi and others.",Which artists directly influenced Durer's work?,Her mommy asked the worker to take the puppy out so that Shelly could make sure.,What did Shelly say when she found a puppy she liked?,The quarrel had been antecedent to Margaret going to Brent's Rock.,Did Wykham and Margaret almost come to blows before or after she went to Brent's Rock?,"Porky is looking all over the big city for a hotel room , but due to a convention there are no vacancies .",What does Porky finally do in order to get a room?,"More than nine months later, on October 12,2000, al Qaeda operatives in a small boat laden with explosives attacked a U.S. Navy destroyer, the USS Cole.",How long was it between the failed suicide mission and the successful attack on the USS Cole?,One form of energy is called mechanical.,What are two examples of different forms of energy?,Temperate zones fall between the polar and the tropical zones.,What is a difference between polar and tropical zones?,"He admitted having made his customary report to his Holiness the preceding night, but knew nothing of any supernatural ratcatcher, and nothing of any midnight rendezvous at the Appartamento Borgia.",What was the cardinal's answer to the midnight rendezvous?,"When Andrew goes home after baseball, he likes to eat a snack.",Who plays baseball?,"A large, sheet-like muscle.",,,,,,Andrew plays baseball.,,,,,,,,,on,on,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","This is a large, sheet-like muscle below the lungs.",What is located below the lungs?,It is not clear how and when he became part of Atta's circle.,It is not clear when Jarrah became part of Atta's circle but who did he meet at Quds mosque where he began attending in 1997?,"The e-commerce free zone is situated in north Dubai, near the industrial free zone in Jebel Ali, the top regional and tenth international leading area in container transit.",Which two other things does Dubai already stand out for?,The King Street building appears to be vacant.,What building has notices at the entrance that direct visitors to the equal justice center on West Montague Avenue in North Charleston?,We do not know if these stereotypes match current reality; they may also be one more symptom of the civil-military misunderstandings we described in chapter 4.,The CIA is stereotyped for having what kind of reputation in operations?,"Meanwhile , the film cuts to Judith Grey , who has a nightmare about the events that happened in the previous film a year before .",Who experienced nightmares for a year and believes the toys are still alive?,"His drawings and engravings show the influence of others, notably Antonio Pollaiuolo with his interest in the proportions of the body, Mantegna, Lorenzo di Credi and others.",Which artists directly influenced Durer's work?,Her mommy asked the worker to take the puppy out so that Shelly could make sure.,What did Shelly say when she found a puppy she liked?,The quarrel had been antecedent to Margaret going to Brent's Rock.,Did Wykham and Margaret almost come to blows before or after she went to Brent's Rock?,"Porky is looking all over the big city for a hotel room , but due to a convention there are no vacancies .",What does Porky finally do in order to get a room?,"More than nine months later, on October 12,2000, al Qaeda operatives in a small boat laden with explosives attacked a U.S. Navy destroyer, the USS Cole.",How long was it between the failed suicide mission and the successful attack on the USS Cole?,One form of energy is called mechanical.,What are two examples of different forms of energy?,Temperate zones fall between the polar and the tropical zones.,What is a difference between polar and tropical zones?,"He admitted having made his customary report to his Holiness the preceding night, but knew nothing of any supernatural ratcatcher, and nothing of any midnight rendezvous at the Appartamento Borgia.",What was the cardinal's answer to the midnight rendezvous?,"When Andrew goes home after baseball, he likes to eat a snack.",Who plays baseball?,"A large, sheet-like muscle",,,,,,Andrew,,Being the top regional and tenth international leading area in container transit,,,,"Antonio Pollaiuoloo, Mantegna, Lorenzo di Credi, and others",,,on,on,yes,no,no,no,no,no,yes,no,yes,no,no,no,yes,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",They usually aren't as destructive as landslides and mudslides.,What type of mass movement occurs suddenly but not as dangerous as a landslide?,"With some difficulty he found it, with its wrapper still intact.",In what condition was the wrapper of the paper that Mr. Driggs gave to Mr. Steadman?,"Generally aware that terrorism had changed since the first Bush administration, they paid particular attention to the question of how counterterrorism policy should be coordinated.",What did Rice need advice on when she asked for professor Philip Zelikow's help?,Plants do not grow in Antarctica.,Did Antarctica's climate change throughout history?,Hoping the wind will blow is also risky for a plant.,Why is it risky for a plant to hope the wind will blow?,"She took on the virtues of a traditional Chinese female, particularly forbearance”.",How does Whalen Lai describe Madame White Snake?,"She wrote in her 1978 autobiography, No Bed of Roses, that her mother, who was an actress, began encouraging the rivalry with her older sister at an early age.",What were the occupations of Joan Fontaine's mother and father?,"Watch Allen describe her first impression of Stiles » Allen said she and Stiles had been in an on-again, off-again relationship for 10 years and that he was good with her children.",What is the relationship of the person referred to as Allen to Chester Stiles?,"The allegiance of this highly privileged and prestigious group was ensured by cementing their ethical principles in the code of bushido, “the way of the warrior”: loyalty to one’s master, defense of one’s status and honor, and fulfillment of all obligations.",What was one cruel way in which the Bushido Code was enforced?,The foot and eyes are unique features.,Where are the snails eyes?,"Usually, Joey would eat cereal, fruit (a pear), or oatmeal for breakfast.",What did Joey eat early in the morning?,These small pieces of rock are called sediment.,What does weathering do and create?,Roberta Adams skipped the thick how-to guide on child-custody forms and sat down at a computer at the Lamoreaux Justice Center in Orange on Wednesday.,Who thought that they would have all kinds of questions and have to take child-custody forms home?,At breakfast Sam was so excited he was wiggling in his seat!,Why was Sam excited?,"n di accepts , but in turn demands extra food , a ball with Which he and his team can train before the match , and asks that they be allowed to concentrate on training before the match and not work .",What demands did the Germans accept from n di?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",They usually aren't as destructive as landslides and mudslides.,What type of mass movement occurs suddenly but not as dangerous as a landslide?,"With some difficulty he found it, with its wrapper still intact.",In what condition was the wrapper of the paper that Mr. Driggs gave to Mr. Steadman?,"Generally aware that terrorism had changed since the first Bush administration, they paid particular attention to the question of how counterterrorism policy should be coordinated.",What did Rice need advice on when she asked for professor Philip Zelikow's help?,Plants do not grow in Antarctica.,Did Antarctica's climate change throughout history?,Hoping the wind will blow is also risky for a plant.,Why is it risky for a plant to hope the wind will blow?,"She took on the virtues of a traditional Chinese female, particularly forbearance”.",How does Whalen Lai describe Madame White Snake?,"She wrote in her 1978 autobiography, No Bed of Roses, that her mother, who was an actress, began encouraging the rivalry with her older sister at an early age.",What were the occupations of Joan Fontaine's mother and father?,"Watch Allen describe her first impression of Stiles » Allen said she and Stiles had been in an on-again, off-again relationship for 10 years and that he was good with her children.",What is the relationship of the person referred to as Allen to Chester Stiles?,"The allegiance of this highly privileged and prestigious group was ensured by cementing their ethical principles in the code of bushido, “the way of the warrior”: loyalty to one’s master, defense of one’s status and honor, and fulfillment of all obligations.",What was one cruel way in which the Bushido Code was enforced?,The foot and eyes are unique features.,Where are the snails eyes?,"Usually, Joey would eat cereal, fruit (a pear), or oatmeal for breakfast.",What did Joey eat early in the morning?,These small pieces of rock are called sediment.,What does weathering do and create?,Roberta Adams skipped the thick how-to guide on child-custody forms and sat down at a computer at the Lamoreaux Justice Center in Orange on Wednesday.,Who thought that they would have all kinds of questions and have to take child-custody forms home?,At breakfast Sam was so excited he was wiggling in his seat!,Why was Sam excited?,"n di accepts , but in turn demands extra food , a ball with Which he and his team can train before the match , and asks that they be allowed to concentrate on training before the match and not work .",What demands did the Germans accept from n di?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",They usually aren't as destructive as landslides and mudslides.,What type of mass movement occurs suddenly but not as dangerous as a landslide?,"With some difficulty he found it, with its wrapper still intact.",In what condition was the wrapper of the paper that Mr. Driggs gave to Mr. Steadman?,"Generally aware that terrorism had changed since the first Bush administration, they paid particular attention to the question of how counterterrorism policy should be coordinated.",What did Rice need advice on when she asked for professor Philip Zelikow's help?,Plants do not grow in Antarctica.,Did Antarctica's climate change throughout history?,Hoping the wind will blow is also risky for a plant.,Why is it risky for a plant to hope the wind will blow?,"She took on the virtues of a traditional Chinese female, particularly forbearance”.",How does Whalen Lai describe Madame White Snake?,"She wrote in her 1978 autobiography, No Bed of Roses, that her mother, who was an actress, began encouraging the rivalry with her older sister at an early age.",What were the occupations of Joan Fontaine's mother and father?,"Watch Allen describe her first impression of Stiles » Allen said she and Stiles had been in an on-again, off-again relationship for 10 years and that he was good with her children.",What is the relationship of the person referred to as Allen to Chester Stiles?,"The allegiance of this highly privileged and prestigious group was ensured by cementing their ethical principles in the code of bushido, “the way of the warrior”: loyalty to one’s master, defense of one’s status and honor, and fulfillment of all obligations.",What was one cruel way in which the Bushido Code was enforced?,The foot and eyes are unique features.,Where are the snails eyes?,"Usually, Joey would eat cereal, fruit (a pear), or oatmeal for breakfast.",What did Joey eat early in the morning?,These small pieces of rock are called sediment.,What does weathering do and create?,Roberta Adams skipped the thick how-to guide on child-custody forms and sat down at a computer at the Lamoreaux Justice Center in Orange on Wednesday.,Who thought that they would have all kinds of questions and have to take child-custody forms home?,At breakfast Sam was so excited he was wiggling in his seat!,Why was Sam excited?,"n di accepts , but in turn demands extra food , a ball with Which he and his team can train before the match , and asks that they be allowed to concentrate on training before the match and not work .",What demands did the Germans accept from n di?,,,"Cereal, fruit (a pear), or oatmeal",,,,,,,,,,,"On-again, off-again relationship",,on,on,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",They imposed Islam and left an indelible influence on the countryside and the population of the Algarve.,"Under the Moors, Christianity was replaced by what religion?",Living things need non-living matter as well as energy.,Non-living matter in living things is called nutrients and a couple of these nutrients are what?,Some insects change only slightly during their change.,What is it called when some insects go through one of three types of change?,Tim put the bike together with his Dad's help.,Did Tim assemble a bike with his dad before or after guests arrived at the party?,"Police identified the gunman as Jeffrey Johnson, 58, who was apparently laid off from his job as a designer of women's accessories at Hazan Import Co. last year.",What was Steven's job at Hazan Import?,Even food scraps and lawn waste can be recycled.,What products can recycled materials be used for?,"In short, the status quo prevails.",What is the current economic condition of Hong Kong?,"As Indianapolis Center continued searching for the aircraft, two managers and the controller responsible for American 77 looked to the west and southwest along the flight's projected path, not east-where the aircraft was now heading.",How long did American 77 stay on the Indianapolis Center Radar?,or 'How sweetly Swiss!',"Why is it possible to represent these upon Christmas cards or the lids of chocolate-boxes without labeling them English, Swiss, or French?","The existence of serfdom was tackled boldly, taking advantage of a petition presented by the Polish landed proprietors of the Lithuanian provinces and, hoping that their relations with the serfs might be regulated in a more satisfactory way (meaning in a way more satisfactory for the proprietors), he authorized the formation of committees for ameliorating the condition of the peasants, and laid down the principles on which the amelioration was to be effected.",What significant event followed after a petition by Polish landed proprietors was presented to Tsar Alexander?,"The NMCC officer who participated told us that the call was monitored only periodically because the information was sporadic, it was of little value, and there were other important tasks.",Who confirmed that the teleconference was not important to the coordination of a response to the attack?,"TJ had been placed in charge of the children when the kids' grandmother, Katherine, left home on July 15 and will watch the children while the legal proceedings play out in a California court.",What is TJ's mother's name?,"In the absence of an indigenous alphabet, Japanese scholars had with the greatest difficulty tried to adapt the complex ideograms of monosyllabic Chinese to the essentially polysyllabic Japanese.",What lead to the development of katakana system?,The Vikings also introduced coinage and better ship-building techniques.,"After building a fort on the Liffey River, what did the Vikings introduce to Ireland?",The motion of the guitar players hands is a form of mechanical energy.,"When the guitarist plays the guitar, what form of energy does the chemical energy become?",,,,Katherine,,Coinage and better ship-building construction,Mechanical energy,,,,,,,,,on,on,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",They imposed Islam and left an indelible influence on the countryside and the population of the Algarve.,"Under the Moors, Christianity was replaced by what religion?",Living things need non-living matter as well as energy.,Non-living matter in living things is called nutrients and a couple of these nutrients are what?,Some insects change only slightly during their change.,What is it called when some insects go through one of three types of change?,Tim put the bike together with his Dad's help.,Did Tim assemble a bike with his dad before or after guests arrived at the party?,"Police identified the gunman as Jeffrey Johnson, 58, who was apparently laid off from his job as a designer of women's accessories at Hazan Import Co. last year.",What was Steven's job at Hazan Import?,Even food scraps and lawn waste can be recycled.,What products can recycled materials be used for?,"In short, the status quo prevails.",What is the current economic condition of Hong Kong?,"As Indianapolis Center continued searching for the aircraft, two managers and the controller responsible for American 77 looked to the west and southwest along the flight's projected path, not east-where the aircraft was now heading.",How long did American 77 stay on the Indianapolis Center Radar?,or 'How sweetly Swiss!',"Why is it possible to represent these upon Christmas cards or the lids of chocolate-boxes without labeling them English, Swiss, or French?","The existence of serfdom was tackled boldly, taking advantage of a petition presented by the Polish landed proprietors of the Lithuanian provinces and, hoping that their relations with the serfs might be regulated in a more satisfactory way (meaning in a way more satisfactory for the proprietors), he authorized the formation of committees for ameliorating the condition of the peasants, and laid down the principles on which the amelioration was to be effected.",What significant event followed after a petition by Polish landed proprietors was presented to Tsar Alexander?,"The NMCC officer who participated told us that the call was monitored only periodically because the information was sporadic, it was of little value, and there were other important tasks.",Who confirmed that the teleconference was not important to the coordination of a response to the attack?,"TJ had been placed in charge of the children when the kids' grandmother, Katherine, left home on July 15 and will watch the children while the legal proceedings play out in a California court.",What is TJ's mother's name?,"In the absence of an indigenous alphabet, Japanese scholars had with the greatest difficulty tried to adapt the complex ideograms of monosyllabic Chinese to the essentially polysyllabic Japanese.",What lead to the development of katakana system?,The Vikings also introduced coinage and better ship-building techniques.,"After building a fort on the Liffey River, what did the Vikings introduce to Ireland?",The motion of the guitar players hands is a form of mechanical energy.,"When the guitarist plays the guitar, what form of energy does the chemical energy become?",,,the NMCC officer.,,,,,,,,,,,,,on,on,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",They imposed Islam and left an indelible influence on the countryside and the population of the Algarve.,"Under the Moors, Christianity was replaced by what religion?",Living things need non-living matter as well as energy.,Non-living matter in living things is called nutrients and a couple of these nutrients are what?,Some insects change only slightly during their change.,What is it called when some insects go through one of three types of change?,Tim put the bike together with his Dad's help.,Did Tim assemble a bike with his dad before or after guests arrived at the party?,"Police identified the gunman as Jeffrey Johnson, 58, who was apparently laid off from his job as a designer of women's accessories at Hazan Import Co. last year.",What was Steven's job at Hazan Import?,Even food scraps and lawn waste can be recycled.,What products can recycled materials be used for?,"In short, the status quo prevails.",What is the current economic condition of Hong Kong?,"As Indianapolis Center continued searching for the aircraft, two managers and the controller responsible for American 77 looked to the west and southwest along the flight's projected path, not east-where the aircraft was now heading.",How long did American 77 stay on the Indianapolis Center Radar?,or 'How sweetly Swiss!',"Why is it possible to represent these upon Christmas cards or the lids of chocolate-boxes without labeling them English, Swiss, or French?","The existence of serfdom was tackled boldly, taking advantage of a petition presented by the Polish landed proprietors of the Lithuanian provinces and, hoping that their relations with the serfs might be regulated in a more satisfactory way (meaning in a way more satisfactory for the proprietors), he authorized the formation of committees for ameliorating the condition of the peasants, and laid down the principles on which the amelioration was to be effected.",What significant event followed after a petition by Polish landed proprietors was presented to Tsar Alexander?,"The NMCC officer who participated told us that the call was monitored only periodically because the information was sporadic, it was of little value, and there were other important tasks.",Who confirmed that the teleconference was not important to the coordination of a response to the attack?,"TJ had been placed in charge of the children when the kids' grandmother, Katherine, left home on July 15 and will watch the children while the legal proceedings play out in a California court.",What is TJ's mother's name?,"In the absence of an indigenous alphabet, Japanese scholars had with the greatest difficulty tried to adapt the complex ideograms of monosyllabic Chinese to the essentially polysyllabic Japanese.",What lead to the development of katakana system?,The Vikings also introduced coinage and better ship-building techniques.,"After building a fort on the Liffey River, what did the Vikings introduce to Ireland?",The motion of the guitar players hands is a form of mechanical energy.,"When the guitarist plays the guitar, what form of energy does the chemical energy become?",,,"because the information was sporadic, it was of little value, and there were other important tasks.",,,also introduced coinage and better ship-building techniques.,the guitar players hands is a form of mechanical energy.,Living things need non-living matter as well as energy.,,Tim put the bike together with his Dad's help.,,Even food scraps and lawn waste can be recycled,,"American 77 looked to the west and southwest along the flight's projected path, not east-where the aircraft was now heading.",,on,on,no,no,yes,no,no,yes,yes,yes,no,yes,no,yes,no,yes,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Temperate zones fall between the polar and the tropical zones.,What are some traits of tropical climate zones,"His first care was to summon Cardinal Barbadico, and confer with him respecting the surprising adventures which had recently befallen them.",Did the Pope remember a supernatural ratcatcher?,"From 1987 to 1995, Binalshibh worked as a clerk for the International Bank of Yemen.",What are some different occupations or activities that Binalshibh did?,"Toward the surface, the mantle material starts to cool.",What happens when the mantle material that is near the surface starts to cool?,"The accounts were nevertheless fairly consistent in designating Antipater, recently removed as Macedonian viceroy, and at odds with Olympias, as the head of the alleged plot.",Alexander's wine-pourer was the son of a man who until recently held what title?,"While iOS 7 sports a significant redesign alongside improved battery life and multitasking ability, it's the assortment of new photo functions that iPhone-toting tourists will find most useful in the iOS 7 update.","Previously, how would all the photos you had amassed over the years exist in an iPhone?","The justices are floating a $42 increase to shore up financing for pro-bono work, as the normal funding mechanism for legal services has fallen short in recent years.",The Judges reluctantly raised the rates to how much?,"Daffy spends the rest of the night annoying Porky : pestering him with questions , shaking the bed , spilling water from a glass , hogging the blanket and finally literally sending the both of them flying off the bed when Daffy kicks , and startles , Porky with his literally frozen feet .",What does Porky finally do in order to get a room?,Mary asks.,Who can spell more words?,"Dubai's Crown Prince Sheikh Mohamed Bin Rashid Al Maktoum inaugurated a free zone for e-commerce today, called Dubai Internet City.",Why was an e-commerce free zone inaugurated in Dubai?,A clear signal to Bin Ladin that his days in Sudan were numbered came when the government advised him that it intended to yield to Libya's demands to stop giving sanctuary to its enemies.,Why did Bin Ladin tell his Islamic Army he could no longer protect them and that they needed to leave the country?,Too bad your caring comes at a price.,What is the price you pay after wiping your feet on the piece of carpet and you reach for the brass door handle?,"And he told Spear, when Isaacs & Sons went bankrupt, which at the rate they were giving away their money to the Hebrew Hospital would be very soon, Spear must come back to him.",Who did Mrs. Spear thank?,"Yet, as the Stasi itself eventually discovered, no system of surveillance can ever produce total knowledge of a population.",Could all this surveillance eventually amount to nothing?,"As United 93 left Newark, the flight's crew members were unaware of the hijacking of American 11.",Who was the pilot of flight United 93?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Temperate zones fall between the polar and the tropical zones.,What are some traits of tropical climate zones,"His first care was to summon Cardinal Barbadico, and confer with him respecting the surprising adventures which had recently befallen them.",Did the Pope remember a supernatural ratcatcher?,"From 1987 to 1995, Binalshibh worked as a clerk for the International Bank of Yemen.",What are some different occupations or activities that Binalshibh did?,"Toward the surface, the mantle material starts to cool.",What happens when the mantle material that is near the surface starts to cool?,"The accounts were nevertheless fairly consistent in designating Antipater, recently removed as Macedonian viceroy, and at odds with Olympias, as the head of the alleged plot.",Alexander's wine-pourer was the son of a man who until recently held what title?,"While iOS 7 sports a significant redesign alongside improved battery life and multitasking ability, it's the assortment of new photo functions that iPhone-toting tourists will find most useful in the iOS 7 update.","Previously, how would all the photos you had amassed over the years exist in an iPhone?","The justices are floating a $42 increase to shore up financing for pro-bono work, as the normal funding mechanism for legal services has fallen short in recent years.",The Judges reluctantly raised the rates to how much?,"Daffy spends the rest of the night annoying Porky : pestering him with questions , shaking the bed , spilling water from a glass , hogging the blanket and finally literally sending the both of them flying off the bed when Daffy kicks , and startles , Porky with his literally frozen feet .",What does Porky finally do in order to get a room?,Mary asks.,Who can spell more words?,"Dubai's Crown Prince Sheikh Mohamed Bin Rashid Al Maktoum inaugurated a free zone for e-commerce today, called Dubai Internet City.",Why was an e-commerce free zone inaugurated in Dubai?,A clear signal to Bin Ladin that his days in Sudan were numbered came when the government advised him that it intended to yield to Libya's demands to stop giving sanctuary to its enemies.,Why did Bin Ladin tell his Islamic Army he could no longer protect them and that they needed to leave the country?,Too bad your caring comes at a price.,What is the price you pay after wiping your feet on the piece of carpet and you reach for the brass door handle?,"And he told Spear, when Isaacs & Sons went bankrupt, which at the rate they were giving away their money to the Hebrew Hospital would be very soon, Spear must come back to him.",Who did Mrs. Spear thank?,"Yet, as the Stasi itself eventually discovered, no system of surveillance can ever produce total knowledge of a population.",Could all this surveillance eventually amount to nothing?,"As United 93 left Newark, the flight's crew members were unaware of the hijacking of American 11.",Who was the pilot of flight United 93?,,,,,,"Yes, because it can never produce a total knowledge of a population.",,,He worked as a clerk for the International Bank of Yemen.,,,,,,,on,on,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Temperate zones fall between the polar and the tropical zones.,What are some traits of tropical climate zones,"His first care was to summon Cardinal Barbadico, and confer with him respecting the surprising adventures which had recently befallen them.",Did the Pope remember a supernatural ratcatcher?,"From 1987 to 1995, Binalshibh worked as a clerk for the International Bank of Yemen.",What are some different occupations or activities that Binalshibh did?,"Toward the surface, the mantle material starts to cool.",What happens when the mantle material that is near the surface starts to cool?,"The accounts were nevertheless fairly consistent in designating Antipater, recently removed as Macedonian viceroy, and at odds with Olympias, as the head of the alleged plot.",Alexander's wine-pourer was the son of a man who until recently held what title?,"While iOS 7 sports a significant redesign alongside improved battery life and multitasking ability, it's the assortment of new photo functions that iPhone-toting tourists will find most useful in the iOS 7 update.","Previously, how would all the photos you had amassed over the years exist in an iPhone?","The justices are floating a $42 increase to shore up financing for pro-bono work, as the normal funding mechanism for legal services has fallen short in recent years.",The Judges reluctantly raised the rates to how much?,"Daffy spends the rest of the night annoying Porky : pestering him with questions , shaking the bed , spilling water from a glass , hogging the blanket and finally literally sending the both of them flying off the bed when Daffy kicks , and startles , Porky with his literally frozen feet .",What does Porky finally do in order to get a room?,Mary asks.,Who can spell more words?,"Dubai's Crown Prince Sheikh Mohamed Bin Rashid Al Maktoum inaugurated a free zone for e-commerce today, called Dubai Internet City.",Why was an e-commerce free zone inaugurated in Dubai?,A clear signal to Bin Ladin that his days in Sudan were numbered came when the government advised him that it intended to yield to Libya's demands to stop giving sanctuary to its enemies.,Why did Bin Ladin tell his Islamic Army he could no longer protect them and that they needed to leave the country?,Too bad your caring comes at a price.,What is the price you pay after wiping your feet on the piece of carpet and you reach for the brass door handle?,"And he told Spear, when Isaacs & Sons went bankrupt, which at the rate they were giving away their money to the Hebrew Hospital would be very soon, Spear must come back to him.",Who did Mrs. Spear thank?,"Yet, as the Stasi itself eventually discovered, no system of surveillance can ever produce total knowledge of a population.",Could all this surveillance eventually amount to nothing?,"As United 93 left Newark, the flight's crew members were unaware of the hijacking of American 11.",Who was the pilot of flight United 93?,,,the government advised him that it intended to yield to Libya's demands to stop giving sanctuary to its enemies,,,,,,Clerk for the International Bank of Yemen,,Macedonian viceroy,,,,,on,on,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no
